model_name,metric,target_summary,slice_id,component_ids,observed,predicted,residual,n_atomic_fit,residual_z,residual_direction,metric_direction,family,prompt_family,operation_type,composition_depth,frequency_proxy,reference_learnability,formal_utility,answer_entropy_proxy,component_ids_meta,control_type,kind
EleutherAI/pythia-160m,accuracy,final_metric,comp_add_then_compare,arith_add_small;arith_compare,0.203125,0.3279796377140738,-0.1248546377140737,16,-1.34358268195034,under,higher_is_better,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_add_then_even,arith_add_small;arith_even,0.203125,0.3268527514215533,-0.1237277514215533,16,-1.3171457484398368,under,higher_is_better,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_first_then_same,word_first;word_same,0.25,0.3413619053026475,-0.0913619053026474,16,-0.5578377973750095,under,higher_is_better,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_max_then_compare,arith_max2;arith_compare,0.28125,0.3112167112479387,-0.0299667112479387,16,0.8825033212116411,under,higher_is_better,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,0.25,0.3123435975404591,-0.0623435975404591,16,0.12293636589968779,under,higher_is_better,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_retrieve_then_compare,retrieval_number;arith_compare,0.28125,0.2821984034857504,-0.0009484034857504,16,1.5632774844863384,under,higher_is_better,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_reverse_then_first,word_reverse2;word_first,0.3125,0.3257258651290329,-0.0132258651290328,16,1.2752462613757436,under,higher_is_better,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_reverse_then_last,word_reverse2;word_last,0.25,0.3257258651290329,-0.0757258651290329,16,-0.1910137822271584,under,higher_is_better,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_reverse_then_same,word_reverse2;word_same,0.265625,0.3100898249554182,-0.0444648249554182,16,0.5423752438214221,under,higher_is_better,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,composite
EleutherAI/pythia-160m,accuracy,final_metric,comp_sub_then_compare,arith_sub_small;arith_compare,0.203125,0.3123435975404592,-0.1092185975404592,16,-0.9767586668024895,under,higher_is_better,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,composite
