model_name,slice_id,family,prompt_family,operation_type,composition_depth,component_ids,n_metrics,n_underperforming_metrics,n_outperforming_metrics,n_zero_metrics,underperforming_metric_rate,outperforming_metric_rate,mean_residual,median_residual,mean_residual_z,median_residual_z,max_abs_residual_z,verdict,underperforming_metrics,outperforming_metrics
EleutherAI/pythia-160m,comp_add_then_compare,arithmetic,arithmetic,add_then_compare,2,arith_add_small;arith_compare,5,4,1,0,0.8,0.2,-0.19225542559948944,-0.2442877200951301,-0.8273206095698817,-1.34358268195034,1.660317529455511,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
EleutherAI/pythia-160m,comp_reverse_then_last,string,string,reverse_then_last,2,word_reverse2;word_last,5,4,1,0,0.8,0.2,-0.16792292394872935,-0.1072303208327731,-0.489479403728814,-0.6934680915094826,1.5436954870547774,consistent_underperforming_observational,accuracy;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,mean_correct_margin
EleutherAI/pythia-160m,comp_add_then_even,arithmetic,arithmetic,add_then_parity,2,arith_add_small;arith_even,5,4,1,0,0.8,0.2,-0.11131327214769433,-0.1639044117305648,-0.40086268337221165,-0.576754821263884,1.3171457484398368,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
EleutherAI/pythia-160m,comp_first_then_same,string,string,first_then_same,2,word_first;word_same,5,4,1,0,0.8,0.2,-0.1177939185619068,-0.098973159453779,-0.36424485243420524,-0.5578377973750095,0.8476738786072513,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
EleutherAI/pythia-160m,comp_reverse_then_first,string,string,reverse_then_first,2,word_reverse2;word_first,5,4,1,0,0.8,0.2,-0.06807352874315212,-0.0132258651290328,0.2901793292930307,0.7395551798007051,1.2752462613757436,consistent_underperforming_observational,accuracy;mean_correct_mrr;mean_logprob_correct;mean_logprob_margin,mean_correct_margin
EleutherAI/pythia-160m,comp_sub_then_compare,arithmetic,arithmetic,sub_then_compare,2,arith_sub_small;arith_compare,5,3,2,0,0.6,0.4,-0.13489784334765573,-0.1092185975404592,-0.45056178219613063,-0.5810712359007144,1.0081317635075997,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-160m,comp_retrieve_then_color,retrieval,retrieval,retrieve_then_color,2,retrieval_object;semantic_color_lookup,5,3,2,0,0.6,0.4,0.09070306801878719,-0.0623435975404591,0.39372530651217097,0.15237008700024315,0.9466856089758795,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-160m,comp_reverse_then_same,string,string,reverse_then_same,2,word_reverse2;word_same,5,3,2,0,0.6,0.4,0.016451218912246414,-0.0444648249554182,0.32369883196486254,0.5649061109590897,1.8646811886796442,consistent_underperforming_observational,accuracy;mean_correct_mrr;mean_logprob_margin,mean_correct_margin;mean_logprob_correct
EleutherAI/pythia-160m,comp_max_then_compare,arithmetic,arithmetic,max_then_compare,2,arith_max2;arith_compare,5,3,2,0,0.6,0.4,0.05853817045319857,-0.0299667112479387,0.6477316266261636,0.8825033212116411,1.6631488856583552,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-160m,comp_retrieve_then_compare,retrieval,retrieval,retrieve_then_compare,2,retrieval_number;arith_compare,5,3,2,0,0.6,0.4,0.0541231746341706,-0.0009484034857504,0.8771342369050155,1.0159605110610603,1.900072222347851,consistent_underperforming_observational,accuracy;mean_correct_mrr;mean_logprob_margin,mean_correct_margin;mean_logprob_correct
