model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
EleutherAI/pythia-160m,accuracy,all,29,0.23922413793103448,0.0026939655172413795,0.23895474137931033,-0.2502522601009298,-0.16487964042316602,-0.21201667936121776,0.1802067724536535,0.0671323779817316,0.1886329960149506,-0.08423479961055255,-0.03879281903723745,-0.02788293709385896,0.17946753763240053,0.0410129528149785,0.18256585881008766,,,
EleutherAI/pythia-160m,accuracy,atomic,16,0.2314453125,-0.005859375,0.23291015625,0.0120307417295217,-0.0807936501230247,0.024703367003027728,-0.051492766731483355,0.11537055499048382,-0.0430918282010769,0.286631505582414,0.34038874432014654,0.3396783387095112,,,,,,
EleutherAI/pythia-160m,accuracy,composite,10,0.25,0.0109375,0.2484375,-0.7779282831939609,-0.3721053245887397,-0.7845559363368422,0.6580782119679491,0.025562367177136915,0.7676560821029234,,,,,,,,,
EleutherAI/pythia-160m,accuracy,true_atomic_composite,26,0.23858173076923078,0.0006009615384615385,0.23888221153846154,-0.2645938669943746,-0.14934014267642787,-0.24456168649026383,0.23163783167815985,0.10788727972123749,0.2382020862660866,-0.06397138626496002,0.03188171394373133,-0.03153088128283897,0.2020819241604706,0.08251460002858339,0.19560992790257056,,,
EleutherAI/pythia-160m,mean_correct_margin,all,29,-1.4858479054387788,-1.0069743879460569,-0.9516279634393366,-0.13718158995020438,-0.20230570214678156,-0.21567719286394949,0.0039609372545322446,0.030449705144216622,0.2131479360095164,-0.11202267040794131,-0.19545486808995793,-0.10214596164807642,0.0346843987809648,0.0953820966476532,0.23411969177151237,,,
EleutherAI/pythia-160m,mean_correct_margin,atomic,16,-1.5270534827141091,-1.0687907290412113,-0.9827557241078466,0.11062781036541894,0.035879289848243984,0.14650710021366292,-0.2181095326395648,-0.2299794391777724,-0.09495925230566087,-0.08097503390415867,-0.1787562069205012,0.12986562041232994,,,,,,
EleutherAI/pythia-160m,mean_correct_margin,composite,10,-1.4555266357958316,-0.9504262171685696,-0.8898859361652285,-0.8533908026625114,-0.7499494932488736,-0.8727860481775686,0.6022390336078728,0.4140393356054125,0.501865861339894,,,,,,,,,
EleutherAI/pythia-160m,mean_correct_margin,true_atomic_composite,26,-1.49954315697631,-1.023265916782503,-0.9470365748991474,-0.14979730517250087,-0.21419292831562192,-0.21866962938974266,0.062157212801548165,0.0999323145041465,0.20192508910116197,-0.10158239606266382,-0.1903781968167406,-0.12964186910095207,0.06324555320336758,0.13703203194062974,0.22135943621178653,,,
EleutherAI/pythia-160m,mean_correct_mrr,all,29,0.5114493534482757,-0.0008979885057471136,0.5147157866379309,-0.154238577297475,-0.18224846607102965,-0.15341960815371466,0.07840058115866884,0.06857372621908947,0.15338142982584874,-0.045772950358831985,-0.16478508825669325,0.01637656041229068,0.05639688586397994,0.0346843987809648,0.117074264786579,,,
EleutherAI/pythia-160m,mean_correct_mrr,atomic,16,0.5076497395833333,-0.0065104166666666435,0.5111490885416667,0.03598528502702079,-0.11660769200679293,-0.01943461533446549,-0.05952486404108744,0.004451214951827853,-0.023739813076415216,0.254369165576294,-0.2811208724219848,0.26431473330980093,,,,,,
EleutherAI/pythia-160m,mean_correct_mrr,composite,10,0.5161458333333334,0.0039062499999999887,0.5204752604166666,-0.68529867486535,-0.6335780201585312,-0.6659034293502931,0.61478568014137,0.0940998490012301,0.8029853781438303,,,,,,,,,
EleutherAI/pythia-160m,mean_correct_mrr,true_atomic_composite,26,0.510917467948718,-0.0025040064102564005,0.5147360777243589,-0.14610926529020055,-0.16667102460572508,-0.1900876148395873,0.13024148033652275,0.06318744284798267,0.189562328543948,0.008530231504746227,-0.13674553316127822,0.004617381639211993,0.0843851232404548,0.04216370213557839,0.11595018087284055,,,
EleutherAI/pythia-160m,mean_logprob_correct,all,29,-4.1778407632854995,7.114972585587409,-6.101048465633508,-0.09533377640943806,-0.08840041085238802,-0.21369623127622092,-0.05792870734753406,-0.08615038528607631,0.1396230382222616,-0.35972012956981614,-0.37583475965170104,-0.18713763966059802,0.0,-0.0260132990857236,0.0086710996952412,,,
EleutherAI/pythia-160m,mean_logprob_correct,atomic,16,-4.217686123331077,7.050992887350731,-6.12687551981071,0.022424556155152486,0.02092958574480899,-0.25563994016873837,-0.24184934571598002,-0.26707289710967114,0.22256074759139263,-0.6340497937778462,-0.6921073652562996,-0.1527830828380352,,,,,,
EleutherAI/pythia-160m,mean_logprob_correct,composite,10,-4.19674380524084,7.09790853606537,-6.11621253087651,-0.13576671860539954,0.051720654706818865,-0.6529732656735883,0.47677256827289927,0.17565305146896287,0.7214321756760975,,,,,,,,,
EleutherAI/pythia-160m,mean_logprob_correct,true_atomic_composite,26,-4.209631385604063,7.069037367625592,-6.122774370220633,-0.06301817665877622,-0.06715051611181072,-0.23864260341274274,0.018544140835821,0.005494560247650667,0.24931567123714898,-0.3225063483388068,-0.3445277069258179,-0.1314177851160336,0.07378647873726218,0.07378647873726218,0.08432740427115679,,,
