model_name,slice_id,metric,kind,family,operation_type,component_ids,initial,final,delta,auc,max,min,abs_delta,moving
EleutherAI/pythia-1.4b,arith_absdiff,accuracy,atomic,arithmetic,absolute_difference,,0.1875,0.296875,0.109375,0.26953125,0.296875,0.1875,0.109375,True
EleutherAI/pythia-1.4b,arith_absdiff,mean_correct_margin,atomic,arithmetic,absolute_difference,,-0.7277399897575378,-0.4798228554427624,0.24791713431477547,-0.6442743288353086,-0.4798228554427624,-0.8044101409614086,0.24791713431477547,True
EleutherAI/pythia-1.4b,arith_absdiff,mean_correct_mrr,atomic,arithmetic,absolute_difference,,0.46875,0.5533854166666666,0.08463541666666663,0.5387369791666666,0.5703125,0.46875,0.08463541666666663,True
EleutherAI/pythia-1.4b,arith_absdiff,mean_logprob_correct,atomic,arithmetic,absolute_difference,,-11.146702975034714,-2.3468719329684973,8.799831042066216,-5.229858640581369,-2.3468719329684973,-11.146702975034714,8.799831042066216,True
EleutherAI/pythia-1.4b,arith_absdiff,mean_logprob_margin,atomic,arithmetic,absolute_difference,,0.3127907961606979,0.7135374471545219,0.40074665099382406,0.6916703777387738,1.028100848197937,0.3127907961606979,0.40074665099382406,True
EleutherAI/pythia-1.4b,arith_add_large,accuracy,atomic,arithmetic,addition_large,,0.265625,0.203125,-0.0625,0.234375,0.265625,0.203125,0.0625,True
EleutherAI/pythia-1.4b,arith_add_large,mean_correct_margin,atomic,arithmetic,addition_large,,-0.464074969291687,-0.5415442995727062,-0.07746933028101921,-0.656006099190563,-0.464074969291687,-1.043839368969202,0.07746933028101921,True
EleutherAI/pythia-1.4b,arith_add_large,mean_correct_mrr,atomic,arithmetic,addition_large,,0.5182291666666667,0.4817708333333333,-0.036458333333333426,0.5110677083333334,0.5234375,0.4817708333333333,0.036458333333333426,True
EleutherAI/pythia-1.4b,arith_add_large,mean_logprob_correct,atomic,arithmetic,addition_large,,-10.998904064297676,-2.3361605629324917,8.662743501365185,-5.107849892694503,-2.234289759770036,-10.998904064297676,8.662743501365185,True
EleutherAI/pythia-1.4b,arith_add_large,mean_logprob_margin,atomic,arithmetic,addition_large,,0.4139760583639145,0.2288508359342813,-0.1851252224296332,0.6413940936326981,1.032155718654394,0.2288508359342813,0.1851252224296332,True
EleutherAI/pythia-1.4b,arith_add_small,accuracy,atomic,arithmetic,addition_small,,0.203125,0.25,0.046875,0.23046875,0.25,0.203125,0.046875,True
