model_name,slice_id,metric,initial_metric,final_metric,delta_metric,auc_metric,max_metric,min_metric,n_checkpoints,kind,family,prompt_family,operation_type,composition_depth,frequency_proxy,reference_learnability,formal_utility,answer_entropy_proxy,component_ids,control_type,continuous_status
EleutherAI/pythia-1.4b,arith_absdiff,accuracy,0.1875,0.296875,0.109375,0.26953125,0.296875,0.1875,4,atomic,arithmetic,arithmetic,absolute_difference,1,0.5,0.6,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,arith_add_large,accuracy,0.265625,0.203125,-0.0625,0.234375,0.265625,0.203125,4,atomic,arithmetic,arithmetic,addition_large,1,0.65,0.45,0.6,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,arith_add_small,accuracy,0.203125,0.25,0.046875,0.23046875,0.25,0.203125,4,atomic,arithmetic,arithmetic,addition_small,1,0.9,0.2,0.9,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,arith_compare_gt,accuracy,0.265625,0.3125,0.046875,0.296875,0.3125,0.265625,4,atomic,arithmetic,arithmetic,comparison_gt,1,0.85,0.2,0.9,1.0,,,usable_or_near_usable
EleutherAI/pythia-1.4b,arith_compare_lt,accuracy,0.375,0.21875,-0.15625,0.234375,0.375,0.171875,4,atomic,arithmetic,arithmetic,comparison_lt,1,0.8,0.25,0.6,1.0,,,usable_or_near_usable
EleutherAI/pythia-1.4b,arith_double,accuracy,0.25,0.234375,-0.015625,0.23828125,0.25,0.234375,4,atomic,arithmetic,arithmetic,double,1,0.65,0.35,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,arith_equals,accuracy,0.265625,0.21875,-0.046875,0.2265625,0.265625,0.203125,4,atomic,arithmetic,arithmetic,equality,1,0.75,0.25,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,arith_even,accuracy,0.265625,0.234375,-0.03125,0.2421875,0.265625,0.234375,4,atomic,arithmetic,arithmetic,parity_even,1,0.7,0.35,0.7,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,arith_max2,accuracy,0.25,0.28125,0.03125,0.265625,0.28125,0.25,4,atomic,arithmetic,arithmetic,max,1,0.6,0.45,0.7,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,arith_min2,accuracy,0.1875,0.359375,0.171875,0.30078125,0.359375,0.1875,4,atomic,arithmetic,arithmetic,min,1,0.6,0.45,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-1.4b,arith_odd,accuracy,0.25,0.21875,-0.03125,0.23046875,0.25,0.21875,4,atomic,arithmetic,arithmetic,parity_odd,1,0.65,0.4,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,arith_sub_small,accuracy,0.203125,0.25,0.046875,0.25390625,0.28125,0.203125,4,atomic,arithmetic,arithmetic,subtraction,1,0.75,0.35,0.7,1.0,,,weak_or_uninformative
EleutherAI/pythia-1.4b,comp_absdiff_then_even,accuracy,0.375,0.203125,-0.171875,0.28125,0.375,0.203125,4,composite,arithmetic,arithmetic,absdiff_then_even,2,0.28,0.75,0.0,1.0,arith_absdiff;arith_even,,usable_or_near_usable
EleutherAI/pythia-1.4b,comp_add_then_compare_gt,accuracy,0.203125,0.265625,0.0625,0.2265625,0.265625,0.203125,4,composite,arithmetic,arithmetic,add_then_compare_gt,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare_gt,,weak_or_uninformative
EleutherAI/pythia-1.4b,comp_add_then_compare_lt,accuracy,0.296875,0.3125,0.015625,0.25390625,0.3125,0.203125,4,composite,arithmetic,arithmetic,add_then_compare_lt,2,0.38,0.58,0.0,1.0,arith_add_small;arith_compare_lt,,usable_or_near_usable
EleutherAI/pythia-1.4b,comp_add_then_equals,accuracy,0.296875,0.265625,-0.03125,0.2734375,0.296875,0.265625,4,composite,arithmetic,arithmetic,add_then_equals,2,0.3,0.7,0.0,1.0,arith_add_small;arith_equals,,weak_or_uninformative
EleutherAI/pythia-1.4b,comp_add_then_even,accuracy,0.28125,0.203125,-0.078125,0.22265625,0.28125,0.203125,4,composite,arithmetic,arithmetic,add_then_even,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,weak_or_uninformative
EleutherAI/pythia-1.4b,comp_double_then_compare_gt,accuracy,0.171875,0.234375,0.0625,0.22265625,0.25,0.171875,4,composite,arithmetic,arithmetic,double_then_compare_gt,2,0.32,0.65,0.0,1.0,arith_double;arith_compare_gt,,weak_or_uninformative
EleutherAI/pythia-1.4b,comp_max_then_compare_gt,accuracy,0.234375,0.21875,-0.015625,0.23046875,0.234375,0.21875,4,composite,arithmetic,arithmetic,max_then_compare_gt,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare_gt,,weak_or_uninformative
EleutherAI/pythia-1.4b,comp_min_then_compare_lt,accuracy,0.296875,0.234375,-0.0625,0.28125,0.296875,0.234375,4,composite,arithmetic,arithmetic,min_then_compare_lt,2,0.3,0.7,0.0,1.0,arith_min2;arith_compare_lt,,weak_or_uninformative
EleutherAI/pythia-1.4b,comp_sub_then_compare_gt,accuracy,0.203125,0.40625,0.203125,0.27734375,0.40625,0.203125,4,composite,arithmetic,arithmetic,sub_then_compare_gt,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare_gt,,usable_or_near_usable
