composite,left_condition,right_condition,expected_direction,contrast_type,n_paired_seeds,n_strict_paired_acquired,left_acquisition_rate,right_acquisition_rate,strict_delta_acquired_at_mean,strict_expected_direction_rate,censored_delta_acquired_at_mean,censored_expected_direction_rate,final_metric_delta_mean,final_metric_expected_direction_rate,left_final_metric_mean,right_final_metric_mean
C06_reverse_then_substitute_02_00,pretrain_component,pretrain_same_operation_unrelated,earlier,exact_pretrain_vs_same_operation,10,2,1.0,0.2,-218112.0,1.0,-243712.0,1.0,0.04833984076976776,0.8,0.7057291805744171,0.6573893398046493
C06_reverse_then_substitute_02_00,pretrain_component,pretrain_different_operation_matched,earlier,exact_pretrain_vs_different_operation,10,4,1.0,0.4,-221760.0,1.0,-238771.2,1.0,-0.0013346493244171143,0.4,0.7057291805744171,0.7070638298988342
C06_reverse_then_substitute_02_00,pretrain_same_operation_unrelated,pretrain_different_operation_matched,earlier,operation_family_pretrain_vs_different_operation,10,0,0.2,0.4,,,4940.8,0.2,-0.04967449009418488,0.2,0.6573893398046493,0.7070638298988342
C06_reverse_then_substitute_02_00,corrupt_component_strong,corrupt_same_operation_unrelated_strong,later,exact_strong_corrupt_vs_same_operation,10,3,0.3,0.8,33792.0,1.0,39603.2,0.8,-0.06057941913604736,1.0,0.6902669489383697,0.7508463680744171
C06_reverse_then_substitute_02_00,corrupt_component_strong,corrupt_different_operation_matched_strong,later,exact_strong_corrupt_vs_different_operation,10,3,0.3,0.8,29866.666666666668,1.0,30617.6,0.8,-0.04417317509651184,1.0,0.6902669489383697,0.7344401240348816
C06_reverse_then_substitute_02_00,delay_component_strong,delay_same_operation_unrelated_strong,later,exact_strong_delay_vs_same_operation,10,4,0.4,0.6,17472.0,0.75,20454.4,0.5,-0.018977850675582886,0.7,0.7112956047058105,0.7302734553813934
C06_reverse_then_substitute_02_00,delay_component_strong,delay_different_operation_matched_strong,later,exact_strong_delay_vs_different_operation,10,4,0.4,0.5,9152.0,0.75,5350.4,0.4,-0.013053369522094727,0.7,0.7112956047058105,0.7243489742279052
