condition,task_name,role,acquisition_rate,mean_censored_acquired_at,mean_final_metric,mean_censored_expected_direction_rate,mean_final_expected_direction_rate
baseline,A02_substitute,component,0.5,219033.6,0.7223958432674408,0.6714285714285715,0.6857142857142858
baseline,C06_reverse_then_substitute_02_00,composite,0.6,212044.8,0.7225586175918579,0.6714285714285715,0.6857142857142858
baseline,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.25677084140479567,0.6714285714285715,0.6857142857142858
baseline,A07_reverse,different_operation_control,1.0,65024.0,0.8396484553813934,0.6714285714285715,0.6857142857142858
baseline,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14105.6,0.9578450679779053,0.6714285714285715,0.6857142857142858
baseline,S00_surface_rotate,surface_control,0.0,250112.0,0.3948242276906967,0.6714285714285715,0.6857142857142858
corrupt_component_strong,A02_substitute,component,0.4,232908.8,0.6929036617279053,0.6714285714285715,0.6857142857142858
corrupt_component_strong,C06_reverse_then_substitute_02_00,composite,0.3,234598.4,0.6902669489383697,0.6714285714285715,0.6857142857142858
corrupt_component_strong,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.16728516146540642,0.6714285714285715,0.6857142857142858
corrupt_component_strong,A07_reverse,different_operation_control,1.0,62720.0,0.8427734494209289,0.6714285714285715,0.6857142857142858
corrupt_component_strong,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14131.2,0.9561198055744171,0.6714285714285715,0.6857142857142858
corrupt_component_strong,S00_surface_rotate,surface_control,0.0,250112.0,0.4080403745174408,0.6714285714285715,0.6857142857142858
corrupt_different_operation_matched_strong,A02_substitute,component,0.8,204083.2,0.7346028804779052,0.6714285714285715,0.6857142857142858
corrupt_different_operation_matched_strong,C06_reverse_then_substitute_02_00,composite,0.8,203980.8,0.7344401240348816,0.6714285714285715,0.6857142857142858
corrupt_different_operation_matched_strong,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.21201172098517418,0.6714285714285715,0.6857142857142858
corrupt_different_operation_matched_strong,A07_reverse,different_operation_control,1.0,65382.4,0.8349609553813935,0.6714285714285715,0.6857142857142858
corrupt_different_operation_matched_strong,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14131.2,0.9643880367279053,0.6714285714285715,0.6857142857142858
corrupt_different_operation_matched_strong,S00_surface_rotate,surface_control,0.0,250112.0,0.4048502713441849,0.6714285714285715,0.6857142857142858
corrupt_same_operation_unrelated_strong,A02_substitute,component,0.8,198016.0,0.7470377802848815,0.6714285714285715,0.6857142857142858
corrupt_same_operation_unrelated_strong,C06_reverse_then_substitute_02_00,composite,0.8,194995.2,0.7508463680744171,0.6714285714285715,0.6857142857142858
corrupt_same_operation_unrelated_strong,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.11979167088866234,0.6714285714285715,0.6857142857142858
corrupt_same_operation_unrelated_strong,A07_reverse,different_operation_control,1.0,63104.0,0.8426432490348816,0.6714285714285715,0.6857142857142858
corrupt_same_operation_unrelated_strong,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14208.0,0.9618489801883697,0.6714285714285715,0.6857142857142858
corrupt_same_operation_unrelated_strong,S00_surface_rotate,surface_control,0.0,250112.0,0.4004557430744171,0.6714285714285715,0.6857142857142858
delay_component_strong,A02_substitute,component,0.4,224665.6,0.7077474117279052,0.6714285714285715,0.6857142857142858
delay_component_strong,C06_reverse_then_substitute_02_00,composite,0.4,224665.6,0.7112956047058105,0.6714285714285715,0.6857142857142858
delay_component_strong,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.20572917237877847,0.6714285714285715,0.6857142857142858
delay_component_strong,A07_reverse,different_operation_control,1.0,61337.6,0.8439127802848816,0.6714285714285715,0.6857142857142858
delay_component_strong,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14028.8,0.9590494990348816,0.6714285714285715,0.6857142857142858
delay_component_strong,S00_surface_rotate,surface_control,0.0,250112.0,0.3906575620174408,0.6714285714285715,0.6857142857142858
delay_different_operation_matched_strong,A02_substitute,component,0.5,220595.2,0.7226888179779053,0.6714285714285715,0.6857142857142858
delay_different_operation_matched_strong,C06_reverse_then_substitute_02_00,composite,0.5,219315.2,0.7243489742279052,0.6714285714285715,0.6857142857142858
delay_different_operation_matched_strong,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.2546224020421505,0.6714285714285715,0.6857142857142858
delay_different_operation_matched_strong,A07_reverse,different_operation_control,1.0,65766.4,0.8444010615348816,0.6714285714285715,0.6857142857142858
delay_different_operation_matched_strong,K01_shortcut_for_A07_reverse,fake_component_control,1.0,13952.0,0.9585286676883698,0.6714285714285715,0.6857142857142858
delay_different_operation_matched_strong,S00_surface_rotate,surface_control,0.0,250112.0,0.3998698055744171,0.6714285714285715,0.6857142857142858
delay_same_operation_unrelated_strong,A02_substitute,component,0.6,206540.8,0.7277995049953461,0.6714285714285715,0.6857142857142858
delay_same_operation_unrelated_strong,C06_reverse_then_substitute_02_00,composite,0.6,204211.2,0.7302734553813934,0.6714285714285715,0.6857142857142858
delay_same_operation_unrelated_strong,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.2379882849752903,0.6714285714285715,0.6857142857142858
delay_same_operation_unrelated_strong,A07_reverse,different_operation_control,1.0,62182.4,0.8430013179779052,0.6714285714285715,0.6857142857142858
delay_same_operation_unrelated_strong,K01_shortcut_for_A07_reverse,fake_component_control,1.0,13952.0,0.9564778864383697,0.6714285714285715,0.6857142857142858
delay_same_operation_unrelated_strong,S00_surface_rotate,surface_control,0.0,250112.0,0.3976888209581375,0.6714285714285715,0.6857142857142858
pretrain_component,A02_substitute,component,1.0,0.0,0.7041341364383698,0.6714285714285715,0.6857142857142858
pretrain_component,C06_reverse_then_substitute_02_00,composite,1.0,0.0,0.7057291805744171,0.6714285714285715,0.6857142857142858
pretrain_component,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.11663411781191826,0.6714285714285715,0.6857142857142858
pretrain_component,A07_reverse,different_operation_control,1.0,86272.0,0.8495442867279053,0.6714285714285715,0.6857142857142858
pretrain_component,K01_shortcut_for_A07_reverse,fake_component_control,1.0,11238.4,0.9550130426883697,0.6714285714285715,0.6857142857142858
pretrain_component,S00_surface_rotate,surface_control,0.0,250112.0,0.4281575694680214,0.6714285714285715,0.6857142857142858
pretrain_different_operation_matched,A02_substitute,component,0.4,238771.2,0.7081705927848816,0.6714285714285715,0.6857142857142858
pretrain_different_operation_matched,C06_reverse_then_substitute_02_00,composite,0.4,238771.2,0.7070638298988342,0.6714285714285715,0.6857142857142858
pretrain_different_operation_matched,U00_unrelated_substitute,unrelated_control,0.0,250112.0,0.09085286855697632,0.6714285714285715,0.6857142857142858
pretrain_different_operation_matched,A07_reverse,different_operation_control,1.0,0.0,0.8513346552848816,0.6714285714285715,0.6857142857142858
pretrain_different_operation_matched,K01_shortcut_for_A07_reverse,fake_component_control,1.0,24678.4,0.962597668170929,0.6714285714285715,0.6857142857142858
pretrain_different_operation_matched,S00_surface_rotate,surface_control,0.0,250112.0,0.3132812544703484,0.6714285714285715,0.6857142857142858
pretrain_same_operation_unrelated,A02_substitute,component,0.2,243712.0,0.6594726860523223,0.6714285714285715,0.6857142857142858
pretrain_same_operation_unrelated,C06_reverse_then_substitute_02_00,composite,0.2,243712.0,0.6573893398046493,0.6714285714285715,0.6857142857142858
pretrain_same_operation_unrelated,U00_unrelated_substitute,unrelated_control,1.0,0.0,0.1255208358168602,0.6714285714285715,0.6857142857142858
pretrain_same_operation_unrelated,A07_reverse,different_operation_control,1.0,86169.6,0.8452799677848816,0.6714285714285715,0.6857142857142858
pretrain_same_operation_unrelated,K01_shortcut_for_A07_reverse,fake_component_control,1.0,11699.2,0.9564453184604644,0.6714285714285715,0.6857142857142858
pretrain_same_operation_unrelated,S00_surface_rotate,surface_control,0.0,250112.0,0.43118490278720856,0.6714285714285715,0.6857142857142858
