condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,analysis_threshold
baseline,5,P26_parity_d3_7_30_33,atomic,580608.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,5,P27_parity_d2_14_25,atomic,,0.65,2,balanced_accuracy,0.5425011664628983,0.542724609375,0.5425011664628983,0.65
baseline,5,P28_parity_d3_19_24_30,atomic,,0.65,2,balanced_accuracy,0.5049539655447006,0.50830078125,0.5049539655447006,0.65
baseline,5,P29_parity_d1_17,atomic,150528.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,5,P30_parity_d1_18,atomic,140288.0,0.65,2,balanced_accuracy,0.9992661476135254,0.999267578125,0.9992661476135254,0.65
baseline,5,P31_parity_d2_7_37,atomic,,0.65,2,balanced_accuracy,0.5348147004842758,0.53515625,0.5348147004842758,0.65
baseline,5,P32_parity_d3_1_16_37,atomic,,0.65,2,balanced_accuracy,0.4902704209089279,0.490478515625,0.4902704209089279,0.65
baseline,5,P33_parity_d1_39,atomic,10240.0,0.65,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776,0.65
baseline,5,P34_parity_d1_24,atomic,10240.0,0.65,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776,0.65
baseline,5,P35_parity_d2_0_37,atomic,,0.65,2,balanced_accuracy,0.5006228387355804,0.49853515625,0.5006228387355804,0.65
baseline,6,P00_parity_d2_15_29,atomic,,0.65,2,balanced_accuracy,0.5052261017262936,0.495849609375,0.5052261017262936,0.65
baseline,6,P01_parity_d2_32_38,atomic,400384.0,0.65,2,balanced_accuracy,0.9975692927837372,0.99755859375,0.9975692927837372,0.65
baseline,6,P02_parity_d1_15,atomic,130048.0,0.65,2,balanced_accuracy,0.9990215301513672,0.9990234375,0.9990215301513672,0.65
baseline,6,P03_parity_d3_26_37_39,atomic,,0.65,2,balanced_accuracy,0.5002386634878349,0.48876953125,0.5002386634878349,0.65
baseline,6,P04_parity_d1_28,atomic,50176.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,6,P05_parity_d1_35,atomic,100352.0,0.65,2,balanced_accuracy,0.999754786491394,0.999755859375,0.999754786491394,0.65
baseline,6,P06_parity_d3_5_22_28,atomic,,0.65,2,balanced_accuracy,0.5013176519423723,0.50634765625,0.5013176519423723,0.65
baseline,6,P07_parity_d3_12_14_16,atomic,,0.65,2,balanced_accuracy,0.4998073442839086,0.503662109375,0.4998073442839086,0.65
baseline,6,P08_parity_d3_2_33_37,atomic,,0.65,2,balanced_accuracy,0.5003570902626961,0.483642578125,0.5003570902626961,0.65
baseline,6,P09_parity_d2_22_26,atomic,,0.65,2,balanced_accuracy,0.495078632608056,0.502197265625,0.495078632608056,0.65
baseline,6,P10_parity_d1_12,atomic,120832.0,0.65,2,balanced_accuracy,0.9995164573192596,0.99951171875,0.9995164573192596,0.65
baseline,6,P11_parity_d1_23,atomic,140288.0,0.65,2,balanced_accuracy,0.9952061474323272,0.9951171875,0.9952061474323272,0.65
baseline,6,P12_parity_d2_13_19,atomic,400384.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,6,P13_parity_d2_13_15,atomic,850944.0,0.65,2,balanced_accuracy,0.7134398818016052,0.713623046875,0.7134398818016052,0.65
baseline,6,P14_parity_d1_10,atomic,80896.0,0.65,2,balanced_accuracy,0.9992638528347016,0.999267578125,0.9992638528347016,0.65
baseline,6,P15_parity_d1_9,atomic,130048.0,0.65,2,balanced_accuracy,0.993161916732788,0.9931640625,0.993161916732788,0.65
baseline,6,P16_parity_d3_1_24_27,atomic,,0.65,2,balanced_accuracy,0.4977355049923062,0.48779296875,0.4977355049923062,0.65
baseline,6,P17_parity_d2_16_32,atomic,330752.0,0.65,2,balanced_accuracy,0.9997590184211732,0.999755859375,0.9997590184211732,0.65
baseline,6,P18_parity_d3_9_12_31,atomic,910336.0,0.65,2,balanced_accuracy,0.8726909756660461,0.87548828125,0.8726909756660461,0.65
baseline,6,P19_parity_d2_2_26,atomic,,0.65,2,balanced_accuracy,0.4995403154753148,0.50244140625,0.4995403154753148,0.65
baseline,6,P20_parity_d3_5_21_34,atomic,,0.65,2,balanced_accuracy,0.4989415521267801,0.48974609375,0.4989415521267801,0.65
baseline,6,P21_parity_d1_31,atomic,70656.0,0.65,2,balanced_accuracy,0.9983033835887908,0.998291015625,0.9983033835887908,0.65
baseline,6,P22_parity_d3_8_26_30,atomic,,0.65,2,balanced_accuracy,0.4996857079677284,0.492919921875,0.4996857079677284,0.65
baseline,6,P23_parity_d2_15_39,atomic,290816.0,0.65,2,balanced_accuracy,0.999276727437973,0.999267578125,0.999276727437973,0.65
baseline,6,P24_parity_d2_3_36,atomic,640000.0,0.65,2,balanced_accuracy,0.99380362033844,0.99365234375,0.99380362033844,0.65
baseline,6,P25_parity_d3_11_22_35,atomic,,0.65,2,balanced_accuracy,0.5008226381614804,0.496337890625,0.5008226381614804,0.65
baseline,6,P26_parity_d3_7_30_33,atomic,140288.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,6,P27_parity_d2_14_25,atomic,,0.65,2,balanced_accuracy,0.5002083969302475,0.497314453125,0.5002083969302475,0.65
baseline,6,P28_parity_d3_19_24_30,atomic,,0.65,2,balanced_accuracy,0.500774085521698,0.525390625,0.500774085521698,0.65
baseline,6,P29_parity_d1_17,atomic,110592.0,0.65,2,balanced_accuracy,0.9977689981460572,0.997802734375,0.9977689981460572,0.65
baseline,6,P30_parity_d1_18,atomic,90112.0,0.65,2,balanced_accuracy,0.9877873361110688,0.987548828125,0.9877873361110688,0.65
baseline,6,P31_parity_d2_7_37,atomic,,0.65,2,balanced_accuracy,0.5091964993625879,0.5068359375,0.5091964993625879,0.65
baseline,6,P32_parity_d3_1_16_37,atomic,,0.65,2,balanced_accuracy,0.4996485421434045,0.494873046875,0.4996485421434045,0.65
baseline,6,P33_parity_d1_39,atomic,20480.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,6,P34_parity_d1_24,atomic,20480.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,6,P35_parity_d2_0_37,atomic,,0.65,2,balanced_accuracy,0.5009393356740475,0.511474609375,0.5009393356740475,0.65
baseline,7,P00_parity_d2_15_29,atomic,,0.65,2,balanced_accuracy,0.5243129730224609,0.526123046875,0.5243129730224609,0.65
baseline,7,P01_parity_d2_32_38,atomic,690176.0,0.65,2,balanced_accuracy,0.999266505241394,0.999267578125,0.999266505241394,0.65
baseline,7,P02_parity_d1_15,atomic,260096.0,0.65,2,balanced_accuracy,0.9966085255146028,0.99658203125,0.9966085255146028,0.65
baseline,7,P03_parity_d3_26_37_39,atomic,,0.65,2,balanced_accuracy,0.4968332797288894,0.49951171875,0.4968332797288894,0.65
baseline,7,P04_parity_d1_28,atomic,60416.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,7,P05_parity_d1_35,atomic,120832.0,0.65,2,balanced_accuracy,0.9995046854019164,0.99951171875,0.9995046854019164,0.65
baseline,7,P06_parity_d3_5_22_28,atomic,,0.65,2,balanced_accuracy,0.5090085864067078,0.508544921875,0.5090085864067078,0.65
baseline,7,P07_parity_d3_12_14_16,atomic,,0.65,2,balanced_accuracy,0.5130512416362762,0.5126953125,0.5130512416362762,0.65
baseline,7,P08_parity_d3_2_33_37,atomic,,0.65,2,balanced_accuracy,0.4989360719919204,0.502685546875,0.4989360719919204,0.65
baseline,7,P09_parity_d2_22_26,atomic,,0.65,2,balanced_accuracy,0.5305692106485367,0.5283203125,0.5305692106485367,0.65
baseline,7,P10_parity_d1_12,atomic,180224.0,0.65,2,balanced_accuracy,0.9992829859256744,0.999267578125,0.9992829859256744,0.65
baseline,7,P11_parity_d1_23,atomic,280576.0,0.65,2,balanced_accuracy,0.9992692470550536,0.999267578125,0.9992692470550536,0.65
baseline,7,P12_parity_d2_13_19,atomic,890880.0,0.65,2,balanced_accuracy,0.9885421693325044,0.988525390625,0.9885421693325044,0.65
baseline,7,P13_parity_d2_13_15,atomic,980992.0,0.65,2,balanced_accuracy,0.6928780674934387,0.6943359375,0.6928780674934387,0.65
baseline,7,P14_parity_d1_10,atomic,120832.0,0.65,2,balanced_accuracy,0.9987998306751252,0.998779296875,0.9987998306751252,0.65
baseline,7,P15_parity_d1_9,atomic,250880.0,0.65,2,balanced_accuracy,0.998016893863678,0.998046875,0.998016893863678,0.65
baseline,7,P16_parity_d3_1_24_27,atomic,,0.65,2,balanced_accuracy,0.5063800513744354,0.501708984375,0.5063800513744354,0.65
baseline,7,P17_parity_d2_16_32,atomic,640000.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,7,P18_parity_d3_9_12_31,atomic,600064.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,7,P19_parity_d2_2_26,atomic,,0.65,2,balanced_accuracy,0.6285512745380402,0.626953125,0.6285512745380402,0.65
baseline,7,P20_parity_d3_5_21_34,atomic,,0.65,2,balanced_accuracy,0.5040757209062576,0.5087890625,0.5040757209062576,0.65
baseline,7,P21_parity_d1_31,atomic,90112.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,7,P22_parity_d3_8_26_30,atomic,,0.65,2,balanced_accuracy,0.4907718747854233,0.490234375,0.4907718747854233,0.65
baseline,7,P23_parity_d2_15_39,atomic,380928.0,0.65,2,balanced_accuracy,0.999268651008606,0.999267578125,0.999268651008606,0.65
baseline,7,P24_parity_d2_3_36,atomic,890880.0,0.65,2,balanced_accuracy,0.8373373448848724,0.837646484375,0.8373373448848724,0.65
baseline,7,P25_parity_d3_11_22_35,atomic,,0.65,2,balanced_accuracy,0.490354374051094,0.496826171875,0.490354374051094,0.65
baseline,7,P26_parity_d3_7_30_33,atomic,230400.0,0.65,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776,0.65
baseline,7,P27_parity_d2_14_25,atomic,,0.65,2,balanced_accuracy,0.5255415737628937,0.525634765625,0.5255415737628937,0.65
baseline,7,P28_parity_d3_19_24_30,atomic,,0.65,2,balanced_accuracy,0.5211198478937149,0.51806640625,0.5211198478937149,0.65
baseline,7,P29_parity_d1_17,atomic,130048.0,0.65,2,balanced_accuracy,0.9985322952270508,0.99853515625,0.9985322952270508,0.65
baseline,7,P30_parity_d1_18,atomic,130048.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,7,P31_parity_d2_7_37,atomic,,0.65,2,balanced_accuracy,0.524064302444458,0.524169921875,0.524064302444458,0.65
baseline,7,P32_parity_d3_1_16_37,atomic,,0.65,2,balanced_accuracy,0.4946832209825516,0.4990234375,0.4946832209825516,0.65
baseline,7,P33_parity_d1_39,atomic,30720.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,7,P34_parity_d1_24,atomic,10240.0,0.65,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776,0.65
baseline,7,P35_parity_d2_0_37,atomic,,0.65,2,balanced_accuracy,0.5112482309341431,0.511962890625,0.5112482309341431,0.65
baseline,8,P00_parity_d2_15_29,atomic,,0.65,2,balanced_accuracy,0.5196067839860916,0.522216796875,0.5196067839860916,0.65
baseline,8,P01_parity_d2_32_38,atomic,790528.0,0.65,2,balanced_accuracy,0.9995027184486388,0.99951171875,0.9995027184486388,0.65
baseline,8,P02_parity_d1_15,atomic,210944.0,0.65,2,balanced_accuracy,0.9997586905956268,0.999755859375,0.9997586905956268,0.65
baseline,8,P03_parity_d3_26_37_39,atomic,,0.65,2,balanced_accuracy,0.4971710443496704,0.49755859375,0.4971710443496704,0.65
baseline,8,P04_parity_d1_28,atomic,60416.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P05_parity_d1_35,atomic,171008.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P06_parity_d3_5_22_28,atomic,,0.65,2,balanced_accuracy,0.5064342468976974,0.50830078125,0.5064342468976974,0.65
baseline,8,P07_parity_d3_12_14_16,atomic,,0.65,2,balanced_accuracy,0.4953673779964447,0.494384765625,0.4953673779964447,0.65
baseline,8,P08_parity_d3_2_33_37,atomic,,0.65,2,balanced_accuracy,0.4955573678016662,0.49658203125,0.4955573678016662,0.65
baseline,8,P09_parity_d2_22_26,atomic,,0.65,2,balanced_accuracy,0.5004301518201828,0.503173828125,0.5004301518201828,0.65
baseline,8,P10_parity_d1_12,atomic,171008.0,0.65,2,balanced_accuracy,0.9980334639549256,0.998046875,0.9980334639549256,0.65
baseline,8,P11_parity_d1_23,atomic,171008.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P12_parity_d2_13_19,atomic,830464.0,0.65,2,balanced_accuracy,0.9657204449176788,0.965087890625,0.9657204449176788,0.65
baseline,8,P13_parity_d2_13_15,atomic,710656.0,0.65,2,balanced_accuracy,0.8462564647197723,0.843505859375,0.8462564647197723,0.65
baseline,8,P14_parity_d1_10,atomic,70656.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P15_parity_d1_9,atomic,240640.0,0.65,2,balanced_accuracy,0.9978240132331848,0.997802734375,0.9978240132331848,0.65
baseline,8,P16_parity_d3_1_24_27,atomic,,0.65,2,balanced_accuracy,0.5032644718885422,0.5009765625,0.5032644718885422,0.65
baseline,8,P17_parity_d2_16_32,atomic,730112.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P18_parity_d3_9_12_31,atomic,,0.65,2,balanced_accuracy,0.5065134465694427,0.5107421875,0.5065134465694427,0.65
baseline,8,P19_parity_d2_2_26,atomic,,0.65,2,balanced_accuracy,0.4947115927934646,0.493408203125,0.4947115927934646,0.65
baseline,8,P20_parity_d3_5_21_34,atomic,,0.65,2,balanced_accuracy,0.5018859803676605,0.50341796875,0.5018859803676605,0.65
baseline,8,P21_parity_d1_31,atomic,80896.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P22_parity_d3_8_26_30,atomic,,0.65,2,balanced_accuracy,0.5033905804157257,0.503173828125,0.5033905804157257,0.65
baseline,8,P23_parity_d2_15_39,atomic,400384.0,0.65,2,balanced_accuracy,0.9990224838256836,0.9990234375,0.9990224838256836,0.65
baseline,8,P24_parity_d2_3_36,atomic,900096.0,0.65,2,balanced_accuracy,0.8772981762886047,0.878662109375,0.8772981762886047,0.65
baseline,8,P25_parity_d3_11_22_35,atomic,,0.65,2,balanced_accuracy,0.4845599383115768,0.4814453125,0.4845599383115768,0.65
baseline,8,P26_parity_d3_7_30_33,atomic,440320.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P27_parity_d2_14_25,atomic,,0.65,2,balanced_accuracy,0.5294215828180313,0.529541015625,0.5294215828180313,0.65
baseline,8,P28_parity_d3_19_24_30,atomic,,0.65,2,balanced_accuracy,0.5030909031629562,0.501708984375,0.5030909031629562,0.65
baseline,8,P29_parity_d1_17,atomic,160768.0,0.65,2,balanced_accuracy,0.999752014875412,0.999755859375,0.999752014875412,0.65
baseline,8,P30_parity_d1_18,atomic,171008.0,0.65,2,balanced_accuracy,0.9997617900371552,0.999755859375,0.9997617900371552,0.65
baseline,8,P31_parity_d2_7_37,atomic,,0.65,2,balanced_accuracy,0.5044216811656952,0.50390625,0.5044216811656952,0.65
baseline,8,P32_parity_d3_1_16_37,atomic,,0.65,2,balanced_accuracy,0.515416830778122,0.51611328125,0.515416830778122,0.65
baseline,8,P33_parity_d1_39,atomic,30720.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P34_parity_d1_24,atomic,10240.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,8,P35_parity_d2_0_37,atomic,,0.65,2,balanced_accuracy,0.5033904165029526,0.504638671875,0.5033904165029526,0.65
baseline,9,P00_parity_d2_15_29,atomic,811008.0,0.65,2,balanced_accuracy,0.6493829488754272,0.64990234375,0.6493829488754272,0.65
baseline,9,P01_parity_d2_32_38,atomic,850944.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,9,P02_parity_d1_15,atomic,230400.0,0.65,2,balanced_accuracy,0.9956059157848358,0.995361328125,0.9956059157848358,0.65
baseline,9,P03_parity_d3_26_37_39,atomic,,0.65,2,balanced_accuracy,0.5031860619783401,0.509033203125,0.5031860619783401,0.65
baseline,9,P04_parity_d1_28,atomic,50176.0,0.65,2,balanced_accuracy,0.9997578561306,0.999755859375,0.9997578561306,0.65
baseline,9,P05_parity_d1_35,atomic,130048.0,0.65,2,balanced_accuracy,0.998741179704666,0.998779296875,0.998741179704666,0.65
baseline,9,P06_parity_d3_5_22_28,atomic,,0.65,2,balanced_accuracy,0.5133378356695175,0.5205078125,0.5133378356695175,0.65
baseline,9,P07_parity_d3_12_14_16,atomic,,0.65,2,balanced_accuracy,0.504488080739975,0.5029296875,0.504488080739975,0.65
baseline,9,P08_parity_d3_2_33_37,atomic,,0.65,2,balanced_accuracy,0.506064772605896,0.50830078125,0.506064772605896,0.65
baseline,9,P09_parity_d2_22_26,atomic,,0.65,2,balanced_accuracy,0.5132240280508995,0.50537109375,0.5132240280508995,0.65
baseline,9,P10_parity_d1_12,atomic,130048.0,0.65,2,balanced_accuracy,0.9942196607589722,0.994140625,0.9942196607589722,0.65
baseline,9,P11_parity_d1_23,atomic,180224.0,0.65,2,balanced_accuracy,0.9932601153850557,0.993408203125,0.9932601153850557,0.65
baseline,9,P12_parity_d2_13_19,atomic,,0.65,2,balanced_accuracy,0.6686466038227081,0.668212890625,0.6686466038227081,0.65
baseline,9,P13_parity_d2_13_15,atomic,700416.0,0.65,2,balanced_accuracy,0.6697778105735779,0.6669921875,0.6697778105735779,0.65
baseline,9,P14_parity_d1_10,atomic,100352.0,0.65,2,balanced_accuracy,0.9985111951828004,0.99853515625,0.9985111951828004,0.65
baseline,9,P15_parity_d1_9,atomic,180224.0,0.65,2,balanced_accuracy,0.9975453913211824,0.99755859375,0.9975453913211824,0.65
baseline,9,P16_parity_d3_1_24_27,atomic,,0.65,2,balanced_accuracy,0.5013274177908897,0.487548828125,0.5013274177908897,0.65
baseline,9,P17_parity_d2_16_32,atomic,780288.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,9,P18_parity_d3_9_12_31,atomic,,0.65,2,balanced_accuracy,0.5065524466335773,0.504150390625,0.5065524466335773,0.65
baseline,9,P19_parity_d2_2_26,atomic,,0.65,2,balanced_accuracy,0.4979796446859836,0.49755859375,0.4979796446859836,0.65
baseline,9,P20_parity_d3_5_21_34,atomic,,0.65,2,balanced_accuracy,0.5025270581245422,0.500244140625,0.5025270581245422,0.65
baseline,9,P21_parity_d1_31,atomic,80896.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,9,P22_parity_d3_8_26_30,atomic,,0.65,2,balanced_accuracy,0.5117592103779316,0.524169921875,0.5117592103779316,0.65
baseline,9,P23_parity_d2_15_39,atomic,350208.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,9,P24_parity_d2_3_36,atomic,,0.65,2,balanced_accuracy,0.505286917090416,0.49365234375,0.505286917090416,0.65
baseline,9,P25_parity_d3_11_22_35,atomic,,0.65,2,balanced_accuracy,0.4990781154483557,0.49755859375,0.4990781154483557,0.65
baseline,9,P26_parity_d3_7_30_33,atomic,820224.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,9,P27_parity_d2_14_25,atomic,,0.65,2,balanced_accuracy,0.49986582249403,0.50732421875,0.49986582249403,0.65
baseline,9,P28_parity_d3_19_24_30,atomic,,0.65,2,balanced_accuracy,0.5085567757487297,0.514404296875,0.5085567757487297,0.65
baseline,9,P29_parity_d1_17,atomic,130048.0,0.65,2,balanced_accuracy,0.998309999704361,0.998291015625,0.998309999704361,0.65
baseline,9,P30_parity_d1_18,atomic,140288.0,0.65,2,balanced_accuracy,0.9969924688339232,0.9970703125,0.9969924688339232,0.65
baseline,9,P31_parity_d2_7_37,atomic,,0.65,2,balanced_accuracy,0.5058720633387566,0.509033203125,0.5058720633387566,0.65
baseline,9,P32_parity_d3_1_16_37,atomic,,0.65,2,balanced_accuracy,0.4932590126991272,0.484130859375,0.4932590126991272,0.65
baseline,9,P33_parity_d1_39,atomic,10240.0,0.65,2,balanced_accuracy,1.0,1.0,1.0,0.65
baseline,9,P34_parity_d1_24,atomic,10240.0,0.65,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776,0.65
baseline,9,P35_parity_d2_0_37,atomic,,0.65,2,balanced_accuracy,0.4993200227618217,0.5,0.4993200227618217,0.65
baseline,0,P00_parity_d2_15_29,atomic,820224.0,0.75,2,balanced_accuracy,0.994654655456543,0.99462890625,0.994654655456543,0.75
baseline,0,P01_parity_d2_32_38,atomic,,0.75,2,balanced_accuracy,0.5153007432818413,0.511962890625,0.5153007432818413,0.75
baseline,0,P02_parity_d1_15,atomic,210944.0,0.75,2,balanced_accuracy,0.9927715957164764,0.992919921875,0.9927715957164764,0.75
baseline,0,P03_parity_d3_26_37_39,atomic,,0.75,2,balanced_accuracy,0.4988987420219928,0.491943359375,0.4988987420219928,0.75
baseline,0,P04_parity_d1_28,atomic,60416.0,0.75,2,balanced_accuracy,0.9997585713863372,0.999755859375,0.9997585713863372,0.75
baseline,0,P05_parity_d1_35,atomic,190464.0,0.75,2,balanced_accuracy,0.9963627755641936,0.996337890625,0.9963627755641936,0.75
baseline,0,P06_parity_d3_5_22_28,atomic,,0.75,2,balanced_accuracy,0.50048828125,0.50048828125,0.50048828125,0.75
baseline,0,P07_parity_d3_12_14_16,atomic,,0.75,2,balanced_accuracy,0.5030244365334511,0.50830078125,0.5030244365334511,0.75
baseline,0,P08_parity_d3_2_33_37,atomic,,0.75,2,balanced_accuracy,0.5036344230175018,0.4990234375,0.5036344230175018,0.75
baseline,0,P09_parity_d2_22_26,atomic,,0.75,2,balanced_accuracy,0.4876763299107551,0.48095703125,0.4876763299107551,0.75
baseline,0,P10_parity_d1_12,atomic,220160.0,0.75,2,balanced_accuracy,0.9973252713680268,0.997314453125,0.9973252713680268,0.75
baseline,0,P11_parity_d1_23,atomic,220160.0,0.75,2,balanced_accuracy,0.9708955585956572,0.971435546875,0.9708955585956572,0.75
baseline,0,P12_parity_d2_13_19,atomic,720896.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,0,P13_parity_d2_13_15,atomic,690176.0,0.75,2,balanced_accuracy,0.982398957014084,0.982421875,0.982398957014084,0.75
baseline,0,P14_parity_d1_10,atomic,120832.0,0.75,2,balanced_accuracy,0.9992638528347016,0.999267578125,0.9992638528347016,0.75
baseline,0,P15_parity_d1_9,atomic,250880.0,0.75,2,balanced_accuracy,0.993323415517807,0.993408203125,0.993323415517807,0.75
baseline,0,P16_parity_d3_1_24_27,atomic,,0.75,2,balanced_accuracy,0.5017287060618401,0.4931640625,0.5017287060618401,0.75
baseline,0,P17_parity_d2_16_32,atomic,,0.75,2,balanced_accuracy,0.534362904727459,0.532958984375,0.534362904727459,0.75
baseline,0,P18_parity_d3_9_12_31,atomic,840704.0,0.75,2,balanced_accuracy,0.9978273212909698,0.997802734375,0.9978273212909698,0.75
baseline,0,P19_parity_d2_2_26,atomic,,0.75,2,balanced_accuracy,0.5024468898773193,0.498291015625,0.5024468898773193,0.75
baseline,0,P20_parity_d3_5_21_34,atomic,,0.75,2,balanced_accuracy,0.4984411150217056,0.494140625,0.4984411150217056,0.75
baseline,0,P21_parity_d1_31,atomic,110592.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,0,P22_parity_d3_8_26_30,atomic,,0.75,2,balanced_accuracy,0.4942285418510437,0.5009765625,0.4942285418510437,0.75
baseline,0,P23_parity_d2_15_39,atomic,200704.0,0.75,2,balanced_accuracy,0.9980572760105132,0.998046875,0.9980572760105132,0.75
baseline,0,P24_parity_d2_3_36,atomic,,0.75,2,balanced_accuracy,0.4925027452409267,0.482177734375,0.4925027452409267,0.75
baseline,0,P25_parity_d3_11_22_35,atomic,,0.75,2,balanced_accuracy,0.5012603923678398,0.49853515625,0.5012603923678398,0.75
baseline,0,P26_parity_d3_7_30_33,atomic,880640.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,0,P27_parity_d2_14_25,atomic,,0.75,2,balanced_accuracy,0.5069772601127625,0.509033203125,0.5069772601127625,0.75
baseline,0,P28_parity_d3_19_24_30,atomic,,0.75,2,balanced_accuracy,0.5013216948136687,0.50390625,0.5013216948136687,0.75
baseline,0,P29_parity_d1_17,atomic,200704.0,0.75,2,balanced_accuracy,0.9978478848934174,0.997802734375,0.9978478848934174,0.75
baseline,0,P30_parity_d1_18,atomic,190464.0,0.75,2,balanced_accuracy,0.9985192716121674,0.99853515625,0.9985192716121674,0.75
baseline,0,P31_parity_d2_7_37,atomic,,0.75,2,balanced_accuracy,0.514718547463417,0.50439453125,0.514718547463417,0.75
baseline,0,P32_parity_d3_1_16_37,atomic,,0.75,2,balanced_accuracy,0.4983415273018181,0.500244140625,0.4983415273018181,0.75
baseline,0,P33_parity_d1_39,atomic,40960.0,0.75,2,balanced_accuracy,0.999754786491394,0.999755859375,0.999754786491394,0.75
baseline,0,P34_parity_d1_24,atomic,10240.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,0,P35_parity_d2_0_37,atomic,,0.75,2,balanced_accuracy,0.5109574124217033,0.5185546875,0.5109574124217033,0.75
baseline,1,P00_parity_d2_15_29,atomic,,0.75,2,balanced_accuracy,0.5054083727300167,0.507080078125,0.5054083727300167,0.75
baseline,1,P01_parity_d2_32_38,atomic,490496.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,1,P02_parity_d1_15,atomic,250880.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,1,P03_parity_d3_26_37_39,atomic,,0.75,2,balanced_accuracy,0.5010905377566814,0.500244140625,0.5010905377566814,0.75
baseline,1,P04_parity_d1_28,atomic,60416.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,1,P05_parity_d1_35,atomic,140288.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,1,P06_parity_d3_5_22_28,atomic,,0.75,2,balanced_accuracy,0.4981731884181499,0.48046875,0.4981731884181499,0.75
baseline,1,P07_parity_d3_12_14_16,atomic,,0.75,2,balanced_accuracy,0.5069472752511501,0.5146484375,0.5069472752511501,0.75
baseline,1,P08_parity_d3_2_33_37,atomic,,0.75,2,balanced_accuracy,0.4993011876940727,0.496826171875,0.4993011876940727,0.75
baseline,1,P09_parity_d2_22_26,atomic,,0.75,2,balanced_accuracy,0.5151178240776062,0.507080078125,0.5151178240776062,0.75
baseline,1,P10_parity_d1_12,atomic,260096.0,0.75,2,balanced_accuracy,0.9997590184211732,0.999755859375,0.9997590184211732,0.75
baseline,1,P11_parity_d1_23,atomic,171008.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,1,P12_parity_d2_13_19,atomic,660480.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,1,P13_parity_d2_13_15,atomic,730112.0,0.75,2,balanced_accuracy,0.99718177318573,0.9970703125,0.99718177318573,0.75
baseline,1,P14_parity_d1_10,atomic,110592.0,0.75,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776,0.75
baseline,1,P15_parity_d1_9,atomic,310272.0,0.75,2,balanced_accuracy,1.0,1.0,1.0,0.75
baseline,1,P16_parity_d3_1_24_27,atomic,,0.75,2,balanced_accuracy,0.5065410435199738,0.503173828125,0.5065410435199738,0.75
