condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,P00_parity_d2_15_29,atomic,840704.0,0.85,2,balanced_accuracy,0.994654655456543,0.99462890625,0.994654655456543
baseline,0,P01_parity_d2_32_38,atomic,,0.85,2,balanced_accuracy,0.5153007432818413,0.511962890625,0.5153007432818413
baseline,0,P02_parity_d1_15,atomic,230400.0,0.85,2,balanced_accuracy,0.9927715957164764,0.992919921875,0.9927715957164764
baseline,0,P03_parity_d3_26_37_39,atomic,,0.85,2,balanced_accuracy,0.4988987420219928,0.491943359375,0.4988987420219928
baseline,0,P04_parity_d1_28,atomic,60416.0,0.85,2,balanced_accuracy,0.9997585713863373,0.999755859375,0.9997585713863373
baseline,0,P05_parity_d1_35,atomic,230400.0,0.85,2,balanced_accuracy,0.9963627755641937,0.996337890625,0.9963627755641937
baseline,0,P06_parity_d3_5_22_28,atomic,,0.85,2,balanced_accuracy,0.50048828125,0.50048828125,0.50048828125
baseline,0,P07_parity_d3_12_14_16,atomic,,0.85,2,balanced_accuracy,0.5030244365334511,0.50830078125,0.5030244365334511
baseline,0,P08_parity_d3_2_33_37,atomic,,0.85,2,balanced_accuracy,0.5036344230175018,0.4990234375,0.5036344230175018
baseline,0,P09_parity_d2_22_26,atomic,,0.85,2,balanced_accuracy,0.48767632991075516,0.48095703125,0.48767632991075516
baseline,0,P10_parity_d1_12,atomic,250880.0,0.85,2,balanced_accuracy,0.9973252713680267,0.997314453125,0.9973252713680267
baseline,0,P11_parity_d1_23,atomic,240640.0,0.85,2,balanced_accuracy,0.9708955585956573,0.971435546875,0.9708955585956573
baseline,0,P12_parity_d2_13_19,atomic,790528.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,P13_parity_d2_13_15,atomic,840704.0,0.85,2,balanced_accuracy,0.9823989570140839,0.982421875,0.9823989570140839
baseline,0,P14_parity_d1_10,atomic,140288.0,0.85,2,balanced_accuracy,0.9992638528347015,0.999267578125,0.9992638528347015
baseline,0,P15_parity_d1_9,atomic,370688.0,0.85,2,balanced_accuracy,0.993323415517807,0.993408203125,0.993323415517807
baseline,0,P16_parity_d3_1_24_27,atomic,,0.85,2,balanced_accuracy,0.5017287060618401,0.4931640625,0.5017287060618401
baseline,0,P17_parity_d2_16_32,atomic,,0.85,2,balanced_accuracy,0.534362904727459,0.532958984375,0.534362904727459
baseline,0,P18_parity_d3_9_12_31,atomic,840704.0,0.85,2,balanced_accuracy,0.9978273212909698,0.997802734375,0.9978273212909698
baseline,0,P19_parity_d2_2_26,atomic,,0.85,2,balanced_accuracy,0.5024468898773193,0.498291015625,0.5024468898773193
baseline,0,P20_parity_d3_5_21_34,atomic,,0.85,2,balanced_accuracy,0.4984411150217056,0.494140625,0.4984411150217056
baseline,0,P21_parity_d1_31,atomic,120832.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,P22_parity_d3_8_26_30,atomic,,0.85,2,balanced_accuracy,0.4942285418510437,0.5009765625,0.4942285418510437
baseline,0,P23_parity_d2_15_39,atomic,260096.0,0.85,2,balanced_accuracy,0.9980572760105133,0.998046875,0.9980572760105133
baseline,0,P24_parity_d2_3_36,atomic,,0.85,2,balanced_accuracy,0.49250274524092674,0.482177734375,0.49250274524092674
baseline,0,P25_parity_d3_11_22_35,atomic,,0.85,2,balanced_accuracy,0.5012603923678398,0.49853515625,0.5012603923678398
baseline,0,P26_parity_d3_7_30_33,atomic,890880.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
