threshold,metric,n_rows,acquisition_rate,mean_acquired_at,time_spearman_frequency,time_spearman_degree,final_spearman_frequency,final_spearman_degree
0.75,balanced_accuracy,120,0.24166666666666667,205965.24137931035,-0.6844359730280614,0.2034396586043933,0.47074361125864933,-0.4505064780660798
0.85,balanced_accuracy,120,0.24166666666666667,225421.24137931035,-0.7100715670858069,0.15826989082437548,0.47074361125864933,-0.4505064780660798
0.9,balanced_accuracy,120,0.23333333333333334,226669.7142857143,-0.7014354367530902,0.2503309219332071,0.47074361125864933,-0.4505064780660798
