condition,task_name,role,acquisition_rate,mean_censored_acquired_at,mean_final_metric,mean_censored_expected_direction_rate,mean_final_expected_direction_rate
baseline,A02_substitute,component,0.5,219033.6,0.7223958432674408,0.44000000000000006,0.64
baseline,C06_reverse_then_substitute_02_00,composite,0.6,212044.8,0.7225586175918579,0.44000000000000006,0.64
baseline,U01_unrelated_substitute,unrelated_control,0.5,213529.6,0.7241536676883698,0.44000000000000006,0.64
baseline,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14105.6,0.9578450679779053,0.44000000000000006,0.64
baseline,S00_surface_rotate,surface_control,0.0,250112.0,0.3948242276906967,0.44000000000000006,0.64
corrupt_component,A02_substitute,component,0.5,228454.4,0.7068359553813934,0.44000000000000006,0.64
corrupt_component,C06_reverse_then_substitute_02_00,composite,0.4,230246.4,0.7081054806709289,0.44000000000000006,0.64
corrupt_component,U01_unrelated_substitute,unrelated_control,0.4,226022.4,0.7061523795127869,0.44000000000000006,0.64
corrupt_component,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14233.6,0.9575195491313935,0.44000000000000006,0.64
corrupt_component,S00_surface_rotate,surface_control,0.0,250112.0,0.40136719942092897,0.44000000000000006,0.64
corrupt_unrelated_matched,A02_substitute,component,0.4,224665.6,0.7034179866313934,0.44000000000000006,0.64
corrupt_unrelated_matched,C06_reverse_then_substitute_02_00,composite,0.4,224460.8,0.7055013239383697,0.44000000000000006,0.64
corrupt_unrelated_matched,U01_unrelated_substitute,unrelated_control,0.4,224460.8,0.7020833492279053,0.44000000000000006,0.64
corrupt_unrelated_matched,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14131.2,0.9546224117279053,0.44000000000000006,0.64
corrupt_unrelated_matched,S00_surface_rotate,surface_control,0.0,250112.0,0.3996093839406967,0.44000000000000006,0.64
delay_component,A02_substitute,component,0.4,222284.8,0.7111979305744172,0.44000000000000006,0.64
delay_component,C06_reverse_then_substitute_02_00,composite,0.5,219315.2,0.7141276240348816,0.44000000000000006,0.64
delay_component,U01_unrelated_substitute,unrelated_control,0.4,220902.4,0.7115560054779053,0.44000000000000006,0.64
delay_component,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14028.8,0.957617211341858,0.44000000000000006,0.64
delay_component,S00_surface_rotate,surface_control,0.0,250112.0,0.3884765714406967,0.44000000000000006,0.64
delay_unrelated_matched,A02_substitute,component,0.5,220134.4,0.7190429866313934,0.44000000000000006,0.64
delay_unrelated_matched,C06_reverse_then_substitute_02_00,composite,0.6,219622.4,0.7199218928813934,0.44000000000000006,0.64
delay_unrelated_matched,U01_unrelated_substitute,unrelated_control,0.6,222182.4,0.7184570491313934,0.44000000000000006,0.64
delay_unrelated_matched,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14028.8,0.9624023556709289,0.44000000000000006,0.64
delay_unrelated_matched,S00_surface_rotate,surface_control,0.0,250112.0,0.42184245586395264,0.44000000000000006,0.64
upweight_component,A02_substitute,component,0.9,185267.2,0.7547200620174408,0.44000000000000006,0.64
upweight_component,C06_reverse_then_substitute_02_00,composite,0.9,180147.2,0.7554687678813934,0.44000000000000006,0.64
upweight_component,U01_unrelated_substitute,unrelated_control,0.9,182604.8,0.7561523616313934,0.44000000000000006,0.64
upweight_component,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14208.0,0.9562174677848816,0.44000000000000006,0.64
upweight_component,S00_surface_rotate,surface_control,0.0,250112.0,0.38378907144069674,0.44000000000000006,0.64
upweight_fake_component,A02_substitute,component,0.5,219033.6,0.7237955868244171,0.44000000000000006,0.64
upweight_fake_component,C06_reverse_then_substitute_02_00,composite,0.5,220492.8,0.724772161245346,0.44000000000000006,0.64
upweight_fake_component,U01_unrelated_substitute,unrelated_control,0.5,217753.6,0.7238607048988343,0.44000000000000006,0.64
upweight_fake_component,K01_shortcut_for_A07_reverse,fake_component_control,1.0,13952.0,0.9630534052848816,0.44000000000000006,0.64
upweight_fake_component,S00_surface_rotate,surface_control,0.0,250112.0,0.3809570401906967,0.44000000000000006,0.64
upweight_surface_control,A02_substitute,component,0.7,211532.8,0.7302734553813934,0.44000000000000006,0.64
upweight_surface_control,C06_reverse_then_substitute_02_00,composite,0.7,211532.8,0.7373047053813935,0.44000000000000006,0.64
upweight_surface_control,U01_unrelated_substitute,unrelated_control,0.7,210150.4,0.7340820491313934,0.44000000000000006,0.64
upweight_surface_control,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14412.8,0.9545898616313935,0.44000000000000006,0.64
upweight_surface_control,S00_surface_rotate,surface_control,0.0,250112.0,0.5270182490348816,0.44000000000000006,0.64
upweight_unrelated_matched,A02_substitute,component,0.8,187699.2,0.7563151180744171,0.44000000000000006,0.64
upweight_unrelated_matched,C06_reverse_then_substitute_02_00,composite,0.8,183014.4,0.7565429866313934,0.44000000000000006,0.64
upweight_unrelated_matched,U01_unrelated_substitute,unrelated_control,0.8,185472.0,0.7583659052848816,0.44000000000000006,0.64
upweight_unrelated_matched,K01_shortcut_for_A07_reverse,fake_component_control,1.0,14336.0,0.9618489742279053,0.44000000000000006,0.64
upweight_unrelated_matched,S00_surface_rotate,surface_control,0.0,250112.0,0.39039714336395265,0.44000000000000006,0.64
