condition,seed,n_tasks,total_samples,mae_frequency,max_abs_frequency_error,spearman_intended_realized
baseline,0,25,250112,0.0002461762772285863,0.0006700306889421137,1.0
baseline,1,25,250112,0.0002508348713958469,0.0007899086581851095,1.0
baseline,2,25,250112,0.0002534031228835868,0.0006699623941114063,1.0
baseline,3,25,250112,0.0002898627344875772,0.0011315738301770073,1.0
baseline,4,25,250112,0.00024997569944409844,0.0007195252889002288,0.9992307692307693
baseline,5,25,250112,0.0002835482404687563,0.00098884836705454,0.9992307692307693
baseline,6,25,250112,0.00023267664048877304,0.0007397493675362632,1.0
baseline,7,25,250112,0.00036921586591652506,0.0015020357168758491,0.9976923076923077
baseline,8,25,250112,0.00027868284556952454,0.0008013784451925826,1.0
baseline,9,25,250112,0.00027560612632392166,0.0008992501004591001,1.0
corrupt_component,0,25,250112,0.00024526946898836686,0.0008711168619499401,1.0
corrupt_component,1,25,250112,0.00031903162200478253,0.0012567283568191145,0.9992307692307693
corrupt_component,2,25,250112,0.00032620993719553883,0.001069258434957171,1.0
corrupt_component,3,25,250112,0.00023193248061982745,0.0009196687636468109,1.0
corrupt_component,4,25,250112,0.00022813567442768703,0.0007475127505174248,1.0
corrupt_component,5,25,250112,0.00027307519164481315,0.0009554196082451616,1.0
corrupt_component,6,25,250112,0.00033261822827303727,0.001456638796941967,1.0
corrupt_component,7,25,250112,0.0002804220410731087,0.0013860876616046403,1.0
corrupt_component,8,25,250112,0.00030961380656931907,0.001362098408789869,1.0
corrupt_component,9,25,250112,0.0002698453017062462,0.0012257817124835535,1.0
corrupt_component_strong,0,25,250112,0.00026118420479867143,0.0011110093900973256,1.0
corrupt_component_strong,1,25,250112,0.00032181045304225026,0.001479256517827085,1.0
corrupt_component_strong,2,25,250112,0.00031326575794356703,0.0008547320015291349,0.9992307692307693
corrupt_component_strong,3,25,250112,0.0003384855423338551,0.001317079085878775,0.9992307692307693
corrupt_component_strong,4,25,250112,0.00028905734167028214,0.0013233263745312945,1.0
corrupt_component_strong,5,25,250112,0.0003347306527128621,0.0012487319392142093,1.0
corrupt_component_strong,6,25,250112,0.00026585314845512046,0.001010943769081299,0.9992307692307693
corrupt_component_strong,7,25,250112,0.0003410750422918454,0.000970273946149125,1.0
corrupt_component_strong,8,25,250112,0.00029531747143403083,0.0008551240267401158,0.9992307692307693
corrupt_component_strong,9,25,250112,0.00021419946504713878,0.0007739158229752713,1.0
corrupt_different_operation_matched,0,25,250112,0.00031083903499199767,0.001372676412090379,0.9998076738130112
corrupt_different_operation_matched,1,25,250112,0.00030079063090768173,0.0011051740193485649,1.0
corrupt_different_operation_matched,2,25,250112,0.0002928507661696233,0.0011628757035746437,1.0
corrupt_different_operation_matched,3,25,250112,0.000168831092237198,0.00047529419050674343,0.9992307692307693
corrupt_different_operation_matched,4,25,250112,0.00024908651656668833,0.0009116723460418918,0.9992307692307693
corrupt_different_operation_matched,5,25,250112,0.0002453173330584002,0.0005911245078764199,1.0
corrupt_different_operation_matched,6,25,250112,0.00022321047762453584,0.0006511049768602103,1.0
corrupt_different_operation_matched,7,25,250112,0.0002524821942942321,0.0005554041434478428,1.0
corrupt_different_operation_matched,8,25,250112,0.00026173404351020874,0.0006617998584232399,1.0
corrupt_different_operation_matched,9,25,250112,0.00022960401016680038,0.0006889827068702892,1.0
corrupt_different_operation_matched_strong,0,25,250112,0.00029045263728804624,0.0017095649775807908,1.0
corrupt_different_operation_matched_strong,1,25,250112,0.0002662660095458757,0.0008635323622487867,1.0
corrupt_different_operation_matched_strong,2,25,250112,0.00031407854051228713,0.000820923597351364,1.0
corrupt_different_operation_matched_strong,3,25,250112,0.0002750729417435429,0.0010812530613645427,1.0
corrupt_different_operation_matched_strong,4,25,250112,0.00025325916648875896,0.0007635771421873744,1.0
corrupt_different_operation_matched_strong,5,25,250112,0.0002051620280456995,0.0005242781676615474,1.0
corrupt_different_operation_matched_strong,6,25,250112,0.00022966057870927675,0.0008557689792676321,1.0
corrupt_different_operation_matched_strong,7,25,250112,0.0003172702174064175,0.0014620536288512676,1.0
corrupt_different_operation_matched_strong,8,25,250112,0.00024379485033777917,0.0012407355216093041,1.0
corrupt_different_operation_matched_strong,9,25,250112,0.0002072070679124325,0.0005646321233429216,1.0
corrupt_same_operation_unrelated,0,25,250112,0.00026689175613318233,0.0012727211920289805,1.0
corrupt_same_operation_unrelated,1,25,250112,0.0004198432040412279,0.0018924435564097175,1.0
corrupt_same_operation_unrelated,2,25,250112,0.0002928350973131642,0.0007914930473444451,1.0
corrupt_same_operation_unrelated,3,25,250112,0.0003078755708858425,0.0013980822880119703,1.0
corrupt_same_operation_unrelated,4,25,250112,0.0002041647786036222,0.000630426197940348,1.0
corrupt_same_operation_unrelated,5,25,250112,0.0002117115683817107,0.0006339785148893051,1.0
corrupt_same_operation_unrelated,6,25,250112,0.0002870723995184742,0.001121166854558403,0.9992307692307693
corrupt_same_operation_unrelated,7,25,250112,0.00027781306608441243,0.0012621431887284706,1.0
corrupt_same_operation_unrelated,8,25,250112,0.0002757104383749953,0.0011058354484098643,1.0
corrupt_same_operation_unrelated,9,25,250112,0.00021224198860720058,0.0007081949904295202,1.0
corrupt_same_operation_unrelated_strong,0,25,250112,0.00022311386806902,0.000732275268789738,1.0
corrupt_same_operation_unrelated_strong,1,25,250112,0.0002885331005730288,0.000969661936212389,1.0
corrupt_same_operation_unrelated_strong,2,25,250112,0.0002880278189904837,0.0007187929022456144,0.9992307692307693
corrupt_same_operation_unrelated_strong,3,25,250112,0.00023547882490190214,0.0007253441831152063,1.0
corrupt_same_operation_unrelated_strong,4,25,250112,0.0002888419426260137,0.0010394535495568819,1.0
corrupt_same_operation_unrelated_strong,5,25,250112,0.00031670907248281574,0.0011513318395655267,1.0
corrupt_same_operation_unrelated_strong,6,25,250112,0.000312604751405936,0.0008350225817732107,1.0
corrupt_same_operation_unrelated_strong,7,25,250112,0.00027416665888648607,0.0013451348423266646,1.0
corrupt_same_operation_unrelated_strong,8,25,250112,0.00019815587660416815,0.0006334536754894066,1.0
corrupt_same_operation_unrelated_strong,9,25,250112,0.00031812100143754267,0.0019094754177036155,0.9992307692307693
delay_component,0,25,250112,0.00044437082735151415,0.0035589535351090336,1.0
delay_component,1,25,250112,0.0004053559658247802,0.0035069768206770985,1.0
