component,composite,unrelated_control,fake_component_control,surface_control,same_operation_control,different_operation_control
A02_substitute,C03_reverse_then_substitute_07_02,U00_unrelated_substitute,K01_shortcut_for_A05_substitute,S01_surface_rotate,U00_unrelated_substitute,A03_copy
