model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
EleutherAI/pythia-1b,accuracy,all,29,0.25,-0.008620689655172414,0.2528735632183908,0.08671809045141558,0.04525626381656211,0.09163586701375045,-0.035334822424605505,-0.08434871533617765,0.005741418149305677,0.23835634433797614,0.07487319151874527,0.33455138480030644,-0.053042297520175086,0.02633970205424162,-0.10929431040207042,,,
EleutherAI/pythia-1b,accuracy,atomic,16,0.26953125,0.00390625,0.2682291666666667,0.023132782960595843,0.24224246194881355,-0.1757214374744362,-0.11020310628669487,-0.27272919709058335,0.12499999999999997,0.19070613588855467,0.11759437638700723,0.3491481139498891,,,,,,
EleutherAI/pythia-1b,accuracy,composite,10,0.24375,-0.0125,0.2479166666666667,-0.4624720549085818,-0.45628985418753587,-0.3816931426845573,0.2852798563099785,0.2357118260399018,0.2690735833074785,,,,,,,,,
EleutherAI/pythia-1b,accuracy,true_atomic_composite,26,0.25961538461538464,-0.002403846153846154,0.26041666666666663,0.04668637135288961,0.030753969614140866,0.039396052533452616,-0.10186610057293043,-0.07824076131015537,-0.06940159264064084,0.16944236638555957,0.044516718379385034,0.28246947667618977,-0.12893883055490607,0.0,-0.19124643714884138,,,
EleutherAI/pythia-1b,mean_correct_margin,all,29,-0.6484304544483793,-0.3240224823098758,-0.6483192834360845,-0.3877732307978701,-0.29318231498383035,-0.17283889852931889,0.29608005977628526,0.22527830635152138,0.2421122896832834,-0.2084505375108328,-0.15386872594315837,0.008057315040942413,0.3555150875048892,0.23411969177151237,0.2774751902477184,,,
EleutherAI/pythia-1b,mean_correct_margin,atomic,16,-0.7068839299026877,-0.3962367551866919,-0.6557331156606475,-0.24816508811702084,-0.23172041360324236,-0.07773846133786196,0.17804859807311413,0.26855663542694713,0.019288598124587362,0.2719538874517027,0.3101496581612115,0.04889058650817127,,,,,,
EleutherAI/pythia-1b,mean_correct_margin,composite,10,-0.5337138928472995,-0.20674602165818215,-0.5798525432745615,-0.24567310985738966,0.051720654706818865,-0.2715334372107991,0.0940998490012301,0.06900655593423541,-0.1881996980024602,,,,,,,,,
EleutherAI/pythia-1b,mean_correct_margin,true_atomic_composite,26,-0.6402800694967692,-0.32335570382957274,-0.6265482801275375,-0.4311407495999335,-0.3395405583910019,-0.2362320720651393,0.38874013752128467,0.3519952658651208,0.1579686071199567,-0.21630657063693098,-0.1363903499582619,-0.12360375464967485,0.4110960958218893,0.32676869155073246,0.21081851067789192,,,
EleutherAI/pythia-1b,mean_correct_mrr,all,29,0.5156249999999999,-0.013829022988505744,0.5231082375478927,0.02614970689997947,0.03392396718985199,0.03765682489814849,0.014744268951550803,-0.09481493553036559,0.07120817785664321,0.22686810028450224,0.05484172495609192,0.3523562585907458,-0.03905844883393395,0.0260132990857236,-0.11277986631315907,,,
EleutherAI/pythia-1b,mean_correct_mrr,atomic,16,0.5270182291666666,-0.00976562499999999,0.5355902777777778,-0.008234455667675908,0.2945091708376693,-0.2610643663229609,0.007429625551909809,-0.25817046720601544,0.28360262666520164,0.29989619093272163,0.2627869024814206,0.3929415568106177,,,,,,
EleutherAI/pythia-1b,mean_correct_mrr,composite,10,0.5083333333333333,-0.01562500000000001,0.5151041666666667,-0.567416718601382,-0.3685096647860845,-0.5753922836133599,0.29888995880666747,0.1505597584019682,0.37012607273817183,,,,,,,,,
