seed,task_name,condition,final_metric,baseline_final_metric,delta_final_metric_vs_baseline,acquired_at,baseline_acquired_at,delta_acquired_at_vs_baseline
0,AB_and,corrupt_A,1.0,1.0,0.0,20480.0,18432.0,2048.0
0,AB_and,corrupt_U_matched,1.0,1.0,0.0,18432.0,18432.0,0.0
0,AB_and,delay_A,1.0,1.0,0.0,18432.0,18432.0,0.0
0,AB_and,delay_U_matched,1.0,1.0,0.0,18432.0,18432.0,0.0
0,AB_and,upweight_A,1.0,1.0,0.0,8192.0,18432.0,-10240.0
0,AB_and,upweight_U_matched,1.0,1.0,0.0,2048.0,18432.0,-16384.0
0,AC_xor,corrupt_A,0.892606645822525,0.8823322057723999,0.010274440050125122,,,
0,AC_xor,corrupt_U_matched,0.9189414381980896,0.8823322057723999,0.0366092324256897,98304.0,,
0,AC_xor,delay_A,0.908220201730728,0.8823322057723999,0.025887995958328136,,,
0,AC_xor,delay_U_matched,0.831070750951767,0.8823322057723999,-0.051261454820632935,,,
0,AC_xor,upweight_A,0.742079496383667,0.8823322057723999,-0.1402527093887329,,,
0,AC_xor,upweight_U_matched,0.7788880169391632,0.8823322057723999,-0.1034441888332367,,,
0,A_bit0,corrupt_A,0.9844640493392944,1.0,-0.015535950660705566,22016.0,4096.0,17920.0
0,A_bit0,corrupt_U_matched,1.0,1.0,0.0,6144.0,4096.0,2048.0
0,A_bit0,delay_A,1.0,1.0,0.0,28160.0,4096.0,24064.0
0,A_bit0,delay_U_matched,1.0,1.0,0.0,6144.0,4096.0,2048.0
0,A_bit0,upweight_A,1.0,1.0,0.0,2048.0,4096.0,-2048.0
0,A_bit0,upweight_U_matched,1.0,1.0,0.0,8192.0,4096.0,4096.0
0,A_shortcut_bit6,corrupt_A,1.0,1.0,0.0,22016.0,24064.0,-2048.0
0,A_shortcut_bit6,corrupt_U_matched,1.0,1.0,0.0,24064.0,24064.0,0.0
0,A_shortcut_bit6,delay_A,1.0,1.0,0.0,20480.0,24064.0,-3584.0
0,A_shortcut_bit6,delay_U_matched,1.0,1.0,0.0,24064.0,24064.0,0.0
