condition,seed,data_seen,task_name,kind,grad_mean_norm,grad_noise_rms,grad_snr,within_task_grad_alignment
baseline,0,40448,AB_and,composite,0.13972972333431244,0.06711457669734955,2.081957902563194,0.7625360531357405
baseline,0,40448,AC_xor,composite,0.40461045503616333,0.5341229438781738,0.7575230753009778,0.18405780310269934
baseline,0,40448,A_shortcut_bit6,shortcut,0.41028517484664917,0.18618260324001312,2.203670846279529,0.8356954637783005
baseline,0,40448,surface_control_78,surface_control,1.0583869218826294,0.5739035606384277,1.8441895023327675,0.72646231829741
baseline,0,40448,U_unrelated_xor910,unrelated,0.5686198472976685,0.6598110198974609,0.8617919830820255,0.23379203245823632
baseline,0,50176,A_bit0,atomic,0.026046978309750557,0.012024556286633015,2.1661488113735463,0.801126042697451
baseline,0,50176,B_bit1,atomic,0.03129605948925018,0.013188840821385384,2.372919645533326,0.7995855741380963
baseline,0,50176,C_xor23,atomic,0.5738813877105713,0.8096380829811096,0.7088122455860963,0.19327846106752855
baseline,0,50176,D_eq45,atomic,1.2452194690704346,0.8067716360092163,1.5434596526329367,0.6367254210706939
baseline,0,50176,AB_and,composite,0.06696823239326477,0.053502023220062256,1.2516953259236978,0.5641825708717464
baseline,0,50176,AC_xor,composite,0.35241639614105225,0.5161502957344055,0.6827786384175816,0.08568948201776784
baseline,0,50176,A_shortcut_bit6,shortcut,0.14232872426509857,0.08061815798282623,1.765467331735027,0.701899592765237
baseline,0,50176,surface_control_78,surface_control,0.5989400744438171,1.003986120223999,0.5965621061669569,0.10885613883638029
baseline,0,50176,U_unrelated_xor910,unrelated,0.7258445024490356,0.6582603454589844,1.1026708618484746,0.40049232935349305
baseline,0,60416,A_bit0,atomic,0.018407119438052177,0.00816406775265932,2.254650499415771,0.8757318843160352
baseline,0,60416,B_bit1,atomic,0.05630482733249664,0.020482942461967468,2.7488642041686173,0.9013842549944674
baseline,0,60416,C_xor23,atomic,1.5984960794448853,0.4820450246334076,3.316072146283879,0.9110594312235812
baseline,0,60416,D_eq45,atomic,0.7071455717086792,0.902818500995636,0.7832643780871236,0.168591912247309
baseline,0,60416,AB_and,composite,0.16224713623523712,0.06118936091661453,2.651557947364199,0.8657298896951499
baseline,0,60416,AC_xor,composite,0.5849442481994629,0.7892034649848938,0.7411830714781747,0.15006458736375095
baseline,0,60416,A_shortcut_bit6,shortcut,0.3102148771286011,0.1013040617108345,3.0622155902398656,0.935216431532448
baseline,0,60416,surface_control_78,surface_control,1.8671735525131226,0.8396530747413635,2.2237440779765385,0.8156351542993586
baseline,0,60416,U_unrelated_xor910,unrelated,1.3121716976165771,0.6023626327514648,2.1783749958404237,0.7851919109751425
baseline,0,70144,A_bit0,atomic,0.009696781635284424,0.007826522924005985,1.23896418987069,0.47564161689168794
baseline,0,70144,B_bit1,atomic,0.027693230658769608,0.022067613899707794,1.2549263723470065,0.4941909029825455
baseline,0,70144,C_xor23,atomic,1.128739356994629,0.6016399264335632,1.8761044727928229,0.7845261557455859
baseline,0,70144,D_eq45,atomic,0.8843477368354797,0.7961795926094055,1.1107390154726278,0.4251464329885087
baseline,0,70144,AB_and,composite,0.05509621277451515,0.05147060379385948,1.0704403817391739,0.4236019002181515
baseline,0,70144,AC_xor,composite,0.4611141085624695,0.8242801427841187,0.5594143115038951,0.07025580384584458
baseline,0,70144,A_shortcut_bit6,shortcut,0.07551591098308563,0.05701923742890358,1.3243935623642964,0.5634899651530484
baseline,0,70144,surface_control_78,surface_control,0.6952207684516907,0.8354753851890564,0.8321259737574912,0.19058295240599063
baseline,0,70144,U_unrelated_xor910,unrelated,0.9278117418289185,0.6798538565635681,1.3647223338811802,0.5179914809874627
baseline,0,80384,A_bit0,atomic,0.00941372849047184,0.008211723528802395,1.1463766962327784,0.45953620430953235
baseline,0,80384,B_bit1,atomic,0.03414519503712654,0.02360551431775093,1.446492314298082,0.6173962590044855
baseline,0,80384,C_xor23,atomic,0.4235588014125824,0.34117943048477173,1.241454682099442,0.4845046752200884
baseline,0,80384,D_eq45,atomic,0.7874698042869568,0.6665791869163513,1.1813597240091966,0.4451568878620141
baseline,0,80384,AB_and,composite,0.12504048645496368,0.09839474409818649,1.2708045292431172,0.40628537062002557
baseline,0,80384,AC_xor,composite,0.6537599563598633,0.5944414138793945,1.0997887110392415,0.42264304430307637
baseline,0,80384,A_shortcut_bit6,shortcut,0.07994208484888077,0.03794866427779198,2.1065849449029823,0.8210707417985746
baseline,0,80384,surface_control_78,surface_control,1.00758957862854,0.6577686071395874,1.5318298375604662,0.6015646339770782
baseline,0,80384,U_unrelated_xor910,unrelated,1.6557745933532715,0.7152796387672424,2.314863311647766,0.812796035388589
baseline,0,90112,A_bit0,atomic,0.01079554669559002,0.006932539865374565,1.5572282170280036,0.6814416572575516
baseline,0,90112,B_bit1,atomic,0.06830665469169617,0.05082192271947861,1.344039167258269,0.6658915554616301
baseline,0,90112,C_xor23,atomic,1.0533289909362793,0.4070374667644501,2.5877936969945967,0.8897706578327651
baseline,0,90112,D_eq45,atomic,0.6345127820968628,0.9220982789993286,0.6881183888389371,0.1585350090995168
baseline,0,90112,AB_and,composite,0.07901585102081299,0.042373187839984894,1.8647605961896965,0.764106048913986
baseline,0,90112,AC_xor,composite,0.8114596605300903,0.7329981923103333,1.1070418304461949,0.4135664367268657
baseline,0,90112,A_shortcut_bit6,shortcut,0.1635896861553192,0.06813931465148926,2.4008120273828286,0.8632516078972743
baseline,0,90112,surface_control_78,surface_control,1.74893319606781,0.8040614724159241,2.1751237387493534,0.8483722971410157
baseline,0,90112,U_unrelated_xor910,unrelated,1.0444581508636475,0.9660000801086426,1.0812195282065606,0.30755860093727866
baseline,0,100352,A_bit0,atomic,0.016427619382739067,0.01294675376266241,1.2688601083034716,0.7405436916200557
baseline,0,100352,B_bit1,atomic,0.03235640376806259,0.03725925832986832,0.8684124488129212,0.2199371566194908
baseline,0,100352,C_xor23,atomic,0.33300262689590454,0.24832826852798462,1.3409775249048492,0.530339652250623
baseline,0,100352,D_eq45,atomic,1.4194711446762085,0.6873915195465088,2.065011138936669,0.7999530182001364
baseline,0,100352,AB_and,composite,0.02450135536491871,0.02681693620979786,0.9136522969038209,0.26476563172942086
baseline,0,100352,AC_xor,composite,0.5685551166534424,0.6570578217506409,0.8653045406837097,0.2559334135722093
baseline,0,100352,A_shortcut_bit6,shortcut,0.058957163244485855,0.03678947314620018,1.6025552474912983,0.6685043547248092
baseline,0,100352,surface_control_78,surface_control,0.49245506525039673,0.5219034552574158,0.9435750238644465,0.30955418742795915
baseline,0,100352,U_unrelated_xor910,unrelated,0.7679665684700012,0.8229057788848877,0.9332375445336314,0.3559505743518517
upweight_A,0,0,A_bit0,atomic,0.17756937444210052,0.1194031611084938,1.4871413184720272,0.6385380520568354
upweight_A,0,0,B_bit1,atomic,0.1795213520526886,0.10549331456422806,1.7017320272147474,0.6708713464603374
upweight_A,0,0,C_xor23,atomic,0.07528040558099747,0.10179201513528824,0.7395511866054064,0.07407951377850348
upweight_A,0,0,D_eq45,atomic,0.07782004773616791,0.0798301100730896,0.9748207495134834,0.33005370444391674
upweight_A,0,0,AB_and,composite,0.57073575258255,0.09579871594905853,5.957655558557633,0.9882145910850318
upweight_A,0,0,AC_xor,composite,0.035339463502168655,0.07460831105709076,0.4736665795135478,-0.11422323364377512
upweight_A,0,0,A_shortcut_bit6,shortcut,0.17895863950252533,0.14772148430347443,1.2114597977750263,0.5045604937467705
upweight_A,0,0,surface_control_78,surface_control,0.0660267248749733,0.135873943567276,0.48594103579392456,-0.02396675174938816
upweight_A,0,0,U_unrelated_xor910,unrelated,0.05322205647826195,0.09998828917741776,0.5322828994832908,-0.06287350959859618
upweight_A,0,10240,A_bit0,atomic,0.4384951591491699,0.1422632485628128,3.082279953367443,0.8763978949843229
upweight_A,0,10240,B_bit1,atomic,0.5748605728149414,0.15765313804149628,3.646363021711528,0.9087718983344034
upweight_A,0,10240,C_xor23,atomic,0.5342702269554138,0.2607271075248718,2.049154888516525,0.7515839247369737
upweight_A,0,10240,D_eq45,atomic,0.5771068334579468,0.23792396485805511,2.425593545399354,0.8114579324267344
upweight_A,0,10240,AB_and,composite,0.3962140679359436,0.159926176071167,2.477481033230928,0.83857839432306
upweight_A,0,10240,AC_xor,composite,0.6808041930198669,0.22850047051906586,2.979443287229826,0.8723536671070425
upweight_A,0,10240,A_shortcut_bit6,shortcut,0.6452163457870483,0.3030681610107422,2.1289479687773927,0.7498719728689682
upweight_A,0,10240,surface_control_78,surface_control,0.5325952768325806,0.5555422306060791,0.958694492497136,0.4184560974054867
upweight_A,0,10240,U_unrelated_xor910,unrelated,0.5621810555458069,0.26126235723495483,2.151787427371645,0.7948401346464653
upweight_A,0,20480,A_bit0,atomic,0.23573189973831177,0.05258586257696152,4.48279990441967,0.941183413696066
upweight_A,0,20480,B_bit1,atomic,0.5331464409828186,0.20955541729927063,2.5441787563949085,0.8301478385315373
upweight_A,0,20480,C_xor23,atomic,0.38252297043800354,0.28181445598602295,1.35735751772655,0.5513373376862793
upweight_A,0,20480,D_eq45,atomic,0.3910979628562927,0.24978935718536377,1.5657110745695257,0.6773662940529617
upweight_A,0,20480,AB_and,composite,0.52921062707901,0.17641854286193848,2.9997449162141625,0.9152906260164596
upweight_A,0,20480,AC_xor,composite,0.3067162334918976,0.31831520795822144,0.963561356236521,0.4147888980225547
upweight_A,0,20480,A_shortcut_bit6,shortcut,0.5341354608535767,0.2074471265077591,2.574802889983746,0.8259869390432454
upweight_A,0,20480,surface_control_78,surface_control,0.35071149468421936,0.29288265109062195,1.1974471460738962,0.433594810447381
upweight_A,0,20480,U_unrelated_xor910,unrelated,0.4324309229850769,0.319842666387558,1.3520113744291455,0.539139302076546
upweight_A,0,30208,A_bit0,atomic,0.04352901503443718,0.011308812536299229,3.8491234062699196,0.9152692649690817
upweight_A,0,30208,B_bit1,atomic,0.43400561809539795,0.1359388679265976,3.192652879282132,0.901293986515905
upweight_A,0,30208,C_xor23,atomic,0.40552589297294617,0.35796958208084106,1.1328501450166024,0.43201392521501414
upweight_A,0,30208,D_eq45,atomic,0.34561052918434143,0.35705429315567017,0.9679495130245994,0.3213707936730165
upweight_A,0,30208,AB_and,composite,0.27337202429771423,0.1473371982574463,1.8554175559805912,0.7067125582203447
upweight_A,0,30208,AC_xor,composite,0.22291675209999084,0.5215047001838684,0.4274491716392374,-0.13221041977063488
upweight_A,0,30208,A_shortcut_bit6,shortcut,0.6298147439956665,0.2607657015323639,2.4152514701596384,0.8093205844868124
upweight_A,0,30208,surface_control_78,surface_control,0.5256362557411194,0.3352460563182831,1.5679118242647176,0.6281338502130008
upweight_A,0,30208,U_unrelated_xor910,unrelated,0.67252117395401,0.4835299253463745,1.3908573982693246,0.5067484529820757
upweight_A,0,40448,A_bit0,atomic,0.012017966248095036,0.004155205562710762,2.8922675578443626,0.892640927661584
upweight_A,0,40448,B_bit1,atomic,0.17324164509773254,0.047582417726516724,3.6408752091961816,0.9110268729731925
upweight_A,0,40448,C_xor23,atomic,0.8552237153053284,0.5167049765586853,1.6551489807579594,0.6715009651918732
upweight_A,0,40448,D_eq45,atomic,0.6097768545150757,0.7861976623535156,0.7756024772306084,0.18086092137126486
upweight_A,0,40448,AB_and,composite,0.14200200140476227,0.04448748752474785,3.1919537223264483,0.8834632286603342
upweight_A,0,40448,AC_xor,composite,0.9787334203720093,0.45345163345336914,2.158407530514496,0.808954222622701
upweight_A,0,40448,A_shortcut_bit6,shortcut,1.0001919269561768,0.34728512167930603,2.8800310307474253,0.8837980337130182
upweight_A,0,40448,surface_control_78,surface_control,0.5631875991821289,0.4957968592643738,1.135924096043304,0.42813211234984133
upweight_A,0,40448,U_unrelated_xor910,unrelated,0.7616240382194519,0.6430937647819519,1.1843125838368294,0.4104174034206258
upweight_A,0,50176,A_bit0,atomic,0.01701764017343521,0.005258253309875727,3.2363675097655262,0.9301400228696357
upweight_A,0,50176,B_bit1,atomic,0.11373654007911682,0.041099466383457184,2.767348340126606,0.9306772807785321
upweight_A,0,50176,C_xor23,atomic,0.40443363785743713,0.6014100909233093,0.6724756434263709,0.12590144064935668
upweight_A,0,50176,D_eq45,atomic,1.2997382879257202,0.6657419204711914,1.9523155264187866,0.7574664352690745
upweight_A,0,50176,AB_and,composite,0.1769588589668274,0.0670665055513382,2.63855791366273,0.8777018963837314
upweight_A,0,50176,AC_xor,composite,0.7650797367095947,0.47985735535621643,1.59438993310846,0.6741426494932089
upweight_A,0,50176,A_shortcut_bit6,shortcut,0.6954024434089661,0.2017076462507248,3.4475760157407502,0.9497140800324049
upweight_A,0,50176,surface_control_78,surface_control,0.415509968996048,0.8207657337188721,0.5062467302489285,0.03436657850368963
upweight_A,0,50176,U_unrelated_xor910,unrelated,0.9662362337112427,0.49428659677505493,1.9548096995011432,0.7491460278489934
upweight_A,0,60416,A_bit0,atomic,0.0052647097036242485,0.002509450074285269,2.097953553838192,0.7585296953073281
upweight_A,0,60416,B_bit1,atomic,0.034476324915885925,0.01576661877334118,2.1866657277204666,0.8152457977057926
upweight_A,0,60416,C_xor23,atomic,0.5628032088279724,0.39706170558929443,1.417420015338113,0.5629118510836332
upweight_A,0,60416,D_eq45,atomic,0.45475390553474426,0.6849619746208191,0.6639111693547993,0.08732819417477257
upweight_A,0,60416,AB_and,composite,0.06366174668073654,0.042365800589323044,1.5026683266615242,0.6012857563988838
upweight_A,0,60416,AC_xor,composite,1.115372896194458,0.6791236400604248,1.6423708885963324,0.7376143266008914
upweight_A,0,60416,A_shortcut_bit6,shortcut,0.18936973810195923,0.09537099301815033,1.9856114748006672,0.7687655403296351
upweight_A,0,60416,surface_control_78,surface_control,0.7129641771316528,0.6401214003562927,1.1137952531093351,0.3712199468495078
upweight_A,0,60416,U_unrelated_xor910,unrelated,0.602495014667511,0.4786527156829834,1.2587310066893904,0.47501486318468716
upweight_A,0,70144,A_bit0,atomic,0.0044443062506616116,0.0023004538379609585,1.9319258554081498,0.7337668332061454
upweight_A,0,70144,B_bit1,atomic,0.03837622329592705,0.026341920718550682,1.456849851781865,0.6635710639856643
upweight_A,0,70144,C_xor23,atomic,0.6744900345802307,0.6408679485321045,1.052463360235263,0.3704986908867958
upweight_A,0,70144,D_eq45,atomic,0.5776655673980713,0.5662021040916443,1.0202462393243796,0.337275442938829
upweight_A,0,70144,AB_and,composite,0.14160200953483582,0.08148304373025894,1.7378095251554002,0.7954903946626843
upweight_A,0,70144,AC_xor,composite,0.5279189944267273,0.7131208777427673,0.7402938420440058,0.18484449320750218
upweight_A,0,70144,A_shortcut_bit6,shortcut,0.152876615524292,0.07035117596387863,2.1730498947254624,0.7981299078000097
upweight_A,0,70144,surface_control_78,surface_control,0.7164679169654846,0.844630241394043,0.8482622120919119,0.1885913222699319
upweight_A,0,70144,U_unrelated_xor910,unrelated,0.5487908124923706,0.5867700576782227,0.935274057205532,0.26592315732520727
upweight_A,0,80384,A_bit0,atomic,0.01266523078083992,0.0050999135710299015,2.4834206701661454,0.9207231259324332
upweight_A,0,80384,B_bit1,atomic,0.08951325714588165,0.04328888654708862,2.067811493521402,0.895367403648956
upweight_A,0,80384,C_xor23,atomic,0.9802807569503784,0.47840574383735657,2.0490572481119607,0.7610513847249014
upweight_A,0,80384,D_eq45,atomic,1.1843063831329346,0.6260460019111633,1.8917242175745057,0.7098775972846568
upweight_A,0,80384,AB_and,composite,0.20976243913173676,0.0977114662528038,2.146753571242934,0.8509825799956671
upweight_A,0,80384,AC_xor,composite,1.0019426345825195,0.5145835280418396,1.947094261631917,0.7786672519237098
upweight_A,0,80384,A_shortcut_bit6,shortcut,0.18566930294036865,0.053981926292181015,3.4394716100344565,0.9159230146191244
upweight_A,0,80384,surface_control_78,surface_control,1.8236286640167236,0.8265553116798401,2.206299612675995,0.8312455779592735
upweight_A,0,80384,U_unrelated_xor910,unrelated,1.0374337434768677,0.6484928727149963,1.5997612111478143,0.6543203304389165
upweight_A,0,90112,A_bit0,atomic,0.01927654631435871,0.013438686728477478,1.4344069999098952,0.8783436558028627
upweight_A,0,90112,B_bit1,atomic,0.03328200429677963,0.024240797385573387,1.3729748145667038,0.6920535146212238
upweight_A,0,90112,C_xor23,atomic,1.0368766784667969,0.5084658861160278,2.0392256526490957,0.7684554446633686
upweight_A,0,90112,D_eq45,atomic,0.8892294764518738,1.0837970972061157,0.8204759716955952,0.19024786801443963
upweight_A,0,90112,AB_and,composite,0.06725122034549713,0.05322761833667755,1.2634647659576546,0.6707588709944964
upweight_A,0,90112,AC_xor,composite,0.7956019043922424,0.5995631814002991,1.3269692487333222,0.5410742844518152
upweight_A,0,90112,A_shortcut_bit6,shortcut,0.1457180380821228,0.0599883571267128,2.429105330754349,0.8809593624053781
upweight_A,0,90112,surface_control_78,surface_control,1.2721960544586182,0.8848378658294678,1.4377730696059148,0.6074382979424535
upweight_A,0,90112,U_unrelated_xor910,unrelated,0.8591477274894714,0.8956508636474609,0.9592440116561795,0.42151953222184746
upweight_A,0,100352,A_bit0,atomic,0.004110673442482948,0.0024811439216136932,1.6567654157493097,0.8568224066062022
upweight_A,0,100352,B_bit1,atomic,0.029671601951122284,0.013388347811996937,2.216225808110403,0.7901104122405239
upweight_A,0,100352,C_xor23,atomic,0.8570010662078857,0.4324464201927185,1.9817508625091265,0.7352406887831009
upweight_A,0,100352,D_eq45,atomic,2.5527281761169434,0.909190833568573,2.8076923808114964,0.8949150594111136
upweight_A,0,100352,AB_and,composite,0.058155447244644165,0.03341822326183319,1.7402315732722697,0.7771500111483749
upweight_A,0,100352,AC_xor,composite,0.7490776777267456,0.6109662652015686,1.2260540726882614,0.46241873691348645
upweight_A,0,100352,A_shortcut_bit6,shortcut,0.139933779835701,0.03866291791200638,3.6193279604648425,0.9098772685392039
upweight_A,0,100352,surface_control_78,surface_control,1.4113986492156982,0.734490156173706,1.9216032200709066,0.7623694656411236
upweight_A,0,100352,U_unrelated_xor910,unrelated,1.3761168718338013,1.2230883836746216,1.1251164594485796,0.3470813382232127
upweight_U_matched,0,0,A_bit0,atomic,0.17756937444210052,0.1194031611084938,1.4871413184720272,0.6385380520568354
upweight_U_matched,0,0,B_bit1,atomic,0.1795213520526886,0.10549331456422806,1.7017320272147474,0.6708713464603374
upweight_U_matched,0,0,C_xor23,atomic,0.07528040558099747,0.10179201513528824,0.7395511866054064,0.07407951377850348
upweight_U_matched,0,0,D_eq45,atomic,0.07782004773616791,0.0798301100730896,0.9748207495134834,0.33005370444391674
upweight_U_matched,0,0,AB_and,composite,0.57073575258255,0.09579871594905853,5.957655558557633,0.9882145910850318
upweight_U_matched,0,0,AC_xor,composite,0.035339463502168655,0.07460831105709076,0.4736665795135478,-0.11422323364377512
upweight_U_matched,0,0,A_shortcut_bit6,shortcut,0.17895863950252533,0.14772148430347443,1.2114597977750263,0.5045604937467705
upweight_U_matched,0,0,surface_control_78,surface_control,0.0660267248749733,0.135873943567276,0.48594103579392456,-0.02396675174938816
upweight_U_matched,0,0,U_unrelated_xor910,unrelated,0.05322205647826195,0.09998828917741776,0.5322828994832908,-0.06287350959859618
upweight_U_matched,0,10240,A_bit0,atomic,0.5100913643836975,0.20795191824436188,2.452929353514509,0.8360099174740009
upweight_U_matched,0,10240,B_bit1,atomic,0.5688861012458801,0.1138751432299614,4.9957004233317726,0.9578557519378932
upweight_U_matched,0,10240,C_xor23,atomic,0.27559080719947815,0.17595838010311127,1.5662272353065323,0.6352229478701797
upweight_U_matched,0,10240,D_eq45,atomic,0.5560599565505981,0.1647019386291504,3.3761591464886718,0.9072992366065019
upweight_U_matched,0,10240,AB_and,composite,0.36775702238082886,0.16031894087791443,2.2939087569109384,0.7995147077122605
upweight_U_matched,0,10240,AC_xor,composite,0.2930172085762024,0.19602108001708984,1.4948249879510982,0.606754090583152
upweight_U_matched,0,10240,A_shortcut_bit6,shortcut,0.36563459038734436,0.20924407243728638,1.7474071601009542,0.6943786849657546
upweight_U_matched,0,10240,surface_control_78,surface_control,0.4252103865146637,0.406653493642807,1.0456331819618176,0.3727746547020699
upweight_U_matched,0,10240,U_unrelated_xor910,unrelated,0.29724738001823425,0.20341284573078156,1.4613009269344872,0.6210060331941071
upweight_U_matched,0,20480,A_bit0,atomic,0.5749127268791199,0.11802803725004196,4.870984388703325,0.948172985165741
upweight_U_matched,0,20480,B_bit1,atomic,0.4929606318473816,0.18683867156505585,2.638429334331345,0.8511835347432584
upweight_U_matched,0,20480,C_xor23,atomic,0.32462233304977417,0.281680166721344,1.1524500884357929,0.4229478664111088
upweight_U_matched,0,20480,D_eq45,atomic,0.46688225865364075,0.23311884701251984,2.0027649614557492,0.7891817025757226
upweight_U_matched,0,20480,AB_and,composite,0.5150458812713623,0.20383195579051971,2.5268161671281497,0.8802047951113323
upweight_U_matched,0,20480,AC_xor,composite,0.28483250737190247,0.3038347363471985,0.9374586684699566,0.36242386557305933
upweight_U_matched,0,20480,A_shortcut_bit6,shortcut,0.5163562893867493,0.18603499233722687,2.775586909198089,0.8494035236283849
upweight_U_matched,0,20480,surface_control_78,surface_control,0.33778274059295654,0.27533838152885437,1.226791334779207,0.44253513853709
upweight_U_matched,0,20480,U_unrelated_xor910,unrelated,0.23766468465328217,0.23658016324043274,1.0045841603834835,0.34187120089745143
upweight_U_matched,0,30208,A_bit0,atomic,0.2479470819234848,0.0785982683300972,3.1546125275814147,0.8806874471838392
upweight_U_matched,0,30208,B_bit1,atomic,0.23992055654525757,0.08092807978391647,2.9646144722931433,0.8700651554935933
upweight_U_matched,0,30208,C_xor23,atomic,0.5210297703742981,0.49410131573677063,1.0544998642562187,0.38642932861629536
upweight_U_matched,0,30208,D_eq45,atomic,0.507523238658905,0.3878149390220642,1.3086737708902996,0.5414499779503651
upweight_U_matched,0,30208,AB_and,composite,0.32852786779403687,0.17828132212162018,1.8427497837831748,0.7251210182381101
upweight_U_matched,0,30208,AC_xor,composite,0.41010719537734985,0.6103920340538025,0.6718750778135637,-0.031013817590609522
upweight_U_matched,0,30208,A_shortcut_bit6,shortcut,0.6210379004478455,0.2830963730812073,2.1937331576745587,0.7740135385145304
upweight_U_matched,0,30208,surface_control_78,surface_control,0.6508373022079468,0.4214090406894684,1.5444312754694722,0.6224727039533632
upweight_U_matched,0,30208,U_unrelated_xor910,unrelated,0.47405415773391724,0.41664454340934753,1.1377903904696713,0.4082407380068808
upweight_U_matched,0,40448,A_bit0,atomic,0.10625959187746048,0.02912205085158348,3.6487674722961336,0.9332604779306942
upweight_U_matched,0,40448,B_bit1,atomic,0.08653131127357483,0.030545607209205627,2.832856151069204,0.8820147600284974
upweight_U_matched,0,40448,C_xor23,atomic,0.5711921453475952,0.7442706227302551,0.7674522249064291,0.17914677808662935
upweight_U_matched,0,40448,D_eq45,atomic,0.5488061308860779,0.8604438304901123,0.6378174977125908,0.11512995272825603
upweight_U_matched,0,40448,AB_and,composite,0.3548460006713867,0.10673115402460098,3.3246712631465773,0.897303322120984
upweight_U_matched,0,40448,AC_xor,composite,0.4756191372871399,0.580933153629303,0.8187157753262205,0.21584683124688453
upweight_U_matched,0,40448,A_shortcut_bit6,shortcut,0.7348410487174988,0.25070562958717346,2.9310911363442456,0.896484171121609
upweight_U_matched,0,40448,surface_control_78,surface_control,0.9514228105545044,0.6509685516357422,1.4615495758778585,0.5807592612929856
