condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,AB_and,composite,18432.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.8823322057723999,0.88232421875,0.8823322057723999
baseline,0,A_bit0,atomic,4096.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,A_shortcut_bit6,shortcut,24064.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,B_bit1,atomic,14336.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,C_xor23,atomic,62464.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,D_eq45,atomic,84480.0,0.9,2,balanced_accuracy,0.9701722860336304,0.9697265625,0.9701722860336304
baseline,0,U_unrelated_xor910,unrelated,86016.0,0.9,2,balanced_accuracy,0.9893167018890381,0.9892578125,0.9893167018890381
baseline,0,surface_control_78,surface_control,80384.0,0.9,2,balanced_accuracy,0.9858154058456421,0.98583984375,0.9858154058456421
upweight_A,0,AB_and,composite,8192.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.742079496383667,0.7421875,0.742079496383667
upweight_A,0,A_bit0,atomic,2048.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,0,A_shortcut_bit6,shortcut,28160.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,0,B_bit1,atomic,18432.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,0,C_xor23,atomic,84480.0,0.9,2,balanced_accuracy,0.9707354307174683,0.970703125,0.9707354307174683
upweight_A,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.7926698625087738,0.79541015625,0.7926698625087738
upweight_A,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.8673350512981415,0.86962890625,0.8673350512981415
upweight_A,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.800512969493866,0.80029296875,0.800512969493866
upweight_U_matched,0,AB_and,composite,2048.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.7788880169391632,0.77880859375,0.7788880169391632
upweight_U_matched,0,A_bit0,atomic,8192.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,0,A_shortcut_bit6,shortcut,28160.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,0,B_bit1,atomic,14336.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,0,C_xor23,atomic,64000.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,0,D_eq45,atomic,86016.0,0.9,2,balanced_accuracy,0.9730641543865204,0.97314453125,0.9730641543865204
upweight_U_matched,0,U_unrelated_xor910,unrelated,32256.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,0,surface_control_78,surface_control,92160.0,0.9,2,balanced_accuracy,0.9624921381473541,0.96240234375,0.9624921381473541
corrupt_A,0,AB_and,composite,20480.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_A,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.892606645822525,0.892578125,0.892606645822525
corrupt_A,0,A_bit0,atomic,22016.0,0.9,2,balanced_accuracy,0.9844640493392944,0.984375,0.9844640493392944
corrupt_A,0,A_shortcut_bit6,shortcut,22016.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_A,0,B_bit1,atomic,8192.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_A,0,C_xor23,atomic,48128.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_A,0,D_eq45,atomic,78336.0,0.9,2,balanced_accuracy,0.9985590875148773,0.99853515625,0.9985590875148773
corrupt_A,0,U_unrelated_xor910,unrelated,78336.0,0.9,2,balanced_accuracy,0.9994923770427704,0.99951171875,0.9994923770427704
corrupt_A,0,surface_control_78,surface_control,80384.0,0.9,2,balanced_accuracy,0.9750273525714874,0.97509765625,0.9750273525714874
corrupt_U_matched,0,AB_and,composite,18432.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_U_matched,0,AC_xor,composite,98304.0,0.9,2,balanced_accuracy,0.9189414381980896,0.9189453125,0.9189414381980896
corrupt_U_matched,0,A_bit0,atomic,6144.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_U_matched,0,A_shortcut_bit6,shortcut,24064.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_U_matched,0,B_bit1,atomic,12288.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
