condition,seed,data_seen,task_i,task_j,linear_cka
baseline,0,100352,A_bit0,A_bit0,1.0
baseline,0,100352,A_bit0,B_bit1,0.13645902276039124
baseline,0,100352,A_bit0,C_xor23,0.4883606433868408
baseline,0,100352,A_bit0,D_eq45,0.6375468969345093
baseline,0,100352,A_bit0,AB_and,0.6398943066596985
baseline,0,100352,A_bit0,AC_xor,0.7774916291236877
baseline,0,100352,A_bit0,A_shortcut_bit6,0.19043488800525665
baseline,0,100352,A_bit0,surface_control_78,0.6578433513641357
baseline,0,100352,A_bit0,U_unrelated_xor910,0.6861447691917419
baseline,0,100352,B_bit1,A_bit0,0.13645902276039124
baseline,0,100352,B_bit1,B_bit1,1.0
baseline,0,100352,B_bit1,C_xor23,0.1634218543767929
baseline,0,100352,B_bit1,D_eq45,0.22141332924365997
baseline,0,100352,B_bit1,AB_and,0.5172551870346069
baseline,0,100352,B_bit1,AC_xor,0.26144227385520935
baseline,0,100352,B_bit1,A_shortcut_bit6,0.09251836687326431
baseline,0,100352,B_bit1,surface_control_78,0.25788766145706177
baseline,0,100352,B_bit1,U_unrelated_xor910,0.2823260426521301
baseline,0,100352,C_xor23,A_bit0,0.48836082220077515
baseline,0,100352,C_xor23,B_bit1,0.16342194378376007
baseline,0,100352,C_xor23,C_xor23,1.0
baseline,0,100352,C_xor23,D_eq45,0.47769299149513245
baseline,0,100352,C_xor23,AB_and,0.428730845451355
baseline,0,100352,C_xor23,AC_xor,0.7195605635643005
baseline,0,100352,C_xor23,A_shortcut_bit6,0.17331436276435852
baseline,0,100352,C_xor23,surface_control_78,0.5001355409622192
baseline,0,100352,C_xor23,U_unrelated_xor910,0.5023521780967712
baseline,0,100352,D_eq45,A_bit0,0.6375473737716675
baseline,0,100352,D_eq45,B_bit1,0.22141332924365997
baseline,0,100352,D_eq45,C_xor23,0.47769320011138916
baseline,0,100352,D_eq45,D_eq45,1.0
baseline,0,100352,D_eq45,AB_and,0.5452181100845337
baseline,0,100352,D_eq45,AC_xor,0.6783194541931152
baseline,0,100352,D_eq45,A_shortcut_bit6,0.21945403516292572
baseline,0,100352,D_eq45,surface_control_78,0.6719431281089783
baseline,0,100352,D_eq45,U_unrelated_xor910,0.6339130401611328
baseline,0,100352,AB_and,A_bit0,0.6398941278457642
baseline,0,100352,AB_and,B_bit1,0.5172550678253174
baseline,0,100352,AB_and,C_xor23,0.428730845451355
baseline,0,100352,AB_and,D_eq45,0.5452181696891785
baseline,0,100352,AB_and,AB_and,1.0
baseline,0,100352,AB_and,AC_xor,0.6246813535690308
baseline,0,100352,AB_and,A_shortcut_bit6,0.1744491457939148
baseline,0,100352,AB_and,surface_control_78,0.5932435989379883
baseline,0,100352,AB_and,U_unrelated_xor910,0.5863950252532959
baseline,0,100352,AC_xor,A_bit0,0.7774913311004639
baseline,0,100352,AC_xor,B_bit1,0.2614421248435974
baseline,0,100352,AC_xor,C_xor23,0.7195603251457214
baseline,0,100352,AC_xor,D_eq45,0.6783190965652466
baseline,0,100352,AC_xor,AB_and,0.6246817111968994
baseline,0,100352,AC_xor,AC_xor,1.0
baseline,0,100352,AC_xor,A_shortcut_bit6,0.22957633435726166
baseline,0,100352,AC_xor,surface_control_78,0.7142488956451416
baseline,0,100352,AC_xor,U_unrelated_xor910,0.7483255863189697
baseline,0,100352,A_shortcut_bit6,A_bit0,0.190434992313385
baseline,0,100352,A_shortcut_bit6,B_bit1,0.09251848608255386
baseline,0,100352,A_shortcut_bit6,C_xor23,0.17331430315971375
baseline,0,100352,A_shortcut_bit6,D_eq45,0.2194540649652481
baseline,0,100352,A_shortcut_bit6,AB_and,0.1744491457939148
baseline,0,100352,A_shortcut_bit6,AC_xor,0.22957633435726166
baseline,0,100352,A_shortcut_bit6,A_shortcut_bit6,1.0
baseline,0,100352,A_shortcut_bit6,surface_control_78,0.21506309509277344
baseline,0,100352,A_shortcut_bit6,U_unrelated_xor910,0.2468758076429367
baseline,0,100352,surface_control_78,A_bit0,0.6578435897827148
baseline,0,100352,surface_control_78,B_bit1,0.25788775086402893
baseline,0,100352,surface_control_78,C_xor23,0.5001349449157715
baseline,0,100352,surface_control_78,D_eq45,0.6719432473182678
baseline,0,100352,surface_control_78,AB_and,0.5932433009147644
baseline,0,100352,surface_control_78,AC_xor,0.7142485976219177
baseline,0,100352,surface_control_78,A_shortcut_bit6,0.21506312489509583
baseline,0,100352,surface_control_78,surface_control_78,1.0
baseline,0,100352,surface_control_78,U_unrelated_xor910,0.6877190470695496
baseline,0,100352,U_unrelated_xor910,A_bit0,0.6861448884010315
baseline,0,100352,U_unrelated_xor910,B_bit1,0.2823261320590973
baseline,0,100352,U_unrelated_xor910,C_xor23,0.5023525357246399
baseline,0,100352,U_unrelated_xor910,D_eq45,0.6339131593704224
baseline,0,100352,U_unrelated_xor910,AB_and,0.5863947868347168
baseline,0,100352,U_unrelated_xor910,AC_xor,0.7483257055282593
baseline,0,100352,U_unrelated_xor910,A_shortcut_bit6,0.24687589704990387
baseline,0,100352,U_unrelated_xor910,surface_control_78,0.6877186894416809
baseline,0,100352,U_unrelated_xor910,U_unrelated_xor910,1.0
upweight_A,0,100352,A_bit0,A_bit0,1.0
upweight_A,0,100352,A_bit0,B_bit1,0.16857695579528809
upweight_A,0,100352,A_bit0,C_xor23,0.5674010515213013
upweight_A,0,100352,A_bit0,D_eq45,0.686847448348999
upweight_A,0,100352,A_bit0,AB_and,0.6763432621955872
upweight_A,0,100352,A_bit0,AC_xor,0.7459543347358704
upweight_A,0,100352,A_bit0,A_shortcut_bit6,0.2280433028936386
upweight_A,0,100352,A_bit0,surface_control_78,0.7729490399360657
upweight_A,0,100352,A_bit0,U_unrelated_xor910,0.7138600945472717
upweight_A,0,100352,B_bit1,A_bit0,0.16857706010341644
upweight_A,0,100352,B_bit1,B_bit1,1.0
upweight_A,0,100352,B_bit1,C_xor23,0.23145894706249237
upweight_A,0,100352,B_bit1,D_eq45,0.2678087651729584
upweight_A,0,100352,B_bit1,AB_and,0.5314668416976929
upweight_A,0,100352,B_bit1,AC_xor,0.2251284420490265
upweight_A,0,100352,B_bit1,A_shortcut_bit6,0.08917669951915741
upweight_A,0,100352,B_bit1,surface_control_78,0.2989295423030853
upweight_A,0,100352,B_bit1,U_unrelated_xor910,0.2692297101020813
upweight_A,0,100352,C_xor23,A_bit0,0.5674010515213013
upweight_A,0,100352,C_xor23,B_bit1,0.2314591407775879
upweight_A,0,100352,C_xor23,C_xor23,1.0
upweight_A,0,100352,C_xor23,D_eq45,0.7139281034469604
upweight_A,0,100352,C_xor23,AB_and,0.5341386795043945
upweight_A,0,100352,C_xor23,AC_xor,0.7674744725227356
upweight_A,0,100352,C_xor23,A_shortcut_bit6,0.2303943634033203
upweight_A,0,100352,C_xor23,surface_control_78,0.7666626572608948
upweight_A,0,100352,C_xor23,U_unrelated_xor910,0.6803518533706665
upweight_A,0,100352,D_eq45,A_bit0,0.686847984790802
upweight_A,0,100352,D_eq45,B_bit1,0.2678086757659912
upweight_A,0,100352,D_eq45,C_xor23,0.7139281034469604
upweight_A,0,100352,D_eq45,D_eq45,1.0
upweight_A,0,100352,D_eq45,AB_and,0.5865354537963867
upweight_A,0,100352,D_eq45,AC_xor,0.7759667038917542
upweight_A,0,100352,D_eq45,A_shortcut_bit6,0.2632529139518738
upweight_A,0,100352,D_eq45,surface_control_78,0.8662397861480713
upweight_A,0,100352,D_eq45,U_unrelated_xor910,0.8164785504341125
upweight_A,0,100352,AB_and,A_bit0,0.6763433814048767
upweight_A,0,100352,AB_and,B_bit1,0.5314666628837585
upweight_A,0,100352,AB_and,C_xor23,0.5341382026672363
upweight_A,0,100352,AB_and,D_eq45,0.5865355730056763
upweight_A,0,100352,AB_and,AB_and,1.0
upweight_A,0,100352,AB_and,AC_xor,0.6210849285125732
upweight_A,0,100352,AB_and,A_shortcut_bit6,0.19885903596878052
upweight_A,0,100352,AB_and,surface_control_78,0.6962463855743408
upweight_A,0,100352,AB_and,U_unrelated_xor910,0.6132152676582336
upweight_A,0,100352,AC_xor,A_bit0,0.7459546327590942
upweight_A,0,100352,AC_xor,B_bit1,0.22512835264205933
upweight_A,0,100352,AC_xor,C_xor23,0.7674747705459595
upweight_A,0,100352,AC_xor,D_eq45,0.7759663462638855
upweight_A,0,100352,AC_xor,AB_and,0.6210846304893494
upweight_A,0,100352,AC_xor,AC_xor,1.0
upweight_A,0,100352,AC_xor,A_shortcut_bit6,0.2540065348148346
upweight_A,0,100352,AC_xor,surface_control_78,0.8826932311058044
upweight_A,0,100352,AC_xor,U_unrelated_xor910,0.8193103075027466
upweight_A,0,100352,A_shortcut_bit6,A_bit0,0.2280433475971222
upweight_A,0,100352,A_shortcut_bit6,B_bit1,0.08917660266160965
upweight_A,0,100352,A_shortcut_bit6,C_xor23,0.23039421439170837
upweight_A,0,100352,A_shortcut_bit6,D_eq45,0.26325327157974243
upweight_A,0,100352,A_shortcut_bit6,AB_and,0.19885888695716858
upweight_A,0,100352,A_shortcut_bit6,AC_xor,0.2540065348148346
upweight_A,0,100352,A_shortcut_bit6,A_shortcut_bit6,1.0
