model_name,slice_id,metric,initial_metric,final_metric,delta_metric,auc_metric,max_metric,min_metric,n_checkpoints,kind,family,prompt_family,operation_type,composition_depth,frequency_proxy,reference_learnability,formal_utility,answer_entropy_proxy,component_ids,control_type,continuous_status
EleutherAI/pythia-160m,arith_absdiff,accuracy,0.296875,0.296875,0.0,0.296875,0.296875,0.296875,4,atomic,arithmetic,arithmetic,absolute_difference,1,0.5,0.6,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_add_large,accuracy,0.234375,0.234375,0.0,0.234375,0.234375,0.234375,4,atomic,arithmetic,arithmetic,addition_large,1,0.65,0.45,0.6,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_add_small,accuracy,0.234375,0.234375,0.0,0.234375,0.234375,0.234375,4,atomic,arithmetic,arithmetic,addition_small,1,0.9,0.2,0.9,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_compare_gt,accuracy,0.21875,0.296875,0.078125,0.27734375,0.296875,0.21875,4,atomic,arithmetic,arithmetic,comparison_gt,1,0.85,0.2,0.9,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_compare_lt,accuracy,0.203125,0.171875,-0.03125,0.1796875,0.203125,0.171875,4,atomic,arithmetic,arithmetic,comparison_lt,1,0.8,0.25,0.6,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_double,accuracy,0.234375,0.234375,0.0,0.234375,0.234375,0.234375,4,atomic,arithmetic,arithmetic,double,1,0.65,0.35,0.5,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_equals,accuracy,0.234375,0.203125,-0.03125,0.2109375,0.234375,0.203125,4,atomic,arithmetic,arithmetic,equality,1,0.75,0.25,0.4,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_even,accuracy,0.203125,0.234375,0.03125,0.2265625,0.234375,0.203125,4,atomic,arithmetic,arithmetic,parity_even,1,0.7,0.35,0.7,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_max2,accuracy,0.25,0.265625,0.015625,0.26171875,0.265625,0.25,4,atomic,arithmetic,arithmetic,max,1,0.6,0.45,0.7,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,arith_min2,accuracy,0.328125,0.328125,0.0,0.328125,0.328125,0.328125,4,atomic,arithmetic,arithmetic,min,1,0.6,0.45,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-160m,arith_odd,accuracy,0.34375,0.21875,-0.125,0.25,0.34375,0.21875,4,atomic,arithmetic,arithmetic,parity_odd,1,0.65,0.4,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-160m,arith_sub_small,accuracy,0.28125,0.28125,0.0,0.28125,0.28125,0.28125,4,atomic,arithmetic,arithmetic,subtraction,1,0.75,0.35,0.7,1.0,,,weak_or_uninformative
EleutherAI/pythia-160m,comp_absdiff_then_even,accuracy,0.25,0.25,0.0,0.25,0.25,0.25,4,composite,arithmetic,arithmetic,absdiff_then_even,2,0.28,0.75,0.0,1.0,arith_absdiff;arith_even,,weak_or_uninformative
EleutherAI/pythia-160m,comp_add_then_compare_gt,accuracy,0.234375,0.21875,-0.015625,0.22265625,0.234375,0.21875,4,composite,arithmetic,arithmetic,add_then_compare_gt,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare_gt,,weak_or_uninformative
EleutherAI/pythia-160m,comp_add_then_compare_lt,accuracy,0.171875,0.203125,0.03125,0.1953125,0.203125,0.171875,4,composite,arithmetic,arithmetic,add_then_compare_lt,2,0.38,0.58,0.0,1.0,arith_add_small;arith_compare_lt,,weak_or_uninformative
EleutherAI/pythia-160m,comp_add_then_equals,accuracy,0.171875,0.265625,0.09375,0.2421875,0.265625,0.171875,4,composite,arithmetic,arithmetic,add_then_equals,2,0.3,0.7,0.0,1.0,arith_add_small;arith_equals,,weak_or_uninformative
EleutherAI/pythia-160m,comp_add_then_even,accuracy,0.203125,0.203125,0.0,0.203125,0.203125,0.203125,4,composite,arithmetic,arithmetic,add_then_even,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,weak_or_uninformative
EleutherAI/pythia-160m,comp_double_then_compare_gt,accuracy,0.3125,0.234375,-0.078125,0.25390625,0.3125,0.234375,4,composite,arithmetic,arithmetic,double_then_compare_gt,2,0.32,0.65,0.0,1.0,arith_double;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-160m,comp_max_then_compare_gt,accuracy,0.21875,0.234375,0.015625,0.23046875,0.234375,0.21875,4,composite,arithmetic,arithmetic,max_then_compare_gt,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare_gt,,weak_or_uninformative
EleutherAI/pythia-160m,comp_min_then_compare_lt,accuracy,0.296875,0.296875,0.0,0.296875,0.296875,0.296875,4,composite,arithmetic,arithmetic,min_then_compare_lt,2,0.3,0.7,0.0,1.0,arith_min2;arith_compare_lt,,weak_or_uninformative
EleutherAI/pythia-160m,comp_sub_then_compare_gt,accuracy,0.375,0.25,-0.125,0.28125,0.375,0.25,4,composite,arithmetic,arithmetic,sub_then_compare_gt,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-160m,comp_sub_then_odd,accuracy,0.3125,0.234375,-0.078125,0.25390625,0.3125,0.234375,4,composite,arithmetic,arithmetic,sub_then_odd,2,0.32,0.68,0.0,1.0,arith_sub_small;arith_odd,,usable_or_near_usable
EleutherAI/pythia-160m,ctrl_arith_digit_surface,accuracy,0.21875,0.21875,0.0,0.21875,0.21875,0.21875,4,surface_control,surface,arithmetic,digit_surface,1,0.5,0.3,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-160m,ctrl_arith_word_surface,accuracy,0.21875,0.21875,0.0,0.21875,0.21875,0.21875,4,surface_control,surface,arithmetic,word_surface,1,0.5,0.3,0.0,1.0,,surface,weak_or_uninformative
EleutherAI/pythia-160m,arith_absdiff,mean_logprob_correct,-11.240880131721497,-3.971493322402239,7.269386809319258,-6.26471131388098,-3.681336134672165,-11.240880131721497,4,atomic,arithmetic,arithmetic,absolute_difference,1,0.5,0.6,0.4,1.0,,,usable_or_near_usable
EleutherAI/pythia-160m,arith_add_large,mean_logprob_correct,-11.33179235458374,-4.514242000877857,6.817550353705883,-6.475673669017851,-3.706173200160265,-11.33179235458374,4,atomic,arithmetic,arithmetic,addition_large,1,0.65,0.45,0.6,1.0,,,usable_or_near_usable
EleutherAI/pythia-160m,arith_add_small,mean_logprob_correct,-11.312228992581367,-4.698140170425177,6.614088822156191,-6.484468687325716,-3.7040999494493008,-11.312228992581367,4,atomic,arithmetic,arithmetic,addition_small,1,0.9,0.2,0.9,1.0,,,usable_or_near_usable
EleutherAI/pythia-160m,arith_compare_gt,mean_logprob_correct,-11.321682319045069,-3.941088592633605,7.380593726411464,-6.214358361903578,-3.861713971942663,-11.321682319045069,4,atomic,arithmetic,arithmetic,comparison_gt,1,0.85,0.2,0.9,1.0,,,usable_or_near_usable
EleutherAI/pythia-160m,arith_compare_lt,mean_logprob_correct,-11.484748274087906,-4.370293444022536,7.11445483006537,-6.457392190117389,-3.932964596897364,-11.484748274087906,4,atomic,arithmetic,arithmetic,comparison_lt,1,0.8,0.25,0.6,1.0,,,usable_or_near_usable
