model_name,slice_id,metric,kind,family,operation_type,component_ids,initial,final,delta,auc,max,min,abs_delta,moving
EleutherAI/pythia-160m,arith_absdiff,accuracy,atomic,arithmetic,absolute_difference,,0.296875,0.296875,0.0,0.296875,0.296875,0.296875,0.0,False
EleutherAI/pythia-160m,arith_absdiff,mean_correct_margin,atomic,arithmetic,absolute_difference,,-0.3942392468452453,-1.1458577923476696,-0.7516185455024242,-0.762236375361681,-0.3942392468452453,-1.1458577923476696,0.7516185455024242,True
EleutherAI/pythia-160m,arith_absdiff,mean_correct_mrr,atomic,arithmetic,absolute_difference,,0.5677083333333333,0.55859375,-0.00911458333333326,0.5647786458333333,0.5690104166666667,0.55859375,0.00911458333333326,False
EleutherAI/pythia-160m,arith_absdiff,mean_logprob_correct,atomic,arithmetic,absolute_difference,,-11.240880131721497,-3.971493322402239,7.269386809319258,-6.26471131388098,-3.681336134672165,-11.240880131721497,7.269386809319258,True
EleutherAI/pythia-160m,arith_absdiff,mean_logprob_margin,atomic,arithmetic,absolute_difference,,0.4833298176527023,1.90835190564394,1.4250220879912376,1.1571154668927193,1.90835190564394,0.4833298176527023,1.4250220879912376,True
EleutherAI/pythia-160m,arith_add_large,accuracy,atomic,arithmetic,addition_large,,0.234375,0.234375,0.0,0.234375,0.234375,0.234375,0.0,False
EleutherAI/pythia-160m,arith_add_large,mean_correct_margin,atomic,arithmetic,addition_large,,-0.4988430887460708,-1.6286105997860432,-1.1297675110399723,-0.9849276412278414,-0.4988430887460708,-1.6286105997860432,1.1297675110399723,True
EleutherAI/pythia-160m,arith_add_large,mean_correct_mrr,atomic,arithmetic,addition_large,,0.5169270833333334,0.5169270833333333,-1.1102230246251565e-16,0.5188802083333334,0.5221354166666667,0.5169270833333333,1.1102230246251565e-16,False
EleutherAI/pythia-160m,arith_add_large,mean_logprob_correct,atomic,arithmetic,addition_large,,-11.33179235458374,-4.514242000877857,6.817550353705883,-6.475673669017851,-3.706173200160265,-11.33179235458374,6.817550353705883,True
EleutherAI/pythia-160m,arith_add_large,mean_logprob_margin,atomic,arithmetic,addition_large,,0.359562411904335,2.554740909487009,2.195178497582674,1.2925859251990914,2.554740909487009,0.359562411904335,2.195178497582674,True
EleutherAI/pythia-160m,arith_add_small,accuracy,atomic,arithmetic,addition_small,,0.234375,0.234375,0.0,0.234375,0.234375,0.234375,0.0,False
EleutherAI/pythia-160m,arith_add_small,mean_correct_margin,atomic,arithmetic,addition_small,,-0.3641683161258697,-1.744170127436519,-1.3800018113106491,-1.0142904752865434,-0.3641683161258697,-1.744170127436519,1.3800018113106491,True
EleutherAI/pythia-160m,arith_add_small,mean_correct_mrr,atomic,arithmetic,addition_small,,0.5221354166666666,0.5052083333333334,-0.01692708333333326,0.5117187500000001,0.5221354166666666,0.5052083333333334,0.01692708333333326,False
EleutherAI/pythia-160m,arith_add_small,mean_logprob_correct,atomic,arithmetic,addition_small,,-11.312228992581367,-4.698140170425177,6.614088822156191,-6.484468687325716,-3.7040999494493008,-11.312228992581367,6.614088822156191,True
EleutherAI/pythia-160m,arith_add_small,mean_logprob_margin,atomic,arithmetic,addition_small,,0.243565171957016,2.758519133552909,2.514953961595893,1.3046577703207731,2.758519133552909,0.243565171957016,2.514953961595893,True
EleutherAI/pythia-160m,arith_compare_gt,accuracy,atomic,arithmetic,comparison_gt,,0.21875,0.296875,0.078125,0.27734375,0.296875,0.21875,0.078125,True
EleutherAI/pythia-160m,arith_compare_gt,mean_correct_margin,atomic,arithmetic,comparison_gt,,-0.4558434188365936,-1.496041290462017,-1.0401978716254234,-0.8286849753931165,-0.4558434188365936,-1.496041290462017,1.0401978716254234,True
EleutherAI/pythia-160m,arith_compare_gt,mean_correct_mrr,atomic,arithmetic,comparison_gt,,0.50390625,0.5533854166666667,0.04947916666666674,0.5442708333333333,0.57421875,0.50390625,0.04947916666666674,True
EleutherAI/pythia-160m,arith_compare_gt,mean_logprob_correct,atomic,arithmetic,comparison_gt,,-11.321682319045069,-3.941088592633605,7.380593726411464,-6.214358361903578,-3.861713971942663,-11.321682319045069,7.380593726411464,True
EleutherAI/pythia-160m,arith_compare_gt,mean_logprob_margin,atomic,arithmetic,comparison_gt,,0.087696760892868,1.8460006639361384,1.7583039030432703,0.9206580743193626,1.8460006639361384,0.087696760892868,1.7583039030432703,True
EleutherAI/pythia-160m,arith_compare_lt,accuracy,atomic,arithmetic,comparison_lt,,0.203125,0.171875,-0.03125,0.1796875,0.203125,0.171875,0.03125,True
EleutherAI/pythia-160m,arith_compare_lt,mean_correct_margin,atomic,arithmetic,comparison_lt,,-0.6116860955953598,-1.9801320917904377,-1.368445996195078,-1.2165353847667575,-0.6116860955953598,-1.9801320917904377,1.368445996195078,True
EleutherAI/pythia-160m,arith_compare_lt,mean_correct_mrr,atomic,arithmetic,comparison_lt,,0.4661458333333333,0.4661458333333333,0.0,0.46484374999999994,0.46875,0.4583333333333333,0.0,False
EleutherAI/pythia-160m,arith_compare_lt,mean_logprob_correct,atomic,arithmetic,comparison_lt,,-11.484748274087906,-4.370293444022536,7.11445483006537,-6.457392190117389,-3.932964596897364,-11.484748274087906,7.11445483006537,True
EleutherAI/pythia-160m,arith_compare_lt,mean_logprob_margin,atomic,arithmetic,comparison_lt,,0.0756919831037521,1.6716546937823296,1.5959627106785774,0.8352750977501273,1.6716546937823296,0.0756919831037521,1.5959627106785774,True
EleutherAI/pythia-160m,arith_double,accuracy,atomic,arithmetic,double,,0.234375,0.234375,0.0,0.234375,0.234375,0.234375,0.0,False
EleutherAI/pythia-160m,arith_double,mean_correct_margin,atomic,arithmetic,double,,-0.4185909181833267,-1.4570531751960516,-1.0384622570127249,-0.9428990543819964,-0.4185909181833267,-1.4570531751960516,1.0384622570127249,True
EleutherAI/pythia-160m,arith_double,mean_correct_mrr,atomic,arithmetic,double,,0.5104166666666667,0.5143229166666666,0.003906249999999889,0.5107421875,0.515625,0.5026041666666667,0.003906249999999889,False
EleutherAI/pythia-160m,arith_double,mean_logprob_correct,atomic,arithmetic,double,,-11.331281930208206,-4.16717017069459,7.164111759513617,-6.322453448548913,-3.488590072840452,-11.331281930208206,7.164111759513617,True
EleutherAI/pythia-160m,arith_double,mean_logprob_margin,atomic,arithmetic,double,,0.2257507741451263,2.28577901609242,2.0600282419472937,1.2486980999819934,2.28577901609242,0.2257507741451263,2.0600282419472937,True
EleutherAI/pythia-160m,arith_equals,accuracy,atomic,arithmetic,equality,,0.234375,0.203125,-0.03125,0.2109375,0.234375,0.203125,0.03125,True
EleutherAI/pythia-160m,arith_equals,mean_correct_margin,atomic,arithmetic,equality,,-0.4433373957872391,-1.9983415734022856,-1.5550041776150465,-1.0913529745303094,-0.4433373957872391,-1.9983415734022856,1.5550041776150465,True
EleutherAI/pythia-160m,arith_equals,mean_correct_mrr,atomic,arithmetic,equality,,0.5078125,0.4947916666666667,-0.013020833333333315,0.4983723958333333,0.5078125,0.4921875,0.013020833333333315,False
EleutherAI/pythia-160m,arith_equals,mean_logprob_correct,atomic,arithmetic,equality,,-11.327622815966606,-4.297766873613,7.029855942353606,-6.33150628907606,-3.832001943141222,-11.327622815966606,7.029855942353606,True
EleutherAI/pythia-160m,arith_equals,mean_logprob_margin,atomic,arithmetic,equality,,0.0915230512619018,1.922284135594964,1.8307610843330622,0.9442365295253694,1.922284135594964,0.0915230512619018,1.8307610843330622,True
EleutherAI/pythia-160m,arith_even,accuracy,atomic,arithmetic,parity_even,,0.203125,0.234375,0.03125,0.2265625,0.234375,0.203125,0.03125,True
EleutherAI/pythia-160m,arith_even,mean_correct_margin,atomic,arithmetic,parity_even,,-0.4716709852218628,-1.5171241592615845,-1.0454531740397217,-0.9467220311053097,-0.4716709852218628,-1.5171241592615845,1.0454531740397217,True
EleutherAI/pythia-160m,arith_even,mean_correct_mrr,atomic,arithmetic,parity_even,,0.49609375,0.5169270833333333,0.02083333333333326,0.51171875,0.51953125,0.49609375,0.02083333333333326,True
EleutherAI/pythia-160m,arith_even,mean_logprob_correct,atomic,arithmetic,parity_even,,-11.33717294037342,-4.310211580246687,7.026961360126734,-6.35352165158838,-3.921945445239544,-11.33717294037342,7.026961360126734,True
EleutherAI/pythia-160m,arith_even,mean_logprob_margin,atomic,arithmetic,parity_even,,0.0938353389501571,1.7513179834932089,1.6574826445430517,0.9369224938564003,1.7513179834932089,0.0938353389501571,1.6574826445430517,True
EleutherAI/pythia-160m,arith_max2,accuracy,atomic,arithmetic,max,,0.25,0.265625,0.015625,0.26171875,0.265625,0.25,0.015625,False
