condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,A00_xor2_19_20,atomic,,0.9,2,balanced_accuracy,0.5364603698253632,0.53759765625,0.5364603698253632
baseline,0,A01_and_bits_27_36,atomic,,0.9,2,balanced_accuracy,0.5599042251706123,0.76123046875,0.5599042251706123
baseline,0,A02_bit_15,atomic,66048.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,A03_eq2_41_30,atomic,,0.9,2,balanced_accuracy,0.5074186772108078,0.50732421875,0.5074186772108078
baseline,0,A04_xor2_3_46,atomic,,0.9,2,balanced_accuracy,0.5318151116371155,0.53173828125,0.5318151116371155
baseline,0,A05_xor2_14_2,atomic,,0.9,2,balanced_accuracy,0.7305371761322021,0.734375,0.7305371761322021
baseline,0,A06_xor2_22_11,atomic,,0.9,2,balanced_accuracy,0.5232291221618652,0.52734375,0.5232291221618652
baseline,0,A07_eq2_36_12,atomic,,0.9,2,balanced_accuracy,0.5311780273914337,0.53125,0.5311780273914337
baseline,0,A08_bit_12,atomic,72192.0,0.9,2,balanced_accuracy,0.9995196759700775,0.99951171875,0.9995196759700775
baseline,0,A09_bit_4,atomic,52224.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,A10_or_bits_43_9,atomic,108032.0,0.9,2,balanced_accuracy,0.854451447725296,0.9208984375,0.854451447725296
baseline,0,A11_not_bit_30,atomic,68096.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,C00_and_10_02,composite,110080.0,0.9,2,balanced_accuracy,0.9319473505020142,0.93603515625,0.9319473505020142
baseline,0,C01_or_11_06,composite,,0.9,2,balanced_accuracy,0.6349601149559021,0.7568359375,0.6349601149559021
baseline,0,C02_and_11_08,composite,,0.9,2,balanced_accuracy,0.819522351026535,0.90771484375,0.819522351026535
baseline,0,C03_or_05_00,composite,,0.9,2,balanced_accuracy,0.5617852732539177,0.76806640625,0.5617852732539177
baseline,0,C04_and_02_10,composite,96256.0,0.9,2,balanced_accuracy,0.9541420638561249,0.951171875,0.9541420638561249
baseline,0,C05_and_05_10,composite,,0.9,2,balanced_accuracy,0.7933964133262634,0.7958984375,0.7933964133262634
