n_rows,design_condition_number,vif_frequency,vif_reference_learnability,vif_formal_utility,pearson_frequency__reference_learnability,spearman_frequency__reference_learnability,binned_mi_frequency__reference_learnability,pearson_frequency__formal_utility,spearman_frequency__formal_utility,binned_mi_frequency__formal_utility,pearson_reference_learnability__formal_utility,spearman_reference_learnability__formal_utility,binned_mi_reference_learnability__formal_utility,n_tasks,n_atomic,n_composite,n_controls,frequency_sum,utility_nonzero_rate,attempts_used,passed
34.0,1.3478710017754716,1.048065876050224,1.0915655640752802,1.0478535591323632,-0.20207877251224737,-0.25218905202058933,0.029574819200179875,-0.0286979166034591,0.0731376307069153,0.0,-0.2015973305788276,-0.19933246763971232,0.0,34.0,12.0,10.0,12.0,0.9999999999999999,0.23529411764705882,1.0,True
