condition,seed,data_seen,task_i,task_j,linear_cka
baseline,0,120320,A00_xor2_19_20,A00_xor2_19_20,1.0
baseline,0,120320,A00_xor2_19_20,A01_and_bits_27_36,0.5354980826377869
baseline,0,120320,A00_xor2_19_20,A02_bit_15,0.10494409501552582
baseline,0,120320,A00_xor2_19_20,A03_eq2_41_30,0.8154693841934204
baseline,0,120320,A00_xor2_19_20,A04_xor2_3_46,0.8369157314300537
baseline,0,120320,A00_xor2_19_20,A05_xor2_14_2,0.655935525894165
baseline,0,120320,A00_xor2_19_20,A06_xor2_22_11,0.7993820309638977
baseline,0,120320,A00_xor2_19_20,A07_eq2_36_12,0.7880807518959045
baseline,0,120320,A00_xor2_19_20,A08_bit_12,0.17632128298282623
baseline,0,120320,A00_xor2_19_20,A09_bit_4,0.4052239656448364
baseline,0,120320,A00_xor2_19_20,A10_or_bits_43_9,0.3124541938304901
baseline,0,120320,A00_xor2_19_20,A11_not_bit_30,0.16148340702056885
baseline,0,120320,A00_xor2_19_20,C00_and_10_02,0.21996751427650452
baseline,0,120320,A00_xor2_19_20,C01_or_11_06,0.23778292536735535
baseline,0,120320,A00_xor2_19_20,C02_and_11_08,0.2888154983520508
baseline,0,120320,A00_xor2_19_20,C03_or_05_00,0.6433241963386536
baseline,0,120320,A00_xor2_19_20,C04_and_02_10,0.17630574107170105
baseline,0,120320,A00_xor2_19_20,C05_and_05_10,0.37981441617012024
baseline,0,120320,A00_xor2_19_20,C06_or_08_02,0.16340835392475128
baseline,0,120320,A00_xor2_19_20,C07_or_00_07,0.6789337992668152
baseline,0,120320,A00_xor2_19_20,C08_and_06_08,0.27072006464004517
baseline,0,120320,A00_xor2_19_20,C09_or_02_05,0.2777251899242401
baseline,0,120320,A00_xor2_19_20,K00_shortcut_for_05_bit46,0.14864714443683624
baseline,0,120320,A00_xor2_19_20,K01_shortcut_for_05_bit25,0.5580239295959473
baseline,0,120320,A00_xor2_19_20,K02_shortcut_for_06_bit7,0.09055041521787643
baseline,0,120320,A00_xor2_19_20,K03_shortcut_for_05_bit9,0.25142544507980347
baseline,0,120320,A00_xor2_19_20,S00_surface_xor_43_14,0.8075502514839172
baseline,0,120320,A00_xor2_19_20,S01_surface_xor_34_18,0.8326067924499512
baseline,0,120320,A00_xor2_19_20,S02_surface_xor_4_2,0.4394311010837555
baseline,0,120320,A00_xor2_19_20,S03_surface_xor_25_41,0.8351801633834839
baseline,0,120320,A00_xor2_19_20,U00_xor2_44_2,0.7798712849617004
baseline,0,120320,A00_xor2_19_20,U01_xor2_38_46,0.8511369824409485
baseline,0,120320,A00_xor2_19_20,U02_and_bits_41_22,0.4295042157173157
baseline,0,120320,A00_xor2_19_20,U03_eq2_22_26,0.843494713306427
baseline,0,120320,A01_and_bits_27_36,A00_xor2_19_20,0.5354979038238525
baseline,0,120320,A01_and_bits_27_36,A01_and_bits_27_36,1.0
baseline,0,120320,A01_and_bits_27_36,A02_bit_15,0.12759187817573547
baseline,0,120320,A01_and_bits_27_36,A03_eq2_41_30,0.5678685903549194
baseline,0,120320,A01_and_bits_27_36,A04_xor2_3_46,0.5360202193260193
baseline,0,120320,A01_and_bits_27_36,A05_xor2_14_2,0.5705816745758057
baseline,0,120320,A01_and_bits_27_36,A06_xor2_22_11,0.5895110964775085
baseline,0,120320,A01_and_bits_27_36,A07_eq2_36_12,0.4859645962715149
baseline,0,120320,A01_and_bits_27_36,A08_bit_12,0.22162982821464539
baseline,0,120320,A01_and_bits_27_36,A09_bit_4,0.2943548262119293
baseline,0,120320,A01_and_bits_27_36,A10_or_bits_43_9,0.2844102084636688
baseline,0,120320,A01_and_bits_27_36,A11_not_bit_30,0.18580368161201477
baseline,0,120320,A01_and_bits_27_36,C00_and_10_02,0.3055754005908966
baseline,0,120320,A01_and_bits_27_36,C01_or_11_06,0.18275830149650574
baseline,0,120320,A01_and_bits_27_36,C02_and_11_08,0.4973198473453522
baseline,0,120320,A01_and_bits_27_36,C03_or_05_00,0.44964873790740967
baseline,0,120320,A01_and_bits_27_36,C04_and_02_10,0.25189220905303955
baseline,0,120320,A01_and_bits_27_36,C05_and_05_10,0.4128638505935669
baseline,0,120320,A01_and_bits_27_36,C06_or_08_02,0.19900131225585938
baseline,0,120320,A01_and_bits_27_36,C07_or_00_07,0.44751739501953125
baseline,0,120320,A01_and_bits_27_36,C08_and_06_08,0.4099513590335846
baseline,0,120320,A01_and_bits_27_36,C09_or_02_05,0.26447784900665283
baseline,0,120320,A01_and_bits_27_36,K00_shortcut_for_05_bit46,0.20383939146995544
baseline,0,120320,A01_and_bits_27_36,K01_shortcut_for_05_bit25,0.5246179699897766
baseline,0,120320,A01_and_bits_27_36,K02_shortcut_for_06_bit7,0.06895158439874649
baseline,0,120320,A01_and_bits_27_36,K03_shortcut_for_05_bit9,0.2946479320526123
baseline,0,120320,A01_and_bits_27_36,S00_surface_xor_43_14,0.6314657926559448
baseline,0,120320,A01_and_bits_27_36,S01_surface_xor_34_18,0.5885334610939026
baseline,0,120320,A01_and_bits_27_36,S02_surface_xor_4_2,0.4949694871902466
baseline,0,120320,A01_and_bits_27_36,S03_surface_xor_25_41,0.5510204434394836
baseline,0,120320,A01_and_bits_27_36,U00_xor2_44_2,0.555972158908844
baseline,0,120320,A01_and_bits_27_36,U01_xor2_38_46,0.5566721558570862
