n_rows,design_condition_number,vif_frequency,vif_reference_learnability,vif_formal_utility,pearson_frequency__reference_learnability,spearman_frequency__reference_learnability,binned_mi_frequency__reference_learnability,pearson_frequency__formal_utility,spearman_frequency__formal_utility,binned_mi_frequency__formal_utility,pearson_reference_learnability__formal_utility,spearman_reference_learnability__formal_utility,binned_mi_reference_learnability__formal_utility,n_tasks,n_atomic,n_composite,n_controls,frequency_sum,utility_nonzero_rate,attempts_used,passed
34.0,1.384717567143058,1.1013511021932707,1.0513692493785514,1.0852089457550247,-0.1940144864668304,-0.1730793550265769,0.2458474152971466,0.2600971173857493,0.2816185801424057,0.1847806907361008,-0.1527312336250636,-0.1618201394526421,0.1435266935903343,34.0,12.0,10.0,12.0,1.0,0.2647058823529412,1.0,True
