condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,AB_and,composite,7040.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.561225950717926,0.56103515625,0.561225950717926
baseline,0,A_bit0,atomic,5120.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,A_shortcut_bit6,shortcut,12032.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,B_bit1,atomic,8064.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,C_xor23,atomic,,0.9,2,balanced_accuracy,0.7109239995479584,0.71044921875,0.7109239995479584
baseline,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5767204016447067,0.58251953125,0.5767204016447067
baseline,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6331080794334412,0.6337890625,0.6331080794334412
baseline,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6083139926195145,0.607421875,0.6083139926195145
upweight_A,0,AB_and,composite,10112.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.5422110855579376,0.5419921875,0.5422110855579376
upweight_A,0,A_bit0,atomic,1024.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,0,A_shortcut_bit6,shortcut,14080.0,0.9,2,balanced_accuracy,0.97955521941185,0.9794921875,0.97955521941185
upweight_A,0,B_bit1,atomic,10112.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,0,C_xor23,atomic,,0.9,2,balanced_accuracy,0.6604601144790649,0.66015625,0.6604601144790649
upweight_A,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5635885000228882,0.56689453125,0.5635885000228882
upweight_A,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.5615779608488083,0.5712890625,0.5615779608488083
upweight_A,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.5419043377041817,0.541015625,0.5419043377041817
upweight_U_matched,0,AB_and,composite,9088.0,0.9,2,balanced_accuracy,0.9968684613704681,0.99853515625,0.9968684613704681
upweight_U_matched,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.5209045708179474,0.52099609375,0.5209045708179474
upweight_U_matched,0,A_bit0,atomic,3072.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,0,A_shortcut_bit6,shortcut,14080.0,0.9,2,balanced_accuracy,0.9859578609466553,0.986328125,0.9859578609466553
upweight_U_matched,0,B_bit1,atomic,7040.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,0,C_xor23,atomic,,0.9,2,balanced_accuracy,0.6772362887859344,0.67724609375,0.6772362887859344
upweight_U_matched,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5780172944068909,0.576171875,0.5780172944068909
upweight_U_matched,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.9778278172016144,0.97802734375,0.9778278172016144
upweight_U_matched,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.5778124034404755,0.578125,0.5778124034404755
corrupt_A,0,AB_and,composite,9088.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_A,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.5135455131530762,0.513671875,0.5135455131530762
corrupt_A,0,A_bit0,atomic,12032.0,0.9,2,balanced_accuracy,0.9478828608989716,0.94775390625,0.9478828608989716
corrupt_A,0,A_shortcut_bit6,shortcut,12032.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_A,0,B_bit1,atomic,3072.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_A,0,C_xor23,atomic,,0.9,2,balanced_accuracy,0.7527475357055664,0.7529296875,0.7527475357055664
corrupt_A,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.6336766630411148,0.630859375,0.6336766630411148
corrupt_A,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6072403192520142,0.59765625,0.6072403192520142
corrupt_A,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6096816062927246,0.6103515625,0.6096816062927246
corrupt_U_matched,0,AB_and,composite,8064.0,0.9,2,balanced_accuracy,0.9968684613704681,0.99853515625,0.9968684613704681
corrupt_U_matched,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.576916292309761,0.5771484375,0.576916292309761
corrupt_U_matched,0,A_bit0,atomic,6016.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_U_matched,0,A_shortcut_bit6,shortcut,12032.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_U_matched,0,B_bit1,atomic,7040.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
corrupt_U_matched,0,C_xor23,atomic,,0.9,2,balanced_accuracy,0.6973760426044464,0.69775390625,0.6973760426044464
corrupt_U_matched,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5888745188713074,0.58447265625,0.5888745188713074
corrupt_U_matched,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.5110629349946976,0.501953125,0.5110629349946976
corrupt_U_matched,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6281963735818863,0.62890625,0.6281963735818863
delay_A,0,AB_and,composite,9088.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
delay_A,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.5753389298915863,0.5751953125,0.5753389298915863
delay_A,0,A_bit0,atomic,8064.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
delay_A,0,A_shortcut_bit6,shortcut,12032.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
delay_A,0,B_bit1,atomic,2048.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
delay_A,0,C_xor23,atomic,,0.9,2,balanced_accuracy,0.7221077680587769,0.7216796875,0.7221077680587769
delay_A,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5835257917642593,0.58935546875,0.5835257917642593
delay_A,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6228206753730774,0.62353515625,0.6228206753730774
delay_A,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6339227706193924,0.63330078125,0.6339227706193924
delay_U_matched,0,AB_and,composite,9088.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
delay_U_matched,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.5612392872571945,0.56103515625,0.5612392872571945
delay_U_matched,0,A_bit0,atomic,5120.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
delay_U_matched,0,A_shortcut_bit6,shortcut,12032.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
delay_U_matched,0,B_bit1,atomic,8064.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
delay_U_matched,0,C_xor23,atomic,,0.9,2,balanced_accuracy,0.6952989399433136,0.69482421875,0.6952989399433136
delay_U_matched,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5786416381597519,0.58447265625,0.5786416381597519
delay_U_matched,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6115275919437408,0.61328125,0.6115275919437408
delay_U_matched,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6219316571950912,0.62109375,0.6219316571950912
baseline,1,AB_and,composite,5120.0,0.9,2,balanced_accuracy,0.9980039894580841,0.9990234375,0.9980039894580841
baseline,1,AC_xor,composite,,0.9,2,balanced_accuracy,0.573669970035553,0.56884765625,0.573669970035553
baseline,1,A_bit0,atomic,4096.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,A_shortcut_bit6,shortcut,15104.0,0.9,2,balanced_accuracy,0.9852652251720428,0.9853515625,0.9852652251720428
baseline,1,B_bit1,atomic,9088.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,C_xor23,atomic,,0.9,2,balanced_accuracy,0.6929419040679932,0.6953125,0.6929419040679932
baseline,1,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5664664804935455,0.55908203125,0.5664664804935455
baseline,1,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6082940995693207,0.611328125,0.6082940995693207
baseline,1,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6618356108665466,0.6591796875,0.6618356108665466
upweight_A,1,AB_and,composite,4096.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,1,AC_xor,composite,,0.9,2,balanced_accuracy,0.554858535528183,0.55517578125,0.554858535528183
upweight_A,1,A_bit0,atomic,1024.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,1,A_shortcut_bit6,shortcut,19072.0,0.9,2,balanced_accuracy,0.9503824412822723,0.9501953125,0.9503824412822723
upweight_A,1,B_bit1,atomic,10112.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_A,1,C_xor23,atomic,,0.9,2,balanced_accuracy,0.5705312490463257,0.57568359375,0.5705312490463257
upweight_A,1,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5837312042713165,0.5859375,0.5837312042713165
upweight_A,1,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6115768253803253,0.6103515625,0.6115768253803253
upweight_A,1,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.5690120905637741,0.56640625,0.5690120905637741
upweight_U_matched,1,AB_and,composite,8064.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,1,AC_xor,composite,,0.9,2,balanced_accuracy,0.5097476989030838,0.50830078125,0.5097476989030838
upweight_U_matched,1,A_bit0,atomic,5120.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
upweight_U_matched,1,A_shortcut_bit6,shortcut,16000.0,0.9,2,balanced_accuracy,0.9713477790355682,0.97119140625,0.9713477790355682
