condition,seed,data_seen,task_i,task_j,linear_cka
baseline,0,20096,A_bit0,A_bit0,1.0
baseline,0,20096,A_bit0,B_bit1,0.069309301674366
baseline,0,20096,A_bit0,C_xor23,0.658818781375885
baseline,0,20096,A_bit0,D_eq45,0.6440314054489136
baseline,0,20096,A_bit0,AB_and,0.6021965742111206
baseline,0,20096,A_bit0,AC_xor,0.6759924292564392
baseline,0,20096,A_bit0,A_shortcut_bit6,0.11526399850845337
baseline,0,20096,A_bit0,surface_control_78,0.5985271334648132
baseline,0,20096,A_bit0,U_unrelated_xor910,0.6504528522491455
baseline,0,20096,B_bit1,A_bit0,0.0693092867732048
baseline,0,20096,B_bit1,B_bit1,1.0
baseline,0,20096,B_bit1,C_xor23,0.45572566986083984
baseline,0,20096,B_bit1,D_eq45,0.4318002760410309
baseline,0,20096,B_bit1,AB_and,0.549888014793396
baseline,0,20096,B_bit1,AC_xor,0.48720699548721313
baseline,0,20096,B_bit1,A_shortcut_bit6,0.09794004261493683
baseline,0,20096,B_bit1,surface_control_78,0.5155735611915588
baseline,0,20096,B_bit1,U_unrelated_xor910,0.506503164768219
baseline,0,20096,C_xor23,A_bit0,0.6588186025619507
baseline,0,20096,C_xor23,B_bit1,0.45572546124458313
baseline,0,20096,C_xor23,C_xor23,1.0
baseline,0,20096,C_xor23,D_eq45,0.8806878924369812
baseline,0,20096,C_xor23,AB_and,0.7572286128997803
baseline,0,20096,C_xor23,AC_xor,0.9035339951515198
baseline,0,20096,C_xor23,A_shortcut_bit6,0.2862265110015869
baseline,0,20096,C_xor23,surface_control_78,0.8868829011917114
baseline,0,20096,C_xor23,U_unrelated_xor910,0.8851268887519836
baseline,0,20096,D_eq45,A_bit0,0.644031286239624
baseline,0,20096,D_eq45,B_bit1,0.4318002760410309
baseline,0,20096,D_eq45,C_xor23,0.8806876540184021
baseline,0,20096,D_eq45,D_eq45,1.0
baseline,0,20096,D_eq45,AB_and,0.7160077691078186
baseline,0,20096,D_eq45,AC_xor,0.8926424980163574
baseline,0,20096,D_eq45,A_shortcut_bit6,0.260802298784256
baseline,0,20096,D_eq45,surface_control_78,0.9006841778755188
baseline,0,20096,D_eq45,U_unrelated_xor910,0.8884342908859253
baseline,0,20096,AB_and,A_bit0,0.6021965742111206
baseline,0,20096,AB_and,B_bit1,0.549888014793396
baseline,0,20096,AB_and,C_xor23,0.757228434085846
baseline,0,20096,AB_and,D_eq45,0.7160077691078186
baseline,0,20096,AB_and,AB_and,1.0
baseline,0,20096,AB_and,AC_xor,0.8373404145240784
baseline,0,20096,AB_and,A_shortcut_bit6,0.14703136682510376
baseline,0,20096,AB_and,surface_control_78,0.7528944611549377
baseline,0,20096,AB_and,U_unrelated_xor910,0.8496321439743042
baseline,0,20096,AC_xor,A_bit0,0.675992488861084
baseline,0,20096,AC_xor,B_bit1,0.48720690608024597
baseline,0,20096,AC_xor,C_xor23,0.9035335183143616
baseline,0,20096,AC_xor,D_eq45,0.8926422595977783
baseline,0,20096,AC_xor,AB_and,0.8373401761054993
baseline,0,20096,AC_xor,AC_xor,1.0
baseline,0,20096,AC_xor,A_shortcut_bit6,0.22283348441123962
baseline,0,20096,AC_xor,surface_control_78,0.9177302122116089
baseline,0,20096,AC_xor,U_unrelated_xor910,0.956494927406311
baseline,0,20096,A_shortcut_bit6,A_bit0,0.11526399850845337
baseline,0,20096,A_shortcut_bit6,B_bit1,0.09794009476900101
baseline,0,20096,A_shortcut_bit6,C_xor23,0.2862265110015869
baseline,0,20096,A_shortcut_bit6,D_eq45,0.2608022093772888
baseline,0,20096,A_shortcut_bit6,AB_and,0.14703136682510376
baseline,0,20096,A_shortcut_bit6,AC_xor,0.22283348441123962
baseline,0,20096,A_shortcut_bit6,A_shortcut_bit6,1.0
baseline,0,20096,A_shortcut_bit6,surface_control_78,0.24288806319236755
baseline,0,20096,A_shortcut_bit6,U_unrelated_xor910,0.237681046128273
baseline,0,20096,surface_control_78,A_bit0,0.5985270142555237
baseline,0,20096,surface_control_78,B_bit1,0.5155739188194275
baseline,0,20096,surface_control_78,C_xor23,0.8868824243545532
baseline,0,20096,surface_control_78,D_eq45,0.9006845951080322
baseline,0,20096,surface_control_78,AB_and,0.7528941035270691
baseline,0,20096,surface_control_78,AC_xor,0.9177303910255432
baseline,0,20096,surface_control_78,A_shortcut_bit6,0.24288815259933472
baseline,0,20096,surface_control_78,surface_control_78,1.0
baseline,0,20096,surface_control_78,U_unrelated_xor910,0.93330979347229
baseline,0,20096,U_unrelated_xor910,A_bit0,0.6504526734352112
baseline,0,20096,U_unrelated_xor910,B_bit1,0.5065028667449951
baseline,0,20096,U_unrelated_xor910,C_xor23,0.8851264119148254
baseline,0,20096,U_unrelated_xor910,D_eq45,0.8884345889091492
baseline,0,20096,U_unrelated_xor910,AB_and,0.8496321439743042
baseline,0,20096,U_unrelated_xor910,AC_xor,0.9564948678016663
baseline,0,20096,U_unrelated_xor910,A_shortcut_bit6,0.237681046128273
baseline,0,20096,U_unrelated_xor910,surface_control_78,0.9333099126815796
baseline,0,20096,U_unrelated_xor910,U_unrelated_xor910,1.0
upweight_A,0,20096,A_bit0,A_bit0,1.0
upweight_A,0,20096,A_bit0,B_bit1,0.19314013421535492
upweight_A,0,20096,A_bit0,C_xor23,0.7363983392715454
upweight_A,0,20096,A_bit0,D_eq45,0.8026949167251587
upweight_A,0,20096,A_bit0,AB_and,0.6696138381958008
upweight_A,0,20096,A_bit0,AC_xor,0.7286528944969177
upweight_A,0,20096,A_bit0,A_shortcut_bit6,0.3718051314353943
upweight_A,0,20096,A_bit0,surface_control_78,0.7854225039482117
upweight_A,0,20096,A_bit0,U_unrelated_xor910,0.7366640567779541
upweight_A,0,20096,B_bit1,A_bit0,0.19314008951187134
upweight_A,0,20096,B_bit1,B_bit1,1.0
upweight_A,0,20096,B_bit1,C_xor23,0.36335983872413635
upweight_A,0,20096,B_bit1,D_eq45,0.4084155559539795
upweight_A,0,20096,B_bit1,AB_and,0.6409875154495239
upweight_A,0,20096,B_bit1,AC_xor,0.44272249937057495
upweight_A,0,20096,B_bit1,A_shortcut_bit6,0.23263439536094666
upweight_A,0,20096,B_bit1,surface_control_78,0.43612775206565857
upweight_A,0,20096,B_bit1,U_unrelated_xor910,0.5313100218772888
upweight_A,0,20096,C_xor23,A_bit0,0.7363983392715454
upweight_A,0,20096,C_xor23,B_bit1,0.36335983872413635
upweight_A,0,20096,C_xor23,C_xor23,1.0
upweight_A,0,20096,C_xor23,D_eq45,0.9057278633117676
upweight_A,0,20096,C_xor23,AB_and,0.6777472496032715
upweight_A,0,20096,C_xor23,AC_xor,0.8827254176139832
upweight_A,0,20096,C_xor23,A_shortcut_bit6,0.47760868072509766
upweight_A,0,20096,C_xor23,surface_control_78,0.8490080833435059
upweight_A,0,20096,C_xor23,U_unrelated_xor910,0.8519432544708252
upweight_A,0,20096,D_eq45,A_bit0,0.8026955723762512
upweight_A,0,20096,D_eq45,B_bit1,0.40841570496559143
upweight_A,0,20096,D_eq45,C_xor23,0.9057276248931885
upweight_A,0,20096,D_eq45,D_eq45,1.0
upweight_A,0,20096,D_eq45,AB_and,0.7625536322593689
upweight_A,0,20096,D_eq45,AC_xor,0.9175643920898438
upweight_A,0,20096,D_eq45,A_shortcut_bit6,0.5412357449531555
upweight_A,0,20096,D_eq45,surface_control_78,0.9439144134521484
upweight_A,0,20096,D_eq45,U_unrelated_xor910,0.9319817423820496
upweight_A,0,20096,AB_and,A_bit0,0.6696137189865112
upweight_A,0,20096,AB_and,B_bit1,0.6409872770309448
upweight_A,0,20096,AB_and,C_xor23,0.6777471303939819
upweight_A,0,20096,AB_and,D_eq45,0.762553334236145
upweight_A,0,20096,AB_and,AB_and,1.0
upweight_A,0,20096,AB_and,AC_xor,0.725616991519928
upweight_A,0,20096,AB_and,A_shortcut_bit6,0.36739233136177063
upweight_A,0,20096,AB_and,surface_control_78,0.7191111445426941
upweight_A,0,20096,AB_and,U_unrelated_xor910,0.7989392280578613
upweight_A,0,20096,AC_xor,A_bit0,0.728653073310852
upweight_A,0,20096,AC_xor,B_bit1,0.4427223205566406
upweight_A,0,20096,AC_xor,C_xor23,0.8827254176139832
upweight_A,0,20096,AC_xor,D_eq45,0.9175639152526855
upweight_A,0,20096,AC_xor,AB_and,0.7256165146827698
upweight_A,0,20096,AC_xor,AC_xor,1.0
upweight_A,0,20096,AC_xor,A_shortcut_bit6,0.45277291536331177
upweight_A,0,20096,AC_xor,surface_control_78,0.9245010614395142
upweight_A,0,20096,AC_xor,U_unrelated_xor910,0.9436225891113281
upweight_A,0,20096,A_shortcut_bit6,A_bit0,0.3718051314353943
upweight_A,0,20096,A_shortcut_bit6,B_bit1,0.23263441026210785
upweight_A,0,20096,A_shortcut_bit6,C_xor23,0.4776088297367096
upweight_A,0,20096,A_shortcut_bit6,D_eq45,0.5412358045578003
upweight_A,0,20096,A_shortcut_bit6,AB_and,0.3673924505710602
upweight_A,0,20096,A_shortcut_bit6,AC_xor,0.45277291536331177
upweight_A,0,20096,A_shortcut_bit6,A_shortcut_bit6,1.0
upweight_A,0,20096,A_shortcut_bit6,surface_control_78,0.5261862874031067
upweight_A,0,20096,A_shortcut_bit6,U_unrelated_xor910,0.5147377252578735
upweight_A,0,20096,surface_control_78,A_bit0,0.7854220271110535
upweight_A,0,20096,surface_control_78,B_bit1,0.43612781167030334
upweight_A,0,20096,surface_control_78,C_xor23,0.8490082621574402
upweight_A,0,20096,surface_control_78,D_eq45,0.9439145922660828
upweight_A,0,20096,surface_control_78,AB_and,0.7191106081008911
upweight_A,0,20096,surface_control_78,AC_xor,0.9245015382766724
upweight_A,0,20096,surface_control_78,A_shortcut_bit6,0.5261862874031067
upweight_A,0,20096,surface_control_78,surface_control_78,1.0
upweight_A,0,20096,surface_control_78,U_unrelated_xor910,0.9383635520935059
upweight_A,0,20096,U_unrelated_xor910,A_bit0,0.736664354801178
upweight_A,0,20096,U_unrelated_xor910,B_bit1,0.5313100218772888
upweight_A,0,20096,U_unrelated_xor910,C_xor23,0.8519439101219177
upweight_A,0,20096,U_unrelated_xor910,D_eq45,0.9319815635681152
upweight_A,0,20096,U_unrelated_xor910,AB_and,0.7989392280578613
upweight_A,0,20096,U_unrelated_xor910,AC_xor,0.9436232447624207
upweight_A,0,20096,U_unrelated_xor910,A_shortcut_bit6,0.5147377252578735
upweight_A,0,20096,U_unrelated_xor910,surface_control_78,0.9383633732795715
upweight_A,0,20096,U_unrelated_xor910,U_unrelated_xor910,1.0
upweight_U_matched,0,20096,A_bit0,A_bit0,1.0
upweight_U_matched,0,20096,A_bit0,B_bit1,0.09880322962999344
upweight_U_matched,0,20096,A_bit0,C_xor23,0.5707789063453674
upweight_U_matched,0,20096,A_bit0,D_eq45,0.5943492650985718
upweight_U_matched,0,20096,A_bit0,AB_and,0.5750428438186646
upweight_U_matched,0,20096,A_bit0,AC_xor,0.6098294258117676
upweight_U_matched,0,20096,A_bit0,A_shortcut_bit6,0.12022744119167328
upweight_U_matched,0,20096,A_bit0,surface_control_78,0.4725658595561981
upweight_U_matched,0,20096,A_bit0,U_unrelated_xor910,0.4337838292121887
upweight_U_matched,0,20096,B_bit1,A_bit0,0.09880322962999344
upweight_U_matched,0,20096,B_bit1,B_bit1,1.0
upweight_U_matched,0,20096,B_bit1,C_xor23,0.4261506199836731
upweight_U_matched,0,20096,B_bit1,D_eq45,0.3566478192806244
upweight_U_matched,0,20096,B_bit1,AB_and,0.5579306483268738
upweight_U_matched,0,20096,B_bit1,AC_xor,0.4745343327522278
upweight_U_matched,0,20096,B_bit1,A_shortcut_bit6,0.12165649980306625
upweight_U_matched,0,20096,B_bit1,surface_control_78,0.47883179783821106
upweight_U_matched,0,20096,B_bit1,U_unrelated_xor910,0.3630065619945526
upweight_U_matched,0,20096,C_xor23,A_bit0,0.5707790851593018
upweight_U_matched,0,20096,C_xor23,B_bit1,0.42615047097206116
upweight_U_matched,0,20096,C_xor23,C_xor23,1.0
upweight_U_matched,0,20096,C_xor23,D_eq45,0.8578551411628723
upweight_U_matched,0,20096,C_xor23,AB_and,0.6614826917648315
upweight_U_matched,0,20096,C_xor23,AC_xor,0.8906357884407043
upweight_U_matched,0,20096,C_xor23,A_shortcut_bit6,0.35553547739982605
upweight_U_matched,0,20096,C_xor23,surface_control_78,0.8839864134788513
upweight_U_matched,0,20096,C_xor23,U_unrelated_xor910,0.7921503186225891
upweight_U_matched,0,20096,D_eq45,A_bit0,0.5943495035171509
