seed,task_name,condition,final_metric,baseline_final_metric,delta_final_metric_vs_baseline,acquired_at,baseline_acquired_at,delta_acquired_at_vs_baseline
0,surface_control_78,delay_U_matched,0.6219316571950912,0.6083139926195145,0.013617664575576782,,,
0,surface_control_78,upweight_A,0.5419043377041817,0.6083139926195145,-0.0664096549153328,,,
0,surface_control_78,upweight_U_matched,0.5778124034404755,0.6083139926195145,-0.030501589179039,,,
1,AB_and,corrupt_A,1.0,0.998003989458084,0.0019960105419160046,13056.0,5120.0,7936.0
1,AB_and,corrupt_U_matched,1.0,0.998003989458084,0.0019960105419160046,3072.0,5120.0,-2048.0
1,AB_and,delay_A,0.998003989458084,0.998003989458084,0.0,8064.0,5120.0,2944.0
1,AB_and,delay_U_matched,0.9940119683742524,0.998003989458084,-0.003992021083831565,4096.0,5120.0,-1024.0
1,AB_and,upweight_A,1.0,0.998003989458084,0.0019960105419160046,4096.0,5120.0,-1024.0
1,AB_and,upweight_U_matched,1.0,0.998003989458084,0.0019960105419160046,8064.0,5120.0,2944.0
1,AC_xor,corrupt_A,0.522340327501297,0.573669970035553,-0.05132964253425598,,,
1,AC_xor,corrupt_U_matched,0.5953468829393387,0.573669970035553,0.021676912903785706,,,
1,AC_xor,delay_A,0.5371287763118744,0.573669970035553,-0.03654119372367859,,,
1,AC_xor,delay_U_matched,0.5403023511171341,0.573669970035553,-0.033367618918418884,,,
1,AC_xor,upweight_A,0.554858535528183,0.573669970035553,-0.018811434507369995,,,
1,AC_xor,upweight_U_matched,0.5097476989030838,0.573669970035553,-0.06392227113246918,,,
1,A_bit0,corrupt_A,0.92714923620224,1.0,-0.07285076379776001,16000.0,4096.0,11904.0
1,A_bit0,corrupt_U_matched,1.0,1.0,0.0,4096.0,4096.0,0.0
1,A_bit0,delay_A,1.0,1.0,0.0,8064.0,4096.0,3968.0
1,A_bit0,delay_U_matched,1.0,1.0,0.0,4096.0,4096.0,0.0
1,A_bit0,upweight_A,1.0,1.0,0.0,1024.0,4096.0,-3072.0
1,A_bit0,upweight_U_matched,1.0,1.0,0.0,5120.0,4096.0,1024.0
1,A_shortcut_bit6,corrupt_A,0.9980353713035583,0.9852652251720428,0.012770146131515503,16000.0,15104.0,896.0
1,A_shortcut_bit6,corrupt_U_matched,1.0,0.9852652251720428,0.014734774827957153,14080.0,15104.0,-1024.0
1,A_shortcut_bit6,delay_A,0.9990176856517792,0.9852652251720428,0.013752460479736328,13056.0,15104.0,-2048.0
1,A_shortcut_bit6,delay_U_matched,0.9852652251720428,0.9852652251720428,0.0,12032.0,15104.0,-3072.0
1,A_shortcut_bit6,upweight_A,0.9503824412822724,0.9852652251720428,-0.0348827838897704,19072.0,15104.0,3968.0
1,A_shortcut_bit6,upweight_U_matched,0.9713477790355682,0.9852652251720428,-0.01391744613647461,16000.0,15104.0,896.0
1,B_bit1,corrupt_A,1.0,1.0,0.0,5120.0,9088.0,-3968.0
1,B_bit1,corrupt_U_matched,1.0,1.0,0.0,8064.0,9088.0,-1024.0
1,B_bit1,delay_A,1.0,1.0,0.0,1024.0,9088.0,-8064.0
1,B_bit1,delay_U_matched,1.0,1.0,0.0,8064.0,9088.0,-1024.0
1,B_bit1,upweight_A,1.0,1.0,0.0,10112.0,9088.0,1024.0
1,B_bit1,upweight_U_matched,1.0,1.0,0.0,9088.0,9088.0,0.0
1,C_xor23,corrupt_A,0.6629496365785599,0.6929419040679932,-0.02999226748943329,,,
1,C_xor23,corrupt_U_matched,0.7086508870124817,0.6929419040679932,0.015708982944488525,,,
1,C_xor23,delay_A,0.7149249017238617,0.6929419040679932,0.02198299765586853,,,
1,C_xor23,delay_U_matched,0.6750708371400833,0.6929419040679932,-0.01787106692790985,,,
1,C_xor23,upweight_A,0.5705312490463257,0.6929419040679932,-0.12241065502166748,,,
1,C_xor23,upweight_U_matched,0.5961444824934006,0.6929419040679932,-0.09679742157459259,,,
1,D_eq45,corrupt_A,0.6550264805555344,0.5664664804935455,0.08856000006198883,,,
1,D_eq45,corrupt_U_matched,0.5745297074317932,0.5664664804935455,0.00806322693824768,,,
1,D_eq45,delay_A,0.682544082403183,0.5664664804935455,0.11607760190963745,,,
1,D_eq45,delay_U_matched,0.5484070107340813,0.5664664804935455,-0.018059469759464264,,,
1,D_eq45,upweight_A,0.5837312042713165,0.5664664804935455,0.017264723777770996,,,
1,D_eq45,upweight_U_matched,0.5991286933422089,0.5664664804935455,0.03266221284866333,,,
1,U_unrelated_xor910,corrupt_A,0.6395305395126343,0.6082940995693207,0.0312364399433136,,,
1,U_unrelated_xor910,corrupt_U_matched,0.5349093526601791,0.6082940995693207,-0.07338474690914154,,,
1,U_unrelated_xor910,delay_A,0.6867923140525818,0.6082940995693207,0.07849821448326111,,,
1,U_unrelated_xor910,delay_U_matched,0.5919386744499207,0.6082940995693207,-0.016355425119400024,,,
1,U_unrelated_xor910,upweight_A,0.6115768253803253,0.6082940995693207,0.0032827258110046387,,,
1,U_unrelated_xor910,upweight_U_matched,0.9809776842594148,0.6082940995693207,0.3726835846900941,17024.0,,
1,surface_control_78,corrupt_A,0.6349537074565887,0.6618356108665466,-0.026881903409957886,,,
1,surface_control_78,corrupt_U_matched,0.6903011202812195,0.6618356108665466,0.02846550941467285,,,
1,surface_control_78,delay_A,0.6525903642177582,0.6618356108665466,-0.009245246648788452,,,
1,surface_control_78,delay_U_matched,0.6290016919374466,0.6618356108665466,-0.03283391892910004,,,
1,surface_control_78,upweight_A,0.5690120905637741,0.6618356108665466,-0.09282352030277252,,,
1,surface_control_78,upweight_U_matched,0.594863161444664,0.6618356108665466,-0.06697244942188263,,,
2,AB_and,corrupt_A,1.0,1.0,0.0,12032.0,4096.0,7936.0
2,AB_and,corrupt_U_matched,1.0,1.0,0.0,7040.0,4096.0,2944.0
2,AB_and,delay_A,1.0,1.0,0.0,8064.0,4096.0,3968.0
2,AB_and,delay_U_matched,1.0,1.0,0.0,4096.0,4096.0,0.0
2,AB_and,upweight_A,1.0,1.0,0.0,4096.0,4096.0,0.0
2,AB_and,upweight_U_matched,0.9990476071834564,1.0,-0.0009523928165435791,8064.0,4096.0,3968.0
2,AC_xor,corrupt_A,0.5761236995458603,0.5853734463453293,-0.009249746799468994,,,
2,AC_xor,corrupt_U_matched,0.5852190554141998,0.5853734463453293,-0.00015439093112945557,,,
2,AC_xor,delay_A,0.5753846913576126,0.5853734463453293,-0.009988754987716675,,,
2,AC_xor,delay_U_matched,0.5937006175518036,0.5853734463453293,0.008327171206474304,,,
2,AC_xor,upweight_A,0.5854442119598389,0.5853734463453293,7.076561450958252e-05,,,
2,AC_xor,upweight_U_matched,0.547117754817009,0.5853734463453293,-0.03825569152832031,,,
2,A_bit0,corrupt_A,0.8928215205669403,1.0,-0.10717847943305969,13056.0,5120.0,7936.0
2,A_bit0,corrupt_U_matched,1.0,1.0,0.0,4096.0,5120.0,-1024.0
2,A_bit0,delay_A,1.0,1.0,0.0,9088.0,5120.0,3968.0
2,A_bit0,delay_U_matched,1.0,1.0,0.0,6016.0,5120.0,896.0
2,A_bit0,upweight_A,1.0,1.0,0.0,1024.0,5120.0,-4096.0
2,A_bit0,upweight_U_matched,1.0,1.0,0.0,5120.0,5120.0,0.0
2,A_shortcut_bit6,corrupt_A,0.9829268157482148,0.9526829123497008,0.030243903398514016,11008.0,12032.0,-1024.0
2,A_shortcut_bit6,corrupt_U_matched,0.9980487823486328,0.9526829123497008,0.045365869998931996,12032.0,12032.0,0.0
2,A_shortcut_bit6,delay_A,0.979999989271164,0.9526829123497008,0.027317076921463235,12032.0,12032.0,0.0
2,A_shortcut_bit6,delay_U_matched,0.9492682814598083,0.9526829123497008,-0.003414630889892467,12032.0,12032.0,0.0
2,A_shortcut_bit6,upweight_A,0.9634070098400116,0.9526829123497008,0.01072409749031078,14080.0,12032.0,2048.0
2,A_shortcut_bit6,upweight_U_matched,0.990224838256836,0.9526829123497008,0.03754192590713523,12032.0,12032.0,0.0
2,B_bit1,corrupt_A,1.0,1.0,0.0,5120.0,6016.0,-896.0
2,B_bit1,corrupt_U_matched,1.0,1.0,0.0,6016.0,6016.0,0.0
2,B_bit1,delay_A,1.0,1.0,0.0,2048.0,6016.0,-3968.0
2,B_bit1,delay_U_matched,1.0,1.0,0.0,5120.0,6016.0,-896.0
2,B_bit1,upweight_A,1.0,1.0,0.0,9088.0,6016.0,3072.0
2,B_bit1,upweight_U_matched,1.0,1.0,0.0,7040.0,6016.0,1024.0
2,C_xor23,corrupt_A,0.6668644398450851,0.6879632920026779,-0.021098852157592773,,,
2,C_xor23,corrupt_U_matched,0.7098767459392548,0.6879632920026779,0.021913453936576843,,,
2,C_xor23,delay_A,0.6693278402090073,0.6879632920026779,-0.018635451793670654,,,
2,C_xor23,delay_U_matched,0.6935520470142365,0.6879632920026779,0.005588755011558533,,,
2,C_xor23,upweight_A,0.6348212659358978,0.6879632920026779,-0.05314202606678009,,,
2,C_xor23,upweight_U_matched,0.6384746134281158,0.6879632920026779,-0.04948867857456207,,,
2,D_eq45,corrupt_A,0.5757991969585419,0.6287785023450851,-0.052979305386543274,,,
2,D_eq45,corrupt_U_matched,0.6344853937625885,0.6287785023450851,0.005706891417503357,,,
2,D_eq45,delay_A,0.6312333047389984,0.6287785023450851,0.002454802393913269,,,
2,D_eq45,delay_U_matched,0.6243667453527451,0.6287785023450851,-0.004411756992340088,,,
2,D_eq45,upweight_A,0.5763466060161591,0.6287785023450851,-0.052431896328926086,,,
2,D_eq45,upweight_U_matched,0.5978103280067444,0.6287785023450851,-0.03096817433834076,,,
2,U_unrelated_xor910,corrupt_A,0.5681812912225723,0.5741627812385559,-0.0059814900159835815,,,
2,U_unrelated_xor910,corrupt_U_matched,0.5273877084255219,0.5741627812385559,-0.04677507281303406,,,
2,U_unrelated_xor910,delay_A,0.5873988717794418,0.5741627812385559,0.013236090540885925,,,
2,U_unrelated_xor910,delay_U_matched,0.5502512156963348,0.5741627812385559,-0.02391156554222107,,,
2,U_unrelated_xor910,upweight_A,0.5726387798786163,0.5741627812385559,-0.0015240013599395752,,,
2,U_unrelated_xor910,upweight_U_matched,0.970722109079361,0.5741627812385559,0.39655932784080505,18048.0,,
2,surface_control_78,corrupt_A,0.6251532137393951,0.6046602129936218,0.020493000745773315,,,
2,surface_control_78,corrupt_U_matched,0.6269235163927078,0.6046602129936218,0.022263303399086,,,
2,surface_control_78,delay_A,0.633022278547287,0.6046602129936218,0.02836206555366516,,,
2,surface_control_78,delay_U_matched,0.6085422933101654,0.6046602129936218,0.003882080316543579,,,
2,surface_control_78,upweight_A,0.5667193233966827,0.6046602129936218,-0.03794088959693909,,,
2,surface_control_78,upweight_U_matched,0.5761836916208267,0.6046602129936218,-0.028476521372795105,,,
