task_name,kind,op,bits,components,frequency,reference_learnability,formal_utility,description
A_bit0,atomic,bit,0,,0.20000000000000004,1.0,0.32000000000000006,Atomic component A: read bit 0.
B_bit1,atomic,bit,1,,0.14000000000000004,1.0,0.14000000000000004,Atomic component B: read bit 1.
C_xor23,atomic,xor2,"2,3",,0.10000000000000002,2.0,0.10000000000000002,Atomic component C: XOR of bits 2 and 3.
D_eq45,atomic,eq2,"4,5",,0.08000000000000002,2.0,0.0,Atomic component D: equality of bits 4 and 5.
AB_and,composite,and_components,,"A_bit0,B_bit1",0.14000000000000004,2.0,0.0,Composite C1: formal AND of components A and B.
AC_xor,composite,xor_components,,"A_bit0,C_xor23",0.10000000000000002,3.0,0.0,Composite C2: formal XOR of components A and C.
A_shortcut_bit6,shortcut,shortcut_bit,6,A_bit0,0.08000000000000002,1.0,0.0,"Negative control: formally references A, but label is shortcut bit 6."
surface_control_78,surface_control,surface_control,"7,8",,0.08000000000000002,2.0,0.0,Surface/control task without formal dependency.
U_unrelated_xor910,unrelated,xor2,"9,10",,0.08000000000000002,2.0,0.0,Unrelated matched-control task.
