model_name,slice_id,metric,initial_metric,final_metric,delta_metric,auc_metric,max_metric,min_metric,n_checkpoints,kind,family,prompt_family,operation_type,composition_depth,frequency_proxy,reference_learnability,formal_utility,answer_entropy_proxy,component_ids,control_type,continuous_status
EleutherAI/pythia-70m,arith_add_small,mean_correct_margin,-0.5910220742225647,-0.96259880438447,-0.3715767301619053,-1.2023659073747694,-0.5910220742225647,-2.024825120344758,4,atomic,arithmetic,arithmetic,addition_small,1,0.9,0.2,0.9,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_compare_gt,mean_correct_margin,-0.79482302069664,-0.4164771921932697,0.37834582850337034,-0.8059946810826659,-0.4164771921932697,-1.3449316881597042,4,atomic,arithmetic,arithmetic,comparison_gt,1,0.85,0.2,0.9,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_compare_lt,mean_correct_margin,-0.601998820900917,-0.4982948191463947,0.10370400175452238,-1.0547221973538399,-0.4982948191463947,-2.064627341926098,4,atomic,arithmetic,arithmetic,comparison_lt,1,0.8,0.25,0.6,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_double,mean_correct_margin,-0.7048796117305756,-0.569160457700491,0.1357191540300846,-1.106067607179284,-0.569160457700491,-2.03645746037364,4,atomic,arithmetic,arithmetic,double,1,0.65,0.35,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_equals,mean_correct_margin,-0.577197939157486,-0.5683593638241291,0.008838575333356857,-1.0055410242639482,-0.5683593638241291,-1.8596910256892445,4,atomic,arithmetic,arithmetic,equality,1,0.75,0.25,0.4,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_even,mean_correct_margin,-0.7560216337442398,-0.4263515472412109,0.3296700865030289,-0.9222756074741483,-0.4263515472412109,-1.6697921380400658,4,atomic,arithmetic,arithmetic,parity_even,1,0.7,0.35,0.7,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_max2,mean_correct_margin,-0.8969484269618988,-0.55938720703125,0.3375612199306488,-1.1327852620743215,-0.55938720703125,-1.8187477998435495,4,atomic,arithmetic,arithmetic,max,1,0.6,0.45,0.7,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_min2,mean_correct_margin,-0.9190809726715088,-0.7898406982421875,0.1292402744293213,-1.066204578615725,-0.7898406982421875,-1.5564811900258064,4,atomic,arithmetic,arithmetic,min,1,0.6,0.45,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_odd,mean_correct_margin,-0.6561558246612549,-0.5566578209400177,0.09949800372123718,-0.974121798761189,-0.5566578209400177,-1.7392262406647203,4,atomic,arithmetic,arithmetic,parity_odd,1,0.65,0.4,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_sub_small,mean_correct_margin,-0.6853749454021454,-0.7962627299129963,-0.1108877845108509,-1.059669747017324,-0.6853749454021454,-1.6912163272500038,4,atomic,arithmetic,arithmetic,subtraction,1,0.75,0.35,0.7,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,comp_absdiff_then_even,mean_correct_margin,-0.7454331964254379,-0.497247714549303,0.24818548187613493,-1.0119624771177769,-0.497247714549303,-1.9573505595326424,4,composite,arithmetic,arithmetic,absdiff_then_even,2,0.28,0.75,0.0,1.0,arith_absdiff;arith_even,,usable_or_near_usable
EleutherAI/pythia-70m,comp_add_then_compare_gt,mean_correct_margin,-0.5926351845264435,-0.4567813836038112,0.13585380092263227,-0.8855437552556396,-0.4567813836038112,-1.6192733496427536,4,composite,arithmetic,arithmetic,add_then_compare_gt,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_add_then_compare_lt,mean_correct_margin,-0.5992574393749237,-0.4729366414248943,0.12632079795002943,-0.977409990504384,-0.4729366414248943,-1.8703786134719849,4,composite,arithmetic,arithmetic,add_then_compare_lt,2,0.38,0.58,0.0,1.0,arith_add_small;arith_compare_lt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_add_then_equals,mean_correct_margin,-0.7537276744842529,-0.2529735639691353,0.5007541105151176,-0.8284358759410679,-0.2529735639691353,-1.615073101595044,4,composite,arithmetic,arithmetic,add_then_equals,2,0.3,0.7,0.0,1.0,arith_add_small;arith_equals,,usable_or_near_usable
EleutherAI/pythia-70m,comp_add_then_even,mean_correct_margin,-0.7349414527416229,-0.3302917629480362,0.40464968979358673,-0.9426962700672448,-0.3302917629480362,-1.8305607307702303,4,composite,arithmetic,arithmetic,add_then_even,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,usable_or_near_usable
EleutherAI/pythia-70m,comp_double_then_compare_gt,mean_correct_margin,-0.6658587902784348,-0.2759094201028347,0.38994937017560005,-0.8177415495738387,-0.2759094201028347,-1.477342538535595,4,composite,arithmetic,arithmetic,double_then_compare_gt,2,0.32,0.65,0.0,1.0,arith_double;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_max_then_compare_gt,mean_correct_margin,-0.7104159593582153,-0.4711437113583088,0.23927224799990654,-0.9494996136054397,-0.4711437113583088,-1.7073071338236332,4,composite,arithmetic,arithmetic,max_then_compare_gt,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_min_then_compare_lt,mean_correct_margin,-0.7363846898078918,-0.309488296508789,0.42689639329910284,-0.8227795986458659,-0.309488296508789,-1.5340949818491936,4,composite,arithmetic,arithmetic,min_then_compare_lt,2,0.3,0.7,0.0,1.0,arith_min2;arith_compare_lt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_sub_then_compare_gt,mean_correct_margin,-0.5763383507728577,-0.4772109761834144,0.09912737458944326,-0.868165704421699,-0.4772109761834144,-1.5292815081775188,4,composite,arithmetic,arithmetic,sub_then_compare_gt,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_sub_then_odd,mean_correct_margin,-0.5925413966178894,-0.3801784329116344,0.21236296370625501,-0.8177759582176805,-0.3801784329116344,-1.5052861794829369,4,composite,arithmetic,arithmetic,sub_then_odd,2,0.32,0.68,0.0,1.0,arith_sub_small;arith_odd,,usable_or_near_usable
EleutherAI/pythia-70m,ctrl_arith_digit_surface,mean_correct_margin,-0.6273429989814758,-1.408239345997572,-0.7808963470160961,-1.3248447105288506,-0.6273429989814758,-1.7529073264449837,4,surface_control,surface,arithmetic,digit_surface,1,0.5,0.3,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-70m,ctrl_arith_word_surface,mean_correct_margin,-0.5820678770542145,-0.9200954474508762,-0.33802757039666176,-1.093351206742227,-0.5820678770542145,-1.7061274275183678,4,surface_control,surface,arithmetic,word_surface,1,0.5,0.3,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-70m,arith_absdiff,mean_correct_mrr,0.4752604166666667,0.5520833333333333,0.07682291666666657,0.5397135416666666,0.5677083333333334,0.4752604166666667,4,atomic,arithmetic,arithmetic,absolute_difference,1,0.5,0.6,0.4,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_add_large,mean_correct_mrr,0.5013020833333333,0.50390625,0.0026041666666667407,0.5130208333333333,0.5299479166666666,0.5013020833333333,4,atomic,arithmetic,arithmetic,addition_large,1,0.65,0.45,0.6,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_add_small,mean_correct_mrr,0.5638020833333333,0.5026041666666667,-0.06119791666666652,0.521484375,0.5638020833333333,0.5026041666666667,4,atomic,arithmetic,arithmetic,addition_small,1,0.9,0.2,0.9,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_compare_gt,mean_correct_mrr,0.4960937499999999,0.5611979166666666,0.06510416666666674,0.5423177083333334,0.5690104166666667,0.4960937499999999,4,atomic,arithmetic,arithmetic,comparison_gt,1,0.85,0.2,0.9,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_compare_lt,mean_correct_mrr,0.52734375,0.4973958333333333,-0.029947916666666685,0.48828124999999994,0.52734375,0.4505208333333333,4,atomic,arithmetic,arithmetic,comparison_lt,1,0.8,0.25,0.6,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_double,mean_correct_mrr,0.5143229166666666,0.5143229166666666,0.0,0.513671875,0.515625,0.5104166666666666,4,atomic,arithmetic,arithmetic,double,1,0.65,0.35,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_equals,mean_correct_mrr,0.5481770833333333,0.4596354166666666,-0.08854166666666669,0.49902343749999994,0.5481770833333333,0.4596354166666666,4,atomic,arithmetic,arithmetic,equality,1,0.75,0.25,0.4,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_even,mean_correct_mrr,0.5143229166666666,0.50390625,-0.01041666666666663,0.5143229166666666,0.52734375,0.50390625,4,atomic,arithmetic,arithmetic,parity_even,1,0.7,0.35,0.7,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_max2,mean_correct_mrr,0.49609375,0.5481770833333333,0.05208333333333326,0.5315755208333334,0.5481770833333333,0.49609375,4,atomic,arithmetic,arithmetic,max,1,0.6,0.45,0.7,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_min2,mean_correct_mrr,0.50390625,0.4466145833333333,-0.057291666666666685,0.525390625,0.5768229166666666,0.4466145833333333,4,atomic,arithmetic,arithmetic,min,1,0.6,0.45,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_odd,mean_correct_mrr,0.5364583333333333,0.5,-0.03645833333333326,0.513671875,0.5364583333333333,0.5,4,atomic,arithmetic,arithmetic,parity_odd,1,0.65,0.4,0.5,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_sub_small,mean_correct_mrr,0.53125,0.5403645833333334,0.00911458333333337,0.5393880208333333,0.5455729166666666,0.53125,4,atomic,arithmetic,arithmetic,subtraction,1,0.75,0.35,0.7,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,comp_absdiff_then_even,mean_correct_mrr,0.5,0.5325520833333333,0.03255208333333326,0.5198567708333333,0.546875,0.5,4,composite,arithmetic,arithmetic,absdiff_then_even,2,0.28,0.75,0.0,1.0,arith_absdiff;arith_even,,usable_or_near_usable
EleutherAI/pythia-70m,comp_add_then_compare_gt,mean_correct_mrr,0.5598958333333333,0.5130208333333333,-0.046875,0.5234375,0.5598958333333333,0.5091145833333334,4,composite,arithmetic,arithmetic,add_then_compare_gt,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_add_then_compare_lt,mean_correct_mrr,0.5325520833333334,0.5143229166666666,-0.01822916666666674,0.5084635416666666,0.5325520833333334,0.4830729166666667,4,composite,arithmetic,arithmetic,add_then_compare_lt,2,0.38,0.58,0.0,1.0,arith_add_small;arith_compare_lt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_add_then_equals,mean_correct_mrr,0.4544270833333333,0.5651041666666667,0.11067708333333343,0.5247395833333333,0.5651041666666667,0.4544270833333333,4,composite,arithmetic,arithmetic,add_then_equals,2,0.3,0.7,0.0,1.0,arith_add_small;arith_equals,,usable_or_near_usable
EleutherAI/pythia-70m,comp_add_then_even,mean_correct_mrr,0.49609375,0.5078125,0.01171875,0.5061848958333333,0.5208333333333333,0.49609375,4,composite,arithmetic,arithmetic,add_then_even,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,usable_or_near_usable
EleutherAI/pythia-70m,comp_double_then_compare_gt,mean_correct_mrr,0.5299479166666666,0.54296875,0.01302083333333337,0.5296223958333333,0.54296875,0.515625,4,composite,arithmetic,arithmetic,double_then_compare_gt,2,0.32,0.65,0.0,1.0,arith_double;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_max_then_compare_gt,mean_correct_mrr,0.5065104166666666,0.5208333333333334,0.01432291666666674,0.5224609375,0.54296875,0.5065104166666666,4,composite,arithmetic,arithmetic,max_then_compare_gt,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_min_then_compare_lt,mean_correct_mrr,0.4908854166666666,0.5572916666666667,0.06640625000000017,0.541015625,0.5807291666666666,0.4908854166666666,4,composite,arithmetic,arithmetic,min_then_compare_lt,2,0.3,0.7,0.0,1.0,arith_min2;arith_compare_lt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_sub_then_compare_gt,mean_correct_mrr,0.5390625,0.5104166666666667,-0.02864583333333326,0.525390625,0.5390625,0.5104166666666667,4,composite,arithmetic,arithmetic,sub_then_compare_gt,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare_gt,,usable_or_near_usable
EleutherAI/pythia-70m,comp_sub_then_odd,mean_correct_mrr,0.53515625,0.5299479166666667,-0.005208333333333259,0.5338541666666667,0.5416666666666666,0.5286458333333334,4,composite,arithmetic,arithmetic,sub_then_odd,2,0.32,0.68,0.0,1.0,arith_sub_small;arith_odd,,usable_or_near_usable
EleutherAI/pythia-70m,ctrl_arith_digit_surface,mean_correct_mrr,0.5520833333333333,0.5013020833333333,-0.05078125,0.5117187499999999,0.5520833333333333,0.4947916666666666,4,surface_control,surface,arithmetic,digit_surface,1,0.5,0.3,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-70m,ctrl_arith_word_surface,mean_correct_mrr,0.515625,0.515625,0.0,0.5074869791666667,0.515625,0.4921875,4,surface_control,surface,arithmetic,word_surface,1,0.5,0.3,0.0,1.0,,surface,usable_or_near_usable
EleutherAI/pythia-70m,arith_absdiff,mean_logprob_margin,0.4230262637138366,0.9583778381347656,0.535351574420929,1.303114748094231,2.2891670670360327,0.4230262637138366,4,atomic,arithmetic,arithmetic,absolute_difference,1,0.5,0.6,0.4,1.0,,,usable_or_near_usable
EleutherAI/pythia-70m,arith_add_large,mean_logprob_margin,0.571243092417717,0.8172149807214737,0.2459718883037567,1.3526335493661463,2.540214030072093,0.571243092417717,4,atomic,arithmetic,arithmetic,addition_large,1,0.65,0.45,0.6,1.0,,,usable_or_near_usable
