model_name,slice_id,family,prompt_family,operation_type,composition_depth,component_ids,n_metrics,n_underperforming_metrics,n_outperforming_metrics,n_zero_metrics,underperforming_metric_rate,outperforming_metric_rate,mean_residual,median_residual,mean_residual_z,median_residual_z,max_abs_residual_z,verdict,underperforming_metrics,outperforming_metrics
EleutherAI/pythia-70m,comp_sub_then_compare_gt,arithmetic,arithmetic,sub_then_compare_gt,2,arith_sub_small;arith_compare_gt,5,2,3,0,0.4,0.6,0.3012254069343313,0.1405644779133005,-0.6576308186644302,-0.8229418712664247,1.1712756226567675,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_add_then_even,arithmetic,arithmetic,add_then_even,2,arith_add_small;arith_even,5,2,3,0,0.4,0.6,0.31823524967939154,0.110461822152628,-0.6004802541426286,-0.6981470851237552,1.1935508903396261,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_max_then_compare_gt,arithmetic,arithmetic,max_then_compare_gt,2,arith_max2;arith_compare_gt,5,2,3,0,0.4,0.6,0.33811803156994563,0.1160195524971146,-0.314806651717466,-0.3910935311541629,1.0849847338927758,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_add_then_compare_gt,arithmetic,arithmetic,add_then_compare_gt,2,arith_add_small;arith_compare_gt,5,2,3,0,0.4,0.6,0.2940295519153154,0.1350067475688139,-0.275541725624446,-0.2555190627554894,1.7278345913068502,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_add_then_compare_lt,arithmetic,arithmetic,add_then_compare_lt,2,arith_add_small;arith_compare_lt,5,2,3,0,0.4,0.6,0.2704087647073622,0.1593343085544741,-0.4777593479573792,-0.2410135427322599,1.52041468197823,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_sub_then_odd,arithmetic,arithmetic,sub_then_odd,2,arith_sub_small;arith_odd,5,2,3,0,0.4,0.6,0.3704110416004863,0.135212522663589,-0.038113690443584924,-0.1674136108533418,0.8675295395624542,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_double_then_compare_gt,arithmetic,arithmetic,double_then_compare_gt,2,arith_double;arith_compare_gt,5,2,3,0,0.4,0.6,0.42980584897988816,0.1296509292071855,0.5648042854011945,0.39516161354621404,1.922642684931745,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_absdiff_then_even,arithmetic,arithmetic,absdiff_then_even,2,arith_absdiff;arith_even,5,2,3,0,0.4,0.6,0.3906715886427143,0.1180131757870437,0.10290872523210075,0.5155625294425569,0.9584137912345344,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_min_then_compare_lt,arithmetic,arithmetic,min_then_compare_lt,2,arith_min2;arith_compare_lt,5,2,3,0,0.4,0.6,0.39276110475125686,0.1941445524971146,0.8180379255854767,1.1231316821727895,2.0045466044079103,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
EleutherAI/pythia-70m,comp_add_then_equals,arithmetic,arithmetic,add_then_equals,2,arith_add_small;arith_equals,5,2,3,0,0.4,0.6,0.41684718375268365,0.1785195524971146,0.8785815523311611,1.4074069897021801,1.9076513453047115,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
