model_name,metric,n_atomic,n_composite,n_moving_atomic,n_moving_composite,mean_atomic_delta,mean_composite_delta,mean_atomic_final,mean_composite_final,h2_ready
EleutherAI/pythia-70m,accuracy,12,10,9,7,-0.01171875,0.015625,0.23307291666666666,0.25,True
EleutherAI/pythia-70m,mean_correct_margin,12,10,12,10,0.08561848662793638,0.27833722308278086,-0.6479056682437658,-0.39241619035601616,True
EleutherAI/pythia-70m,mean_correct_mrr,12,10,8,6,-0.006510416666666648,0.01497395833333337,0.5108506944444444,0.5294270833333334,True
EleutherAI/pythia-70m,mean_logprob_correct,12,10,12,10,6.239651137031615,6.5026415910571815,-4.863608322106302,-4.600034097209573,True
EleutherAI/pythia-70m,mean_logprob_margin,12,10,12,10,-0.016154245783885343,-0.0823372945189476,0.5428570099174976,0.4029680252075195,True
