seed,data_seen,checkpoint_fraction,task_name,gradient_norm,gradient_noise_rms,gradient_snr,within_gradient_alignment,param_subset
0,0,0.0,A00_copy,0.6214632391929626,0.8174896836280823,0.5779181576561264,0.1552557349205017,last_block_ln_head
0,0,0.0,A02_substitute,0.6137790679931641,0.7751877903938293,0.6269173884060493,0.1808883249759674,last_block_ln_head
0,0,0.0,A03_copy,0.6330202221870422,0.775689959526062,0.6659763512137697,0.1990332305431366,last_block_ln_head
0,0,0.0,A04_reverse,0.6525929570198059,0.7843429446220398,0.692265652225125,0.21168701350688934,last_block_ln_head
0,0,0.0,A06_copy,0.6532105803489685,0.7713520526885986,0.7171353614444012,0.223933145403862,last_block_ln_head
0,0,0.0,A07_reverse,0.6410046219825745,0.7987609505653381,0.6440041896763543,0.1889575719833374,last_block_ln_head
0,0,0.0,C06_reverse_then_substitute_02_00,0.6293317079544067,0.7783510684967041,0.6537446426935025,0.1944718360900879,last_block_ln_head
0,0,0.0,C07_substitute_then_reverse_04_03,0.6050306558609009,0.7803667187690735,0.6011146312659843,0.1674981564283371,last_block_ln_head
0,0,0.0,K00_shortcut_for_A00_copy,0.6488220691680908,0.8133364915847778,0.6363714843913346,0.18448756635189056,last_block_ln_head
0,0,0.0,K01_shortcut_for_A07_reverse,0.6273894309997559,0.7572412490844727,0.6864451766879022,0.20964841544628143,last_block_ln_head
0,0,0.0,K02_shortcut_for_A04_reverse,0.6381697654724121,0.7888433933258057,0.6544717273152234,0.19415853917598724,last_block_ln_head
0,0,0.0,S00_surface_rotate,0.6592824459075928,0.7712805867195129,0.7306648860350735,0.22998490929603577,last_block_ln_head
0,0,0.0,S01_surface_rotate,0.6398217678070068,0.7609583139419556,0.7069623345731068,0.21954230964183807,last_block_ln_head
0,0,0.0,S02_surface_rotate,0.6633142232894897,0.7855342030525208,0.7130309974421754,0.22158551216125488,last_block_ln_head
0,0,0.0,U00_unrelated_substitute,0.6234861612319946,0.7661464810371399,0.6622622359083157,0.19767162203788757,last_block_ln_head
0,0,0.0,U01_unrelated_substitute,0.6367227435112,0.7980455160140991,0.636568881507635,0.18491101264953613,last_block_ln_head
0,0,0.0,U02_unrelated_substitute,0.6241000890731812,0.7854181528091431,0.6314029756882515,0.18275222182273865,last_block_ln_head
0,6144,0.0512,A00_copy,0.45062243938446045,0.8035829067230225,0.31445917415487534,-0.01379193551838398,last_block_ln_head
0,6144,0.0512,A02_substitute,0.4697933793067932,0.7790881991386414,0.36361394946119857,0.023434188216924667,last_block_ln_head
0,6144,0.0512,A03_copy,0.46569621562957764,0.7804227471351624,0.3560783770910041,0.01617586612701416,last_block_ln_head
0,6144,0.0512,A04_reverse,0.47149479389190674,0.7546239495277405,0.3903845706656085,0.039535291492938995,last_block_ln_head
0,6144,0.0512,A06_copy,0.5186117887496948,0.7707453370094299,0.4527546848028207,0.08309236168861389,last_block_ln_head
0,6144,0.0512,A07_reverse,0.450990229845047,0.7616509199142456,0.3506083852437862,0.008314855396747589,last_block_ln_head
0,6144,0.0512,C06_reverse_then_substitute_02_00,0.4876195192337036,0.7657427191734314,0.4055052035126706,0.05371668189764023,last_block_ln_head
0,6144,0.0512,C07_substitute_then_reverse_04_03,0.3956628441810608,0.7749341130256653,0.26068796473504957,-0.057192113250494,last_block_ln_head
0,6144,0.0512,K00_shortcut_for_A00_copy,0.4860818088054657,0.8015739321708679,0.3677321452692785,0.023567071184515953,last_block_ln_head
0,6144,0.0512,K01_shortcut_for_A07_reverse,0.4867694675922394,0.6987850069999695,0.48524326296045467,0.10023333877325058,last_block_ln_head
0,6144,0.0512,K02_shortcut_for_A04_reverse,0.5146118998527527,0.7516980171203613,0.46867610412203026,0.09291341155767441,last_block_ln_head
0,6144,0.0512,S00_surface_rotate,0.48535627126693726,0.7937970757484436,0.37385420707404543,0.03283580765128136,last_block_ln_head
0,6144,0.0512,S01_surface_rotate,0.47080227732658386,0.7084608674049377,0.4416166170912207,0.07640758156776428,last_block_ln_head
0,6144,0.0512,S02_surface_rotate,0.45820072293281555,0.7283399701118469,0.39577037620216,0.045199986547231674,last_block_ln_head
0,6144,0.0512,U00_unrelated_substitute,0.4591587781906128,0.7655336260795593,0.35974703870600777,0.02136909030377865,last_block_ln_head
0,6144,0.0512,U01_unrelated_substitute,0.4838160276412964,0.7994033694267273,0.3662929630644389,0.025056330487132072,last_block_ln_head
0,6144,0.0512,U02_unrelated_substitute,0.49323004484176636,0.7907682657241821,0.38904565176183054,0.037016287446022034,last_block_ln_head
0,12032,0.10026666666666667,A00_copy,0.8818730711936951,0.6758421659469604,1.7026352277816417,0.507085919380188,last_block_ln_head
0,12032,0.10026666666666667,A02_substitute,1.2829927206039429,0.86504727602005,2.1997266740816697,0.5834462642669678,last_block_ln_head
0,12032,0.10026666666666667,A03_copy,0.8821011185646057,0.6523902416229248,1.8281920426264384,0.5286725163459778,last_block_ln_head
0,12032,0.10026666666666667,A04_reverse,0.7428780198097229,0.751690685749054,0.9766898054645778,0.32595589756965637,last_block_ln_head
0,12032,0.10026666666666667,A06_copy,0.891590416431427,0.6542339324951172,1.8572256110623786,0.5330520868301392,last_block_ln_head
0,12032,0.10026666666666667,A07_reverse,0.7496709823608398,0.7762859463691711,0.932605528072495,0.310168981552124,last_block_ln_head
0,12032,0.10026666666666667,C06_reverse_then_substitute_02_00,1.2748521566390991,0.8542255163192749,2.227278747161855,0.5873949527740479,last_block_ln_head
0,12032,0.10026666666666667,C07_substitute_then_reverse_04_03,0.7466211318969727,0.7663164734840393,0.9492579313996559,0.31593912839889526,last_block_ln_head
0,12032,0.10026666666666667,K00_shortcut_for_A00_copy,0.8856300115585327,0.6812790632247925,1.6898750529114657,0.505085289478302,last_block_ln_head
0,12032,0.10026666666666667,K01_shortcut_for_A07_reverse,0.896346926689148,0.604773998260498,2.1966759954816872,0.583046555519104,last_block_ln_head
0,12032,0.10026666666666667,K02_shortcut_for_A04_reverse,0.9000885486602783,0.6455621719360352,1.9439911834653414,0.5471249222755432,last_block_ln_head
0,12032,0.10026666666666667,S00_surface_rotate,0.7565684914588928,0.7900367975234985,0.9170686752602231,0.30492302775382996,last_block_ln_head
0,12032,0.10026666666666667,S01_surface_rotate,0.7131608724594116,0.7929168939590454,0.8089462077373449,0.2634371221065521,last_block_ln_head
0,12032,0.10026666666666667,S02_surface_rotate,0.6932007670402527,0.8520519137382507,0.6618902293884854,0.1979057788848877,last_block_ln_head
0,12032,0.10026666666666667,U00_unrelated_substitute,1.3089878559112549,0.8659329414367676,2.2850869081895024,0.5942055583000183,last_block_ln_head
0,12032,0.10026666666666667,U01_unrelated_substitute,1.329466700553894,0.8854447603225708,2.254405191511055,0.5904316902160645,last_block_ln_head
0,12032,0.10026666666666667,U02_unrelated_substitute,1.3410316705703735,0.8656437993049622,2.399935685327809,0.6079874038696289,last_block_ln_head
0,24064,0.20053333333333334,A00_copy,0.5707666873931885,0.4327074885368347,1.7399165068571834,0.513837993144989,last_block_ln_head
0,24064,0.20053333333333334,A02_substitute,1.7267411947250366,1.194764494895935,2.08876642154459,0.5689290165901184,last_block_ln_head
0,24064,0.20053333333333334,A03_copy,0.602262020111084,0.45533284544944763,1.74949623469618,0.5177475214004517,last_block_ln_head
0,24064,0.20053333333333334,A04_reverse,0.7257641553878784,0.5912789702415466,1.5066285164592619,0.4685184955596924,last_block_ln_head
0,24064,0.20053333333333334,A06_copy,0.6191284656524658,0.4651123583316803,1.7719267618940249,0.5230658054351807,last_block_ln_head
