pair_id,component,composite,source_role,source_task,target_task,seed,data_seen,checkpoint_fraction,gradient_cosine,source_gradient_norm,target_gradient_norm,linear_cka,param_subset
2,A04_reverse,C07_substitute_then_reverse_04_03,different_operation_control,U02_unrelated_substitute,C07_substitute_then_reverse_04_03,0,0,0.0,0.5020115872106353,0.6240999698638916,0.6050304770469666,0.8492847681045532,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,fake_component_control,K00_shortcut_for_A00_copy,C07_substitute_then_reverse_04_03,0,0,0.0,0.5037259942965814,0.648822009563446,0.6050304770469666,0.8457512259483337,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,surface_control,S02_surface_rotate,C07_substitute_then_reverse_04_03,0,0,0.0,0.5586896375677015,0.6633140444755554,0.6050304770469666,0.8454059362411499,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,exact_component,A03_copy,C07_substitute_then_reverse_04_03,0,0,0.0,0.5347258594772402,0.6330202221870422,0.6050304770469666,0.8447221517562866,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,same_operation_control,A06_copy,C07_substitute_then_reverse_04_03,0,0,0.0,0.4723165589257109,0.6532104015350342,0.6050304770469666,0.8443585634231567,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,different_operation_control,U01_unrelated_substitute,C07_substitute_then_reverse_04_03,0,0,0.0,0.4879814493372126,0.6367226243019104,0.6050304770469666,0.8448567390441895,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,fake_component_control,K02_shortcut_for_A04_reverse,C07_substitute_then_reverse_04_03,0,0,0.0,0.5372036997559925,0.6381696462631226,0.6050304770469666,0.8423518538475037,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,surface_control,S01_surface_rotate,C07_substitute_then_reverse_04_03,0,0,0.0,0.5100336739640933,0.6398217082023621,0.6050304770469666,0.8431688547134399,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,exact_component,A02_substitute,C06_reverse_then_substitute_02_00,0,6144,0.0512,0.18844647557700694,0.46979326009750366,0.48761942982673645,0.8438111543655396,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,same_operation_control,U00_unrelated_substitute,C06_reverse_then_substitute_02_00,0,6144,0.0512,0.1266559478875288,0.45915868878364563,0.48761942982673645,0.8430824279785156,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,different_operation_control,A07_reverse,C06_reverse_then_substitute_02_00,0,6144,0.0512,0.10219672403100082,0.45099014043807983,0.48761942982673645,0.8444601893424988,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,fake_component_control,K01_shortcut_for_A07_reverse,C06_reverse_then_substitute_02_00,0,6144,0.0512,0.047910104798760025,0.4867693781852722,0.48761942982673645,0.840146541595459,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,surface_control,S00_surface_rotate,C06_reverse_then_substitute_02_00,0,6144,0.0512,-0.0032436228297364716,0.4853561222553253,0.48761942982673645,0.8396380543708801,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,exact_component,A00_copy,C06_reverse_then_substitute_02_00,0,6144,0.0512,0.11664176978288356,0.4506223201751709,0.48761942982673645,0.8419514894485474,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,same_operation_control,A06_copy,C06_reverse_then_substitute_02_00,0,6144,0.0512,0.18865772591495494,0.5186116099357605,0.48761942982673645,0.8420926928520203,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,different_operation_control,U02_unrelated_substitute,C06_reverse_then_substitute_02_00,0,6144,0.0512,0.00810537902931443,0.4932299852371216,0.48761942982673645,0.8413699865341187,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,fake_component_control,K00_shortcut_for_A00_copy,C06_reverse_then_substitute_02_00,0,6144,0.0512,0.02499837961971953,0.48608168959617615,0.48761942982673645,0.8383188843727112,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,surface_control,S02_surface_rotate,C06_reverse_then_substitute_02_00,0,6144,0.0512,-0.055015890990199,0.4582006335258484,0.48761942982673645,0.8403133749961853,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,exact_component,A04_reverse,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.1807791814381719,0.47149473428726196,0.3956628441810608,0.8402323722839355,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,same_operation_control,A07_reverse,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.05068322656503887,0.45099014043807983,0.3956628441810608,0.838118851184845,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,different_operation_control,U02_unrelated_substitute,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.04279201413215117,0.4932299852371216,0.3956628441810608,0.8411992192268372,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,fake_component_control,K00_shortcut_for_A00_copy,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.14108339821136887,0.48608168959617615,0.3956628441810608,0.8371663689613342,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,surface_control,S02_surface_rotate,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.17689009837228437,0.4582006335258484,0.3956628441810608,0.8368330001831055,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,exact_component,A03_copy,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.08871530808132312,0.46569621562957764,0.3956628441810608,0.8358153104782104,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,same_operation_control,A06_copy,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.11849078370653934,0.5186116099357605,0.3956628441810608,0.8366576433181763,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,different_operation_control,U01_unrelated_substitute,C07_substitute_then_reverse_04_03,0,6144,0.0512,-0.004126474197052548,0.4838159382343292,0.3956628441810608,0.8360741138458252,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,fake_component_control,K02_shortcut_for_A04_reverse,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.2410400564528125,0.5146118402481079,0.3956628441810608,0.8354429006576538,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,surface_control,S01_surface_rotate,C07_substitute_then_reverse_04_03,0,6144,0.0512,0.09538490069789347,0.4708022177219391,0.3956628441810608,0.8315900564193726,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,exact_component,A02_substitute,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,0.8707484855456068,1.2829920053482056,1.2748517990112305,0.46248379349708557,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,same_operation_control,U00_unrelated_substitute,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,0.04841112945264043,1.3089872598648071,1.2748517990112305,0.47103872895240784,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,different_operation_control,A07_reverse,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,-0.038194178119197335,0.7496680617332458,1.2748517990112305,0.4659379720687866,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,fake_component_control,K01_shortcut_for_A07_reverse,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,-0.2290192628736385,0.896346390247345,1.2748517990112305,0.4711742103099823,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,surface_control,S00_surface_rotate,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,0.08798769916184143,0.7565664649009705,1.2748517990112305,0.4612863063812256,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,exact_component,A00_copy,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,-0.2348032032685473,0.8818721771240234,1.2748517990112305,0.46967068314552307,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,same_operation_control,A06_copy,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,-0.2242611747617807,0.8915897011756897,1.2748517990112305,0.4596709907054901,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,different_operation_control,U02_unrelated_substitute,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,-0.0031811278143669044,1.3410309553146362,1.2748517990112305,0.46889492869377136,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,fake_component_control,K00_shortcut_for_A00_copy,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,-0.2502973878997124,0.8856290578842163,1.2748517990112305,0.4715839624404907,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,surface_control,S02_surface_rotate,C06_reverse_then_substitute_02_00,0,12032,0.10026666666666667,0.15151455827107543,0.6932002902030945,1.2748517990112305,0.45523306727409363,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,exact_component,A04_reverse,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,0.648894927740096,0.7428749203681946,0.7466188669204712,0.47926464676856995,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,same_operation_control,A07_reverse,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,0.6448873733164833,0.7496680617332458,0.7466188669204712,0.47069767117500305,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,different_operation_control,U02_unrelated_substitute,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,-0.017907403743883485,1.3410309553146362,0.7466188669204712,0.47474178671836853,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,fake_component_control,K00_shortcut_for_A00_copy,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,-0.05621869874104969,0.8856290578842163,0.7466188669204712,0.4742501974105835,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,surface_control,S02_surface_rotate,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,0.04288261993663489,0.6932002902030945,0.7466188669204712,0.4617134630680084,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,exact_component,A03_copy,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,-0.05613710300745151,0.8821004629135132,0.7466188669204712,0.46925511956214905,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,same_operation_control,A06_copy,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,-0.06792133002923816,0.8915897011756897,0.7466188669204712,0.46466848254203796,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,different_operation_control,U01_unrelated_substitute,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,-0.03904693092688148,1.3294659852981567,0.7466188669204712,0.4590224027633667,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,fake_component_control,K02_shortcut_for_A04_reverse,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,-0.03967624490624407,0.9000880122184753,0.7466188669204712,0.4704447388648987,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,surface_control,S01_surface_rotate,C07_substitute_then_reverse_04_03,0,12032,0.10026666666666667,0.27372255284524416,0.713159441947937,0.7466188669204712,0.4624359607696533,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,exact_component,A02_substitute,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,0.8663668322103706,1.7267403602600098,1.7610127925872803,0.05369469150900841,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,same_operation_control,U00_unrelated_substitute,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,0.1974160937167054,2.127066135406494,1.7610127925872803,0.05312659218907356,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,different_operation_control,A07_reverse,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,-0.24098098471940976,0.7286380529403687,1.7610127925872803,0.051080163568258286,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,fake_component_control,K01_shortcut_for_A07_reverse,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,-0.38496716464769887,0.595228910446167,1.7610127925872803,0.05028976872563362,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,surface_control,S00_surface_rotate,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,0.18581277690377168,1.1677091121673584,1.7610127925872803,0.04981742054224014,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,exact_component,A00_copy,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,-0.4049695914436882,0.5707650184631348,1.7610127925872803,0.04546389356255531,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,same_operation_control,A06_copy,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,-0.3514344419222268,0.6191268563270569,1.7610127925872803,0.04847229644656181,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,different_operation_control,U02_unrelated_substitute,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,0.17210100916087423,2.1381337642669678,1.7610127925872803,0.04374869912862778,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,fake_component_control,K00_shortcut_for_A00_copy,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,-0.42275000420379283,0.5699999332427979,1.7610127925872803,0.05592544004321098,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,surface_control,S02_surface_rotate,C06_reverse_then_substitute_02_00,0,24064,0.20053333333333334,0.3108203465082274,1.4781103134155273,1.7610127925872803,0.048223841935396194,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,exact_component,A04_reverse,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,0.750030908757095,0.7257619500160217,0.7301512360572815,0.05992918089032173,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,same_operation_control,A07_reverse,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,0.7613439026324048,0.7286380529403687,0.7301512360572815,0.052321940660476685,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,different_operation_control,U02_unrelated_substitute,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,-0.11794013852970013,2.1381337642669678,0.7301512360572815,0.049200162291526794,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,fake_component_control,K00_shortcut_for_A00_copy,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,-0.2931155548740742,0.5699999332427979,0.7301512360572815,0.053745340555906296,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,surface_control,S02_surface_rotate,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,-0.14641822647306355,1.4781103134155273,0.7301512360572815,0.04771925136446953,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,exact_component,A03_copy,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,-0.31621320029891753,0.6022608280181885,0.7301512360572815,0.04838411882519722,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,same_operation_control,A06_copy,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,-0.354400990303523,0.6191268563270569,0.7301512360572815,0.05603456869721413,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,different_operation_control,U01_unrelated_substitute,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,-0.23705965542417698,1.8059000968933105,0.7301512360572815,0.055995192378759384,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,fake_component_control,K02_shortcut_for_A04_reverse,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,-0.29152693983933337,0.5852339267730713,0.7301512360572815,0.05463581904768944,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,surface_control,S01_surface_rotate,C07_substitute_then_reverse_04_03,0,24064,0.20053333333333334,0.10038295070741995,1.1273256540298462,0.7301512360572815,0.053178008645772934,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,exact_component,A02_substitute,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,0.8242678098183905,1.6669573783874512,1.7038838863372803,0.06270209699869156,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,same_operation_control,U00_unrelated_substitute,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,0.17299009591317918,2.0312042236328125,1.7038838863372803,0.06334645301103592,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,different_operation_control,A07_reverse,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,-0.3150907164756756,0.8503433465957642,1.7038838863372803,0.06063174456357956,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,fake_component_control,K01_shortcut_for_A07_reverse,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,-0.2684527517551796,0.588359534740448,1.7038838863372803,0.060185350477695465,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,surface_control,S00_surface_rotate,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,0.03590516884094251,1.5615955591201782,1.7038838863372803,0.0550236850976944,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,exact_component,A00_copy,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,-0.2970498791210362,0.5452776551246643,1.7038838863372803,0.04841575771570206,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,same_operation_control,A06_copy,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,-0.27308798403813256,0.5725620985031128,1.7038838863372803,0.05098896473646164,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,different_operation_control,U02_unrelated_substitute,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,0.16931404524510268,2.0608279705047607,1.7038838863372803,0.060086894780397415,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,fake_component_control,K00_shortcut_for_A00_copy,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,-0.30508899575065923,0.5659477710723877,1.7038838863372803,0.05952832102775574,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,surface_control,S02_surface_rotate,C06_reverse_then_substitute_02_00,0,48128,0.4010666666666667,0.20934892504996544,1.6242284774780273,1.7038838863372803,0.05781178921461105,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,exact_component,A04_reverse,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,0.7900303866206349,0.8341140151023865,0.842058539390564,0.05999964475631714,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,same_operation_control,A07_reverse,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,0.7959689040778185,0.8503433465957642,0.842058539390564,0.05678244307637215,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,different_operation_control,U02_unrelated_substitute,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,-0.2048377738442611,2.0608279705047607,0.842058539390564,0.05837908387184143,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,fake_component_control,K00_shortcut_for_A00_copy,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,-0.3115487693599932,0.5659477710723877,0.842058539390564,0.05495132878422737,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,surface_control,S02_surface_rotate,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,-0.2608544033003723,1.6242284774780273,0.842058539390564,0.05405605956912041,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,exact_component,A03_copy,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,-0.3421036588590567,0.5454177856445312,0.842058539390564,0.056068167090415955,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,same_operation_control,A06_copy,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,-0.32627353552856797,0.5725620985031128,0.842058539390564,0.053969062864780426,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,different_operation_control,U01_unrelated_substitute,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,-0.31905882937892244,1.7698875665664673,0.842058539390564,0.0641428604722023,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,fake_component_control,K02_shortcut_for_A04_reverse,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,-0.34416349943776364,0.5564954280853271,0.842058539390564,0.06195656955242157,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,surface_control,S01_surface_rotate,C07_substitute_then_reverse_04_03,0,48128,0.4010666666666667,-0.2332698477636298,1.720091462135315,0.842058539390564,0.0631028413772583,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,exact_component,A02_substitute,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,0.7693201419272886,1.4379713535308838,1.497506856918335,0.1545557677745819,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,same_operation_control,U00_unrelated_substitute,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,0.03553311260925279,1.9964326620101929,1.497506856918335,0.16184842586517334,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,different_operation_control,A07_reverse,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,-0.17259189017754933,0.9521952271461487,1.497506856918335,0.12770995497703552,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,fake_component_control,K01_shortcut_for_A07_reverse,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,-0.15642913068337339,0.667657732963562,1.497506856918335,0.11385787278413773,last_block_ln_head
0,A02_substitute,C06_reverse_then_substitute_02_00,surface_control,S00_surface_rotate,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,-0.0007390850205322975,2.258814573287964,1.497506856918335,0.15831269323825836,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,exact_component,A00_copy,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,-0.20156386614783312,0.6494849324226379,1.497506856918335,0.1073886826634407,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,same_operation_control,A06_copy,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,-0.17251942725096656,0.6368696689605713,1.497506856918335,0.11254502087831497,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,different_operation_control,U02_unrelated_substitute,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,-0.026039058034946497,1.991601824760437,1.497506856918335,0.1617911159992218,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,fake_component_control,K00_shortcut_for_A00_copy,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,-0.16698166106481793,0.6813711524009705,1.497506856918335,0.11100713163614273,last_block_ln_head
1,A00_copy,C06_reverse_then_substitute_02_00,surface_control,S02_surface_rotate,C06_reverse_then_substitute_02_00,0,120064,1.0005333333333333,-0.133934905434489,1.833733320236206,1.497506856918335,0.16432879865169525,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,exact_component,A04_reverse,C07_substitute_then_reverse_04_03,0,120064,1.0005333333333333,0.8559111371009606,0.927571177482605,0.9700539112091064,0.1346587985754013,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,same_operation_control,A07_reverse,C07_substitute_then_reverse_04_03,0,120064,1.0005333333333333,0.8675340764162326,0.9521952271461487,0.9700539112091064,0.13454344868659973,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,different_operation_control,U02_unrelated_substitute,C07_substitute_then_reverse_04_03,0,120064,1.0005333333333333,-0.10793271607355057,1.991601824760437,0.9700539112091064,0.12656396627426147,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,fake_component_control,K00_shortcut_for_A00_copy,C07_substitute_then_reverse_04_03,0,120064,1.0005333333333333,-0.6400540660069604,0.6813711524009705,0.9700539112091064,0.11313936859369278,last_block_ln_head
2,A04_reverse,C07_substitute_then_reverse_04_03,surface_control,S02_surface_rotate,C07_substitute_then_reverse_04_03,0,120064,1.0005333333333333,0.11747681519964422,1.833733320236206,0.9700539112091064,0.12593644857406616,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,exact_component,A03_copy,C07_substitute_then_reverse_04_03,0,120064,1.0005333333333333,-0.6210389346114846,0.6201184391975403,0.9700539112091064,0.11570087820291519,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,same_operation_control,A06_copy,C07_substitute_then_reverse_04_03,0,120064,1.0005333333333333,-0.6179935219843297,0.6368696689605713,0.9700539112091064,0.11199478805065155,last_block_ln_head
3,A03_copy,C07_substitute_then_reverse_04_03,different_operation_control,U01_unrelated_substitute,C07_substitute_then_reverse_04_03,0,120064,1.0005333333333333,-0.20969131476020483,1.5550371408462524,0.9700539112091064,0.12746407091617584,last_block_ln_head
