condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,A00_copy,atomic,,0.9,2,exact_match,0.8828125,0.8828125,0.8828125
baseline,0,A01_reverse,atomic,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,A02_substitute,atomic,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,A03_copy,atomic,,0.9,2,exact_match,0.875,0.875,0.875
baseline,0,A04_reverse,atomic,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,A05_substitute,atomic,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,A06_copy,atomic,,0.9,2,exact_match,0.89453125,0.89453125,0.89453125
baseline,0,A07_reverse,atomic,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,C00_reverse_then_substitute_01_06,composite,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,C01_substitute_then_reverse_03_04,composite,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,C02_copy_then_substitute_04_07,composite,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,C03_reverse_then_substitute_01_06,composite,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,C04_substitute_then_reverse_02_06,composite,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,C05_copy_then_substitute_05_07,composite,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,K00_shortcut_for_A00_copy,shortcut,,0.9,2,exact_match,0.9296875,0.9296875,0.9296875
baseline,0,K01_shortcut_for_A06_copy,shortcut,,0.9,2,exact_match,0.88671875,0.88671875,0.88671875
baseline,0,S00_surface_rotate,surface_control,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,S01_surface_rotate,surface_control,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,U00_unrelated_substitute,unrelated,,0.9,2,exact_match,0.0,0.0,0.0
baseline,0,U01_unrelated_substitute,unrelated,,0.9,2,exact_match,0.0,0.0,0.0
