component,composite,unrelated_control,fake_component_control,surface_control,same_operation_control,different_operation_control
A05_substitute,C00_reverse_then_substitute_02_05,U01_unrelated_substitute,K02_shortcut_for_A00_copy,S01_surface_rotate,U01_unrelated_substitute,A03_copy
