condition,task_name,role,acquisition_rate,mean_censored_acquired_at,mean_final_metric,mean_censored_expected_direction_rate,mean_final_expected_direction_rate
baseline,A05_substitute,component,0.0,250112.0,0.07779948338866234,0.0,0.45714285714285713
baseline,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.03886718843132257,0.0,0.45714285714285713
baseline,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.02454427145421504,0.0,0.45714285714285713
baseline,A03_copy,different_operation_control,0.9,157670.4,0.7537109553813934,0.0,0.45714285714285713
baseline,K02_shortcut_for_A00_copy,fake_component_control,0.9,150374.4,0.7550455927848816,0.0,0.45714285714285713
baseline,S01_surface_rotate,surface_control,0.0,250112.0,0.3806966245174408,0.0,0.45714285714285713
corrupt_component_strong,A05_substitute,component,0.0,250112.0,0.040039063710719344,0.0,0.45714285714285713
corrupt_component_strong,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.04436849094927311,0.0,0.45714285714285713
corrupt_component_strong,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.029329427424818262,0.0,0.45714285714285713
corrupt_component_strong,A03_copy,different_operation_control,1.0,136089.6,0.7688476741313934,0.0,0.45714285714285713
corrupt_component_strong,K02_shortcut_for_A00_copy,fake_component_control,1.0,137190.4,0.7660807549953461,0.0,0.45714285714285713
corrupt_component_strong,S01_surface_rotate,surface_control,0.0,250112.0,0.4098307371139526,0.0,0.45714285714285713
corrupt_different_operation_matched_strong,A05_substitute,component,0.0,250112.0,0.07242838889360427,0.0,0.45714285714285713
corrupt_different_operation_matched_strong,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.038085938803851596,0.0,0.45714285714285713
corrupt_different_operation_matched_strong,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.02545573003590106,0.0,0.45714285714285713
corrupt_different_operation_matched_strong,A03_copy,different_operation_control,0.9,165273.6,0.7459635615348816,0.0,0.45714285714285713
corrupt_different_operation_matched_strong,K02_shortcut_for_A00_copy,fake_component_control,0.9,166220.8,0.7448242425918579,0.0,0.45714285714285713
corrupt_different_operation_matched_strong,S01_surface_rotate,surface_control,0.0,250112.0,0.41725261211395265,0.0,0.45714285714285713
corrupt_same_operation_unrelated_strong,A05_substitute,component,0.0,250112.0,0.06302083488553763,0.0,0.45714285714285713
corrupt_same_operation_unrelated_strong,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.0374674491584301,0.0,0.45714285714285713
corrupt_same_operation_unrelated_strong,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.01585286511108277,0.0,0.45714285714285713
corrupt_same_operation_unrelated_strong,A03_copy,different_operation_control,1.0,146457.6,0.7682617425918579,0.0,0.45714285714285713
corrupt_same_operation_unrelated_strong,K02_shortcut_for_A00_copy,fake_component_control,1.0,149862.4,0.7673828303813934,0.0,0.45714285714285713
corrupt_same_operation_unrelated_strong,S01_surface_rotate,surface_control,0.0,250112.0,0.3972981870174408,0.0,0.45714285714285713
delay_component_strong,A05_substitute,component,0.0,250112.0,0.06015625149011612,0.0,0.45714285714285713
delay_component_strong,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.03740234486758709,0.0,0.45714285714285713
delay_component_strong,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.02581380261108277,0.0,0.45714285714285713
delay_component_strong,A03_copy,different_operation_control,0.8,172211.2,0.7401041924953461,0.0,0.45714285714285713
delay_component_strong,K02_shortcut_for_A00_copy,fake_component_control,0.8,171622.4,0.7432291865348816,0.0,0.45714285714285713
delay_component_strong,S01_surface_rotate,surface_control,0.0,250112.0,0.41383464336395265,0.0,0.45714285714285713
delay_different_operation_matched_strong,A05_substitute,component,0.0,250112.0,0.0801432317122817,0.0,0.45714285714285713
delay_different_operation_matched_strong,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.03779296986758709,0.0,0.45714285714285713
delay_different_operation_matched_strong,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.02428385447710752,0.0,0.45714285714285713
delay_different_operation_matched_strong,A03_copy,different_operation_control,1.0,159667.2,0.7558593988418579,0.0,0.45714285714285713
delay_different_operation_matched_strong,K02_shortcut_for_A00_copy,fake_component_control,1.0,161740.8,0.7567708492279053,0.0,0.45714285714285713
delay_different_operation_matched_strong,S01_surface_rotate,surface_control,0.0,250112.0,0.3834635496139526,0.0,0.45714285714285713
delay_same_operation_unrelated_strong,A05_substitute,component,0.0,250112.0,0.09365234598517418,0.0,0.45714285714285713
delay_same_operation_unrelated_strong,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.03906250111758709,0.0,0.45714285714285713
delay_same_operation_unrelated_strong,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.024088542349636526,0.0,0.45714285714285713
delay_same_operation_unrelated_strong,A03_copy,different_operation_control,0.9,169062.4,0.7452799677848816,0.0,0.45714285714285713
delay_same_operation_unrelated_strong,K02_shortcut_for_A00_copy,fake_component_control,1.0,168934.4,0.7443359673023224,0.0,0.45714285714285713
delay_same_operation_unrelated_strong,S01_surface_rotate,surface_control,0.0,250112.0,0.3809895932674408,0.0,0.45714285714285713
pretrain_component,A05_substitute,component,1.0,0.0,0.06598307378590107,0.0,0.45714285714285713
pretrain_component,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.03938802182674408,0.0,0.45714285714285713
pretrain_component,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.025195313245058047,0.0,0.45714285714285713
pretrain_component,A03_copy,different_operation_control,0.9,180838.4,0.7753580927848815,0.0,0.45714285714285713
pretrain_component,K02_shortcut_for_A00_copy,fake_component_control,0.9,183116.8,0.7731119871139527,0.0,0.45714285714285713
pretrain_component,S01_surface_rotate,surface_control,0.0,250112.0,0.4157552242279053,0.0,0.45714285714285713
pretrain_different_operation_matched,A05_substitute,component,0.0,250112.0,0.05055338647216558,0.0,0.45714285714285713
pretrain_different_operation_matched,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.03740234468132257,0.0,0.45714285714285713
pretrain_different_operation_matched,U01_unrelated_substitute,unrelated_control,0.0,250112.0,0.02115885484963654,0.0,0.45714285714285713
pretrain_different_operation_matched,A03_copy,different_operation_control,1.0,0.0,0.7821614742279053,0.0,0.45714285714285713
pretrain_different_operation_matched,K02_shortcut_for_A00_copy,fake_component_control,1.0,0.0,0.7832356929779053,0.0,0.45714285714285713
pretrain_different_operation_matched,S01_surface_rotate,surface_control,0.0,250112.0,0.37789714336395264,0.0,0.45714285714285713
pretrain_same_operation_unrelated,A05_substitute,component,0.0,250112.0,0.06634114719927311,0.0,0.45714285714285713
pretrain_same_operation_unrelated,C00_reverse_then_substitute_02_05,composite,0.0,250112.0,0.03870442770421505,0.0,0.45714285714285713
pretrain_same_operation_unrelated,U01_unrelated_substitute,unrelated_control,1.0,0.0,0.025651042535901048,0.0,0.45714285714285713
pretrain_same_operation_unrelated,A03_copy,different_operation_control,0.7,188160.0,0.7617187738418579,0.0,0.45714285714285713
pretrain_same_operation_unrelated,K02_shortcut_for_A00_copy,fake_component_control,0.7,186086.4,0.7621419429779053,0.0,0.45714285714285713
pretrain_same_operation_unrelated,S01_surface_rotate,surface_control,0.0,250112.0,0.3779296979308128,0.0,0.45714285714285713
