seed,data_seen,checkpoint_fraction,task_name,gradient_norm,gradient_noise_rms,gradient_snr,within_gradient_alignment,param_subset
0,0,0.0,A01_reverse,0.6450101137161255,0.7900412678718567,0.6665511344866353,0.20000937581062317,last_block_ln_head
0,0,0.0,A02_substitute,0.6154390573501587,0.7842748165130615,0.6157912838522652,0.17487911880016327,last_block_ln_head
0,0,0.0,A03_copy,0.6071680784225464,0.7922085523605347,0.587406561904745,0.1615850329399109,last_block_ln_head
0,0,0.0,A04_reverse,0.6476755142211914,0.7522464990615845,0.7413010097139351,0.23421967029571533,last_block_ln_head
0,0,0.0,A05_substitute,0.6261029243469238,0.7599919438362122,0.6786931496563441,0.20609748363494873,last_block_ln_head
0,0,0.0,A07_reverse,0.6787916421890259,0.7891702055931091,0.7398294347047318,0.23329846560955048,last_block_ln_head
0,0,0.0,C03_reverse_then_substitute_07_02,0.5950492024421692,0.7770355343818665,0.5864405714116119,0.15958461165428162,last_block_ln_head
0,0,0.0,C06_reverse_then_substitute_05_07,0.6484134197235107,0.7565780878067017,0.734507897547729,0.2313697338104248,last_block_ln_head
0,0,0.0,K00_shortcut_for_A02_substitute,0.6678767204284668,0.7762778997421265,0.7402154973933582,0.23550884425640106,last_block_ln_head
0,0,0.0,K01_shortcut_for_A05_substitute,0.6249204874038696,0.7906091213226318,0.6247781839240978,0.17912523448467255,last_block_ln_head
0,0,0.0,K02_shortcut_for_A03_copy,0.6714661717414856,0.7677299380302429,0.7649469930365619,0.24532878398895264,last_block_ln_head
0,0,0.0,S00_surface_rotate,0.6191792488098145,0.7546796798706055,0.6731431737794473,0.20343446731567383,last_block_ln_head
0,0,0.0,S01_surface_rotate,0.6842227578163147,0.7539879679679871,0.8235048633383616,0.26701590418815613,last_block_ln_head
0,0,0.0,S02_surface_rotate,0.6186796426773071,0.7468000054359436,0.6863142157447176,0.20908884704113007,last_block_ln_head
0,0,0.0,U00_unrelated_substitute,0.6131027340888977,0.8076017498970032,0.5763310122771137,0.1551772803068161,last_block_ln_head
0,0,0.0,U01_unrelated_substitute,0.6385650038719177,0.760668933391571,0.7047236989995436,0.21918070316314697,last_block_ln_head
0,6144,0.0512,A01_reverse,0.45752325654029846,0.7602298259735107,0.36219009857123363,0.02081974223256111,last_block_ln_head
0,6144,0.0512,A02_substitute,0.49825793504714966,0.787603497505188,0.40021480404656884,0.04915078729391098,last_block_ln_head
0,6144,0.0512,A03_copy,0.4551700949668884,0.7942715883255005,0.3284047136120667,0.005235597491264343,last_block_ln_head
0,6144,0.0512,A04_reverse,0.47556042671203613,0.7127861976623535,0.44513614883842134,0.07732623815536499,last_block_ln_head
0,6144,0.0512,A05_substitute,0.5378166437149048,0.7578467726707458,0.5036231011359097,0.11064521968364716,last_block_ln_head
0,6144,0.0512,A07_reverse,0.539207398891449,0.790571928024292,0.46518846241814477,0.08794505894184113,last_block_ln_head
0,6144,0.0512,C03_reverse_then_substitute_07_02,0.4600541591644287,0.7738496661186218,0.35343105049975326,0.014099802821874619,last_block_ln_head
0,6144,0.0512,C06_reverse_then_substitute_05_07,0.5046601295471191,0.7589054107666016,0.44220404966191507,0.07521692663431168,last_block_ln_head
0,6144,0.0512,K00_shortcut_for_A02_substitute,0.5502703785896301,0.7414688467979431,0.5507651243329539,0.14539967477321625,last_block_ln_head
0,6144,0.0512,K01_shortcut_for_A05_substitute,0.47620347142219543,0.7819719910621643,0.3708537985834922,0.02566833794116974,last_block_ln_head
0,6144,0.0512,K02_shortcut_for_A03_copy,0.5048564076423645,0.7337358593940735,0.47343054852960575,0.09517882764339447,last_block_ln_head
0,6144,0.0512,S00_surface_rotate,0.4280959963798523,0.7273555397987366,0.34640874668351695,0.008894514292478561,last_block_ln_head
0,6144,0.0512,S01_surface_rotate,0.4986850619316101,0.7201345562934875,0.4795406282869984,0.10104286670684814,last_block_ln_head
0,6144,0.0512,S02_surface_rotate,0.434457391500473,0.7100157141685486,0.3744194984534067,0.029882848262786865,last_block_ln_head
0,6144,0.0512,U00_unrelated_substitute,0.49102911353111267,0.8223143815994263,0.3565649789924635,0.018103955313563347,last_block_ln_head
0,6144,0.0512,U01_unrelated_substitute,0.4785389304161072,0.7453895211219788,0.4121620380907187,0.059015821665525436,last_block_ln_head
0,12032,0.10026666666666667,A01_reverse,0.7089966535568237,0.7517164349555969,0.8895703036320279,0.29414066672325134,last_block_ln_head
0,12032,0.10026666666666667,A02_substitute,1.0267667770385742,0.8260507583618164,1.5450060097405058,0.4766988158226013,last_block_ln_head
0,12032,0.10026666666666667,A03_copy,0.8306328058242798,0.686210036277771,1.4652240452775374,0.4597722887992859,last_block_ln_head
0,12032,0.10026666666666667,A04_reverse,0.6789578199386597,0.728999674320221,0.8674230216549258,0.28591278195381165,last_block_ln_head
0,12032,0.10026666666666667,A05_substitute,1.0431574583053589,0.8175699710845947,1.627982986947084,0.49424976110458374,last_block_ln_head
0,12032,0.10026666666666667,A07_reverse,0.7204748392105103,0.7500167489051819,0.9227747257511146,0.3063955307006836,last_block_ln_head
0,12032,0.10026666666666667,C03_reverse_then_substitute_07_02,0.7500810027122498,0.8171007633209229,0.8426846546523047,0.2762405574321747,last_block_ln_head
0,12032,0.10026666666666667,C06_reverse_then_substitute_05_07,0.783941924571991,0.810969352722168,0.9344561128959149,0.3111020624637604,last_block_ln_head
0,12032,0.10026666666666667,K00_shortcut_for_A02_substitute,0.8577755093574524,0.6839000582695007,1.5731206565341744,0.48328205943107605,last_block_ln_head
0,12032,0.10026666666666667,K01_shortcut_for_A05_substitute,0.8285124897956848,0.6915808916091919,1.4351992027593223,0.45261436700820923,last_block_ln_head
0,12032,0.10026666666666667,K02_shortcut_for_A03_copy,0.8349880576133728,0.671777606010437,1.5449325039732602,0.4768372178077698,last_block_ln_head
0,12032,0.10026666666666667,S00_surface_rotate,0.6207116842269897,0.7530834078788757,0.6793501616580456,0.20654964447021484,last_block_ln_head
0,12032,0.10026666666666667,S01_surface_rotate,0.6211208701133728,0.7950629591941833,0.6103081673929216,0.17201177775859833,last_block_ln_head
0,12032,0.10026666666666667,S02_surface_rotate,0.5760027766227722,0.7761355042457581,0.5507748117659858,0.14008325338363647,last_block_ln_head
0,12032,0.10026666666666667,U00_unrelated_substitute,1.1996954679489136,0.8913945555686951,1.8113487296229362,0.5260719656944275,last_block_ln_head
0,12032,0.10026666666666667,U01_unrelated_substitute,1.1682627201080322,0.8201815485954285,2.0289018615291528,0.5617203116416931,last_block_ln_head
0,24064,0.20053333333333334,A01_reverse,0.9107429385185242,0.6814602017402649,1.7861198476593103,0.521442711353302,last_block_ln_head
0,24064,0.20053333333333334,A02_substitute,1.4639002084732056,1.0604664087295532,1.90558831474406,0.5434877276420593,last_block_ln_head
0,24064,0.20053333333333334,A03_copy,0.777087926864624,0.5528605580329895,1.9756457254974753,0.5526121854782104,last_block_ln_head
0,24064,0.20053333333333334,A04_reverse,0.8781747221946716,0.6581481099128723,1.7803878323197846,0.5208749175071716,last_block_ln_head
0,24064,0.20053333333333334,A05_substitute,1.542177438735962,1.0450688600540161,2.177604080213178,0.5815271139144897,last_block_ln_head
0,24064,0.20053333333333334,A07_reverse,0.916671872138977,0.6871841549873352,1.779432697964272,0.5213550925254822,last_block_ln_head
0,24064,0.20053333333333334,C03_reverse_then_substitute_07_02,1.406733751296997,1.086621642112732,1.6759734238545236,0.5018360018730164,last_block_ln_head
0,24064,0.20053333333333334,C06_reverse_then_substitute_05_07,1.4467886686325073,1.0589394569396973,1.8666718356083178,0.5350685119628906,last_block_ln_head
0,24064,0.20053333333333334,K00_shortcut_for_A02_substitute,0.8220013380050659,0.5800366997718811,2.0083254030486,0.5581926107406616,last_block_ln_head
0,24064,0.20053333333333334,K01_shortcut_for_A05_substitute,0.8286049365997314,0.5878031849861145,1.9871524299178385,0.5539686679840088,last_block_ln_head
0,24064,0.20053333333333334,K02_shortcut_for_A03_copy,0.8432621955871582,0.5950271487236023,2.0084068493491207,0.5572383403778076,last_block_ln_head
0,24064,0.20053333333333334,S00_surface_rotate,1.2064204216003418,0.9019177556037903,1.7892189319415182,0.5234969854354858,last_block_ln_head
0,24064,0.20053333333333334,S01_surface_rotate,1.4013748168945312,1.1212506294250488,1.5620796465800597,0.4793360233306885,last_block_ln_head
0,24064,0.20053333333333334,S02_surface_rotate,1.321090817451477,1.0991662740707397,1.4445697712582266,0.45508164167404175,last_block_ln_head
0,24064,0.20053333333333334,U00_unrelated_substitute,1.9891362190246582,1.2089383602142334,2.707202599341043,0.6405910849571228,last_block_ln_head
0,24064,0.20053333333333334,U01_unrelated_substitute,1.9790867567062378,1.1530207395553589,2.9461536630189644,0.6630698442459106,last_block_ln_head
0,48128,0.4010666666666667,A01_reverse,1.0849913358688354,0.6993361711502075,2.407024950141305,0.6105830669403076,last_block_ln_head
0,48128,0.4010666666666667,A02_substitute,1.6937998533248901,1.2174618244171143,1.9355905273414589,0.5475785732269287,last_block_ln_head
0,48128,0.4010666666666667,A03_copy,0.934161901473999,0.585204541683197,2.548172861849539,0.6260582804679871,last_block_ln_head
0,48128,0.4010666666666667,A04_reverse,1.0917818546295166,0.6727346777915955,2.6338079419826403,0.634263277053833,last_block_ln_head
0,48128,0.4010666666666667,A05_substitute,1.7694902420043945,1.2297924757003784,2.0702969608995545,0.5666499137878418,last_block_ln_head
0,48128,0.4010666666666667,A07_reverse,1.116254448890686,0.6916020512580872,2.605036844027006,0.6327716708183289,last_block_ln_head
0,48128,0.4010666666666667,C03_reverse_then_substitute_07_02,1.5896241664886475,1.2121459245681763,1.7198046937767693,0.5098961591720581,last_block_ln_head
0,48128,0.4010666666666667,C06_reverse_then_substitute_05_07,1.658257007598877,1.1796751022338867,1.9759633218318537,0.5525556206703186,last_block_ln_head
