source_run_dir,source_model_name,model_name,composite_slice_id,component_ids,n_metrics,n_component_lag_metrics,n_composite_ahead_metrics,component_lag_rate,composite_ahead_rate,mean_composite_minus_component_final,mean_composite_minus_component_delta,verdict,lag_metrics,ahead_metrics
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_max_then_compare,arith_max2;arith_compare,5,5,0,1.0,0.0,-0.101180126518011,-0.1439016046623388,component_lag_observational,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr;mean_logprob_margin,
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,5,5,0,1.0,0.0,-0.0728996656835079,-0.126089392354091,component_lag_observational,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr;mean_logprob_margin,
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_last,word_reverse2;word_last,5,4,1,0.8,0.2,-0.1155477186044057,-0.3475861648718513,component_lag_observational,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr,mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_add_then_compare,arith_add_small;arith_compare,5,3,2,0.6,0.4,-0.021852616717418,-0.1662583313882347,component_lag_observational,accuracy;mean_correct_mrr;mean_logprob_margin,mean_logprob_correct;mean_correct_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_sub_then_compare,arith_sub_small;arith_compare,5,3,2,0.6,0.4,-0.0103656222422917,-0.0206018278996149,component_lag_observational,accuracy;mean_correct_mrr;mean_logprob_margin,mean_logprob_correct;mean_correct_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_first_then_same,word_first;word_same,5,3,2,0.6,0.4,0.0065214894711971,0.0275399131079514,component_lag_observational,mean_logprob_correct;mean_correct_margin;mean_logprob_margin,accuracy;mean_correct_mrr
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_retrieve_then_compare,retrieval_number;arith_compare,5,2,3,0.4,0.6,0.0095872464279333,-0.0277580219010512,composite_ahead_observational,accuracy;mean_correct_mrr,mean_logprob_correct;mean_correct_margin;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_same,word_reverse2;word_same,5,2,3,0.4,0.6,0.023920847227176,-0.058074032018582,composite_ahead_observational,mean_logprob_correct;mean_correct_margin,accuracy;mean_correct_mrr;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_reverse_then_first,word_reverse2;word_first,5,1,4,0.2,0.8,0.0577079087495804,-0.0692531377077098,composite_ahead_observational,mean_logprob_correct,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_margin
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,comp_add_then_even,arith_add_small;arith_even,5,1,4,0.2,0.8,0.0936894463996092,0.1352641351521018,composite_ahead_observational,accuracy,mean_logprob_correct;mean_correct_margin;mean_correct_mrr;mean_logprob_margin
