source_run_dir,source_model_name,model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,all,29,0.25,-0.0086206896551724,0.2528735632183908,0.0867180904514155,0.0452562638165621,0.0916358670137504,-0.0353348224246055,-0.0843487153361776,0.0057414181493056,0.2383563443379761,0.0748731915187452,0.3345513848003064,-0.053042297520175,0.0263397020542416,-0.1092943104020704,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,atomic,16,0.26953125,0.00390625,0.2682291666666667,0.0231327829605958,0.2422424619488135,-0.1757214374744362,-0.1102031062866948,-0.2727291970905833,0.1249999999999999,0.1907061358885546,0.1175943763870072,0.3491481139498891,,,,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,composite,10,0.24375,-0.0125,0.2479166666666667,-0.4624720549085818,-0.4562898541875358,-0.3816931426845573,0.2852798563099785,0.2357118260399018,0.2690735833074785,,,,,,,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,true_atomic_composite,26,0.2596153846153846,-0.0024038461538461,0.2604166666666666,0.0466863713528896,0.0307539696141408,0.0393960525334526,-0.1018661005729304,-0.0782407613101553,-0.0694015926406408,0.1694423663855595,0.044516718379385,0.2824694766761897,-0.128938830554906,0.0,-0.1912464371488413,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,all,29,-0.6484304544483793,-0.3240224823098758,-0.6483192834360845,-0.3877732307978701,-0.2931823149838303,-0.1728388985293188,0.2960800597762852,0.2252783063515213,0.2421122896832834,-0.2084505375108328,-0.1538687259431583,0.0080573150409424,0.3555150875048892,0.2341196917715123,0.2774751902477184,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,atomic,16,-0.7068839299026877,-0.3962367551866919,-0.6557331156606475,-0.2481650881170208,-0.2317204136032423,-0.0777384613378619,0.1780485980731141,0.2685566354269471,0.0192885981245873,0.2719538874517027,0.3101496581612115,0.0488905865081712,,,,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,composite,10,-0.5337138928472995,-0.2067460216581821,-0.5798525432745615,-0.2456731098573896,0.0517206547068188,-0.2715334372107991,0.0940998490012301,0.0690065559342354,-0.1881996980024602,,,,,,,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,true_atomic_composite,26,-0.6402800694967692,-0.3233557038295727,-0.6265482801275375,-0.4311407495999335,-0.3395405583910019,-0.2362320720651393,0.3887401375212846,0.3519952658651208,0.1579686071199567,-0.2163065706369309,-0.1363903499582619,-0.1236037546496748,0.4110960958218893,0.3267686915507324,0.2108185106778919,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_mrr,all,29,0.5156249999999999,-0.0138290229885057,0.5231082375478927,0.0261497068999794,0.0339239671898519,0.0376568248981484,0.0147442689515508,-0.0948149355303655,0.0712081778566432,0.2268681002845022,0.0548417249560919,0.3523562585907458,-0.0390584488339339,0.0260132990857236,-0.112779866313159,,,
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_mrr,atomic,16,0.5270182291666666,-0.0097656249999999,0.5355902777777778,-0.0082344556676759,0.2945091708376693,-0.2610643663229609,0.0074296255519098,-0.2581704672060154,0.2836026266652016,0.2998961909327216,0.2627869024814206,0.3929415568106177,,,,,,
