dependency_signal,mean_composite_residual,median_composite_residual,frac_positive_composite_residual,true_mechanism,replicate
positive_residual,0.03989138607652324,0.026339074740490354,0.5833333333333334,learnability_only,27
no_positive_residual,-0.08322070805638153,-0.08634427644392151,0.25,learnability_only,28
no_positive_residual,-0.113612576077928,-0.07240830301030954,0.3333333333333333,learnability_only,29
positive_residual,0.015610957460986915,-0.006786625649565892,0.4166666666666667,learnability_only,30
no_positive_residual,-0.13558175485679325,-0.18550250392441114,0.3333333333333333,learnability_only,31
no_positive_residual,-0.07942560651613546,-0.0973763654236608,0.25,learnability_only,32
no_positive_residual,-0.06534204754154738,-0.0852451377045984,0.4166666666666667,learnability_only,33
positive_residual,0.05326447004244139,0.08359378293602404,0.6666666666666666,learnability_only,34
positive_residual,0.021768598705994197,0.08640240292718726,0.5833333333333334,learnability_only,35
positive_residual,0.20668296292654084,0.1042827073676067,0.5833333333333334,learnability_only,36
no_positive_residual,-0.06128631961381833,-0.04134100692381448,0.4166666666666667,learnability_only,37
positive_residual,0.052888085526018834,0.11064442284148512,0.6666666666666666,learnability_only,38
no_positive_residual,-0.09031647825773599,-0.11300255826493455,0.3333333333333333,learnability_only,39
no_positive_residual,-0.025184609857842766,-0.06377654285970724,0.3333333333333333,learnability_only,40
positive_residual,0.02761822135399979,0.0423416044568814,0.5833333333333334,learnability_only,41
no_positive_residual,-0.15356695953307575,-0.21630014396608477,0.25,learnability_only,42
no_positive_residual,-0.015564187990511366,-0.0013163418675494754,0.5,learnability_only,43
no_positive_residual,-0.13439870113863858,-0.24448985364271625,0.25,learnability_only,44
no_positive_residual,-0.10119508837168967,-0.148906568044878,0.3333333333333333,learnability_only,45
positive_residual,0.2068191761421129,0.17837949895023097,1.0,learnability_only,46
positive_residual,0.06541554285737099,0.03714764478870336,0.6666666666666666,learnability_only,47
positive_residual,0.007644632481742963,-0.01751332311799647,0.4166666666666667,learnability_only,48
no_positive_residual,-0.08296297751333936,-0.05851625778067593,0.25,learnability_only,49
positive_residual,0.08381357900390259,0.09325123719357453,0.6666666666666666,learnability_only,50
positive_residual,0.00654706529490386,-0.015375314945924146,0.4166666666666667,learnability_only,51
no_positive_residual,-0.012593689360311652,-0.03102508584933883,0.4166666666666667,learnability_only,52
no_positive_residual,-0.10217612951120343,-0.07350700481048289,0.4166666666666667,learnability_only,53
positive_residual,0.04683064641128191,0.09659229454587148,0.75,learnability_only,54
no_positive_residual,-0.0438013616934807,-0.012217363772079715,0.4166666666666667,learnability_only,55
no_positive_residual,-0.011175740731963923,-0.00824722569790115,0.4166666666666667,learnability_only,56
no_positive_residual,-0.14806640155734505,-0.1430076620475953,0.25,learnability_only,57
positive_residual,0.08107546810791488,0.1027664785574709,0.5833333333333334,learnability_only,58
no_positive_residual,-0.15546250322001853,-0.10328679466660873,0.25,learnability_only,59
no_positive_residual,-0.0799011040748665,-0.08686664491496554,0.3333333333333333,learnability_only,60
positive_residual,0.18315772916005382,0.21074616664596757,0.9166666666666666,learnability_only,61
positive_residual,0.040807671001625266,0.02484821337001275,0.5,learnability_only,62
no_positive_residual,-0.055888457858872975,-0.11299006186757854,0.3333333333333333,learnability_only,63
positive_residual,0.07356674466168138,0.11492485956557807,0.75,learnability_only,64
no_positive_residual,-0.02688066735502585,-0.007022665584399235,0.4166666666666667,learnability_only,65
no_positive_residual,-0.048145164373732584,-0.023067616965161797,0.5,learnability_only,66
no_positive_residual,-0.028672940678648857,-0.047789835149831816,0.4166666666666667,learnability_only,67
positive_residual,0.11464224129753535,0.09827436070558804,0.8333333333333334,learnability_only,68
no_positive_residual,-0.020835753065078233,-0.04094590123969244,0.4166666666666667,learnability_only,69
positive_residual,0.026300328669584577,0.020262790299430122,0.5833333333333334,learnability_only,70
positive_residual,0.039307180164209456,0.0916840456845831,0.5833333333333334,learnability_only,71
no_positive_residual,-0.038153610692744255,-0.016163807869384428,0.4166666666666667,learnability_only,72
positive_residual,0.14132950984016932,0.16939191365535233,0.75,learnability_only,73
positive_residual,0.16313633475094091,0.18448181318655266,0.75,learnability_only,74
positive_residual,0.1070944557792027,0.10359334014425059,0.6666666666666666,learnability_only,75
positive_residual,0.024702746480292397,0.04569062936609036,0.6666666666666666,learnability_only,76
positive_residual,0.11954583181168325,0.1074440525057252,0.8333333333333334,learnability_only,77
no_positive_residual,-0.07512523558266053,-0.11195275509972724,0.25,learnability_only,78
positive_residual,0.11397193906958918,0.10572441835830393,0.8333333333333334,learnability_only,79
positive_residual,0.08536630704319625,0.10674101483529252,0.6666666666666666,learnability_only,80
positive_residual,0.014257628857407076,0.023367627571818872,0.5,learnability_only,81
no_positive_residual,-0.038492572402422986,-0.016067571549331028,0.4166666666666667,learnability_only,82
positive_residual,0.010333945300416758,0.01939397271176535,0.6666666666666666,learnability_only,83
no_positive_residual,-0.006815418385613725,-0.043545546662424606,0.3333333333333333,learnability_only,84
positive_residual,0.028179507941039184,-0.0034337294897905934,0.5,learnability_only,85
no_positive_residual,-0.1883296698097534,-0.19208845637493788,0.08333333333333333,learnability_only,86
positive_residual,0.04815381588562939,-0.002486885729112487,0.5,learnability_only,87
positive_residual,0.14603629118517247,0.1483965899340456,0.75,learnability_only,88
no_positive_residual,-0.18003676035401073,-0.1653874733822498,0.25,learnability_only,89
no_positive_residual,-0.21209333374773243,-0.15999981862810575,0.08333333333333333,learnability_only,90
no_positive_residual,-0.027961282718378538,-0.059796615198716374,0.4166666666666667,learnability_only,91
positive_residual,0.008291077989106999,0.001500219206167941,0.5,learnability_only,92
positive_residual,0.0996587558130065,0.10827229583750864,0.5833333333333334,learnability_only,93
no_positive_residual,-0.11109678446282405,-0.10758605603684046,0.3333333333333333,learnability_only,94
no_positive_residual,-0.16222330042997055,-0.11967550694316209,0.16666666666666666,learnability_only,95
no_positive_residual,-0.02157820090030575,0.0062126191197426905,0.5,learnability_only,96
positive_residual,0.08222694026359918,0.06641954597791244,0.6666666666666666,learnability_only,97
no_positive_residual,-0.2643821995890813,-0.2569098733046369,0.08333333333333333,learnability_only,98
no_positive_residual,-0.07191301933639209,-0.020688682797280755,0.3333333333333333,learnability_only,99
no_positive_residual,-0.004512917559602592,0.048443862304627494,0.75,three_factor,0
no_positive_residual,-0.08110855739929068,-0.12924603494819653,0.16666666666666666,three_factor,1
no_positive_residual,-0.010624774835458428,-0.02065851517439743,0.4166666666666667,three_factor,2
positive_residual,0.024222268102704152,0.017994108412729304,0.6666666666666666,three_factor,3
positive_residual,0.06182399496910973,0.1089268424111367,0.6666666666666666,three_factor,4
no_positive_residual,-0.021808441153469804,-0.012175236739609296,0.4166666666666667,three_factor,5
no_positive_residual,-0.009503880195325406,0.0631708155598405,0.6666666666666666,three_factor,6
positive_residual,0.12354718465150016,0.174970946650002,0.5833333333333334,three_factor,7
no_positive_residual,-0.12190105731213736,-0.11819455285130864,0.3333333333333333,three_factor,8
no_positive_residual,-0.17760458103534807,-0.2362703037344227,0.25,three_factor,9
no_positive_residual,-0.08955406557067717,-0.12622909262739856,0.25,three_factor,10
no_positive_residual,-0.031589490382051576,-0.03828866982567991,0.5,three_factor,11
no_positive_residual,-0.07358218007963953,-0.06487306403627802,0.3333333333333333,three_factor,12
no_positive_residual,-0.013326237814395903,0.0407401333596038,0.5,three_factor,13
positive_residual,0.12220287334910622,0.09733318768096844,0.5833333333333334,three_factor,14
positive_residual,0.07905560223936019,0.1083168387967195,0.6666666666666666,three_factor,15
positive_residual,0.007595393085396769,0.06790073038187128,0.5833333333333334,three_factor,16
no_positive_residual,-0.0794071660853531,-0.0431914560215132,0.3333333333333333,three_factor,17
positive_residual,0.12110462744941364,0.14092916546552647,0.6666666666666666,three_factor,18
positive_residual,0.1677361902884873,0.20244142122553654,0.9166666666666666,three_factor,19
positive_residual,0.01939863545945449,0.03646726666006739,0.5,three_factor,20
positive_residual,0.16599782036158306,0.20137798078246227,0.75,three_factor,21
no_positive_residual,-0.2315929474060563,-0.28955220416786265,0.0,three_factor,22
positive_residual,0.14191294766205007,0.14612524319016362,0.9166666666666666,three_factor,23
positive_residual,0.053591721895757484,0.040364257805425297,0.6666666666666666,three_factor,24
positive_residual,0.008806214597729086,0.05743448939271634,0.5833333333333334,three_factor,25
no_positive_residual,-0.029369422023332852,-0.09656890724563905,0.4166666666666667,three_factor,26
no_positive_residual,-0.006407462846830765,-0.043856557266310325,0.4166666666666667,three_factor,27
no_positive_residual,-0.07714910404299324,-0.0601342952403785,0.25,three_factor,28
no_positive_residual,-0.06567978097927825,-0.08283879420369455,0.3333333333333333,three_factor,29
no_positive_residual,-0.0036532322852814345,-0.0460827626927216,0.4166666666666667,three_factor,30
no_positive_residual,-0.02689967077128778,-0.07258517632157524,0.25,three_factor,31
no_positive_residual,-0.0006678840708331061,-0.007978844469988644,0.5,three_factor,32
positive_residual,0.0613595885351644,0.07867503164831824,0.5833333333333334,three_factor,33
no_positive_residual,-0.04068733680308719,-0.044387647099266125,0.3333333333333333,three_factor,34
positive_residual,0.004503845455952653,-0.03496111604096175,0.4166666666666667,three_factor,35
no_positive_residual,-0.03649474761114627,-0.02591408352560709,0.5,three_factor,36
positive_residual,0.07985938405197739,0.09248621663306178,0.75,three_factor,37
no_positive_residual,-0.02053226236303951,-0.01029287136003365,0.5,three_factor,38
positive_residual,0.1501041352792208,0.19435754861518983,0.9166666666666666,three_factor,39
positive_residual,0.04450091749418764,0.03181384251318509,0.5833333333333334,three_factor,40
positive_residual,0.04484995124369506,0.06102668197056271,0.6666666666666666,three_factor,41
no_positive_residual,-0.016629967093417946,0.05886734649179459,0.5833333333333334,three_factor,42
positive_residual,0.031906454467183654,-0.011484487705135216,0.5,three_factor,43
positive_residual,0.02190154276405239,0.005486032163647181,0.5,three_factor,44
positive_residual,0.2304351608179287,0.238952876297863,1.0,three_factor,45
positive_residual,0.005344577586289627,0.0010224726969081388,0.5,three_factor,46
positive_residual,0.1006961285600984,0.10665526639585021,0.6666666666666666,three_factor,47
no_positive_residual,-0.024046848195444486,-0.024719185502082297,0.4166666666666667,three_factor,48
no_positive_residual,-0.2850641831414899,-0.2684731080446747,0.0,three_factor,49
no_positive_residual,-0.01637565576444248,-0.0544590413819499,0.4166666666666667,three_factor,50
positive_residual,0.042257898639581626,0.0439624945992394,0.75,three_factor,51
no_positive_residual,-0.03999822011864603,-0.04939933630737503,0.4166666666666667,three_factor,52
no_positive_residual,-0.2729217999754086,-0.2546914656949255,0.0,three_factor,53
no_positive_residual,-0.0328577050834585,-0.07449554922749169,0.4166666666666667,three_factor,54
no_positive_residual,-0.0693546080270487,-0.09815264987651862,0.3333333333333333,three_factor,55
positive_residual,0.16484592619631103,0.18117245415881023,0.8333333333333334,three_factor,56
no_positive_residual,-0.01925140961405984,-0.01693778802984891,0.5,three_factor,57
positive_residual,0.08842043742043264,0.10979435421463535,0.75,three_factor,58
no_positive_residual,-0.00842460395049427,0.04858554218288624,0.5833333333333334,three_factor,59
no_positive_residual,-0.0726717446657464,-0.04863560364822295,0.5,three_factor,60
no_positive_residual,-0.11683738481484696,-0.10374088196414544,0.25,three_factor,61
no_positive_residual,-0.14629057592525152,-0.0662357435712968,0.08333333333333333,three_factor,62
positive_residual,0.11749565809586275,0.12701995590033555,0.75,three_factor,63
positive_residual,0.070938122380789,0.05215564781861026,0.5833333333333334,three_factor,64
no_positive_residual,-0.03898021862913407,-0.01930898026523309,0.4166666666666667,three_factor,65
no_positive_residual,-0.0325034319759047,0.013338436267195775,0.5833333333333334,three_factor,66
positive_residual,0.014917325210722717,-0.03045261475231431,0.4166666666666667,three_factor,67
positive_residual,0.21329029439809735,0.2648407337517975,0.9166666666666666,three_factor,68
no_positive_residual,-0.03115263095739736,0.0004366612977486639,0.5,three_factor,69
no_positive_residual,-0.03747190659050759,-0.01148110730109586,0.4166666666666667,three_factor,70
no_positive_residual,-0.09095152378925657,-0.0899797444159045,0.4166666666666667,three_factor,71
no_positive_residual,-0.058442740852506926,-0.03507676134229776,0.4166666666666667,three_factor,72
positive_residual,0.044532787186562985,0.11423216808318593,0.6666666666666666,three_factor,73
no_positive_residual,-0.04973448283417303,-0.08789806527984556,0.3333333333333333,three_factor,74
positive_residual,0.08271959589585591,0.10792077400232536,0.6666666666666666,three_factor,75
positive_residual,0.10999879624641566,0.09961256677842378,0.75,three_factor,76
no_positive_residual,-0.15865644534027812,-0.15547578528972217,0.25,three_factor,77
no_positive_residual,-0.138401410464336,-0.11403308276585378,0.08333333333333333,three_factor,78
positive_residual,0.24387735699505267,0.23468392120813064,0.9166666666666666,three_factor,79
no_positive_residual,-0.14001565473023345,-0.13665201789615278,0.3333333333333333,three_factor,80
no_positive_residual,-0.13644116563394912,-0.18163240874752784,0.25,three_factor,81
no_positive_residual,-0.17042828337682137,-0.21513654645831082,0.16666666666666666,three_factor,82
positive_residual,0.03411327743258467,0.009608090024602056,0.5,three_factor,83
no_positive_residual,-0.19339520270762378,-0.1850913000455252,0.25,three_factor,84
positive_residual,0.033491696109788784,-0.0010278205523777117,0.5,three_factor,85
positive_residual,0.0022451428754404943,-0.004222119277176084,0.5,three_factor,86
no_positive_residual,-0.0967023310020781,-0.07826345630418796,0.3333333333333333,three_factor,87
positive_residual,0.22894784331264142,0.2454087625953889,0.9166666666666666,three_factor,88
positive_residual,0.09537562486434388,0.11791679609446604,0.6666666666666666,three_factor,89
no_positive_residual,-0.02788098027774118,0.010936656980219617,0.5,three_factor,90
no_positive_residual,-0.08373648049191074,-0.08432378192355738,0.3333333333333333,three_factor,91
no_positive_residual,-0.07586259794158812,-0.04363395984201901,0.4166666666666667,three_factor,92
positive_residual,0.10102144648653792,0.12242363632323983,0.5833333333333334,three_factor,93
positive_residual,0.039436181896655466,-0.007607253228374411,0.5,three_factor,94
positive_residual,0.023424539279532326,-0.0006616048889309667,0.5,three_factor,95
positive_residual,0.1440061107807371,0.17188339587390455,0.9166666666666666,three_factor,96
no_positive_residual,-0.07767870932874565,-0.04117737666227228,0.4166666666666667,three_factor,97
no_positive_residual,-0.15417119061161508,-0.19843682573096366,0.25,three_factor,98
no_positive_residual,-0.10236805710266683,-0.1388834793276379,0.25,three_factor,99
positive_residual,1.3137353443992092,1.5310011959448122,0.9166666666666666,dependency_gated,0
positive_residual,1.4927784244771416,1.6126516031081612,1.0,dependency_gated,1
positive_residual,1.2812120383482106,1.3009259610148165,0.8333333333333334,dependency_gated,2
positive_residual,1.357260459472468,1.4481852650641844,0.9166666666666666,dependency_gated,3
positive_residual,1.3836451074761877,1.4782098077314405,1.0,dependency_gated,4
positive_residual,1.4493706624643716,1.3501474679259218,1.0,dependency_gated,5
positive_residual,1.432472514404884,1.7276525268792557,1.0,dependency_gated,6
positive_residual,1.4452276074846362,1.4937373795213142,1.0,dependency_gated,7
positive_residual,1.4896838506379935,1.7281931788536387,1.0,dependency_gated,8
positive_residual,1.352371484930811,1.339345115470544,0.9166666666666666,dependency_gated,9
positive_residual,1.3460590847348335,1.4913423273146282,0.9166666666666666,dependency_gated,10
positive_residual,1.385887867072969,1.3853686493812818,1.0,dependency_gated,11
positive_residual,1.3933577950503178,1.4701023008257588,0.9166666666666666,dependency_gated,12
positive_residual,1.4097756883940666,1.478922864766063,1.0,dependency_gated,13
positive_residual,1.334026390872565,1.3872993150541406,1.0,dependency_gated,14
positive_residual,1.4217168156380373,1.52911878092715,1.0,dependency_gated,15
positive_residual,1.3883394284976633,1.410845993962723,1.0,dependency_gated,16
positive_residual,1.4487979776471998,1.429029290601628,1.0,dependency_gated,17
positive_residual,1.2816107269285466,1.2039511571396275,1.0,dependency_gated,18
positive_residual,1.2817239209344233,1.4538447501357394,1.0,dependency_gated,19
positive_residual,1.3290169169255386,1.5198740155549553,0.9166666666666666,dependency_gated,20
positive_residual,1.3116290164382394,1.4209961271108762,0.9166666666666666,dependency_gated,21
positive_residual,1.4445873161275522,1.5769337192595874,1.0,dependency_gated,22
positive_residual,1.3791584477492191,1.5678060338837971,0.9166666666666666,dependency_gated,23
positive_residual,1.265044472691567,1.4082386360836292,0.8333333333333334,dependency_gated,24
positive_residual,1.290078646235192,1.2747958334348732,1.0,dependency_gated,25
positive_residual,1.3111388719508494,1.3112932046678827,1.0,dependency_gated,26
positive_residual,1.4027349695488114,1.257236790153807,1.0,dependency_gated,27
positive_residual,1.4538453447600659,1.5019957314470291,1.0,dependency_gated,28
positive_residual,1.4267481328325442,1.284577032508735,1.0,dependency_gated,29
positive_residual,1.4110098685670618,1.672810052807554,0.9166666666666666,dependency_gated,30
positive_residual,1.3044733278302383,1.3754648814248913,1.0,dependency_gated,31
positive_residual,1.353060161203987,1.3423470013329046,1.0,dependency_gated,32
positive_residual,1.3796686492623704,1.3496539397996523,1.0,dependency_gated,33
positive_residual,1.3559075907249232,1.6700632516577159,0.9166666666666666,dependency_gated,34
positive_residual,1.413112269952417,1.4880541779644076,1.0,dependency_gated,35
positive_residual,1.3797405856391018,1.5762770028911186,0.9166666666666666,dependency_gated,36
positive_residual,1.2280578648927005,1.245010553646945,0.9166666666666666,dependency_gated,37
positive_residual,1.2716619664138187,1.1860009426148244,1.0,dependency_gated,38
positive_residual,1.407463043400231,1.5153081220175961,1.0,dependency_gated,39
positive_residual,1.4005289554661944,1.5468890510705107,1.0,dependency_gated,40
