model,fold,mse,n_train,n_test,features,complexity,true_mechanism,replicate
learnability_only,4,0.4081858901880848,26,6,reference_learnability,1,frequency_only,2
freq_learn,0,0.04786748700430793,25,7,"log_frequency,reference_learnability",2,frequency_only,2
freq_learn,1,0.05453325229005547,25,7,"log_frequency,reference_learnability",2,frequency_only,2
freq_learn,2,0.026821179380448815,26,6,"log_frequency,reference_learnability",2,frequency_only,2
freq_learn,3,0.01528902948102104,26,6,"log_frequency,reference_learnability",2,frequency_only,2
freq_learn,4,0.005818472692806393,26,6,"log_frequency,reference_learnability",2,frequency_only,2
three_factor,0,0.04238816542842811,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
three_factor,1,0.04806415767907911,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
three_factor,2,0.08267856010032386,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
three_factor,3,0.009124164694440565,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
three_factor,4,0.008448356346912524,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,2
frequency_only,0,0.028870715076419317,25,7,log_frequency,1,frequency_only,3
frequency_only,1,0.04232203159936117,25,7,log_frequency,1,frequency_only,3
frequency_only,2,0.02761514031333072,26,6,log_frequency,1,frequency_only,3
frequency_only,3,0.02595089332422762,26,6,log_frequency,1,frequency_only,3
frequency_only,4,0.029238129844296284,26,6,log_frequency,1,frequency_only,3
learnability_only,0,0.5186272472362999,25,7,reference_learnability,1,frequency_only,3
learnability_only,1,0.5571397420143264,25,7,reference_learnability,1,frequency_only,3
learnability_only,2,0.3499731351107887,26,6,reference_learnability,1,frequency_only,3
learnability_only,3,0.47362518277382337,26,6,reference_learnability,1,frequency_only,3
learnability_only,4,1.085790999113656,26,6,reference_learnability,1,frequency_only,3
freq_learn,0,0.03465125610455668,25,7,"log_frequency,reference_learnability",2,frequency_only,3
freq_learn,1,0.04016833463205853,25,7,"log_frequency,reference_learnability",2,frequency_only,3
freq_learn,2,0.026763476137240016,26,6,"log_frequency,reference_learnability",2,frequency_only,3
freq_learn,3,0.02680116376584606,26,6,"log_frequency,reference_learnability",2,frequency_only,3
freq_learn,4,0.02659881175525752,26,6,"log_frequency,reference_learnability",2,frequency_only,3
three_factor,0,0.051771170393779556,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
three_factor,1,0.039894168340153933,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
three_factor,2,0.02516143531892769,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
three_factor,3,0.0251793204189409,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
three_factor,4,0.02585651504221464,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,3
frequency_only,0,0.04443687830629655,25,7,log_frequency,1,frequency_only,4
frequency_only,1,0.038041420871797564,25,7,log_frequency,1,frequency_only,4
frequency_only,2,0.02978802821263041,26,6,log_frequency,1,frequency_only,4
frequency_only,3,0.031036713886597123,26,6,log_frequency,1,frequency_only,4
frequency_only,4,0.08491507191101272,26,6,log_frequency,1,frequency_only,4
learnability_only,0,0.4478281536968914,25,7,reference_learnability,1,frequency_only,4
learnability_only,1,0.9488265533689325,25,7,reference_learnability,1,frequency_only,4
learnability_only,2,0.3345893996679155,26,6,reference_learnability,1,frequency_only,4
learnability_only,3,0.09573176140417315,26,6,reference_learnability,1,frequency_only,4
learnability_only,4,1.19233238383908,26,6,reference_learnability,1,frequency_only,4
freq_learn,0,0.046299803694435024,25,7,"log_frequency,reference_learnability",2,frequency_only,4
freq_learn,1,0.07409940245814398,25,7,"log_frequency,reference_learnability",2,frequency_only,4
freq_learn,2,0.029648184441878955,26,6,"log_frequency,reference_learnability",2,frequency_only,4
freq_learn,3,0.0386500777954003,26,6,"log_frequency,reference_learnability",2,frequency_only,4
freq_learn,4,0.08769727607515436,26,6,"log_frequency,reference_learnability",2,frequency_only,4
three_factor,0,0.044618459671409316,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
three_factor,1,0.0376278670213604,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
three_factor,2,0.031657974400518034,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
three_factor,3,0.012504026794611439,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
three_factor,4,0.0679965711690845,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,4
frequency_only,0,0.012547229692963725,25,7,log_frequency,1,frequency_only,5
frequency_only,1,0.028951093215400504,25,7,log_frequency,1,frequency_only,5
frequency_only,2,0.007459933904736073,26,6,log_frequency,1,frequency_only,5
frequency_only,3,0.047655355091371594,26,6,log_frequency,1,frequency_only,5
frequency_only,4,0.02391537976704586,26,6,log_frequency,1,frequency_only,5
learnability_only,0,0.4223207585826464,25,7,reference_learnability,1,frequency_only,5
learnability_only,1,0.32469258149646635,25,7,reference_learnability,1,frequency_only,5
learnability_only,2,0.9464445541880755,26,6,reference_learnability,1,frequency_only,5
learnability_only,3,0.41308439762482546,26,6,reference_learnability,1,frequency_only,5
learnability_only,4,0.9500390549035584,26,6,reference_learnability,1,frequency_only,5
freq_learn,0,0.011576092049804284,25,7,"log_frequency,reference_learnability",2,frequency_only,5
freq_learn,1,0.02820760539715215,25,7,"log_frequency,reference_learnability",2,frequency_only,5
freq_learn,2,0.0066213504618174435,26,6,"log_frequency,reference_learnability",2,frequency_only,5
freq_learn,3,0.046434343694571965,26,6,"log_frequency,reference_learnability",2,frequency_only,5
freq_learn,4,0.026292593829421992,26,6,"log_frequency,reference_learnability",2,frequency_only,5
three_factor,0,0.012029718432635006,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
three_factor,1,0.025536033184483574,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
three_factor,2,0.014034749421932563,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
three_factor,3,0.04576019294231051,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
three_factor,4,0.02406567680699225,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,5
frequency_only,0,0.059430867808102424,25,7,log_frequency,1,frequency_only,6
frequency_only,1,0.006954731685780582,25,7,log_frequency,1,frequency_only,6
frequency_only,2,0.013543170867953648,26,6,log_frequency,1,frequency_only,6
frequency_only,3,0.02424967560967468,26,6,log_frequency,1,frequency_only,6
frequency_only,4,0.01354532348871128,26,6,log_frequency,1,frequency_only,6
learnability_only,0,0.4367144832368524,25,7,reference_learnability,1,frequency_only,6
learnability_only,1,0.5163026801382787,25,7,reference_learnability,1,frequency_only,6
learnability_only,2,0.8527659357190894,26,6,reference_learnability,1,frequency_only,6
learnability_only,3,0.3712022790025962,26,6,reference_learnability,1,frequency_only,6
learnability_only,4,0.675911299159916,26,6,reference_learnability,1,frequency_only,6
freq_learn,0,0.061757529307080464,25,7,"log_frequency,reference_learnability",2,frequency_only,6
freq_learn,1,0.008269863272478967,25,7,"log_frequency,reference_learnability",2,frequency_only,6
freq_learn,2,0.012354405272905206,26,6,"log_frequency,reference_learnability",2,frequency_only,6
freq_learn,3,0.028270882096592453,26,6,"log_frequency,reference_learnability",2,frequency_only,6
freq_learn,4,0.012884218051836737,26,6,"log_frequency,reference_learnability",2,frequency_only,6
three_factor,0,0.05988811234942861,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
three_factor,1,0.007314117048113793,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
three_factor,2,0.010924419233726829,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
three_factor,3,0.02704192097749909,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
three_factor,4,0.018099202856973032,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,6
frequency_only,0,0.03536371342647227,25,7,log_frequency,1,frequency_only,7
frequency_only,1,0.0325960928118366,25,7,log_frequency,1,frequency_only,7
frequency_only,2,0.007959649677755585,26,6,log_frequency,1,frequency_only,7
frequency_only,3,0.021141873877537135,26,6,log_frequency,1,frequency_only,7
frequency_only,4,0.020544455127417056,26,6,log_frequency,1,frequency_only,7
learnability_only,0,0.5749325332116975,25,7,reference_learnability,1,frequency_only,7
learnability_only,1,0.2607616455849698,25,7,reference_learnability,1,frequency_only,7
learnability_only,2,0.30186403943812523,26,6,reference_learnability,1,frequency_only,7
learnability_only,3,0.455478207661937,26,6,reference_learnability,1,frequency_only,7
learnability_only,4,1.1386091583036315,26,6,reference_learnability,1,frequency_only,7
freq_learn,0,0.03440843557561755,25,7,"log_frequency,reference_learnability",2,frequency_only,7
freq_learn,1,0.04115966540523141,25,7,"log_frequency,reference_learnability",2,frequency_only,7
freq_learn,2,0.010426277770964021,26,6,"log_frequency,reference_learnability",2,frequency_only,7
freq_learn,3,0.02309275666067545,26,6,"log_frequency,reference_learnability",2,frequency_only,7
freq_learn,4,0.01878307654188931,26,6,"log_frequency,reference_learnability",2,frequency_only,7
three_factor,0,0.04380558021609804,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
three_factor,1,0.04139309780875377,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
three_factor,2,0.010376224935990679,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
three_factor,3,0.02724059877681284,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
three_factor,4,0.02465402406059167,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,7
frequency_only,0,0.012545129070494609,25,7,log_frequency,1,frequency_only,8
frequency_only,1,0.03633647924041982,25,7,log_frequency,1,frequency_only,8
frequency_only,2,0.022519167378522335,26,6,log_frequency,1,frequency_only,8
frequency_only,3,0.024628432449494645,26,6,log_frequency,1,frequency_only,8
frequency_only,4,0.004283874042327449,26,6,log_frequency,1,frequency_only,8
learnability_only,0,0.3090276986315031,25,7,reference_learnability,1,frequency_only,8
learnability_only,1,1.7970683000616776,25,7,reference_learnability,1,frequency_only,8
learnability_only,2,0.7382036021925683,26,6,reference_learnability,1,frequency_only,8
learnability_only,3,0.2976601996544987,26,6,reference_learnability,1,frequency_only,8
learnability_only,4,0.6525136315594109,26,6,reference_learnability,1,frequency_only,8
freq_learn,0,0.011781728309508651,25,7,"log_frequency,reference_learnability",2,frequency_only,8
freq_learn,1,0.0437527447153259,25,7,"log_frequency,reference_learnability",2,frequency_only,8
freq_learn,2,0.02249935556536721,26,6,"log_frequency,reference_learnability",2,frequency_only,8
freq_learn,3,0.03279106076200619,26,6,"log_frequency,reference_learnability",2,frequency_only,8
freq_learn,4,0.0038900732997445672,26,6,"log_frequency,reference_learnability",2,frequency_only,8
three_factor,0,0.012973535589754837,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
three_factor,1,0.043179485811310966,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
three_factor,2,0.021684668713948415,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
three_factor,3,0.03478572183060246,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
three_factor,4,0.0039928559582947595,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,8
frequency_only,0,0.012814950767239102,25,7,log_frequency,1,frequency_only,9
frequency_only,1,0.03872798030222043,25,7,log_frequency,1,frequency_only,9
frequency_only,2,0.056284552451966154,26,6,log_frequency,1,frequency_only,9
frequency_only,3,0.02395318785027541,26,6,log_frequency,1,frequency_only,9
frequency_only,4,0.02806882990770729,26,6,log_frequency,1,frequency_only,9
learnability_only,0,0.6798148109755336,25,7,reference_learnability,1,frequency_only,9
learnability_only,1,0.5926609088939795,25,7,reference_learnability,1,frequency_only,9
learnability_only,2,1.089114194329271,26,6,reference_learnability,1,frequency_only,9
learnability_only,3,0.5324655024473873,26,6,reference_learnability,1,frequency_only,9
learnability_only,4,0.3934959338678552,26,6,reference_learnability,1,frequency_only,9
freq_learn,0,0.010003666997758797,25,7,"log_frequency,reference_learnability",2,frequency_only,9
freq_learn,1,0.035139132966847286,25,7,"log_frequency,reference_learnability",2,frequency_only,9
freq_learn,2,0.05637506079416865,26,6,"log_frequency,reference_learnability",2,frequency_only,9
freq_learn,3,0.02369455277777142,26,6,"log_frequency,reference_learnability",2,frequency_only,9
freq_learn,4,0.03301276065260439,26,6,"log_frequency,reference_learnability",2,frequency_only,9
three_factor,0,0.026879701440431246,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
three_factor,1,0.034038073247097546,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
three_factor,2,0.055112277691308324,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
three_factor,3,0.024646761215318364,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
three_factor,4,0.03219924242946975,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,9
frequency_only,0,0.033489991583914566,25,7,log_frequency,1,frequency_only,10
frequency_only,1,0.04389207128687213,25,7,log_frequency,1,frequency_only,10
frequency_only,2,0.0611499695620016,26,6,log_frequency,1,frequency_only,10
frequency_only,3,0.0350620358136616,26,6,log_frequency,1,frequency_only,10
frequency_only,4,0.041365002510928665,26,6,log_frequency,1,frequency_only,10
learnability_only,0,0.9534542729703375,25,7,reference_learnability,1,frequency_only,10
learnability_only,1,0.5268894831437839,25,7,reference_learnability,1,frequency_only,10
learnability_only,2,0.3896234572003341,26,6,reference_learnability,1,frequency_only,10
learnability_only,3,0.7098553923229943,26,6,reference_learnability,1,frequency_only,10
learnability_only,4,0.4188595071837436,26,6,reference_learnability,1,frequency_only,10
freq_learn,0,0.04164977112730952,25,7,"log_frequency,reference_learnability",2,frequency_only,10
freq_learn,1,0.034994131603004894,25,7,"log_frequency,reference_learnability",2,frequency_only,10
freq_learn,2,0.051427555927702984,26,6,"log_frequency,reference_learnability",2,frequency_only,10
freq_learn,3,0.028935666483337303,26,6,"log_frequency,reference_learnability",2,frequency_only,10
freq_learn,4,0.04493992754768567,26,6,"log_frequency,reference_learnability",2,frequency_only,10
three_factor,0,0.03583855816275561,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,10
three_factor,1,0.037546505731800385,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,10
three_factor,2,0.06450513200965005,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,10
three_factor,3,0.023660678881120455,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,10
three_factor,4,0.03882830917735195,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,10
frequency_only,0,0.01657459707619581,25,7,log_frequency,1,frequency_only,11
frequency_only,1,0.01601295796868532,25,7,log_frequency,1,frequency_only,11
frequency_only,2,0.09071510513970842,26,6,log_frequency,1,frequency_only,11
frequency_only,3,0.03961039251897285,26,6,log_frequency,1,frequency_only,11
frequency_only,4,0.025477445749965123,26,6,log_frequency,1,frequency_only,11
learnability_only,0,0.5465896569283535,25,7,reference_learnability,1,frequency_only,11
learnability_only,1,0.6546211217453392,25,7,reference_learnability,1,frequency_only,11
learnability_only,2,0.6869571052771312,26,6,reference_learnability,1,frequency_only,11
learnability_only,3,0.8132522879414101,26,6,reference_learnability,1,frequency_only,11
learnability_only,4,0.790561756008472,26,6,reference_learnability,1,frequency_only,11
freq_learn,0,0.022569831494123144,25,7,"log_frequency,reference_learnability",2,frequency_only,11
freq_learn,1,0.014765240565184749,25,7,"log_frequency,reference_learnability",2,frequency_only,11
freq_learn,2,0.0851590864277522,26,6,"log_frequency,reference_learnability",2,frequency_only,11
freq_learn,3,0.03338948009621911,26,6,"log_frequency,reference_learnability",2,frequency_only,11
freq_learn,4,0.019161272302220877,26,6,"log_frequency,reference_learnability",2,frequency_only,11
three_factor,0,0.023238075281397604,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,11
three_factor,1,0.014982673062571101,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,11
three_factor,2,0.08508941119875811,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,11
three_factor,3,0.032532946939473895,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,11
three_factor,4,0.02553338990634837,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,11
frequency_only,0,0.02964990914175889,25,7,log_frequency,1,frequency_only,12
frequency_only,1,0.03756894539240075,25,7,log_frequency,1,frequency_only,12
frequency_only,2,0.03961364085753479,26,6,log_frequency,1,frequency_only,12
frequency_only,3,0.02565113882662763,26,6,log_frequency,1,frequency_only,12
frequency_only,4,0.026239101294455627,26,6,log_frequency,1,frequency_only,12
learnability_only,0,0.37226457930471435,25,7,reference_learnability,1,frequency_only,12
learnability_only,1,1.0310203094167727,25,7,reference_learnability,1,frequency_only,12
learnability_only,2,1.2354167231852722,26,6,reference_learnability,1,frequency_only,12
learnability_only,3,0.7003302985943948,26,6,reference_learnability,1,frequency_only,12
learnability_only,4,0.4622215580258688,26,6,reference_learnability,1,frequency_only,12
freq_learn,0,0.03546497134592678,25,7,"log_frequency,reference_learnability",2,frequency_only,12
freq_learn,1,0.03361229649003431,25,7,"log_frequency,reference_learnability",2,frequency_only,12
freq_learn,2,0.0435744300585909,26,6,"log_frequency,reference_learnability",2,frequency_only,12
freq_learn,3,0.023936270456312313,26,6,"log_frequency,reference_learnability",2,frequency_only,12
freq_learn,4,0.025715581245595375,26,6,"log_frequency,reference_learnability",2,frequency_only,12
three_factor,0,0.03533066869625973,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,12
three_factor,1,0.03741013749750282,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,12
three_factor,2,0.056470961342299876,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,12
three_factor,3,0.023466499497565546,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,12
three_factor,4,0.02555239709179809,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,12
frequency_only,0,0.06398203746497555,25,7,log_frequency,1,frequency_only,13
frequency_only,1,0.0647282171552488,25,7,log_frequency,1,frequency_only,13
frequency_only,2,0.014951045029163246,26,6,log_frequency,1,frequency_only,13
frequency_only,3,0.05245435938836409,26,6,log_frequency,1,frequency_only,13
frequency_only,4,0.03893471196774812,26,6,log_frequency,1,frequency_only,13
learnability_only,0,0.6855329001881244,25,7,reference_learnability,1,frequency_only,13
learnability_only,1,0.5416834100338617,25,7,reference_learnability,1,frequency_only,13
learnability_only,2,0.38520725690534646,26,6,reference_learnability,1,frequency_only,13
learnability_only,3,0.5480667510249312,26,6,reference_learnability,1,frequency_only,13
learnability_only,4,0.9688831642156016,26,6,reference_learnability,1,frequency_only,13
freq_learn,0,0.08414812914067148,25,7,"log_frequency,reference_learnability",2,frequency_only,13
freq_learn,1,0.0815670904710372,25,7,"log_frequency,reference_learnability",2,frequency_only,13
freq_learn,2,0.01567316877495266,26,6,"log_frequency,reference_learnability",2,frequency_only,13
freq_learn,3,0.06008313406838267,26,6,"log_frequency,reference_learnability",2,frequency_only,13
freq_learn,4,0.040065277165553234,26,6,"log_frequency,reference_learnability",2,frequency_only,13
three_factor,0,0.06633599717784652,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,13
three_factor,1,0.0775561777996923,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,13
three_factor,2,0.033848907248528216,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,13
three_factor,3,0.042120200879900566,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,13
three_factor,4,0.04756105697306556,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,13
frequency_only,0,0.05084359861286051,25,7,log_frequency,1,frequency_only,14
frequency_only,1,0.005732324775570937,25,7,log_frequency,1,frequency_only,14
frequency_only,2,0.03607849460737331,26,6,log_frequency,1,frequency_only,14
frequency_only,3,0.04373299351894341,26,6,log_frequency,1,frequency_only,14
frequency_only,4,0.014815743721571245,26,6,log_frequency,1,frequency_only,14
learnability_only,0,0.9313023985451351,25,7,reference_learnability,1,frequency_only,14
learnability_only,1,0.6559165861842263,25,7,reference_learnability,1,frequency_only,14
learnability_only,2,0.6530287833495292,26,6,reference_learnability,1,frequency_only,14
learnability_only,3,1.1006363330809135,26,6,reference_learnability,1,frequency_only,14
learnability_only,4,0.39318003978815913,26,6,reference_learnability,1,frequency_only,14
freq_learn,0,0.056920228203903,25,7,"log_frequency,reference_learnability",2,frequency_only,14
freq_learn,1,0.006133507167968151,25,7,"log_frequency,reference_learnability",2,frequency_only,14
freq_learn,2,0.03852635707583595,26,6,"log_frequency,reference_learnability",2,frequency_only,14
freq_learn,3,0.06468719176566236,26,6,"log_frequency,reference_learnability",2,frequency_only,14
freq_learn,4,0.014005548902103641,26,6,"log_frequency,reference_learnability",2,frequency_only,14
three_factor,0,0.06368444266691607,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,14
three_factor,1,0.006160534910408319,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,14
three_factor,2,0.039550131318757904,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,14
three_factor,3,0.06653008420578173,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,14
three_factor,4,0.01536649741122175,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,14
frequency_only,0,0.016096614215213922,25,7,log_frequency,1,frequency_only,15
frequency_only,1,0.02245513006800231,25,7,log_frequency,1,frequency_only,15
frequency_only,2,0.022266317591043902,26,6,log_frequency,1,frequency_only,15
frequency_only,3,0.04819655743744077,26,6,log_frequency,1,frequency_only,15
frequency_only,4,0.04435393042862285,26,6,log_frequency,1,frequency_only,15
learnability_only,0,1.1284260194848346,25,7,reference_learnability,1,frequency_only,15
learnability_only,1,0.7917072045946763,25,7,reference_learnability,1,frequency_only,15
learnability_only,2,0.91855959509859,26,6,reference_learnability,1,frequency_only,15
learnability_only,3,0.08658586706437199,26,6,reference_learnability,1,frequency_only,15
learnability_only,4,0.5621253329345771,26,6,reference_learnability,1,frequency_only,15
freq_learn,0,0.013143420016884443,25,7,"log_frequency,reference_learnability",2,frequency_only,15
freq_learn,1,0.020627693197392185,25,7,"log_frequency,reference_learnability",2,frequency_only,15
freq_learn,2,0.022536363011709446,26,6,"log_frequency,reference_learnability",2,frequency_only,15
freq_learn,3,0.05029263425808655,26,6,"log_frequency,reference_learnability",2,frequency_only,15
freq_learn,4,0.04200019948398139,26,6,"log_frequency,reference_learnability",2,frequency_only,15
three_factor,0,0.015295732370648305,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,15
three_factor,1,0.02291999067866637,25,7,"log_frequency,reference_learnability,formal_utility",3,frequency_only,15
three_factor,2,0.018937952438701704,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,15
three_factor,3,0.04636279352245159,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,15
three_factor,4,0.037435839416660434,26,6,"log_frequency,reference_learnability,formal_utility",3,frequency_only,15
frequency_only,0,0.008596951072586172,25,7,log_frequency,1,frequency_only,16
frequency_only,1,0.007277007500268571,25,7,log_frequency,1,frequency_only,16
frequency_only,2,0.02175652763251636,26,6,log_frequency,1,frequency_only,16
frequency_only,3,0.008869617075214394,26,6,log_frequency,1,frequency_only,16
frequency_only,4,0.05954202123197878,26,6,log_frequency,1,frequency_only,16
learnability_only,0,0.938910135624216,25,7,reference_learnability,1,frequency_only,16
learnability_only,1,0.15465235634671523,25,7,reference_learnability,1,frequency_only,16
learnability_only,2,0.6272865644341553,26,6,reference_learnability,1,frequency_only,16
learnability_only,3,0.5843665942130637,26,6,reference_learnability,1,frequency_only,16
