model,mean_mse,se_mse,complexity,features,selected_by_parsimony,best_mean_mse,selection_threshold,true_mechanism,replicate
three_factor,0.03627529927770982,0.012521095162313685,3,"log_frequency,reference_learnability,formal_utility",False,0.035008982177100016,0.04791895350894927,frequency_only,11
frequency_only,0.0376780996907055,0.01392883672025284,1,log_frequency,True,0.035008982177100016,0.04791895350894927,frequency_only,11
learnability_only,0.6983963855801412,0.048362561726519225,1,reference_learnability,False,0.035008982177100016,0.04791895350894927,frequency_only,11
frequency_only,0.03174454710255554,0.002895456079042533,1,log_frequency,True,0.03174454710255554,0.03464000318159807,frequency_only,12
freq_learn,0.03246070991929194,0.0035498545228422203,2,"log_frequency,reference_learnability",False,0.03174454710255554,0.03464000318159807,frequency_only,12
three_factor,0.03564613282508521,0.005861363672041468,3,"log_frequency,reference_learnability,formal_utility",False,0.03174454710255554,0.03464000318159807,frequency_only,12
learnability_only,0.7602506937054045,0.16462745591122407,1,reference_learnability,False,0.03174454710255554,0.03464000318159807,frequency_only,12
frequency_only,0.04701007420109996,0.009286046507048075,1,log_frequency,True,0.04701007420109996,0.05629612070814804,frequency_only,13
three_factor,0.05348446801580663,0.008044866767962547,3,"log_frequency,reference_learnability,formal_utility",False,0.04701007420109996,0.05629612070814804,frequency_only,13
freq_learn,0.05630735992411945,0.012927415888227288,2,"log_frequency,reference_learnability",False,0.04701007420109996,0.05629612070814804,frequency_only,13
learnability_only,0.6258746964735731,0.09805023604479988,1,reference_learnability,False,0.04701007420109996,0.05629612070814804,frequency_only,13
frequency_only,0.030240631047263884,0.008599973819262717,1,log_frequency,True,0.030240631047263884,0.0388406048665266,frequency_only,14
freq_learn,0.03605456662309462,0.011495089789078802,2,"log_frequency,reference_learnability",False,0.030240631047263884,0.0388406048665266,frequency_only,14
three_factor,0.038258338102617154,0.01225102544841804,3,"log_frequency,reference_learnability,formal_utility",False,0.030240631047263884,0.0388406048665266,frequency_only,14
learnability_only,0.7468128281895926,0.12274795254776866,1,reference_learnability,False,0.030240631047263884,0.0388406048665266,frequency_only,14
three_factor,0.02819046168542568,0.005896488318835962,3,"log_frequency,reference_learnability,formal_utility",False,0.02819046168542568,0.034086950004261644,frequency_only,15
freq_learn,0.029720061993610804,0.007011042244107037,2,"log_frequency,reference_learnability",False,0.02819046168542568,0.034086950004261644,frequency_only,15
frequency_only,0.030673709948064752,0.006499690908140058,1,log_frequency,True,0.02819046168542568,0.034086950004261644,frequency_only,15
learnability_only,0.69748080383541,0.17818276469861502,1,reference_learnability,False,0.02819046168542568,0.034086950004261644,frequency_only,15
frequency_only,0.021208424902512853,0.009937667899840893,1,log_frequency,True,0.021208424902512853,0.031146092802353746,frequency_only,16
freq_learn,0.021386048304205988,0.009632499225056589,2,"log_frequency,reference_learnability",False,0.021208424902512853,0.031146092802353746,frequency_only,16
three_factor,0.02225900710551541,0.009355529822325803,3,"log_frequency,reference_learnability,formal_utility",False,0.021208424902512853,0.031146092802353746,frequency_only,16
learnability_only,0.6086075340396568,0.1289976791615654,1,reference_learnability,False,0.021208424902512853,0.031146092802353746,frequency_only,16
frequency_only,0.03281352812558547,0.013786658960826986,1,log_frequency,True,0.03281352812558547,0.046600187086412455,frequency_only,17
freq_learn,0.034597095995141325,0.014783753337988864,2,"log_frequency,reference_learnability",False,0.03281352812558547,0.046600187086412455,frequency_only,17
three_factor,0.03543776865565665,0.014938155229185967,3,"log_frequency,reference_learnability,formal_utility",False,0.03281352812558547,0.046600187086412455,frequency_only,17
learnability_only,0.6271413532705653,0.1253357902590716,1,reference_learnability,False,0.03281352812558547,0.046600187086412455,frequency_only,17
freq_learn,0.04561506620090367,0.009805578125366126,2,"log_frequency,reference_learnability",False,0.04561506620090367,0.055420644326269794,frequency_only,18
frequency_only,0.047072519375035295,0.007614386941745617,1,log_frequency,True,0.04561506620090367,0.055420644326269794,frequency_only,18
three_factor,0.04909512422829673,0.009663887000429708,3,"log_frequency,reference_learnability,formal_utility",False,0.04561506620090367,0.055420644326269794,frequency_only,18
learnability_only,0.6623300221728146,0.13277425784984317,1,reference_learnability,False,0.04561506620090367,0.055420644326269794,frequency_only,18
frequency_only,0.030359562973110675,0.008888492125611965,1,log_frequency,True,0.030359562973110675,0.03924805509872264,frequency_only,19
freq_learn,0.03297189866473688,0.00893778618653082,2,"log_frequency,reference_learnability",False,0.030359562973110675,0.03924805509872264,frequency_only,19
three_factor,0.03442927958120305,0.00972050077683609,3,"log_frequency,reference_learnability,formal_utility",False,0.030359562973110675,0.03924805509872264,frequency_only,19
learnability_only,0.6221175427327851,0.13703300656476972,1,reference_learnability,False,0.030359562973110675,0.03924805509872264,frequency_only,19
three_factor,0.03641257638158481,0.006913481792775451,3,"log_frequency,reference_learnability,formal_utility",False,0.03641257638158481,0.043326058174360256,frequency_only,20
frequency_only,0.037121431971376614,0.006187768043060707,1,log_frequency,True,0.03641257638158481,0.043326058174360256,frequency_only,20
freq_learn,0.043344048837718044,0.007831676701108459,2,"log_frequency,reference_learnability",False,0.03641257638158481,0.043326058174360256,frequency_only,20
learnability_only,0.5865949238677609,0.07075729215482142,1,reference_learnability,False,0.03641257638158481,0.043326058174360256,frequency_only,20
frequency_only,0.0374605871991761,0.005542904935164053,1,log_frequency,True,0.0374605871991761,0.043003492134340154,frequency_only,21
freq_learn,0.041219115534008165,0.007131108174737153,2,"log_frequency,reference_learnability",False,0.0374605871991761,0.043003492134340154,frequency_only,21
three_factor,0.042526848099277925,0.00750615180950157,3,"log_frequency,reference_learnability,formal_utility",False,0.0374605871991761,0.043003492134340154,frequency_only,21
learnability_only,0.6863405052851169,0.08843940579608806,1,reference_learnability,False,0.0374605871991761,0.043003492134340154,frequency_only,21
frequency_only,0.03647144757191613,0.012613694217499354,1,log_frequency,True,0.03647144757191613,0.04908514178941548,frequency_only,22
freq_learn,0.04132902596016262,0.013123942166324279,2,"log_frequency,reference_learnability",False,0.03647144757191613,0.04908514178941548,frequency_only,22
three_factor,0.047708767982797703,0.014613575326371118,3,"log_frequency,reference_learnability,formal_utility",False,0.03647144757191613,0.04908514178941548,frequency_only,22
learnability_only,0.6538443067801314,0.16506228718716717,1,reference_learnability,False,0.03647144757191613,0.04908514178941548,frequency_only,22
frequency_only,0.039265221712171526,0.012912111816663291,1,log_frequency,True,0.039265221712171526,0.052177333528834816,frequency_only,23
freq_learn,0.04296318834432814,0.01322700473120989,2,"log_frequency,reference_learnability",False,0.039265221712171526,0.052177333528834816,frequency_only,23
three_factor,0.0505185262501987,0.01819561682124651,3,"log_frequency,reference_learnability,formal_utility",False,0.039265221712171526,0.052177333528834816,frequency_only,23
learnability_only,0.6870666896912464,0.1092391530728956,1,reference_learnability,False,0.039265221712171526,0.052177333528834816,frequency_only,23
frequency_only,0.038111167097411844,0.006775845281185724,1,log_frequency,True,0.038111167097411844,0.04488701237859757,frequency_only,24
freq_learn,0.03835673119299242,0.005566327812712279,2,"log_frequency,reference_learnability",False,0.038111167097411844,0.04488701237859757,frequency_only,24
three_factor,0.04869297614761932,0.003754382746097613,3,"log_frequency,reference_learnability,formal_utility",False,0.038111167097411844,0.04488701237859757,frequency_only,24
learnability_only,0.6017940629061724,0.12115265804128904,1,reference_learnability,False,0.038111167097411844,0.04488701237859757,frequency_only,24
freq_learn,0.039550564172979225,0.008862870584147024,2,"log_frequency,reference_learnability",False,0.039550564172979225,0.04841343475712625,frequency_only,25
frequency_only,0.039607198136048884,0.007568857446208991,1,log_frequency,True,0.039550564172979225,0.04841343475712625,frequency_only,25
three_factor,0.04113300591383419,0.008847399361672293,3,"log_frequency,reference_learnability,formal_utility",False,0.039550564172979225,0.04841343475712625,frequency_only,25
learnability_only,0.51617660439422,0.13210135197317613,1,reference_learnability,False,0.039550564172979225,0.04841343475712625,frequency_only,25
three_factor,0.03141613886906659,0.004972033499332807,3,"log_frequency,reference_learnability,formal_utility",False,0.03141613886906659,0.0363881723683994,frequency_only,26
freq_learn,0.033149523938962026,0.0050898748415528485,2,"log_frequency,reference_learnability",False,0.03141613886906659,0.0363881723683994,frequency_only,26
frequency_only,0.03421407304441427,0.006232161183897213,1,log_frequency,True,0.03141613886906659,0.0363881723683994,frequency_only,26
learnability_only,0.6166038385077052,0.18832359030144943,1,reference_learnability,False,0.03141613886906659,0.0363881723683994,frequency_only,26
frequency_only,0.021707835130400036,0.008517594012934357,1,log_frequency,True,0.021707835130400036,0.03022542914333439,frequency_only,27
freq_learn,0.021819529991036177,0.008877743614982923,2,"log_frequency,reference_learnability",False,0.021707835130400036,0.03022542914333439,frequency_only,27
three_factor,0.022427929749820212,0.008328723600393197,3,"log_frequency,reference_learnability,formal_utility",False,0.021707835130400036,0.03022542914333439,frequency_only,27
learnability_only,0.7613145507758093,0.16427526789629543,1,reference_learnability,False,0.021707835130400036,0.03022542914333439,frequency_only,27
freq_learn,0.03408667213944092,0.004675447533551194,2,"log_frequency,reference_learnability",False,0.03408667213944092,0.03876211967299212,frequency_only,28
frequency_only,0.034276372440397315,0.00422808180585453,1,log_frequency,True,0.03408667213944092,0.03876211967299212,frequency_only,28
three_factor,0.034705282543978734,0.0051678593628595075,3,"log_frequency,reference_learnability,formal_utility",False,0.03408667213944092,0.03876211967299212,frequency_only,28
learnability_only,0.5858836321006725,0.13992638669542043,1,reference_learnability,False,0.03408667213944092,0.03876211967299212,frequency_only,28
frequency_only,0.03265515053636601,0.008962319015599551,1,log_frequency,True,0.03265515053636601,0.04161746955196556,frequency_only,29
freq_learn,0.03482818833638301,0.01053356754039459,2,"log_frequency,reference_learnability",False,0.03265515053636601,0.04161746955196556,frequency_only,29
three_factor,0.03568324836543456,0.010072070710773415,3,"log_frequency,reference_learnability,formal_utility",False,0.03265515053636601,0.04161746955196556,frequency_only,29
learnability_only,0.6240017279206904,0.20774664619964972,1,reference_learnability,False,0.03265515053636601,0.04161746955196556,frequency_only,29
freq_learn,0.03530857965560718,0.009994679298226446,2,"log_frequency,reference_learnability",False,0.03530857965560718,0.04530325895383362,frequency_only,30
three_factor,0.036303549577309635,0.010151369941936049,3,"log_frequency,reference_learnability,formal_utility",False,0.03530857965560718,0.04530325895383362,frequency_only,30
frequency_only,0.037635560661294275,0.011043902072575568,1,log_frequency,True,0.03530857965560718,0.04530325895383362,frequency_only,30
learnability_only,0.6279158780263797,0.19857831289240102,1,reference_learnability,False,0.03530857965560718,0.04530325895383362,frequency_only,30
frequency_only,0.0331785537100626,0.005141885964971264,1,log_frequency,True,0.0331785537100626,0.03832043967503386,frequency_only,31
freq_learn,0.03429294495133321,0.005404949189787214,2,"log_frequency,reference_learnability",False,0.0331785537100626,0.03832043967503386,frequency_only,31
three_factor,0.038009570093796644,0.0076153948158823,3,"log_frequency,reference_learnability,formal_utility",False,0.0331785537100626,0.03832043967503386,frequency_only,31
learnability_only,0.5852663994408797,0.05939959455338821,1,reference_learnability,False,0.0331785537100626,0.03832043967503386,frequency_only,31
frequency_only,0.06013744789557216,0.0041278918619801165,1,log_frequency,True,0.06013744789557216,0.06426533975755228,frequency_only,32
freq_learn,0.06344520701342936,0.006871820978792678,2,"log_frequency,reference_learnability",False,0.06013744789557216,0.06426533975755228,frequency_only,32
three_factor,0.0674935944930239,0.010090111142210754,3,"log_frequency,reference_learnability,formal_utility",False,0.06013744789557216,0.06426533975755228,frequency_only,32
learnability_only,0.7119149750068554,0.12204955664704398,1,reference_learnability,False,0.06013744789557216,0.06426533975755228,frequency_only,32
three_factor,0.0473865757700971,0.009371390173093627,3,"log_frequency,reference_learnability,formal_utility",False,0.0473865757700971,0.05675796594319073,frequency_only,33
frequency_only,0.04761970726528517,0.011912396798451323,1,log_frequency,True,0.0473865757700971,0.05675796594319073,frequency_only,33
freq_learn,0.05014454923389509,0.010485648861127432,2,"log_frequency,reference_learnability",False,0.0473865757700971,0.05675796594319073,frequency_only,33
learnability_only,0.6147525637163831,0.19350079803047734,1,reference_learnability,False,0.0473865757700971,0.05675796594319073,frequency_only,33
frequency_only,0.03064014519438325,0.0037163264714262082,1,log_frequency,True,0.03064014519438325,0.034356471665809456,frequency_only,34
freq_learn,0.032452615826731555,0.0037073510083321416,2,"log_frequency,reference_learnability",False,0.03064014519438325,0.034356471665809456,frequency_only,34
three_factor,0.0357999076780285,0.004959343082282891,3,"log_frequency,reference_learnability,formal_utility",False,0.03064014519438325,0.034356471665809456,frequency_only,34
learnability_only,0.6747563418079408,0.15224848303485683,1,reference_learnability,False,0.03064014519438325,0.034356471665809456,frequency_only,34
frequency_only,0.03882283337556345,0.00828721145696338,1,log_frequency,True,0.03882283337556345,0.04711004483252683,frequency_only,35
freq_learn,0.04087278147832633,0.008579408727085486,2,"log_frequency,reference_learnability",False,0.03882283337556345,0.04711004483252683,frequency_only,35
three_factor,0.04384839462246742,0.00921429617027788,3,"log_frequency,reference_learnability,formal_utility",False,0.03882283337556345,0.04711004483252683,frequency_only,35
learnability_only,0.5999074521044494,0.08220770679086505,1,reference_learnability,False,0.03882283337556345,0.04711004483252683,frequency_only,35
three_factor,0.029112634156589802,0.0032245974491171667,3,"log_frequency,reference_learnability,formal_utility",False,0.029112634156589802,0.03233723160570697,frequency_only,36
freq_learn,0.0299268528196442,0.003156283300793139,2,"log_frequency,reference_learnability",False,0.029112634156589802,0.03233723160570697,frequency_only,36
frequency_only,0.03144584790318707,0.0071637646016751485,1,log_frequency,True,0.029112634156589802,0.03233723160570697,frequency_only,36
learnability_only,0.6567590282061435,0.15887770533278275,1,reference_learnability,False,0.029112634156589802,0.03233723160570697,frequency_only,36
freq_learn,0.03369563518737095,0.004759918743643576,2,"log_frequency,reference_learnability",False,0.03369563518737095,0.03845555393101452,frequency_only,37
three_factor,0.03411609459786531,0.004494944582754293,3,"log_frequency,reference_learnability,formal_utility",False,0.03369563518737095,0.03845555393101452,frequency_only,37
frequency_only,0.03616928729709148,0.00603984455333005,1,log_frequency,True,0.03369563518737095,0.03845555393101452,frequency_only,37
learnability_only,0.8212870230101409,0.18802084372288347,1,reference_learnability,False,0.03369563518737095,0.03845555393101452,frequency_only,37
freq_learn,0.033525356189562754,0.004553386993291105,2,"log_frequency,reference_learnability",False,0.033525356189562754,0.038078743182853855,frequency_only,38
frequency_only,0.03353376947124209,0.004716043017438832,1,log_frequency,True,0.033525356189562754,0.038078743182853855,frequency_only,38
three_factor,0.034365506959153004,0.004658713781741798,3,"log_frequency,reference_learnability,formal_utility",False,0.033525356189562754,0.038078743182853855,frequency_only,38
learnability_only,0.6367042992716424,0.1277932186620538,1,reference_learnability,False,0.033525356189562754,0.038078743182853855,frequency_only,38
frequency_only,0.0420263162903716,0.01684373847850044,1,log_frequency,True,0.0420263162903716,0.05887005476887204,frequency_only,39
freq_learn,0.04220460656737583,0.01674351540188524,2,"log_frequency,reference_learnability",False,0.0420263162903716,0.05887005476887204,frequency_only,39
three_factor,0.04740345223042315,0.017659372709120116,3,"log_frequency,reference_learnability,formal_utility",False,0.0420263162903716,0.05887005476887204,frequency_only,39
learnability_only,0.6317877364375258,0.15433060641395216,1,reference_learnability,False,0.0420263162903716,0.05887005476887204,frequency_only,39
frequency_only,0.036942331442152906,0.011049873796131019,1,log_frequency,True,0.036942331442152906,0.04799220523828392,frequency_only,40
three_factor,0.03718383748992827,0.01001821763828574,3,"log_frequency,reference_learnability,formal_utility",False,0.036942331442152906,0.04799220523828392,frequency_only,40
freq_learn,0.03838277951932274,0.01082528052863733,2,"log_frequency,reference_learnability",False,0.036942331442152906,0.04799220523828392,frequency_only,40
learnability_only,0.6122755722282858,0.25217406129892644,1,reference_learnability,False,0.036942331442152906,0.04799220523828392,frequency_only,40
frequency_only,0.023842638420323824,0.005924460484081699,1,log_frequency,True,0.023842638420323824,0.02976709890440552,frequency_only,41
freq_learn,0.025516687350349947,0.0055972922476654205,2,"log_frequency,reference_learnability",False,0.023842638420323824,0.02976709890440552,frequency_only,41
three_factor,0.029115167618301678,0.005022035987228735,3,"log_frequency,reference_learnability,formal_utility",False,0.023842638420323824,0.02976709890440552,frequency_only,41
learnability_only,0.7337179077094872,0.24362772206585268,1,reference_learnability,False,0.023842638420323824,0.02976709890440552,frequency_only,41
frequency_only,0.03273560761782312,0.007290374581918861,1,log_frequency,True,0.03273560761782312,0.04002598219974198,frequency_only,42
freq_learn,0.03413311420311461,0.005671033597492119,2,"log_frequency,reference_learnability",False,0.03273560761782312,0.04002598219974198,frequency_only,42
three_factor,0.036371015868409254,0.005908940499597394,3,"log_frequency,reference_learnability,formal_utility",False,0.03273560761782312,0.04002598219974198,frequency_only,42
learnability_only,0.6908468875504266,0.1290259535515126,1,reference_learnability,False,0.03273560761782312,0.04002598219974198,frequency_only,42
frequency_only,0.02269770788340351,0.0056581694065390275,1,log_frequency,True,0.02269770788340351,0.028355877289942537,frequency_only,43
freq_learn,0.02513656909362664,0.005968872215573851,2,"log_frequency,reference_learnability",False,0.02269770788340351,0.028355877289942537,frequency_only,43
three_factor,0.025459741535314273,0.006141129912029977,3,"log_frequency,reference_learnability,formal_utility",False,0.02269770788340351,0.028355877289942537,frequency_only,43
learnability_only,0.5369223233208847,0.13469913279955076,1,reference_learnability,False,0.02269770788340351,0.028355877289942537,frequency_only,43
frequency_only,0.033961589061336506,0.005209864942145355,1,log_frequency,True,0.033961589061336506,0.03917145400348186,frequency_only,44
freq_learn,0.03847725010318521,0.005531016851432473,2,"log_frequency,reference_learnability",False,0.033961589061336506,0.03917145400348186,frequency_only,44
three_factor,0.04270606999101191,0.0070271640766090765,3,"log_frequency,reference_learnability,formal_utility",False,0.033961589061336506,0.03917145400348186,frequency_only,44
learnability_only,0.6544863700966826,0.19074308713577998,1,reference_learnability,False,0.033961589061336506,0.03917145400348186,frequency_only,44
freq_learn,0.035680621873555154,0.008271112390669121,2,"log_frequency,reference_learnability",False,0.035680621873555154,0.043951734264224274,frequency_only,45
frequency_only,0.03592428002472565,0.008982718426022092,1,log_frequency,True,0.035680621873555154,0.043951734264224274,frequency_only,45
three_factor,0.0396353095155243,0.009473687482089418,3,"log_frequency,reference_learnability,formal_utility",False,0.035680621873555154,0.043951734264224274,frequency_only,45
learnability_only,0.6419689452875168,0.13061270281602325,1,reference_learnability,False,0.035680621873555154,0.043951734264224274,frequency_only,45
three_factor,0.02158734250319521,0.006696380239151849,3,"log_frequency,reference_learnability,formal_utility",False,0.02158734250319521,0.02828372274234706,frequency_only,46
freq_learn,0.022781638075744442,0.004713494058752785,2,"log_frequency,reference_learnability",False,0.02158734250319521,0.02828372274234706,frequency_only,46
frequency_only,0.023143454114325116,0.005340288467184594,1,log_frequency,True,0.02158734250319521,0.02828372274234706,frequency_only,46
learnability_only,0.6759595188493521,0.13040255477829174,1,reference_learnability,False,0.02158734250319521,0.02828372274234706,frequency_only,46
frequency_only,0.024948679464147704,0.00936289510003167,1,log_frequency,True,0.024948679464147704,0.034311574564179374,frequency_only,47
freq_learn,0.02519484942843895,0.009767834296778384,2,"log_frequency,reference_learnability",False,0.024948679464147704,0.034311574564179374,frequency_only,47
three_factor,0.0264261471650499,0.010292869057488862,3,"log_frequency,reference_learnability,formal_utility",False,0.024948679464147704,0.034311574564179374,frequency_only,47
learnability_only,0.48441994384379206,0.10761848369067732,1,reference_learnability,False,0.024948679464147704,0.034311574564179374,frequency_only,47
three_factor,0.016650583744324536,0.0022505889650079464,3,"log_frequency,reference_learnability,formal_utility",False,0.016650583744324536,0.018901172709332482,frequency_only,48
frequency_only,0.01852010798595389,0.0025137461290464028,1,log_frequency,True,0.016650583744324536,0.018901172709332482,frequency_only,48
freq_learn,0.019372716799968763,0.002320671367927674,2,"log_frequency,reference_learnability",False,0.016650583744324536,0.018901172709332482,frequency_only,48
learnability_only,0.6381179308802712,0.0785395049221418,1,reference_learnability,False,0.016650583744324536,0.018901172709332482,frequency_only,48
frequency_only,0.03927898277543605,0.011972465822178091,1,log_frequency,True,0.03927898277543605,0.051251448597614144,frequency_only,49
freq_learn,0.03998520252469749,0.011598086973781226,2,"log_frequency,reference_learnability",False,0.03927898277543605,0.051251448597614144,frequency_only,49
three_factor,0.04274537324918372,0.010520700688738385,3,"log_frequency,reference_learnability,formal_utility",False,0.03927898277543605,0.051251448597614144,frequency_only,49
learnability_only,0.6704409958677788,0.10474654436433596,1,reference_learnability,False,0.03927898277543605,0.051251448597614144,frequency_only,49
frequency_only,0.025345288589606153,0.007789222932272188,1,log_frequency,True,0.025345288589606153,0.03313451152187834,frequency_only,50
freq_learn,0.026715145922150525,0.00843220650062832,2,"log_frequency,reference_learnability",False,0.025345288589606153,0.03313451152187834,frequency_only,50
three_factor,0.028015215065078525,0.00838141159633484,3,"log_frequency,reference_learnability,formal_utility",False,0.025345288589606153,0.03313451152187834,frequency_only,50
learnability_only,0.5176831241631608,0.098991896925687,1,reference_learnability,False,0.025345288589606153,0.03313451152187834,frequency_only,50
frequency_only,0.04120357341049803,0.012989741375773587,1,log_frequency,True,0.04120357341049803,0.05419331478627162,frequency_only,51
freq_learn,0.0434482534775434,0.012186481115616902,2,"log_frequency,reference_learnability",False,0.04120357341049803,0.05419331478627162,frequency_only,51
three_factor,0.049448767208792495,0.01173100850452671,3,"log_frequency,reference_learnability,formal_utility",False,0.04120357341049803,0.05419331478627162,frequency_only,51
learnability_only,0.6647957739011606,0.13326810550874243,1,reference_learnability,False,0.04120357341049803,0.05419331478627162,frequency_only,51
frequency_only,0.028610726263201575,0.005287818276166757,1,log_frequency,True,0.028610726263201575,0.03389854453936833,frequency_only,52
freq_learn,0.030460561218291705,0.006917173776662986,2,"log_frequency,reference_learnability",False,0.028610726263201575,0.03389854453936833,frequency_only,52
three_factor,0.031031158482702437,0.008400938311164771,3,"log_frequency,reference_learnability,formal_utility",False,0.028610726263201575,0.03389854453936833,frequency_only,52
