model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
EleutherAI/pythia-410m,accuracy,all,29,0.23922413793103448,-0.004310344827586207,0.24286099137931033,-0.2502522601009298,-0.0012791331337970986,-0.27721517439480003,0.1802067724536535,0.004262716075658445,0.21789937451373095,-0.08423479961055255,0.025062541248924628,-0.09668889513056354,0.17946753763240053,-0.1094924143675952,0.23009605982661893,,,
EleutherAI/pythia-410m,accuracy,atomic,16,0.2314453125,-0.0048828125,0.233154296875,0.0120307417295217,-0.40166399916406836,0.040423691459499915,-0.051492766731483355,0.3887026394476281,-0.0586940418600875,0.286631505582414,-0.08749733877861018,0.28765553007832484,,,,,,
EleutherAI/pythia-410m,accuracy,composite,10,0.25,-0.00625,0.258203125,-0.7779282831939609,0.38752258041839993,-0.8404606389858067,0.6580782119679491,-0.37248096848242696,0.6085123568746214,,,,,,,,,
EleutherAI/pythia-410m,accuracy,true_atomic_composite,26,0.23858173076923078,-0.005408653846153846,0.24278846153846154,-0.2645938669943746,-0.009749280474432005,-0.3028843269102881,0.23163783167815985,0.010127436881326208,0.2659460636512515,-0.06397138626496002,0.060962390993184824,-0.0974368585782565,0.2020819241604706,-0.09325810535837248,0.24273190969934708,,,
EleutherAI/pythia-410m,mean_correct_margin,all,29,-0.8223774410013495,-0.4238727845508477,-0.7641539639343733,-0.4226876787815864,-0.42516388076624717,-0.4476973188266598,0.4668954788779882,0.49090866098359004,0.4951171568165306,-0.09122959933454153,-0.014295236362962349,-0.13957348958019603,0.33817288811440677,0.30348848933344197,0.4075416856763363,,,
EleutherAI/pythia-410m,mean_correct_margin,atomic,16,-0.8712155020912178,-0.4656881748815067,-0.8095086462417385,-0.3184286974031653,-0.5935032529063691,-0.11361775118610594,0.35906467278078014,0.5608530839303095,0.24333308403325593,0.38959686123698983,0.3361227822436775,0.5423799440750251,,,,,,
EleutherAI/pythia-410m,mean_correct_margin,composite,10,-0.7321354621089995,-0.3328914606012404,-0.6795093850465491,-0.6788335930269976,-0.4913462197147793,-0.7693447387639306,0.5081391846066426,0.25720625393669566,0.7026122058758515,,,,,,,,,
EleutherAI/pythia-410m,mean_correct_margin,true_atomic_composite,26,-0.8177231790211338,-0.41461251554294276,-0.7595089303974348,-0.5031123284069512,-0.5244627489142961,-0.4817619078996062,0.4955406523349945,0.48729881196351843,0.5161452532636845,-0.17972270072625138,-0.12005192261951178,-0.17510531908703938,0.3478505426185217,0.28460498941515416,0.4005551702879947,,,
EleutherAI/pythia-410m,mean_correct_mrr,all,29,0.511090158045977,-0.004579741379310341,0.514367816091954,-0.3918043985290911,-0.13266598508525343,-0.3298707313329264,0.2668758665757672,0.0603102306368439,0.2473414824794558,-0.20153217742275129,0.010401660770206518,-0.16584516734986432,0.2993004144464606,-0.034701497327125866,0.2601650328590644,,,
EleutherAI/pythia-410m,mean_correct_mrr,atomic,16,0.5013834635416667,-0.006673177083333336,0.5067342122395833,0.0590947992536215,-0.23281051933156433,0.09425246463235835,-0.09057466087213246,0.26746651986875314,-0.11878644048804257,0.41052454476128736,0.34120842131631085,0.28438571815865715,,,,,,
