model_name,metric,n_atomic,n_composite,n_moving_atomic,n_moving_composite,mean_atomic_delta,mean_composite_delta,mean_atomic_final,mean_composite_final,h2_ready
EleutherAI/pythia-410m,accuracy,16,10,5,4,-0.0048828125,-0.00625,0.2314453125,0.25,True
EleutherAI/pythia-410m,mean_correct_margin,16,10,16,10,-0.4656881748815067,-0.3328914606012404,-0.8712155020912178,-0.7321354621089995,True
EleutherAI/pythia-410m,mean_correct_mrr,16,10,8,1,-0.006673177083333336,-0.003906249999999978,0.5013834635416667,0.5240885416666666,False
EleutherAI/pythia-410m,mean_logprob_correct,16,10,16,10,8.627209519792814,8.72534149494022,-2.382214728917461,-2.3035455549135806,True
EleutherAI/pythia-410m,mean_logprob_margin,16,10,16,10,0.9054661089903675,0.8662027199752629,1.1037878267816268,1.0795465742237866,True
