model_name,metric,target_summary,slice_id,component_ids,observed,predicted,residual,n_atomic_fit,residual_z,residual_direction,metric_direction,family,prompt_family,operation_type,composition_depth,frequency_proxy,reference_learnability,formal_utility,answer_entropy_proxy,component_ids_meta,control_type,kind
EleutherAI/pythia-410m,accuracy,final_metric,comp_add_then_compare,arith_add_small;arith_compare,0.203125,0.3279796377140738,-0.1248546377140737,16,-1.34358268195034,under,higher_is_better,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_add_then_even,arith_add_small;arith_even,0.203125,0.3268527514215533,-0.1237277514215533,16,-1.3171457484398368,under,higher_is_better,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_first_then_same,word_first;word_same,0.25,0.3413619053026475,-0.0913619053026474,16,-0.5578377973750095,under,higher_is_better,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_max_then_compare,arith_max2;arith_compare,0.28125,0.3112167112479387,-0.0299667112479387,16,0.8825033212116411,under,higher_is_better,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,0.25,0.3123435975404591,-0.0623435975404591,16,0.12293636589968779,under,higher_is_better,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_retrieve_then_compare,retrieval_number;arith_compare,0.28125,0.2821984034857504,-0.0009484034857504,16,1.5632774844863384,under,higher_is_better,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_reverse_then_first,word_reverse2;word_first,0.3125,0.3257258651290329,-0.0132258651290328,16,1.2752462613757436,under,higher_is_better,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_reverse_then_last,word_reverse2;word_last,0.25,0.3257258651290329,-0.0757258651290329,16,-0.1910137822271584,under,higher_is_better,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_reverse_then_same,word_reverse2;word_same,0.265625,0.3100898249554182,-0.0444648249554182,16,0.5423752438214221,under,higher_is_better,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,composite
EleutherAI/pythia-410m,accuracy,final_metric,comp_sub_then_compare,arith_sub_small;arith_compare,0.203125,0.3123435975404592,-0.1092185975404592,16,-0.9767586668024895,under,higher_is_better,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_add_then_compare,arith_add_small;arith_compare,-1.052060216665268,-0.96807097053944,-0.0839892461258278,16,-1.404980593315483,under,higher_is_better,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_add_then_even,arith_add_small;arith_even,-0.972254253923893,-0.9207020635423816,-0.0515521903815113,16,-1.2209580677597651,under,higher_is_better,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_first_then_same,word_first;word_same,-0.6491560209542513,-0.922735407448547,0.2735793864942957,16,0.6235846178100406,over,higher_is_better,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_max_then_compare,arith_max2;arith_compare,-0.7713770940899849,-0.8712998126391576,0.0999227185491726,16,-0.36160771489578986,over,higher_is_better,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,-0.5419805431738496,-0.9186687196362162,0.3766881764623666,16,1.2085433787556326,over,higher_is_better,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_retrieve_then_compare,retrieval_number;arith_compare,-0.6475878013297915,-0.8672331248268268,0.2196453234970352,16,0.3176048592132356,over,higher_is_better,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_reverse_then_first,word_reverse2;word_first,-0.6022805431857705,-0.8733331565453228,0.2710526133595523,16,0.6092496800947612,over,higher_is_better,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_reverse_then_last,word_reverse2;word_last,-0.6028635948896408,-0.8733331565453228,0.270469561655682,16,0.6059419000076436,over,higher_is_better,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_reverse_then_same,word_reverse2;word_same,-0.4555791616439819,-0.8239309056420988,0.3683517439981169,16,1.1612489705242472,over,higher_is_better,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,composite
EleutherAI/pythia-410m,mean_correct_margin,final_metric,comp_sub_then_compare,arith_sub_small;arith_compare,-1.0262153912335634,-0.918668719636216,-0.1075466715973473,16,-1.5386270304345235,under,higher_is_better,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,composite
EleutherAI/pythia-410m,mean_correct_mrr,final_metric,comp_add_then_compare,arith_add_small;arith_compare,0.5,0.664673007996664,-0.1646730079966639,16,-0.9580830247540902,under,higher_is_better,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,composite
EleutherAI/pythia-410m,mean_correct_mrr,final_metric,comp_add_then_even,arith_add_small;arith_even,0.4765625,0.6644868572497616,-0.1879243572497616,16,-1.7272516417032513,under,higher_is_better,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
