n_rows,design_condition_number,vif_frequency,vif_reference_learnability,vif_formal_utility,pearson_frequency__reference_learnability,spearman_frequency__reference_learnability,binned_mi_frequency__reference_learnability,pearson_frequency__formal_utility,spearman_frequency__formal_utility,binned_mi_frequency__formal_utility,pearson_reference_learnability__formal_utility,spearman_reference_learnability__formal_utility,binned_mi_reference_learnability__formal_utility,passed,n_tasks
25.0,1.718744462037869,1.2320931148093903,1.0858674730516837,1.3229256007279282,-0.020689187572210756,0.42405045694005994,0.25983654786880295,0.42372594414290043,0.0602154630888172,0.01453166263651934,-0.26279072667191605,-0.28278094924725683,0.1269054526990235,True,25.0
