model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
EleutherAI/pythia-1.4b,accuracy,all,29,0.2672413793103448,-0.0021551724137931034,0.26221264367816094,0.10831680898634341,0.061732909699484445,0.15566549288844958,-0.1992886715315245,-0.12016028639976521,-0.1378765554286646,0.1889603473449253,0.14903462085644195,0.2990955203866779,-0.2343001416382909,-0.07058765626041479,-0.21891782072079252,,,
EleutherAI/pythia-1.4b,accuracy,atomic,16,0.28125,0.0078125,0.2760416666666667,-0.09414701367688978,0.08775365744647497,-0.12187823866799681,-0.06510140469460275,-0.1356513643602218,-0.030804124189294537,0.08280921911937025,0.303968253968254,0.05570259934121395,,,,,,
EleutherAI/pythia-1.4b,accuracy,composite,10,0.2375,-0.025,0.24791666666666665,-0.5536409971510081,-0.30016680568428156,-0.5993200803110673,0.24595598054390164,0.06472525803786884,0.2939672225370745,,,,,,,,,
EleutherAI/pythia-1.4b,accuracy,true_atomic_composite,26,0.2644230769230769,-0.004807692307692308,0.265224358974359,0.08257900989626418,0.03782266077037447,0.09722227496869648,-0.1855521484038626,-0.09122527365405007,-0.2029100591164198,0.22090889073864833,0.16783905521473005,0.22347554922736104,-0.2312619966002968,-0.07000369624176227,-0.2657123609125945,,,
EleutherAI/pythia-1.4b,mean_correct_margin,all,29,-0.34471260602104253,0.25712927739168034,-0.5159307844166098,-0.06859079497510219,-0.13000060419468829,-0.04481925592235919,0.09209179116787468,0.1366523352813624,0.04258007548622162,0.19831391536255039,0.09590804032605647,0.06211929983178184,-0.0780398972571708,0.0780398972571708,0.04335549847620599,,,
EleutherAI/pythia-1.4b,mean_correct_margin,atomic,16,-0.34130263049155474,0.26962342020124197,-0.5245635351166129,-0.3587928984824398,-0.22873047278255537,0.11361775118610594,0.2181095326395648,0.09347551398838491,-0.090508037353833,0.2551477483395188,0.3437619363855792,0.1986180076894458,,,,,,
EleutherAI/pythia-1.4b,mean_correct_margin,composite,10,-0.3411745704710484,0.2641291104257107,-0.5019208384056887,-0.5107414652298363,-0.4396255650079604,-0.5495319562599505,0.6775189128088568,0.7402521454763437,0.2634795772034443,,,,,,,,,
EleutherAI/pythia-1.4b,mean_correct_margin,true_atomic_composite,26,-0.3412533766375138,0.26751022413372993,-0.5158548056124113,-0.11880475927474207,-0.1663266629846389,-0.05716402910031068,0.09203388414814866,0.14869653670204616,0.041552611872858164,0.22518615071233866,0.07991622067866909,0.0550533964675276,-0.13703203194062974,0.05270462766947298,0.03162277660168379,,,
EleutherAI/pythia-1.4b,mean_correct_mrr,all,29,0.5290948275862069,0.0010775862068965441,0.5257423371647508,0.017959100750691088,-0.022913335440536906,0.1423279335788573,-0.12332974564460215,-0.057454821264152,-0.16681289664851898,0.15613568600312955,0.14131514628259936,0.2596514569762802,-0.1778232541399096,-0.056382983019971335,-0.21688435829453667,,,
EleutherAI/pythia-1.4b,mean_correct_mrr,atomic,16,0.5335286458333333,0.007486979166666661,0.532009548611111,-0.10173281896825981,-0.044134090581818594,0.07785303540348132,0.0022272457591507983,-0.011136228795753992,-0.12184585905132087,0.3065555725312407,0.35701110317229273,0.1782546236921534,,,,,,
