model_name,metric,n_atomic,n_composite,n_moving_atomic,n_moving_composite,mean_atomic_delta,mean_composite_delta,mean_atomic_final,mean_composite_final,h2_ready
EleutherAI/pythia-1.4b,accuracy,16,10,14,10,0.0078125,-0.025,0.28125,0.2375,True
EleutherAI/pythia-1.4b,mean_correct_margin,16,10,16,10,0.26962342020124197,0.2641291104257107,-0.34130263049155474,-0.3411745704710484,True
EleutherAI/pythia-1.4b,mean_correct_mrr,16,10,15,9,0.007486979166666661,-0.012500000000000022,0.5335286458333333,0.5140625,True
EleutherAI/pythia-1.4b,mean_logprob_correct,16,10,16,10,9.008100380655378,8.962619481235743,-2.028109642211348,-2.010155262798071,True
EleutherAI/pythia-1.4b,mean_logprob_margin,16,10,16,10,-0.01402144180610776,-0.10129304379224777,0.3277942421846092,0.29311843067407606,True
