condition,seed,data_seen,task_name,kind,loss,token_accuracy,exact_match,balanced_accuracy,accuracy,checkpoint_fraction
corrupt_different_operation_matched,8,250112,U02_unrelated_substitute,unrelated,2.037024974822998,0.3020833432674408,0.0,0.0,0.0,1.000448
corrupt_different_operation_matched,8,250112,U01_unrelated_substitute,unrelated,0.7448765635490417,0.7701823115348816,0.0,0.0,0.0,1.000448
corrupt_different_operation_matched,8,250112,A04_reverse,atomic,0.3983067572116852,0.8317057490348816,0.13671875,0.13671875,0.13671875,1.000448
corrupt_different_operation_matched,9,250112,A00_copy,atomic,0.1971284598112106,0.9443359375,0.6796875,0.6796875,0.6796875,1.000448
corrupt_different_operation_matched,8,250112,C01_substitute_then_reverse_03_04,composite,0.4182093441486358,0.8284505605697632,0.142578125,0.142578125,0.142578125,1.000448
corrupt_different_operation_matched,8,250112,C00_reverse_then_substitute_06_04,composite,0.3963329493999481,0.8326823115348816,0.16796875,0.16796875,0.16796875,1.000448
corrupt_different_operation_matched,8,250112,A07_reverse,atomic,0.3701750338077545,0.8382161855697632,0.169921875,0.169921875,0.169921875,1.000448
corrupt_different_operation_matched,9,250112,U00_unrelated_substitute,unrelated,2.8977372646331787,0.0657552108168602,0.0,0.0,0.0,1.000448
corrupt_different_operation_matched,9,250112,S02_surface_rotate,surface_control,3.5602731704711914,0.2141927182674408,0.0,0.0,0.0,1.000448
corrupt_different_operation_matched,9,250112,S01_surface_rotate,surface_control,2.265728235244751,0.3785807490348816,0.001953125,0.001953125,0.001953125,1.000448
corrupt_different_operation_matched,9,250112,S00_surface_rotate,surface_control,2.2795584201812744,0.3170573115348816,0.0,0.0,0.0,1.000448
corrupt_different_operation_matched,9,250112,K02_shortcut_for_A04_reverse,shortcut,0.1972619742155075,0.9446614980697632,0.6796875,0.6796875,0.6796875,1.000448
corrupt_different_operation_matched,9,250112,K01_shortcut_for_A07_reverse,shortcut,0.2032962590456009,0.9410807490348816,0.6640625,0.6640625,0.6640625,1.000448
corrupt_different_operation_matched,9,250112,K00_shortcut_for_A00_copy,shortcut,0.1988802999258041,0.9391276240348816,0.65234375,0.65234375,0.65234375,1.000448
corrupt_different_operation_matched,9,250112,C07_substitute_then_reverse_04_03,composite,0.3920530080795288,0.8336588740348816,0.228515625,0.228515625,0.228515625,1.000448
corrupt_different_operation_matched,9,250112,C06_reverse_then_substitute_02_00,composite,1.1098649501800537,0.6175130605697632,0.0,0.0,0.0,1.000448
corrupt_different_operation_matched,8,250112,A06_copy,atomic,0.1358854323625564,0.9625651240348816,0.78125,0.78125,0.78125,1.000448
corrupt_different_operation_matched,9,250112,C04_substitute_then_reverse_07_01,composite,0.2025100588798523,0.9378255605697632,0.6484375,0.6484375,0.6484375,1.000448
corrupt_different_operation_matched,9,250112,C03_reverse_then_substitute_06_01,composite,0.3972556591033935,0.8297526240348816,0.193359375,0.193359375,0.193359375,1.000448
corrupt_different_operation_matched,8,250112,A00_copy,atomic,0.1319174170494079,0.9674479365348816,0.80859375,0.80859375,0.80859375,1.000448
corrupt_different_operation_matched,8,250112,A01_reverse,atomic,0.3845225870609283,0.8317057490348816,0.154296875,0.154296875,0.154296875,1.000448
corrupt_different_operation_matched,8,250112,A02_substitute,atomic,0.7283801436424255,0.7779948115348816,0.0,0.0,0.0,1.000448
corrupt_different_operation_matched,8,250112,A03_copy,atomic,0.1295861899852752,0.9684244990348816,0.8125,0.8125,0.8125,1.000448
corrupt_different_operation_matched,8,250112,C02_copy_then_substitute_00_07,composite,0.3859629333019256,0.8313802480697632,0.142578125,0.142578125,0.142578125,1.000448
corrupt_different_operation_matched,8,250112,A05_substitute,atomic,0.7265735268592834,0.7848307490348816,0.0,0.0,0.0,1.000448
