condition,task_name,kind,frequency,reference_learnability,formal_utility,n_seeds,acquisition_rate,mean_acquired_at,median_acquired_at,std_acquired_at,mean_final_balanced_accuracy
baseline,C06_and_05_09,composite,0.036993631597135,3.5,0.0,5,0.0,,,,0.767518350481987
baseline,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,5,0.0,,,,0.7397776201367379
baseline,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,5,0.0,,,,0.6473189353942871
baseline,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,5,0.0,,,,0.6506054431200028
baseline,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,5,0.0,,,,0.5247529119253158
baseline,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,5,0.0,,,,0.5144223436713219
baseline,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,5,0.0,,,,0.5070570111274719
baseline,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,5,0.0,,,,0.5110331706702709
baseline,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,5,0.0,,,,0.5787374645471572
baseline,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,5,0.0,,,,0.5172574616968632
baseline,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,5,0.0,,,,0.5160383194684982
corrupt_component,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,5,1.0,70963.2,72192.0,3720.3767551149976,0.996649295091629
corrupt_component,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,5,1.0,71884.8,76288.0,7127.657904248773,0.9954051554203034
corrupt_component,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,5,1.0,81920.0,82432.0,3510.0951554053345,0.9752568364143371
corrupt_component,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,5,1.0,83148.8,82432.0,2160.130366436248,0.9606885015964508
corrupt_component,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,5,1.0,83456.0,82432.0,5643.624367372442,0.9681060969829559
corrupt_component,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,5,1.0,91750.4,92160.0,2670.265305171005,0.9187397539615632
corrupt_component,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,5,0.6,95573.33333333333,96256.0,1182.4133513003537,0.892198646068573
corrupt_component,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,5,0.0,,,,0.5547369435429573
corrupt_component,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,5,0.0,,,,0.7272221207618713
corrupt_component,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,5,0.0,,,,0.7248608320951462
corrupt_component,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,5,0.0,,,,0.6641428500413895
corrupt_component,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,5,0.0,,,,0.7925508409738541
corrupt_component,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,5,0.0,,,,0.7531233072280884
corrupt_component,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,5,0.0,,,,0.6171312630176544
corrupt_component,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,5,0.0,,,,0.5287329196929932
corrupt_component,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,5,0.0,,,,0.537290295958519
corrupt_component,C00_or_04_01,composite,0.009924322081077,3.5,0.0,5,0.0,,,,0.5808343135286123
corrupt_component,C01_or_09_02,composite,0.007856625498314,3.5,0.0,5,0.0,,,,0.5393997291103005
corrupt_component,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,5,0.0,,,,0.6964573055505753
corrupt_component,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,5,0.0,,,,0.6177504308521747
corrupt_component,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,5,0.0,,,,0.8431870639324188
corrupt_component,C06_and_05_09,composite,0.036993631597135,3.5,0.0,5,0.0,,,,0.6554877191781998
corrupt_component,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,5,0.0,,,,0.6851078331470489
corrupt_component,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,5,0.0,,,,0.651318633556366
corrupt_component,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,5,0.0,,,,0.6876939535140991
corrupt_component,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,5,0.0,,,,0.5327924847602844
corrupt_component,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,5,0.0,,,,0.5071095660328865
corrupt_component,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,5,0.0,,,,0.5097752243280411
corrupt_component,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,5,0.0,,,,0.5029597535729409
corrupt_component,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,5,0.0,,,,0.5673858433961868
corrupt_component,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,5,0.0,,,,0.519813284277916
corrupt_component,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,5,0.0,,,,0.5158739790320397
corrupt_unrelated_matched,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,5,1.0,71065.6,72192.0,5325.784524368218,0.9974595010280609
corrupt_unrelated_matched,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,5,1.0,73113.6,74240.0,8959.268541571906,0.9963062465190887
corrupt_unrelated_matched,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,5,1.0,81920.0,80384.0,9115.900833159607,0.9808278918266297
corrupt_unrelated_matched,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,5,1.0,84275.2,84480.0,5377.218909436364,0.9843323469161988
corrupt_unrelated_matched,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,5,1.0,84684.8,84480.0,2818.326311838287,0.9578308463096619
corrupt_unrelated_matched,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,5,1.0,89395.2,92160.0,5114.877437436796,0.9467940032482147
corrupt_unrelated_matched,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,5,0.8,89600.0,90112.0,1024.0,0.9302041292190552
corrupt_unrelated_matched,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,5,0.0,,,,0.5423229351639748
corrupt_unrelated_matched,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,5,0.0,,,,0.6881883919239045
corrupt_unrelated_matched,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,5,0.0,,,,0.7423150271177292
corrupt_unrelated_matched,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,5,0.0,,,,0.8030206590890885
corrupt_unrelated_matched,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,5,0.0,,,,0.728509858250618
corrupt_unrelated_matched,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,5,0.0,,,,0.5990769490599632
corrupt_unrelated_matched,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,5,0.0,,,,0.531040096282959
corrupt_unrelated_matched,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,5,0.0,,,,0.5419723451137543
corrupt_unrelated_matched,C00_or_04_01,composite,0.009924322081077,3.5,0.0,5,0.0,,,,0.5467023551464081
corrupt_unrelated_matched,C01_or_09_02,composite,0.007856625498314,3.5,0.0,5,0.0,,,,0.5179613718762994
corrupt_unrelated_matched,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,5,0.0,,,,0.7478601515293122
corrupt_unrelated_matched,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,5,0.0,,,,0.5715826463885605
corrupt_unrelated_matched,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,5,0.0,,,,0.8448196411132812
corrupt_unrelated_matched,C06_and_05_09,composite,0.036993631597135,3.5,0.0,5,0.0,,,,0.7189676433801651
corrupt_unrelated_matched,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,5,0.0,,,,0.6860340803861618
corrupt_unrelated_matched,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,5,0.0,,,,0.6303919047117233
corrupt_unrelated_matched,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,5,0.0,,,,0.6696597665548325
corrupt_unrelated_matched,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,5,0.0,,,,0.5213977098464966
corrupt_unrelated_matched,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,5,0.0,,,,0.5079430967569352
corrupt_unrelated_matched,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,5,0.0,,,,0.5055561885237694
corrupt_unrelated_matched,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,5,0.0,,,,0.5008800372481346
corrupt_unrelated_matched,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,5,0.0,,,,0.5765675991773606
corrupt_unrelated_matched,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,5,0.0,,,,0.5202278882265091
corrupt_unrelated_matched,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,5,0.0,,,,0.5765821918845176
corrupt_unrelated_matched,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,5,0.0,,,,0.5128508508205414
delay_component,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,5,1.0,68198.4,66048.0,5842.186987764086,0.996761929988861
delay_component,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,5,1.0,72601.6,70144.0,8623.818922032164,0.9920188009738922
delay_component,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,5,1.0,83865.6,84480.0,2439.3992703122626,0.9493768155574799
delay_component,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,5,1.0,84582.4,86016.0,3716.8520013581388,0.9743947803974151
delay_component,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,5,1.0,87347.2,86016.0,3824.609156502139,0.9553545951843262
delay_component,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,5,0.8,90112.0,89088.0,5016.554993219948,0.8989935696125031
delay_component,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,5,1.0,92160.0,94208.0,5792.618751480198,0.9193029284477234
delay_component,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,5,1.0,93798.4,94208.0,4670.158541206069,0.8973127245903015
delay_component,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,5,0.0,,,,0.5517821356654167
delay_component,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,5,0.0,,,,0.7140649408102036
delay_component,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,5,0.0,,,,0.7122716099023819
delay_component,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,5,0.0,,,,0.8027395308017731
delay_component,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,5,0.0,,,,0.755981707572937
delay_component,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,5,0.0,,,,0.6233936607837677
delay_component,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,5,0.0,,,,0.5205265298485756
delay_component,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,5,0.0,,,,0.555730265378952
delay_component,C00_or_04_01,composite,0.009924322081077,3.5,0.0,5,0.0,,,,0.558292840886861
delay_component,C01_or_09_02,composite,0.007856625498314,3.5,0.0,5,0.0,,,,0.519708741735667
delay_component,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,5,0.0,,,,0.7496751099824905
delay_component,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,5,0.0,,,,0.6339047908782959
delay_component,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,5,0.0,,,,0.8454850375652313
delay_component,C06_and_05_09,composite,0.036993631597135,3.5,0.0,5,0.0,,,,0.7134194433689117
delay_component,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,5,0.0,,,,0.7168059259653091
delay_component,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,5,0.0,,,,0.6536824584007264
delay_component,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,5,0.0,,,,0.6754338681697846
delay_component,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,5,0.0,,,,0.5291830211877823
delay_component,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,5,0.0,,,,0.5140197277069092
delay_component,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,5,0.0,,,,0.5076824374496937
delay_component,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,5,0.0,,,,0.508132840692997
delay_component,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,5,0.0,,,,0.5833052217960357
delay_component,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,5,0.0,,,,0.5228701516985893
delay_component,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,5,0.0,,,,0.5150931298732757
delay_unrelated_matched,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,5,1.0,72704.0,74240.0,8704.0,0.9972470045089722
delay_unrelated_matched,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,5,1.0,73830.4,76288.0,6211.89156376703,0.998626571893692
delay_unrelated_matched,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,5,1.0,84172.8,86016.0,6681.5509576744225,0.975247573852539
delay_unrelated_matched,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,5,1.0,84275.2,84480.0,3631.231636786615,0.9657545566558838
delay_unrelated_matched,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,5,0.8,87168.0,87040.0,7364.914301379661,0.946318942308426
delay_unrelated_matched,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,5,1.0,87449.6,88064.0,5086.611131195306,0.9598543643951416
delay_unrelated_matched,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,5,0.8,88192.0,89088.0,7435.760799451974,0.9302059531211853
delay_unrelated_matched,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,5,0.4,97280.0,97280.0,1448.1546878700494,0.8676119685173035
delay_unrelated_matched,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,5,0.0,,,,0.5447680443525315
delay_unrelated_matched,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,5,0.0,,,,0.6944587230682373
delay_unrelated_matched,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,5,0.0,,,,0.7321376174688339
delay_unrelated_matched,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,5,0.0,,,,0.8366581559181213
delay_unrelated_matched,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,5,0.0,,,,0.762295925617218
delay_unrelated_matched,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,5,0.0,,,,0.6148205488920212
delay_unrelated_matched,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,5,0.0,,,,0.522991168498993
delay_unrelated_matched,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,5,0.0,,,,0.5462767660617829
delay_unrelated_matched,C00_or_04_01,composite,0.009924322081077,3.5,0.0,5,0.0,,,,0.5544141292572021
delay_unrelated_matched,C01_or_09_02,composite,0.007856625498314,3.5,0.0,5,0.0,,,,0.5162295573740266
delay_unrelated_matched,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,5,0.0,,,,0.799042385816574
delay_unrelated_matched,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,5,0.0,,,,0.5988511718809605
delay_unrelated_matched,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,5,0.0,,,,0.8145609319210052
delay_unrelated_matched,C06_and_05_09,composite,0.036993631597135,3.5,0.0,5,0.0,,,,0.7629798501729965
delay_unrelated_matched,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,5,0.0,,,,0.7540546745061875
delay_unrelated_matched,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,5,0.0,,,,0.6479741781949997
delay_unrelated_matched,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,5,0.0,,,,0.669822895526886
delay_unrelated_matched,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,5,0.0,,,,0.5210017949342728
delay_unrelated_matched,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,5,0.0,,,,0.5147290036082268
delay_unrelated_matched,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,5,0.0,,,,0.5085193179547787
delay_unrelated_matched,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,5,0.0,,,,0.5029540866613388
delay_unrelated_matched,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,5,0.0,,,,0.5781966000795364
delay_unrelated_matched,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,5,0.0,,,,0.5191093802452087
delay_unrelated_matched,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,5,0.0,,,,0.5123843744397163
upweight_component,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,5,1.0,73011.2,72192.0,3720.376755114998,0.9979776859283447
upweight_component,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,5,1.0,76697.6,76288.0,1713.4797343417868,0.9953442215919495
upweight_component,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,5,1.0,78643.2,78336.0,11383.223585610536,0.9839842438697814
upweight_component,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,5,1.0,84992.0,86016.0,6626.39570203893,0.9821384906768799
upweight_component,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,5,1.0,85299.2,86016.0,7127.657904248773,0.9656722605228424
upweight_component,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,5,1.0,87040.0,86016.0,6003.73217257399,0.9504551708698272
upweight_component,C06_and_05_09,composite,0.036993631597135,3.5,0.0,5,0.2,90112.0,90112.0,,0.8147076010704041
upweight_component,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,5,0.8,90624.0,90112.0,2577.010153905749,0.9401113867759705
upweight_component,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,5,1.0,92569.6,94208.0,4670.1585412060695,0.9442361772060395
upweight_component,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,5,0.0,,,,0.5351657077670098
upweight_component,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,5,0.0,,,,0.6690522074699402
upweight_component,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,5,0.0,,,,0.7982782453298569
upweight_component,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,5,0.0,,,,0.8430919587612152
upweight_component,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,5,0.0,,,,0.7162127137184143
upweight_component,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,5,0.0,,,,0.5844740599393845
upweight_component,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,5,0.0,,,,0.5316431641578674
upweight_component,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,5,0.0,,,,0.5334048256278038
upweight_component,C00_or_04_01,composite,0.009924322081077,3.5,0.0,5,0.0,,,,0.5185573985101655
upweight_component,C01_or_09_02,composite,0.007856625498314,3.5,0.0,5,0.0,,,,0.5044339674059302
upweight_component,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,5,0.0,,,,0.813679987192154
upweight_component,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,5,0.0,,,,0.5289549151435494
upweight_component,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,5,0.0,,,,0.7796729594469071
upweight_component,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,5,0.0,,,,0.7161141574382782
upweight_component,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,5,0.0,,,,0.6533117979764939
upweight_component,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,5,0.0,,,,0.6607513785362243
upweight_component,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,5,0.0,,,,0.5185853928327561
upweight_component,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,5,0.0,,,,0.5069858700037002
upweight_component,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,5,0.0,,,,0.5005733996629715
upweight_component,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,5,0.0,,,,0.5016013875603675
upweight_component,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,5,0.0,,,,0.5610693454742431
upweight_component,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,5,0.0,,,,0.5186707235872745
upweight_component,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,5,0.0,,,,0.5110498532652855
upweight_fake_component,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,5,1.0,34304.0,34304.0,2896.309375740099,0.9999999940395355
upweight_fake_component,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,5,1.0,68608.0,70144.0,5490.588310918967,0.9978960990905762
upweight_fake_component,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,5,1.0,86630.4,86016.0,3716.8520013581383,0.9624043464660644
upweight_fake_component,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,5,1.0,87859.2,88064.0,6482.413377747519,0.9521846950054169
upweight_fake_component,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,5,0.4,90112.0,90112.0,2896.309375740099,0.8989208340644836
upweight_fake_component,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,5,1.0,90214.4,90112.0,7352.148855946811,0.9661524772644043
upweight_fake_component,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,5,0.8,93184.0,94208.0,5418.498685060282,0.9139675438404083
upweight_fake_component,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,5,0.8,94208.0,95232.0,5016.554993219948,0.9169039368629456
upweight_fake_component,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,5,0.0,,,,0.5391832932829856
upweight_fake_component,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,5,0.0,,,,0.7120050638914108
upweight_fake_component,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,5,0.0,,,,0.7522411853075027
upweight_fake_component,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,5,0.0,,,,0.8218377768993378
upweight_fake_component,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,5,0.0,,,,0.7387931108474731
upweight_fake_component,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,5,0.0,,,,0.5807404831051827
upweight_fake_component,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,5,0.0,,,,0.5226855471730232
upweight_fake_component,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,5,0.0,,,,0.53570004850626
upweight_fake_component,C00_or_04_01,composite,0.009924322081077,3.5,0.0,5,0.0,,,,0.5584828665480017
upweight_fake_component,C01_or_09_02,composite,0.007856625498314,3.5,0.0,5,0.0,,,,0.5307665092870593
upweight_fake_component,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,5,0.0,,,,0.7301620885729789
upweight_fake_component,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,5,0.0,,,,0.5664407104253769
upweight_fake_component,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,5,0.0,,,,0.836187082529068
upweight_fake_component,C06_and_05_09,composite,0.036993631597135,3.5,0.0,5,0.0,,,,0.7304575502872467
upweight_fake_component,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,5,0.0,,,,0.7463311523199081
upweight_fake_component,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,5,0.0,,,,0.6769515186548233
upweight_fake_component,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,5,0.0,,,,0.6526301026344299
upweight_fake_component,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,5,0.0,,,,0.5309552170336247
upweight_fake_component,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,5,0.0,,,,0.49889661818742753
upweight_fake_component,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,5,0.0,,,,0.5035921707749367
