condition,seed,target_task,source_role,source_task,grad_cosine,linear_cka
delay_unrelated_matched,2,C03_and_04_05,component,A05_and_bits_5_25,0.75351512585978,0.8918960094451904
delay_unrelated_matched,2,C03_and_04_05,control,U02_and_bits_10_16,0.538200145990177,0.1304426193237304
delay_unrelated_matched,2,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.5092340608291213,0.072161316871643
delay_unrelated_matched,2,C03_and_04_05,control,S00_surface_xor_12_45,0.42102382491551,0.155727669596672
delay_unrelated_matched,2,C06_and_05_09,component,A05_and_bits_5_25,0.8162663790977641,0.9672370553016664
delay_unrelated_matched,2,C06_and_05_09,control,U02_and_bits_10_16,0.5833982681753529,0.1899789869785308
delay_unrelated_matched,2,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5114634628285301,0.0988582149147987
delay_unrelated_matched,2,C06_and_05_09,control,S00_surface_xor_12_45,0.5344831367865694,0.2168685048818588
delay_unrelated_matched,3,C02_and_05_09,component,A05_and_bits_5_25,0.4768962899215797,0.9795952439308168
delay_unrelated_matched,3,C02_and_05_09,control,U02_and_bits_10_16,0.294613689585039,0.1151150241494178
delay_unrelated_matched,3,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.2182786563261784,0.0862317383289337
delay_unrelated_matched,3,C02_and_05_09,control,S00_surface_xor_12_45,0.1104215814174727,0.2253599762916565
delay_unrelated_matched,3,C03_and_04_05,component,A05_and_bits_5_25,0.7494838160110322,0.8140928745269775
delay_unrelated_matched,3,C03_and_04_05,control,U02_and_bits_10_16,0.3774441590234955,0.0884695351123809
delay_unrelated_matched,3,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.1408350113849318,0.0500486493110656
delay_unrelated_matched,3,C03_and_04_05,control,S00_surface_xor_12_45,0.0650582759675012,0.2096846401691436
delay_unrelated_matched,3,C06_and_05_09,component,A05_and_bits_5_25,0.1804989463370468,0.975879430770874
delay_unrelated_matched,3,C06_and_05_09,control,U02_and_bits_10_16,0.1510635662729089,0.1129046007990837
delay_unrelated_matched,3,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.1468434720943576,0.0909599289298057
delay_unrelated_matched,3,C06_and_05_09,control,S00_surface_xor_12_45,0.0405375175971984,0.2297417521476745
delay_unrelated_matched,4,C02_and_05_09,component,A05_and_bits_5_25,0.6850235027920275,0.970525324344635
delay_unrelated_matched,4,C02_and_05_09,control,U02_and_bits_10_16,-0.328778649047989,0.2271096259355545
delay_unrelated_matched,4,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.4005611831222736,0.1129427477717399
delay_unrelated_matched,4,C02_and_05_09,control,S00_surface_xor_12_45,0.2934339738953084,0.2491530776023864
delay_unrelated_matched,4,C03_and_04_05,component,A05_and_bits_5_25,0.655918955559326,0.8785066604614258
delay_unrelated_matched,4,C03_and_04_05,control,U02_and_bits_10_16,-0.4034702992128612,0.1950114369392395
delay_unrelated_matched,4,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.3353076379532165,0.0887662544846534
delay_unrelated_matched,4,C03_and_04_05,control,S00_surface_xor_12_45,0.2428401909925822,0.2239635586738586
delay_unrelated_matched,4,C06_and_05_09,component,A05_and_bits_5_25,0.6599804893095449,0.95979505777359
delay_unrelated_matched,4,C06_and_05_09,control,U02_and_bits_10_16,-0.4180466307484146,0.2663312554359436
delay_unrelated_matched,4,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.4069840420028839,0.1169283390045166
delay_unrelated_matched,4,C06_and_05_09,control,S00_surface_xor_12_45,0.2868639510173287,0.2688049376010895
upweight_component,0,C02_and_05_09,component,A05_and_bits_5_25,0.1030492953101589,0.9472952485084534
upweight_component,0,C02_and_05_09,control,U02_and_bits_10_16,0.1110436857218017,0.1908686608076095
upweight_component,0,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.0394880179018969,0.0730782076716423
upweight_component,0,C02_and_05_09,control,S00_surface_xor_12_45,0.0909806803411329,0.2595915496349334
upweight_component,0,C03_and_04_05,component,A05_and_bits_5_25,0.5032982286622644,0.8565040826797485
upweight_component,0,C03_and_04_05,control,U02_and_bits_10_16,-0.3529994878815722,0.1747111082077026
upweight_component,0,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.1254649716904904,0.0570565238595008
upweight_component,0,C03_and_04_05,control,S00_surface_xor_12_45,-0.3068442068816208,0.259911298751831
upweight_component,0,C06_and_05_09,component,A05_and_bits_5_25,0.0131350701450779,0.9412752389907836
upweight_component,0,C06_and_05_09,control,U02_and_bits_10_16,0.2644564859995673,0.1918938755989074
upweight_component,0,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.2407819130001442,0.0711854994297027
upweight_component,0,C06_and_05_09,control,S00_surface_xor_12_45,0.1238575424643434,0.2710472047328949
upweight_component,1,C02_and_05_09,component,A05_and_bits_5_25,0.6175160705077579,0.9733551740646362
upweight_component,1,C02_and_05_09,control,U02_and_bits_10_16,0.4030430687076865,0.1583992689847946
upweight_component,1,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.3018748371774499,0.1769619882106781
upweight_component,1,C02_and_05_09,control,S00_surface_xor_12_45,0.1507286065047451,0.2301638424396515
upweight_component,1,C03_and_04_05,component,A05_and_bits_5_25,0.4221278966188123,0.9112018942832948
upweight_component,1,C03_and_04_05,control,U02_and_bits_10_16,0.3034960181289447,0.1462306082248687
upweight_component,1,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.1911183386185518,0.1862892806529998
upweight_component,1,C03_and_04_05,control,S00_surface_xor_12_45,0.0278696721725653,0.2698457539081573
upweight_component,1,C06_and_05_09,component,A05_and_bits_5_25,-0.2236825063908832,0.9630430340766908
upweight_component,1,C06_and_05_09,control,U02_and_bits_10_16,-0.1832189403577677,0.1747399866580963
upweight_component,1,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.1001846475255968,0.1740996539592743
upweight_component,1,C06_and_05_09,control,S00_surface_xor_12_45,-0.0671024205746363,0.2366186678409576
upweight_component,2,C02_and_05_09,component,A05_and_bits_5_25,0.5255367271746275,0.9772748947143556
upweight_component,2,C02_and_05_09,control,U02_and_bits_10_16,-0.2498236927955485,0.2373502701520919
upweight_component,2,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.0973096319639096,0.1695588678121566
upweight_component,2,C02_and_05_09,control,S00_surface_xor_12_45,-0.120977234927485,0.2469239979982376
upweight_component,2,C03_and_04_05,component,A05_and_bits_5_25,0.4424496325934187,0.9243998527526855
upweight_component,2,C03_and_04_05,control,U02_and_bits_10_16,-0.3186750603764789,0.1967541426420211
upweight_component,2,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.0925220361561449,0.1399303525686264
upweight_component,2,C03_and_04_05,control,S00_surface_xor_12_45,-0.1783113049256256,0.2171543538570404
upweight_component,2,C06_and_05_09,component,A05_and_bits_5_25,0.616621766237994,0.979645013809204
upweight_component,2,C06_and_05_09,control,U02_and_bits_10_16,-0.3646986168214565,0.2320728302001953
upweight_component,2,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.1621225710340437,0.1688969582319259
upweight_component,2,C06_and_05_09,control,S00_surface_xor_12_45,-0.1148963440349712,0.2539549171924591
upweight_component,3,C02_and_05_09,component,A05_and_bits_5_25,0.7598473963226875,0.973979353904724
upweight_component,3,C02_and_05_09,control,U02_and_bits_10_16,0.4936029968272477,0.1414031982421875
upweight_component,3,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.5015241707433807,0.1277509778738021
upweight_component,3,C02_and_05_09,control,S00_surface_xor_12_45,0.5477530464416044,0.3094981014728546
upweight_component,3,C03_and_04_05,component,A05_and_bits_5_25,0.7290061287822956,0.8786348700523376
upweight_component,3,C03_and_04_05,control,U02_and_bits_10_16,0.5400683125567557,0.1105255261063575
upweight_component,3,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.5211205519597518,0.0913028270006179
upweight_component,3,C03_and_04_05,control,S00_surface_xor_12_45,0.4931471439541519,0.3018745183944702
upweight_component,3,C06_and_05_09,component,A05_and_bits_5_25,0.7834230465412496,0.955575942993164
upweight_component,3,C06_and_05_09,control,U02_and_bits_10_16,0.529771930066228,0.139569953083992
upweight_component,3,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5563919894104491,0.142118439078331
upweight_component,3,C06_and_05_09,control,S00_surface_xor_12_45,0.5636907450273879,0.3104651272296905
upweight_component,4,C02_and_05_09,component,A05_and_bits_5_25,0.5671557600595352,0.9655476212501526
upweight_component,4,C02_and_05_09,control,U02_and_bits_10_16,-0.282013367170327,0.1711316257715225
upweight_component,4,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.1963288541621569,0.0785432904958725
upweight_component,4,C02_and_05_09,control,S00_surface_xor_12_45,0.3795873074180817,0.2329110205173492
upweight_component,4,C03_and_04_05,component,A05_and_bits_5_25,0.6862571855700821,0.8384065628051758
upweight_component,4,C03_and_04_05,control,U02_and_bits_10_16,-0.4887527887450515,0.1357569396495819
upweight_component,4,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.4897459665894774,0.0612779669463634
upweight_component,4,C03_and_04_05,control,S00_surface_xor_12_45,0.3170550875044066,0.2499753534793853
upweight_component,4,C06_and_05_09,component,A05_and_bits_5_25,0.7695818738969334,0.9392361044883728
upweight_component,4,C06_and_05_09,control,U02_and_bits_10_16,-0.5783113485527047,0.2028559446334839
upweight_component,4,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.4631160999336738,0.0820301920175552
upweight_component,4,C06_and_05_09,control,S00_surface_xor_12_45,0.4215684863297849,0.2663220763206482
upweight_fake_component,0,C02_and_05_09,component,A05_and_bits_5_25,0.3587252212545133,0.9686232209205629
upweight_fake_component,0,C02_and_05_09,control,U02_and_bits_10_16,0.3675212453384617,0.19654381275177
upweight_fake_component,0,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.4677771738682199,0.1260576248168945
upweight_fake_component,0,C02_and_05_09,control,S00_surface_xor_12_45,0.5154939201445127,0.5203583836555481
upweight_fake_component,0,C03_and_04_05,component,A05_and_bits_5_25,0.3016441830627286,0.8893080353736877
upweight_fake_component,0,C03_and_04_05,control,U02_and_bits_10_16,0.3031707946339056,0.1889883130788803
upweight_fake_component,0,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.395406091596204,0.0896522849798202
upweight_fake_component,0,C03_and_04_05,control,S00_surface_xor_12_45,0.4672606452422644,0.455121248960495
upweight_fake_component,0,C06_and_05_09,component,A05_and_bits_5_25,0.2389024975064246,0.9580065011978148
upweight_fake_component,0,C06_and_05_09,control,U02_and_bits_10_16,-0.0149992486676675,0.1998993903398513
upweight_fake_component,0,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.1224744992622998,0.131402388215065
upweight_fake_component,0,C06_and_05_09,control,S00_surface_xor_12_45,-0.2089598543139274,0.5277428030967712
upweight_fake_component,1,C02_and_05_09,component,A05_and_bits_5_25,0.4129660308003484,0.9596338868141174
upweight_fake_component,1,C02_and_05_09,control,U02_and_bits_10_16,-0.0322236429867832,0.1744055300951004
upweight_fake_component,1,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.0441935269294866,0.1408905237913131
upweight_fake_component,1,C02_and_05_09,control,S00_surface_xor_12_45,0.0073927635176518,0.3353878557682037
upweight_fake_component,1,C03_and_04_05,component,A05_and_bits_5_25,0.2193779162897018,0.910121500492096
upweight_fake_component,1,C03_and_04_05,control,U02_and_bits_10_16,-0.1275544197225799,0.1275431811809539
upweight_fake_component,1,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.1782780281273261,0.1015079021453857
upweight_fake_component,1,C03_and_04_05,control,S00_surface_xor_12_45,-0.2231040224669331,0.2692399322986603
upweight_fake_component,1,C06_and_05_09,component,A05_and_bits_5_25,0.5114113034265011,0.9615687727928162
upweight_fake_component,1,C06_and_05_09,control,U02_and_bits_10_16,0.2078162992158202,0.199988305568695
upweight_fake_component,1,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.1648619046332033,0.1515805274248123
upweight_fake_component,1,C06_and_05_09,control,S00_surface_xor_12_45,0.1669726330892697,0.3393338918685913
upweight_fake_component,2,C02_and_05_09,component,A05_and_bits_5_25,0.8358586652774727,0.9580448269844056
upweight_fake_component,2,C02_and_05_09,control,U02_and_bits_10_16,0.6159125665357779,0.1313977986574173
upweight_fake_component,2,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.5328251277495019,0.1669561713933944
upweight_fake_component,2,C02_and_05_09,control,S00_surface_xor_12_45,0.5808887164222938,0.2686552405357361
upweight_fake_component,2,C03_and_04_05,component,A05_and_bits_5_25,0.7759912538289224,0.8476196527481079
upweight_fake_component,2,C03_and_04_05,control,U02_and_bits_10_16,0.4934509683723287,0.1110130026936531
upweight_fake_component,2,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.4540622412576465,0.1371169537305832
upweight_fake_component,2,C03_and_04_05,control,S00_surface_xor_12_45,0.4079135988608879,0.2343514859676361
upweight_fake_component,2,C06_and_05_09,component,A05_and_bits_5_25,0.8381185127519641,0.9520185589790344
upweight_fake_component,2,C06_and_05_09,control,U02_and_bits_10_16,0.6015998556387196,0.148044466972351
upweight_fake_component,2,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5317046387608338,0.1727121621370315
upweight_fake_component,2,C06_and_05_09,control,S00_surface_xor_12_45,0.6233079231464546,0.3088809549808502
upweight_fake_component,3,C02_and_05_09,component,A05_and_bits_5_25,0.8206557096693898,0.9646550416946412
upweight_fake_component,3,C02_and_05_09,control,U02_and_bits_10_16,0.4204668512679518,0.1521053463220596
upweight_fake_component,3,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.4951968006301257,0.1393870264291763
upweight_fake_component,3,C02_and_05_09,control,S00_surface_xor_12_45,0.6361295826396431,0.2742661833763122
upweight_fake_component,3,C03_and_04_05,component,A05_and_bits_5_25,0.8025133803072415,0.8219543099403381
upweight_fake_component,3,C03_and_04_05,control,U02_and_bits_10_16,0.4168898476431096,0.1080922558903694
upweight_fake_component,3,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.4918331408094613,0.1102309972047805
upweight_fake_component,3,C03_and_04_05,control,S00_surface_xor_12_45,0.6583526401401147,0.2381132245063781
upweight_fake_component,3,C06_and_05_09,component,A05_and_bits_5_25,0.8313608494522117,0.9412544369697572
upweight_fake_component,3,C06_and_05_09,control,U02_and_bits_10_16,0.4224742247274603,0.1560547053813934
upweight_fake_component,3,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5171894001187946,0.1538532525300979
upweight_fake_component,3,C06_and_05_09,control,S00_surface_xor_12_45,0.6547457632835968,0.2690447568893432
upweight_fake_component,4,C02_and_05_09,component,A05_and_bits_5_25,0.1759746160714179,0.9533482193946838
upweight_fake_component,4,C02_and_05_09,control,U02_and_bits_10_16,0.5049424040644248,0.1764878779649734
upweight_fake_component,4,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.2785147387375623,0.1107458770275116
upweight_fake_component,4,C02_and_05_09,control,S00_surface_xor_12_45,-0.2647152449520083,0.3770739734172821
upweight_fake_component,4,C03_and_04_05,component,A05_and_bits_5_25,0.3837344575274194,0.860612154006958
upweight_fake_component,4,C03_and_04_05,control,U02_and_bits_10_16,-0.132613927686834,0.1057029888033866
upweight_fake_component,4,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.1826754900821452,0.0893957987427711
upweight_fake_component,4,C03_and_04_05,control,S00_surface_xor_12_45,0.0214930758069612,0.2959509193897247
upweight_fake_component,4,C06_and_05_09,component,A05_and_bits_5_25,0.2869126149516658,0.9501990675926208
upweight_fake_component,4,C06_and_05_09,control,U02_and_bits_10_16,-0.5464926173528212,0.1894583404064178
upweight_fake_component,4,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.243176264590811,0.1290947347879409
upweight_fake_component,4,C06_and_05_09,control,S00_surface_xor_12_45,0.4162479565844477,0.4034746587276459
upweight_surface_control,0,C02_and_05_09,component,A05_and_bits_5_25,0.8263296943172371,0.9625037312507628
upweight_surface_control,0,C02_and_05_09,control,U02_and_bits_10_16,0.5996818922425604,0.132035419344902
upweight_surface_control,0,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.5510901112119935,0.0974140465259552
upweight_surface_control,0,C02_and_05_09,control,S00_surface_xor_12_45,0.5898264086970999,0.3290313482284546
upweight_surface_control,0,C03_and_04_05,component,A05_and_bits_5_25,0.818951604514296,0.8793299794197083
upweight_surface_control,0,C03_and_04_05,control,U02_and_bits_10_16,0.6034862315422115,0.1152641326189041
upweight_surface_control,0,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.6119000352969215,0.0702286660671234
upweight_surface_control,0,C03_and_04_05,control,S00_surface_xor_12_45,0.5882539241696603,0.3418590724468231
upweight_surface_control,0,C06_and_05_09,component,A05_and_bits_5_25,0.8276017393331853,0.9707911610603333
upweight_surface_control,0,C06_and_05_09,control,U02_and_bits_10_16,0.612886060843656,0.1309027224779129
upweight_surface_control,0,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5753701647483261,0.0891768932342529
upweight_surface_control,0,C06_and_05_09,control,S00_surface_xor_12_45,0.577812669007741,0.3343889713287353
upweight_surface_control,1,C02_and_05_09,component,A05_and_bits_5_25,0.4625233577160225,0.9823340773582458
upweight_surface_control,1,C02_and_05_09,control,U02_and_bits_10_16,0.0973341613569498,0.1790086328983307
upweight_surface_control,1,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.2414702014629892,0.1010885015130043
upweight_surface_control,1,C02_and_05_09,control,S00_surface_xor_12_45,0.2117851846818952,0.2017823159694671
upweight_surface_control,1,C03_and_04_05,component,A05_and_bits_5_25,0.4856804848047927,0.907982587814331
upweight_surface_control,1,C03_and_04_05,control,U02_and_bits_10_16,0.2290015855537514,0.1410440504550933
upweight_surface_control,1,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.3516109046119517,0.0908838659524917
upweight_surface_control,1,C03_and_04_05,control,S00_surface_xor_12_45,0.4143595039504976,0.1953765749931335
upweight_surface_control,1,C06_and_05_09,component,A05_and_bits_5_25,0.5982198204000189,0.966497838497162
upweight_surface_control,1,C06_and_05_09,control,U02_and_bits_10_16,0.2361949636553629,0.1909494400024414
upweight_surface_control,1,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.4671591007797493,0.1371580213308334
upweight_surface_control,1,C06_and_05_09,control,S00_surface_xor_12_45,0.5187176864009334,0.2357014417648315
upweight_surface_control,2,C02_and_05_09,component,A05_and_bits_5_25,0.8144840987849757,0.9736019372940063
upweight_surface_control,2,C02_and_05_09,control,U02_and_bits_10_16,0.5552261366447744,0.1266621351242065
upweight_surface_control,2,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.3587348956161478,0.0910711660981178
upweight_surface_control,2,C02_and_05_09,control,S00_surface_xor_12_45,0.6061957325621419,0.1617126762866974
upweight_surface_control,2,C03_and_04_05,component,A05_and_bits_5_25,0.7996536859384501,0.9178083539009094
upweight_surface_control,2,C03_and_04_05,control,U02_and_bits_10_16,0.5413695738957378,0.1079922541975975
upweight_surface_control,2,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.3410826765856303,0.07554492354393
upweight_surface_control,2,C03_and_04_05,control,S00_surface_xor_12_45,0.5290522299335972,0.1697583347558975
upweight_surface_control,2,C06_and_05_09,component,A05_and_bits_5_25,0.846924410299551,0.9594032764434814
upweight_surface_control,2,C06_and_05_09,control,U02_and_bits_10_16,0.5599896171823188,0.1375988721847534
upweight_surface_control,2,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.3698641369145005,0.0973436459898948
upweight_surface_control,2,C06_and_05_09,control,S00_surface_xor_12_45,0.6397322206974453,0.1992436796426773
upweight_surface_control,3,C02_and_05_09,component,A05_and_bits_5_25,0.840584540511011,0.9720327258110046
upweight_surface_control,3,C02_and_05_09,control,U02_and_bits_10_16,0.4876516014981851,0.0971556454896926
upweight_surface_control,3,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.5020151386968609,0.1465593874454498
upweight_surface_control,3,C02_and_05_09,control,S00_surface_xor_12_45,0.3313941194996974,0.1513959616422653
upweight_surface_control,3,C03_and_04_05,component,A05_and_bits_5_25,0.8058050554051208,0.8504319787025452
upweight_surface_control,3,C03_and_04_05,control,U02_and_bits_10_16,0.5361997896578197,0.0801714435219764
upweight_surface_control,3,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.5619963251584218,0.1068412810564041
upweight_surface_control,3,C03_and_04_05,control,S00_surface_xor_12_45,0.3077145919623988,0.1584170013666153
upweight_surface_control,3,C06_and_05_09,component,A05_and_bits_5_25,0.7549517169891957,0.9654011726379396
upweight_surface_control,3,C06_and_05_09,control,U02_and_bits_10_16,0.4770271228380794,0.0975569114089012
upweight_surface_control,3,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.5316568567991119,0.1750027686357498
upweight_surface_control,3,C06_and_05_09,control,S00_surface_xor_12_45,0.324769460188446,0.1684908270835876
upweight_surface_control,4,C02_and_05_09,component,A05_and_bits_5_25,0.8123816934676161,0.9553865790367126
upweight_surface_control,4,C02_and_05_09,control,U02_and_bits_10_16,0.3922801412313922,0.1046008467674255
upweight_surface_control,4,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.4121874041171155,0.0578630231320858
upweight_surface_control,4,C02_and_05_09,control,S00_surface_xor_12_45,0.4917481073944886,0.154018223285675
upweight_surface_control,4,C03_and_04_05,component,A05_and_bits_5_25,0.8225573622696051,0.8497602939605713
upweight_surface_control,4,C03_and_04_05,control,U02_and_bits_10_16,0.3729759161596139,0.0786069482564926
upweight_surface_control,4,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.4671264727748375,0.0378229022026062
upweight_surface_control,4,C03_and_04_05,control,S00_surface_xor_12_45,0.4899065041377271,0.1705906093120575
upweight_surface_control,4,C06_and_05_09,component,A05_and_bits_5_25,0.8402388115850937,0.9494104981422424
upweight_surface_control,4,C06_and_05_09,control,U02_and_bits_10_16,0.4304798943886517,0.1182863339781761
upweight_surface_control,4,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.4743989714719725,0.0649907365441322
upweight_surface_control,4,C06_and_05_09,control,S00_surface_xor_12_45,0.4882758638829154,0.1739466190338134
upweight_unrelated_matched,0,C02_and_05_09,component,A05_and_bits_5_25,0.5117655801500826,0.9637928605079652
upweight_unrelated_matched,0,C02_and_05_09,control,U02_and_bits_10_16,0.0039284501159844,0.0990007296204567
upweight_unrelated_matched,0,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.0522969532636734,0.0860888957977294
upweight_unrelated_matched,0,C02_and_05_09,control,S00_surface_xor_12_45,0.1787610358547885,0.2014277428388595
upweight_unrelated_matched,0,C03_and_04_05,component,A05_and_bits_5_25,0.4116072033357338,0.9062506556510924
upweight_unrelated_matched,0,C03_and_04_05,control,U02_and_bits_10_16,-0.0304206269211276,0.0751387029886245
upweight_unrelated_matched,0,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.0368671828886263,0.1003332808613777
upweight_unrelated_matched,0,C03_and_04_05,control,S00_surface_xor_12_45,0.0585355097543338,0.1950066238641739
upweight_unrelated_matched,0,C06_and_05_09,component,A05_and_bits_5_25,0.6633738009239988,0.9581578373908995
upweight_unrelated_matched,0,C06_and_05_09,control,U02_and_bits_10_16,-0.2628491526212084,0.0979800894856453
upweight_unrelated_matched,0,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.0410517518173518,0.0846779942512512
upweight_unrelated_matched,0,C06_and_05_09,control,S00_surface_xor_12_45,0.108772154444484,0.2086285650730133
upweight_unrelated_matched,1,C02_and_05_09,component,A05_and_bits_5_25,0.8293210078136001,0.9771164059638976
upweight_unrelated_matched,1,C02_and_05_09,control,U02_and_bits_10_16,0.4913108132704674,0.1257246136665344
upweight_unrelated_matched,1,C02_and_05_09,control,K01_shortcut_for_09_bit45,0.2107363300610082,0.1828068494796753
upweight_unrelated_matched,1,C02_and_05_09,control,S00_surface_xor_12_45,0.633720068568338,0.3327127397060394
upweight_unrelated_matched,1,C03_and_04_05,component,A05_and_bits_5_25,0.8269896897608663,0.9245234131813048
upweight_unrelated_matched,1,C03_and_04_05,control,U02_and_bits_10_16,0.5007130994295204,0.1060153022408485
upweight_unrelated_matched,1,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.1861261545398448,0.150658443570137
upweight_unrelated_matched,1,C03_and_04_05,control,S00_surface_xor_12_45,0.6099056823191094,0.2961157560348511
upweight_unrelated_matched,1,C06_and_05_09,component,A05_and_bits_5_25,0.7774612334669099,0.9701371192932128
upweight_unrelated_matched,1,C06_and_05_09,control,U02_and_bits_10_16,0.4369022704313647,0.1366963386535644
upweight_unrelated_matched,1,C06_and_05_09,control,K01_shortcut_for_09_bit45,0.1352514575396743,0.195136085152626
upweight_unrelated_matched,1,C06_and_05_09,control,S00_surface_xor_12_45,0.5995757595332619,0.3522005081176758
upweight_unrelated_matched,2,C02_and_05_09,component,A05_and_bits_5_25,-0.0648213770386468,0.971061110496521
upweight_unrelated_matched,2,C02_and_05_09,control,U02_and_bits_10_16,-0.0901445273557863,0.2063248008489608
upweight_unrelated_matched,2,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.0964539218473141,0.206613004207611
upweight_unrelated_matched,2,C02_and_05_09,control,S00_surface_xor_12_45,-0.0319050554795808,0.2792074382305145
upweight_unrelated_matched,2,C03_and_04_05,component,A05_and_bits_5_25,0.8173632129498671,0.8738298416137695
upweight_unrelated_matched,2,C03_and_04_05,control,U02_and_bits_10_16,0.4773972089931374,0.1961533427238464
upweight_unrelated_matched,2,C03_and_04_05,control,K01_shortcut_for_09_bit45,0.49332739785741,0.2165496498346328
upweight_unrelated_matched,2,C03_and_04_05,control,S00_surface_xor_12_45,0.2557386043003942,0.2679273188114166
upweight_unrelated_matched,2,C06_and_05_09,component,A05_and_bits_5_25,-0.056817127146647,0.9747626781463624
upweight_unrelated_matched,2,C06_and_05_09,control,U02_and_bits_10_16,-0.0374397258022175,0.2147222757339477
upweight_unrelated_matched,2,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.1205711518348433,0.2416101843118667
upweight_unrelated_matched,2,C06_and_05_09,control,S00_surface_xor_12_45,0.0674560358224715,0.2992028594017029
upweight_unrelated_matched,3,C02_and_05_09,component,A05_and_bits_5_25,0.1861754615487808,0.9721454381942748
upweight_unrelated_matched,3,C02_and_05_09,control,U02_and_bits_10_16,0.2236271510093798,0.0808213204145431
upweight_unrelated_matched,3,C02_and_05_09,control,K01_shortcut_for_09_bit45,-0.1173838538902441,0.1700820475816726
upweight_unrelated_matched,3,C02_and_05_09,control,S00_surface_xor_12_45,0.1159028965536548,0.1733999550342559
upweight_unrelated_matched,3,C03_and_04_05,component,A05_and_bits_5_25,0.6650438262939476,0.8588607907295227
upweight_unrelated_matched,3,C03_and_04_05,control,U02_and_bits_10_16,-0.3590227902236955,0.0601364225149154
upweight_unrelated_matched,3,C03_and_04_05,control,K01_shortcut_for_09_bit45,-0.0340938626567958,0.1087962463498115
upweight_unrelated_matched,3,C03_and_04_05,control,S00_surface_xor_12_45,0.5000375790668924,0.2050648182630539
upweight_unrelated_matched,3,C06_and_05_09,component,A05_and_bits_5_25,0.7025439311469435,0.951696753501892
upweight_unrelated_matched,3,C06_and_05_09,control,U02_and_bits_10_16,-0.3523364153448414,0.0933971256017685
upweight_unrelated_matched,3,C06_and_05_09,control,K01_shortcut_for_09_bit45,-0.0611170727912161,0.2120053023099899
upweight_unrelated_matched,3,C06_and_05_09,control,S00_surface_xor_12_45,0.5315575898813635,0.2069346606731414
upweight_unrelated_matched,4,C02_and_05_09,component,A05_and_bits_5_25,-0.0024904235972844,0.9455139636993408
