row_id,condition,task_name,role,acquisition_rate,mean_censored_acquired_at,mean_final_metric,mean_censored_expected_direction_rate,mean_final_expected_direction_rate,component,composite,unrelated_control,fake_component_control,surface_control,same_operation_control,different_operation_control
row1_A00_copy_to_C06_reverse_then_substitute_02_00,baseline,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.9569987177848815,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,baseline,S02_surface_rotate,surface_control,0.0,250112.0,0.4174153804779053,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_component,A00_copy,component,1.0,14182.4,0.9612630426883696,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_component,C06_reverse_then_substitute_02_00,composite,0.7,221235.2,0.7196940302848815,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_component,A06_copy,unrelated_control,1.0,14208.0,0.9630208551883698,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_component,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.1615559935569763,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_component,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.9618489742279052,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_component,S02_surface_rotate,surface_control,0.0,250112.0,0.3846028745174408,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_different_operation_matched,A00_copy,component,1.0,14028.8,0.960351586341858,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_different_operation_matched,C06_reverse_then_substitute_02_00,composite,0.7,213836.8,0.7333333551883697,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_different_operation_matched,A06_copy,unrelated_control,1.0,14182.4,0.9592448055744172,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_different_operation_matched,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.1823893271386623,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_different_operation_matched,K00_shortcut_for_A00_copy,fake_component_control,1.0,14182.4,0.9602864801883696,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_different_operation_matched,S02_surface_rotate,surface_control,0.0,250112.0,0.376041679084301,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_same_operation_unrelated,A00_copy,component,1.0,14592.0,0.9597330927848816,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_same_operation_unrelated,C06_reverse_then_substitute_02_00,composite,0.9,198374.4,0.7406250238418579,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_same_operation_unrelated,A06_copy,unrelated_control,1.0,14668.8,0.961328136920929,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_same_operation_unrelated,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.1581380240619182,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_same_operation_unrelated,K00_shortcut_for_A00_copy,fake_component_control,1.0,14592.0,0.9608398616313936,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,corrupt_same_operation_unrelated,S02_surface_rotate,surface_control,0.0,250112.0,0.3877604275941849,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_component,A00_copy,component,1.0,14310.4,0.958463567495346,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_component,C06_reverse_then_substitute_02_00,composite,0.6,219084.8,0.7133789241313935,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_component,A06_copy,unrelated_control,1.0,14310.4,0.9586263179779052,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_component,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2121744886040687,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_component,K00_shortcut_for_A00_copy,fake_component_control,1.0,14310.4,0.9569661676883696,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_component,S02_surface_rotate,surface_control,0.0,250112.0,0.4136718869209289,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_different_operation_matched,A00_copy,component,1.0,14028.8,0.9592448115348816,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_different_operation_matched,C06_reverse_then_substitute_02_00,composite,0.7,211353.6,0.7294596552848815,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_different_operation_matched,A06_copy,unrelated_control,1.0,14105.6,0.9580729365348816,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_different_operation_matched,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2455078184604645,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_different_operation_matched,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.9565104305744172,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_different_operation_matched,S02_surface_rotate,surface_control,0.0,250112.0,0.4321614652872085,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_same_operation_unrelated,A00_copy,component,1.0,17152.0,0.959960961341858,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_same_operation_unrelated,C06_reverse_then_substitute_02_00,composite,0.5,219417.6,0.7206380367279053,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_same_operation_unrelated,A06_copy,unrelated_control,1.0,17254.4,0.9591471552848816,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_same_operation_unrelated,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2163086004555225,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_same_operation_unrelated,K00_shortcut_for_A00_copy,fake_component_control,1.0,17382.4,0.9589518547058106,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,delay_same_operation_unrelated,S02_surface_rotate,surface_control,0.0,250112.0,0.4136067777872085,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_component,A00_copy,component,1.0,14028.8,0.9598958551883696,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_component,C06_reverse_then_substitute_02_00,composite,0.5,219315.2,0.7152994930744171,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_component,A06_copy,unrelated_control,1.0,14105.6,0.9593099176883696,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_component,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2133138105273246,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_component,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.9587890803813934,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_component,S02_surface_rotate,surface_control,0.0,250112.0,0.4160807430744171,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_different_operation_matched,A00_copy,component,1.0,14208.0,0.9677409052848815,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_different_operation_matched,C06_reverse_then_substitute_02_00,composite,0.4,230144.0,0.6955078423023224,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_different_operation_matched,A06_copy,unrelated_control,1.0,14310.4,0.966210961341858,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_different_operation_matched,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2892578229308128,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_different_operation_matched,K00_shortcut_for_A00_copy,fake_component_control,1.0,14310.4,0.964811223745346,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_different_operation_matched,S02_surface_rotate,surface_control,0.0,250112.0,0.4262695461511612,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_fake_component,A00_copy,component,1.0,14028.8,0.9658854305744172,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_fake_component,C06_reverse_then_substitute_02_00,composite,0.6,220364.8,0.7236002802848815,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_fake_component,A06_copy,unrelated_control,1.0,14105.6,0.9633138239383696,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_fake_component,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2055338606238365,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_fake_component,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.963183605670929,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_fake_component,S02_surface_rotate,surface_control,0.0,250112.0,0.4085937663912773,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_same_operation_unrelated,A00_copy,component,1.0,13644.8,0.9749023795127868,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_same_operation_unrelated,C06_reverse_then_substitute_02_00,composite,0.4,225945.6,0.7136067926883698,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_same_operation_unrelated,A06_copy,unrelated_control,1.0,13721.6,0.9748372673988344,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_same_operation_unrelated,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.1878906279802322,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_same_operation_unrelated,K00_shortcut_for_A00_copy,fake_component_control,1.0,13644.8,0.9752929866313934,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_same_operation_unrelated,S02_surface_rotate,surface_control,0.0,250112.0,0.3624023512005806,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_surface_control,A00_copy,component,1.0,14105.6,0.9575195491313936,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_surface_control,C06_reverse_then_substitute_02_00,composite,0.6,221184.0,0.7096354305744171,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_surface_control,A06_copy,unrelated_control,1.0,14310.4,0.9578450679779053,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_surface_control,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2258789099752903,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_surface_control,K00_shortcut_for_A00_copy,fake_component_control,1.0,14208.0,0.9547526240348816,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
row1_A00_copy_to_C06_reverse_then_substitute_02_00,upweight_surface_control,S02_surface_rotate,surface_control,0.1,246860.8,0.5315755426883697,0.3666666666666666,0.6777777777777777,A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
