condition,seed,n_tasks,total_samples,mae_frequency,max_abs_frequency_error,spearman_intended_realized
baseline,0,25,250112,0.00022308129241236597,0.0008093748627975017,1.0
baseline,1,25,250112,0.0002086649770985169,0.0006773656774858305,1.0
baseline,2,25,250112,0.00026219445806839505,0.0006499713500991294,1.0
baseline,3,25,250112,0.0002616757715161854,0.0009208788174126514,0.9992307692307693
baseline,4,25,250112,0.00039379924684109863,0.0014050396795329267,1.0
baseline,5,25,250112,0.00022418900563949185,0.0006335114355628165,0.9992307692307693
baseline,6,25,250112,0.00022076557287982663,0.0006058249351888478,0.9992307692307693
baseline,7,25,250112,0.00029882869844183383,0.0006683039279504338,1.0
baseline,8,25,250112,0.0002704181005260136,0.0017415506480003562,0.9992307692307693
baseline,9,25,250112,0.00022050570382314074,0.0005609901938692947,0.9992307692307693
corrupt_component,0,25,250112,0.0003069677926886661,0.0021723181725815666,1.0
corrupt_component,1,25,250112,0.000348165935632654,0.0010934138058551618,0.9992307692307693
corrupt_component,2,25,250112,0.0003167836378238697,0.0011195792037696356,1.0
corrupt_component,3,25,250112,0.0002560804335483498,0.0011571507337806153,1.0
corrupt_component,4,25,250112,0.0002479303301922162,0.0017911168044186937,0.9992307692307693
corrupt_component,5,25,250112,0.0002755832745251155,0.0011315738301770073,1.0
corrupt_component,6,25,250112,0.0002751933845289443,0.0011158471359789743,0.9992307692307693
corrupt_component,7,25,250112,0.00019671489413069856,0.0005024835162618646,1.0
corrupt_component,8,25,250112,0.00022573336352660087,0.0007197583235239863,1.0
corrupt_component,9,25,250112,0.00022508854061317507,0.0011407803015477946,1.0
corrupt_unrelated_matched,0,25,250112,0.00025989936143295075,0.001205129239410102,1.0
corrupt_unrelated_matched,1,25,250112,0.00021023565693666874,0.00045006090997630477,1.0
corrupt_unrelated_matched,2,25,250112,0.0001905548484839161,0.0005596684932620971,1.0
corrupt_unrelated_matched,3,25,250112,0.0002512426407176803,0.0019818207731707727,0.9992307692307693
corrupt_unrelated_matched,4,25,250112,0.00026805563816650576,0.0009372492496454998,1.0
corrupt_unrelated_matched,5,25,250112,0.00020208183502504724,0.000869872834234231,0.9992307692307693
corrupt_unrelated_matched,6,25,250112,0.00021053413559896865,0.0005476738668547254,0.9992307692307693
corrupt_unrelated_matched,7,25,250112,0.0002675690262227672,0.0006052565346302621,1.0
corrupt_unrelated_matched,8,25,250112,0.00026615660025078287,0.0007012248592692602,1.0
corrupt_unrelated_matched,9,25,250112,0.00025382749663582733,0.000680703667287251,0.9992307692307693
delay_component,0,25,250112,0.0006091873797718731,0.006530083145281111,0.9838461538461538
delay_component,1,25,250112,0.0005775296309566736,0.006598052694922873,0.9838461538461538
delay_component,2,25,250112,0.0006318285927375863,0.00697788253115624,0.9784615384615385
delay_component,3,25,250112,0.0006096979685341318,0.006562068815700763,0.9838461538461538
delay_component,4,25,250112,0.0006997939235578468,0.0064141350900098724,0.9838461538461538
delay_component,5,25,250112,0.0005859977341064247,0.006630038365342523,0.9838461538461538
delay_component,6,25,250112,0.0006466356797091929,0.006598052694922873,0.9815384615384616
delay_component,7,25,250112,0.0006347701382169526,0.006917909399119392,0.9830769230769232
delay_component,8,25,250112,0.000629352858096587,0.006737990003008849,0.9830769230769232
delay_component,9,25,250112,0.0006864195647461993,0.006997873575168522,0.9776923076923076
delay_unrelated_matched,0,25,250112,0.000744091270790386,0.008837568458888195,0.9884615384615385
delay_unrelated_matched,1,25,250112,0.0007243936419246966,0.008737613238826783,0.9923076923076923
delay_unrelated_matched,2,25,250112,0.0007327306185960561,0.008733615030024327,0.9884615384615385
delay_unrelated_matched,3,25,250112,0.0008083234558824217,0.00863765801876537,0.9884615384615385
delay_unrelated_matched,4,25,250112,0.000825275421625579,0.00834179056738359,0.9876923076923078
delay_unrelated_matched,5,25,250112,0.000761973902661148,0.008977505766974172,0.9884615384615385
delay_unrelated_matched,6,25,250112,0.0008273551465950072,0.008741611447629239,0.9876923076923078
delay_unrelated_matched,7,25,250112,0.0007945027111450614,0.009021486063801192,0.9884615384615385
delay_unrelated_matched,8,25,250112,0.0007567844206316241,0.009025484272603652,0.9884615384615385
delay_unrelated_matched,9,25,250112,0.0007780339239703348,0.008717622194814499,0.9884615384615385
upweight_component,0,25,250112,0.0014445933248427327,0.01799492964898706,0.9838461538461538
upweight_component,1,25,250112,0.0014524828326065275,0.017803015626469146,0.9838461538461538
upweight_component,2,25,250112,0.0014956153752832269,0.018254813221146728,0.9838461538461538
upweight_component,3,25,250112,0.0014591056308749073,0.018238820385936903,0.9838461538461538
upweight_component,4,25,250112,0.0014570978000924136,0.017950949352160038,0.9838461538461538
upweight_component,5,25,250112,0.0014949617984533253,0.018594660969355532,0.9838461538461538
upweight_component,6,25,250112,0.0015713458402836155,0.018954499761576614,0.9838461538461538
upweight_component,7,25,250112,0.001498988441977443,0.018486709331689208,0.9830769230769232
upweight_component,8,25,250112,0.0014741499965370119,0.017878981593715815,0.9838461538461538
upweight_component,9,25,250112,0.0013896254553774435,0.01731523415256945,0.9838461538461538
upweight_fake_component,0,25,250112,0.0013051887653347382,0.01631485956668477,0.9838461538461538
upweight_fake_component,1,25,250112,0.0013991909739800637,0.01703453715112694,0.9838461538461538
upweight_fake_component,2,25,250112,0.0014242872590347466,0.01767425055951998,0.9838461538461538
upweight_fake_component,3,25,250112,0.0013772863786871534,0.017062524612744136,0.9838461538461538
upweight_fake_component,4,25,250112,0.0014045708888951965,0.017182470876817832,0.9838461538461538
upweight_fake_component,5,25,250112,0.0013948494765306347,0.016782649996572183,0.9830769230769232
upweight_fake_component,6,25,250112,0.0013842157088858372,0.01680264104058446,0.9823076923076923
upweight_fake_component,7,25,250112,0.0014033866585730199,0.017194465503225197,0.9838461538461538
upweight_fake_component,8,25,250112,0.0013709604920558902,0.01706652282154659,0.9838461538461538
upweight_fake_component,9,25,250112,0.0014044298559128421,0.016974564019090095,0.9823076923076923
upweight_surface_control,0,25,250112,0.0015910380212491703,0.01988797526561518,0.9884615384615385
upweight_surface_control,1,25,250112,0.0016592845571884345,0.020547679718020507,0.9884615384615385
upweight_surface_control,2,25,250112,0.0016088445773561391,0.019907966309627465,0.9884615384615385
upweight_surface_control,3,25,250112,0.0015558843617737217,0.019384200956505667,0.9884615384615385
upweight_surface_control,4,25,250112,0.001561362918312086,0.019408190209320404,0.9884615384615385
upweight_surface_control,5,25,250112,0.0016522314857715776,0.019991928694479053,0.9876923076923078
upweight_surface_control,6,25,250112,0.0016213759711866738,0.02001591794729379,0.9869230769230769
upweight_surface_control,7,25,250112,0.0015856745925687773,0.01934821707728356,0.9876923076923078
upweight_surface_control,8,25,250112,0.0015691690110204764,0.019592107814233404,0.9884615384615385
upweight_surface_control,9,25,250112,0.0015678336752284092,0.019372206330098295,0.9884615384615385
upweight_unrelated_matched,0,25,250112,0.0018883118211394634,0.023603897764243844,0.9923076923076923
upweight_unrelated_matched,1,25,250112,0.0019364073847143474,0.02411966669976073,0.9923076923076923
upweight_unrelated_matched,2,25,250112,0.0018937904102739821,0.023639881643465952,0.9923076923076923
upweight_unrelated_matched,3,25,250112,0.0019345010414519614,0.024091679238143534,0.9915384615384615
upweight_unrelated_matched,4,25,250112,0.0019416091363969512,0.02416364699658775,0.9923076923076923
upweight_unrelated_matched,5,25,250112,0.0018904505497288433,0.023543924632206992,0.9923076923076923
upweight_unrelated_matched,6,25,250112,0.00190305744624091,0.023647878061070864,0.9915384615384615
upweight_unrelated_matched,7,25,250112,0.0018919043801765756,0.02321607151040556,0.9915384615384615
upweight_unrelated_matched,8,25,250112,0.0018748778395632096,0.023435972994540668,0.9923076923076923
upweight_unrelated_matched,9,25,250112,0.001912710724840949,0.02375183148993473,0.9923076923076923
