condition,task_name,role,acquisition_rate,mean_censored_acquired_at,mean_final_metric,mean_censored_expected_direction_rate,mean_final_expected_direction_rate
baseline,A07_reverse,component,1.0,79385.6,0.8279622673988343,0.36875,0.55
baseline,C03_reverse_then_substitute_07_02,composite,1.0,181760.0,0.7850260674953461,0.36875,0.55
baseline,A01_reverse,unrelated_control,1.0,79334.4,0.8293294429779052,0.36875,0.55
baseline,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.08014323227107525,0.36875,0.55
baseline,K02_shortcut_for_A03_copy,fake_component_control,1.0,15052.8,0.9448242425918579,0.36875,0.55
baseline,S00_surface_rotate,surface_control,0.4,226227.2,0.7188802301883698,0.36875,0.55
corrupt_component,A07_reverse,component,1.0,101990.4,0.814160168170929,0.36875,0.55
corrupt_component,C03_reverse_then_substitute_07_02,composite,1.0,176998.4,0.7888997614383697,0.36875,0.55
corrupt_component,A01_reverse,unrelated_control,1.0,98841.6,0.8164388298988342,0.36875,0.55
corrupt_component,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.07428385578095913,0.36875,0.55
corrupt_component,K02_shortcut_for_A03_copy,fake_component_control,1.0,14950.4,0.9623047053813935,0.36875,0.55
corrupt_component,S00_surface_rotate,surface_control,0.3,226150.4,0.7071614861488342,0.36875,0.55
corrupt_component_strong,A07_reverse,component,1.0,122393.6,0.8049153864383698,0.36875,0.55
corrupt_component_strong,C03_reverse_then_substitute_07_02,composite,0.9,179046.4,0.7821289300918579,0.36875,0.55
corrupt_component_strong,A01_reverse,unrelated_control,1.0,125337.6,0.8038411676883698,0.36875,0.55
corrupt_component_strong,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.06595052108168602,0.36875,0.55
corrupt_component_strong,K02_shortcut_for_A03_copy,fake_component_control,1.0,14950.4,0.9650390863418579,0.36875,0.55
corrupt_component_strong,S00_surface_rotate,surface_control,0.5,224230.4,0.7292968928813934,0.36875,0.55
corrupt_different_operation_matched,A07_reverse,component,1.0,82406.4,0.8206380426883697,0.36875,0.55
corrupt_different_operation_matched,C03_reverse_then_substitute_07_02,composite,0.9,176793.6,0.7787435114383697,0.36875,0.55
corrupt_different_operation_matched,A01_reverse,unrelated_control,1.0,84838.4,0.819726574420929,0.36875,0.55
corrupt_different_operation_matched,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.05781250111758709,0.36875,0.55
corrupt_different_operation_matched,K02_shortcut_for_A03_copy,fake_component_control,1.0,15052.8,0.9578125178813934,0.36875,0.55
corrupt_different_operation_matched,S00_surface_rotate,surface_control,0.6,202828.8,0.7361328303813934,0.36875,0.55
corrupt_different_operation_matched_strong,A07_reverse,component,1.0,82022.4,0.8288737177848816,0.36875,0.55
corrupt_different_operation_matched_strong,C03_reverse_then_substitute_07_02,composite,1.0,182681.6,0.783789086341858,0.36875,0.55
corrupt_different_operation_matched_strong,A01_reverse,unrelated_control,1.0,83097.6,0.828710961341858,0.36875,0.55
corrupt_different_operation_matched_strong,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.04300130307674408,0.36875,0.55
corrupt_different_operation_matched_strong,K02_shortcut_for_A03_copy,fake_component_control,1.0,15052.8,0.9505859613418579,0.36875,0.55
corrupt_different_operation_matched_strong,S00_surface_rotate,surface_control,0.4,215270.4,0.7248698055744172,0.36875,0.55
corrupt_same_operation_unrelated,A07_reverse,component,1.0,89036.8,0.8249349176883698,0.36875,0.55
corrupt_same_operation_unrelated,C03_reverse_then_substitute_07_02,composite,1.0,172928.0,0.7918620049953461,0.36875,0.55
corrupt_same_operation_unrelated,A01_reverse,unrelated_control,1.0,87142.4,0.8235026299953461,0.36875,0.55
corrupt_same_operation_unrelated,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.08603515774011612,0.36875,0.55
corrupt_same_operation_unrelated,K02_shortcut_for_A03_copy,fake_component_control,1.0,14950.4,0.9508789241313934,0.36875,0.55
corrupt_same_operation_unrelated,S00_surface_rotate,surface_control,0.4,223513.6,0.7047200739383698,0.36875,0.55
corrupt_same_operation_unrelated_strong,A07_reverse,component,1.0,101452.8,0.8091471493244171,0.36875,0.55
corrupt_same_operation_unrelated_strong,C03_reverse_then_substitute_07_02,composite,0.9,178995.2,0.7806966304779053,0.36875,0.55
corrupt_same_operation_unrelated_strong,A01_reverse,unrelated_control,1.0,97100.8,0.8095703363418579,0.36875,0.55
corrupt_same_operation_unrelated_strong,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.07727864868938923,0.36875,0.55
corrupt_same_operation_unrelated_strong,K02_shortcut_for_A03_copy,fake_component_control,1.0,14950.4,0.9545898675918579,0.36875,0.55
corrupt_same_operation_unrelated_strong,S00_surface_rotate,surface_control,0.4,225971.2,0.7138997673988342,0.36875,0.55
delay_component,A07_reverse,component,1.0,106649.6,0.8315755367279053,0.36875,0.55
delay_component,C03_reverse_then_substitute_07_02,composite,1.0,173824.0,0.7846679925918579,0.36875,0.55
delay_component,A01_reverse,unrelated_control,1.0,107187.2,0.8288737177848816,0.36875,0.55
delay_component,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.09329427368938922,0.36875,0.55
delay_component,K02_shortcut_for_A03_copy,fake_component_control,1.0,14540.8,0.9466471612453461,0.36875,0.55
delay_component,S00_surface_rotate,surface_control,0.6,214912.0,0.7370768487453461,0.36875,0.55
delay_component_strong,A07_reverse,component,1.0,148505.6,0.8288411617279052,0.36875,0.55
delay_component_strong,C03_reverse_then_substitute_07_02,composite,1.0,175001.6,0.7881185114383698,0.36875,0.55
delay_component_strong,A01_reverse,unrelated_control,1.0,149452.8,0.8291341423988342,0.36875,0.55
delay_component_strong,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.09560547173023223,0.36875,0.55
delay_component_strong,K02_shortcut_for_A03_copy,fake_component_control,1.0,14540.8,0.947428411245346,0.36875,0.55
delay_component_strong,S00_surface_rotate,surface_control,0.6,204057.6,0.733984398841858,0.36875,0.55
delay_different_operation_matched,A07_reverse,component,1.0,85606.4,0.8354817926883698,0.36875,0.55
delay_different_operation_matched,C03_reverse_then_substitute_07_02,composite,1.0,179020.8,0.7863281488418579,0.36875,0.55
delay_different_operation_matched,A01_reverse,unrelated_control,1.0,84556.8,0.8356445491313934,0.36875,0.55
delay_different_operation_matched,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.0735677108168602,0.36875,0.55
delay_different_operation_matched,K02_shortcut_for_A03_copy,fake_component_control,1.0,15052.8,0.9421224117279052,0.36875,0.55
delay_different_operation_matched,S00_surface_rotate,surface_control,0.6,205798.4,0.7415039300918579,0.36875,0.55
delay_different_operation_matched_strong,A07_reverse,component,1.0,84556.8,0.8333333492279053,0.36875,0.55
delay_different_operation_matched_strong,C03_reverse_then_substitute_07_02,composite,1.0,180761.6,0.7868815243244172,0.36875,0.55
delay_different_operation_matched_strong,A01_reverse,unrelated_control,1.0,84556.8,0.8341797053813934,0.36875,0.55
delay_different_operation_matched_strong,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.06363932527601719,0.36875,0.55
delay_different_operation_matched_strong,K02_shortcut_for_A03_copy,fake_component_control,1.0,15052.8,0.9455403864383698,0.36875,0.55
delay_different_operation_matched_strong,S00_surface_rotate,surface_control,0.6,203238.4,0.7382161676883697,0.36875,0.55
delay_same_operation_unrelated,A07_reverse,component,1.0,95513.6,0.8327148616313934,0.36875,0.55
delay_same_operation_unrelated,C03_reverse_then_substitute_07_02,composite,1.0,173568.0,0.7883789300918579,0.36875,0.55
delay_same_operation_unrelated,A01_reverse,unrelated_control,1.0,98739.2,0.8316406428813934,0.36875,0.55
delay_same_operation_unrelated,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.07441406436264515,0.36875,0.55
delay_same_operation_unrelated,K02_shortcut_for_A03_copy,fake_component_control,1.0,14745.6,0.9412109613418579,0.36875,0.55
delay_same_operation_unrelated,S00_surface_rotate,surface_control,0.4,222284.8,0.7236653745174408,0.36875,0.55
delay_same_operation_unrelated_strong,A07_reverse,component,1.0,110080.0,0.8318685173988343,0.36875,0.55
delay_same_operation_unrelated_strong,C03_reverse_then_substitute_07_02,composite,1.0,175462.4,0.7875976681709289,0.36875,0.55
delay_same_operation_unrelated_strong,A01_reverse,unrelated_control,1.0,115200.0,0.8304362177848816,0.36875,0.55
delay_same_operation_unrelated_strong,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.0755533877760172,0.36875,0.55
delay_same_operation_unrelated_strong,K02_shortcut_for_A03_copy,fake_component_control,1.0,14745.6,0.9416666865348816,0.36875,0.55
delay_same_operation_unrelated_strong,S00_surface_rotate,surface_control,0.4,230144.0,0.7208984553813934,0.36875,0.55
pretrain_component,A07_reverse,component,1.0,0.0,0.8220377743244172,0.36875,0.55
pretrain_component,C03_reverse_then_substitute_07_02,composite,1.0,194048.0,0.7869791984558105,0.36875,0.55
pretrain_component,A01_reverse,unrelated_control,1.0,0.0,0.8217448055744171,0.36875,0.55
pretrain_component,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.05159505419433117,0.36875,0.55
pretrain_component,K02_shortcut_for_A03_copy,fake_component_control,1.0,32947.2,0.9558593988418579,0.36875,0.55
pretrain_component,S00_surface_rotate,surface_control,0.3,226099.2,0.691796886920929,0.36875,0.55
pretrain_different_operation_matched,A07_reverse,component,1.0,155750.4,0.7967773616313935,0.36875,0.55
pretrain_different_operation_matched,C03_reverse_then_substitute_07_02,composite,0.5,238540.8,0.6740234553813934,0.36875,0.55
pretrain_different_operation_matched,A01_reverse,unrelated_control,1.0,151475.2,0.7938151240348816,0.36875,0.55
pretrain_different_operation_matched,U01_unrelated_substitute,different_operation_control,1.0,0.0,0.06591797024011611,0.36875,0.55
pretrain_different_operation_matched,K02_shortcut_for_A03_copy,fake_component_control,1.0,13414.4,0.9543945491313934,0.36875,0.55
pretrain_different_operation_matched,S00_surface_rotate,surface_control,0.5,223820.8,0.7194987177848816,0.36875,0.55
pretrain_same_operation_unrelated,A07_reverse,component,1.0,0.0,0.8220377743244172,0.36875,0.55
pretrain_same_operation_unrelated,C03_reverse_then_substitute_07_02,composite,1.0,194048.0,0.7869791984558105,0.36875,0.55
pretrain_same_operation_unrelated,A01_reverse,unrelated_control,1.0,0.0,0.8217448055744171,0.36875,0.55
pretrain_same_operation_unrelated,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.05159505419433117,0.36875,0.55
pretrain_same_operation_unrelated,K02_shortcut_for_A03_copy,fake_component_control,1.0,32947.2,0.9558593988418579,0.36875,0.55
pretrain_same_operation_unrelated,S00_surface_rotate,surface_control,0.3,226099.2,0.691796886920929,0.36875,0.55
upweight_component,A07_reverse,component,1.0,62873.6,0.8662109494209289,0.36875,0.55
upweight_component,C03_reverse_then_substitute_07_02,composite,1.0,175257.6,0.7841145992279053,0.36875,0.55
upweight_component,A01_reverse,unrelated_control,1.0,62873.6,0.8683919429779052,0.36875,0.55
upweight_component,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.06858724243938923,0.36875,0.55
upweight_component,K02_shortcut_for_A03_copy,fake_component_control,1.0,19609.6,0.9270508050918579,0.36875,0.55
upweight_component,S00_surface_rotate,surface_control,0.7,200422.4,0.7611979365348815,0.36875,0.55
upweight_different_operation_matched,A07_reverse,component,1.0,84454.4,0.8222982048988342,0.36875,0.55
upweight_different_operation_matched,C03_reverse_then_substitute_07_02,composite,1.0,185472.0,0.7762369990348816,0.36875,0.55
upweight_different_operation_matched,A01_reverse,unrelated_control,1.0,86963.2,0.8221354305744171,0.36875,0.55
upweight_different_operation_matched,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.21855469346046447,0.36875,0.55
upweight_different_operation_matched,K02_shortcut_for_A03_copy,fake_component_control,1.0,15052.8,0.9513672113418579,0.36875,0.55
upweight_different_operation_matched,S00_surface_rotate,surface_control,0.5,221875.2,0.7243489742279052,0.36875,0.55
upweight_fake_component,A07_reverse,component,1.0,83225.6,0.8245442926883697,0.36875,0.55
upweight_fake_component,C03_reverse_then_substitute_07_02,composite,1.0,174950.4,0.781835961341858,0.36875,0.55
upweight_fake_component,A01_reverse,unrelated_control,1.0,84940.8,0.8241862237453461,0.36875,0.55
upweight_fake_component,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.07705078385770321,0.36875,0.55
upweight_fake_component,K02_shortcut_for_A03_copy,fake_component_control,1.0,14848.0,0.9512695431709289,0.36875,0.55
upweight_fake_component,S00_surface_rotate,surface_control,0.4,234291.2,0.7058919548988343,0.36875,0.55
upweight_same_operation_unrelated,A07_reverse,component,1.0,68659.2,0.8435221433639526,0.36875,0.55
upweight_same_operation_unrelated,C03_reverse_then_substitute_07_02,composite,1.0,168985.6,0.7887695550918579,0.36875,0.55
upweight_same_operation_unrelated,A01_reverse,unrelated_control,1.0,69785.6,0.8435872614383697,0.36875,0.55
upweight_same_operation_unrelated,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.07399088740348816,0.36875,0.55
upweight_same_operation_unrelated,K02_shortcut_for_A03_copy,fake_component_control,1.0,15641.6,0.9398763179779053,0.36875,0.55
upweight_same_operation_unrelated,S00_surface_rotate,surface_control,0.5,210150.4,0.7425781428813935,0.36875,0.55
upweight_surface_control,A07_reverse,component,1.0,89292.8,0.8207356810569764,0.36875,0.55
upweight_surface_control,C03_reverse_then_substitute_07_02,composite,1.0,157875.2,0.786718773841858,0.36875,0.55
upweight_surface_control,A01_reverse,unrelated_control,1.0,96921.6,0.8196614742279053,0.36875,0.55
upweight_surface_control,U01_unrelated_substitute,different_operation_control,0.0,250112.0,0.06458333544433117,0.36875,0.55
upweight_surface_control,K02_shortcut_for_A03_copy,fake_component_control,1.0,16230.4,0.9382812738418579,0.36875,0.55
upweight_surface_control,S00_surface_rotate,surface_control,1.0,62233.6,0.7919922113418579,0.36875,0.55
