source_run_dir,source_model_name,model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,all,29,0.240301724137931,-0.0053879310344827,0.2409752155172413,-0.2795566031222747,-0.328562541436927,-0.1281327499676665,0.211732602817916,0.241756876327018,0.0714289426995583,-0.117426420503716,-0.2111047777415068,-0.0052078971704314,0.2224872819481856,0.3268612956099472,0.047779392422373,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,atomic,16,0.2314453125,-0.02734375,0.23828125,0.0120307417295217,0.1641469251076668,0.0,-0.0514927667314833,-0.1681689264458403,-0.0230318392109204,0.286631505582414,0.3099988355859414,0.244813217087936,,,,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,composite,10,0.253125,0.0265625,0.24453125,-0.7446834847668685,-0.7642933190565481,-0.6959240941565294,0.6645299591441056,0.59329910196836,0.6147619246716357,,,,,,,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,true_atomic_composite,26,0.2397836538461538,-0.0066105769230769,0.2406850961538461,-0.2936592023176343,-0.3483009918117392,-0.1409369815466341,0.263131007787727,0.3310867236699861,0.1281614450945924,-0.1052511580027918,-0.2106481942739622,0.0298916485152794,0.2439471482631538,0.3661743057393689,0.0897668183388159,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,all,29,-0.6507701449866953,-0.3108203793907987,-0.7584174205227916,-0.4902879929628243,-0.4365544098956865,-0.2731250789080784,0.4067387443247798,0.3775268320726045,0.1921054568448138,-0.3181339874230167,-0.2934422155233543,-0.1624458677609357,0.4335549847620599,0.3728572868953715,0.2948173896382008,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,atomic,16,-0.7408099515014328,-0.4121885491185821,-0.8066377304057823,-0.3513180464307223,-0.3109538453514478,0.0508289939516789,0.2552029905714635,0.2863614952342585,-0.0667682242774177,0.21695197763001,0.1619500678083173,0.1543109136664155,,,,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,composite,10,-0.4987728727981448,-0.1487508160993456,-0.6810988540528342,-0.1745572096355137,-0.090511145736933,-0.3814398284627892,0.2634795772034443,0.288572870270439,-0.1317397886017221,,,,,,,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,true_atomic_composite,26,-0.6477187673847836,-0.3108663441111835,-0.75835354719311,-0.5547665715698825,-0.5024236051647788,-0.2809990828063464,0.5281646038054203,0.5123677430934246,0.2125707995809851,-0.3484347221589972,-0.3132715850603828,-0.1832745327564144,0.5165053511608353,0.4638007234913622,0.3056868404829433,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_mrr,all,29,0.5084859913793103,-0.0124371408045977,0.5155688757183908,-0.2592902820612416,-0.2832775070451874,-0.1121857667370988,0.1838348856266226,0.2146332874799659,0.074029132393751,-0.0713550132249808,-0.1580273401578383,0.0218354138830542,0.1691072713583918,0.2514618911619947,0.0390247549288596,,,
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_mrr,atomic,16,0.5038248697916666,-0.0262044270833333,0.51385498046875,0.0209295857448089,0.1913562125239679,-0.0911931950309534,-0.0430284112010025,-0.1246340186511798,0.0118699065382076,0.3957081845505112,0.3437619363855792,0.190978853547544,,,,,,
