condition,seed,n_tasks,total_samples,mae_frequency,max_abs_frequency_error,spearman_intended_realized
baseline,0,25,250112,0.0002461762772285863,0.0006700306889421137,1.0
baseline,1,25,250112,0.0002508348713958469,0.0007899086581851095,1.0
baseline,2,25,250112,0.0002534031228835868,0.0006699623941114063,1.0
baseline,3,25,250112,0.0002898627344875772,0.0011315738301770073,1.0
baseline,4,25,250112,0.00024997569944409844,0.0007195252889002288,0.9992307692307693
baseline,5,25,250112,0.0002835482404687563,0.00098884836705454,0.9992307692307693
baseline,6,25,250112,0.00023267664048877304,0.0007397493675362632,1.0
baseline,7,25,250112,0.00036921586591652506,0.0015020357168758491,0.9976923076923077
baseline,8,25,250112,0.00027868284556952454,0.0008013784451925826,1.0
baseline,9,25,250112,0.00027560612632392166,0.0008992501004591001,1.0
corrupt_component,0,25,250112,0.0003134876638217017,0.0011338229100270603,1.0
corrupt_component,1,25,250112,0.0002820046491369391,0.001316701488855987,1.0
corrupt_component,2,25,250112,0.0002856685726936715,0.0013780912439996795,1.0
corrupt_component,3,25,250112,0.00022553734223191478,0.0006836129661382528,1.0
corrupt_component,4,25,250112,0.00018477298902025186,0.0006836129661382528,1.0
corrupt_component,5,25,250112,0.0002108807376586446,0.0006689916628579984,1.0
corrupt_component,6,25,250112,0.00030488648860857367,0.0009938856019410802,1.0
corrupt_component,7,25,250112,0.00027286623946461727,0.0007138488194995095,0.9992307692307693
corrupt_component,8,25,250112,0.00022182496234241628,0.0005662186444894933,1.0
corrupt_component,9,25,250112,0.00025923925190361323,0.0008329182237587496,1.0
corrupt_component_strong,0,25,250112,0.0003134876638217017,0.0011338229100270603,1.0
corrupt_component_strong,1,25,250112,0.0002820046491369391,0.001316701488855987,1.0
corrupt_component_strong,2,25,250112,0.0002856685726936715,0.0013780912439996795,1.0
corrupt_component_strong,3,25,250112,0.00022553734223191478,0.0006836129661382528,1.0
corrupt_component_strong,4,25,250112,0.00018477298902025186,0.0006836129661382528,1.0
corrupt_component_strong,5,25,250112,0.0002108807376586446,0.0006689916628579984,1.0
corrupt_component_strong,6,25,250112,0.00030488648860857367,0.0009938856019410802,1.0
corrupt_component_strong,7,25,250112,0.00027286623946461727,0.0007138488194995095,0.9992307692307693
corrupt_component_strong,8,25,250112,0.00022182496234241628,0.0005662186444894933,1.0
corrupt_component_strong,9,25,250112,0.00025923925190361323,0.0008329182237587496,1.0
corrupt_different_operation_matched,0,25,250112,0.00022947616744064357,0.0005319140662686586,1.0
corrupt_different_operation_matched,1,25,250112,0.0003275210677145983,0.0017408892189391678,1.0
corrupt_different_operation_matched,2,25,250112,0.00021862833622715425,0.001065785065554603,1.0
corrupt_different_operation_matched,3,25,250112,0.00024429356747957437,0.0013700948263947743,0.9992307692307693
corrupt_different_operation_matched,4,25,250112,0.00024284289165647045,0.0007315199153075935,0.9992307692307693
corrupt_different_operation_matched,5,25,250112,0.00032023091128336167,0.0012741378151358562,1.0
corrupt_different_operation_matched,6,25,250112,0.0003290628263437566,0.0011218282836197024,1.0
corrupt_different_operation_matched,7,25,250112,0.00027361187855662425,0.001166186177469497,1.0
corrupt_different_operation_matched,8,25,250112,0.00022688656530806762,0.0007910422849461904,1.0
corrupt_different_operation_matched,9,25,250112,0.00017857252174269603,0.0004623077917933222,0.9992307692307693
corrupt_different_operation_matched_strong,0,25,250112,0.0001881018394338186,0.0005620790512757823,0.9992307692307693
corrupt_different_operation_matched_strong,1,25,250112,0.0003316505811889651,0.0014446441705345814,0.9998076738130112
corrupt_different_operation_matched_strong,2,25,250112,0.00030080918652257893,0.0010549240659083192,1.0
corrupt_different_operation_matched_strong,3,25,250112,0.00025781489493348,0.0008195520654217664,1.0
corrupt_different_operation_matched_strong,4,25,250112,0.00018709669348167485,0.00045006090997630477,1.0
corrupt_different_operation_matched_strong,5,25,250112,0.00026187376886452926,0.0008031473123081764,1.0
corrupt_different_operation_matched_strong,6,25,250112,0.00022677173614341807,0.0011439803744881377,1.0
corrupt_different_operation_matched_strong,7,25,250112,0.000259810444453649,0.000957901722718979,0.9992307692307693
corrupt_different_operation_matched_strong,8,25,250112,0.00017990833994055108,0.0006654393459090691,1.0
corrupt_different_operation_matched_strong,9,25,250112,0.0002804288821477665,0.0009772996325006639,1.0
corrupt_same_operation_unrelated,0,25,250112,0.00026981738993329886,0.0009012653704232876,0.9976923076923077
corrupt_same_operation_unrelated,1,25,250112,0.00028822185754834556,0.0012847158184363106,1.0
corrupt_same_operation_unrelated,2,25,250112,0.00027285965445266505,0.0016375972191365884,1.0
corrupt_same_operation_unrelated,3,25,250112,0.00028850765184217737,0.0008871096971597645,1.0
corrupt_same_operation_unrelated,4,25,250112,0.00018477298902025186,0.0006836129661382528,1.0
corrupt_same_operation_unrelated,5,25,250112,0.00019541367742757776,0.0006443146751356904,1.0
corrupt_same_operation_unrelated,6,25,250112,0.0002201875135581343,0.0008579465026575805,1.0
corrupt_same_operation_unrelated,7,25,250112,0.00024424978025251536,0.0007858165779437258,0.9976923076923077
corrupt_same_operation_unrelated,8,25,250112,0.00022182496234241628,0.0005662186444894933,1.0
corrupt_same_operation_unrelated,9,25,250112,0.00029195225746612855,0.0010648143343012229,0.9992307692307693
corrupt_same_operation_unrelated_strong,0,25,250112,0.0003134876638217017,0.0011338229100270603,1.0
corrupt_same_operation_unrelated_strong,1,25,250112,0.00030800915713471023,0.0013206996976584118,1.0
corrupt_same_operation_unrelated_strong,2,25,250112,0.0002856685726936715,0.0013780912439996795,1.0
corrupt_same_operation_unrelated_strong,3,25,250112,0.00022553734223191478,0.0006836129661382528,1.0
corrupt_same_operation_unrelated_strong,4,25,250112,0.00018477298902025186,0.0006836129661382528,1.0
corrupt_same_operation_unrelated_strong,5,25,250112,0.0002108807376586446,0.0006689916628579984,1.0
corrupt_same_operation_unrelated_strong,6,25,250112,0.00030488648860857367,0.0009938856019410802,1.0
corrupt_same_operation_unrelated_strong,7,25,250112,0.00024424978025251536,0.0007858165779437258,0.9976923076923077
corrupt_same_operation_unrelated_strong,8,25,250112,0.00022182496234241628,0.0005662186444894933,1.0
corrupt_same_operation_unrelated_strong,9,25,250112,0.00025923925190361323,0.0008329182237587496,1.0
delay_component,0,25,250112,0.0018413199273571356,0.022864019456547438,0.9976923076923077
delay_component,1,25,250112,0.0018850695212563342,0.023219860039966067,0.9976923076923077
