component,composite,unrelated_control,fake_component_control,surface_control,same_operation_control,different_operation_control
A07_reverse,C06_reverse_then_substitute_05_07,A01_reverse,K02_shortcut_for_A03_copy,S00_surface_rotate,A01_reverse,U01_unrelated_substitute
