condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,candidate_seed,metric_family,analysis_threshold
baseline,0,A00_copy,atomic,151040.0,0.7,2,token_accuracy,0.7952474355697632,0.0234375,0.0234375,21,token_accuracy,0.7
baseline,0,A01_reverse,atomic,12032.0,0.7,2,token_accuracy,0.9899088740348816,0.94140625,0.94140625,21,token_accuracy,0.7
baseline,0,A02_substitute,atomic,,0.7,2,token_accuracy,0.03515625,0.0,0.0,21,token_accuracy,0.7
baseline,0,A03_copy,atomic,151040.0,0.7,2,token_accuracy,0.8011068105697632,0.01953125,0.01953125,21,token_accuracy,0.7
baseline,0,A04_reverse,atomic,12032.0,0.7,2,token_accuracy,0.9951171875,0.970703125,0.970703125,21,token_accuracy,0.7
baseline,0,A05_substitute,atomic,,0.7,2,token_accuracy,0.01953125,0.0,0.0,21,token_accuracy,0.7
baseline,0,A06_copy,atomic,151040.0,0.7,2,token_accuracy,0.8059896230697632,0.021484375,0.021484375,21,token_accuracy,0.7
baseline,0,A07_reverse,atomic,12032.0,0.7,2,token_accuracy,0.9912109375,0.94921875,0.94921875,21,token_accuracy,0.7
baseline,0,C00_reverse_then_substitute_02_05,composite,,0.7,2,token_accuracy,0.0472005233168602,0.0,0.0,21,token_accuracy,0.7
baseline,0,C01_substitute_then_reverse_01_03,composite,12032.0,0.7,2,token_accuracy,0.9921875,0.953125,0.953125,21,token_accuracy,0.7
baseline,0,C02_copy_then_substitute_04_07,composite,151040.0,0.7,2,token_accuracy,0.802734375,0.03125,0.03125,21,token_accuracy,0.7
baseline,0,C03_reverse_then_substitute_06_01,composite,12032.0,0.7,2,token_accuracy,0.9912109375,0.947265625,0.947265625,21,token_accuracy,0.7
baseline,0,C04_substitute_then_reverse_03_07,composite,12032.0,0.7,2,token_accuracy,0.994140625,0.96484375,0.96484375,21,token_accuracy,0.7
baseline,0,C05_copy_then_substitute_07_06,composite,12032.0,0.7,2,token_accuracy,0.9905599355697632,0.9453125,0.9453125,21,token_accuracy,0.7
baseline,0,C06_reverse_then_substitute_01_05,composite,,0.7,2,token_accuracy,0.1878255307674408,0.0,0.0,21,token_accuracy,0.7
baseline,0,C07_substitute_then_reverse_07_03,composite,12032.0,0.7,2,token_accuracy,0.9912109375,0.94921875,0.94921875,21,token_accuracy,0.7
baseline,0,K00_shortcut_for_A07_reverse,shortcut,151040.0,0.7,2,token_accuracy,0.8030599355697632,0.0234375,0.0234375,21,token_accuracy,0.7
baseline,0,K01_shortcut_for_A03_copy,shortcut,151040.0,0.7,2,token_accuracy,0.8030599355697632,0.025390625,0.025390625,21,token_accuracy,0.7
baseline,0,K02_shortcut_for_A00_copy,shortcut,151040.0,0.7,2,token_accuracy,0.8059896230697632,0.0234375,0.0234375,21,token_accuracy,0.7
baseline,0,S00_surface_rotate,surface_control,,0.7,2,token_accuracy,0.2998046875,0.0,0.0,21,token_accuracy,0.7
baseline,0,S01_surface_rotate,surface_control,,0.7,2,token_accuracy,0.3043619990348816,0.0,0.0,21,token_accuracy,0.7
baseline,0,S02_surface_rotate,surface_control,,0.7,2,token_accuracy,0.1806640625,0.0,0.0,21,token_accuracy,0.7
baseline,0,U00_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.3896484375,0.0,0.0,21,token_accuracy,0.7
baseline,0,U01_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.02278645895421505,0.0,0.0,21,token_accuracy,0.7
baseline,0,U02_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.3961588740348816,0.0,0.0,21,token_accuracy,0.7
baseline,1,A00_copy,atomic,151040.0,0.7,2,token_accuracy,0.7643229365348816,0.015625,0.015625,21,token_accuracy,0.7
baseline,1,A01_reverse,atomic,12032.0,0.7,2,token_accuracy,0.9970703125,0.982421875,0.982421875,21,token_accuracy,0.7
baseline,1,A02_substitute,atomic,,0.7,2,token_accuracy,0.0322265625,0.0,0.0,21,token_accuracy,0.7
baseline,1,A03_copy,atomic,131072.0,0.7,2,token_accuracy,0.7679036855697632,0.017578125,0.017578125,21,token_accuracy,0.7
baseline,1,A04_reverse,atomic,12032.0,0.7,2,token_accuracy,0.99609375,0.9765625,0.9765625,21,token_accuracy,0.7
baseline,1,A05_substitute,atomic,,0.7,2,token_accuracy,0.021484375,0.0,0.0,21,token_accuracy,0.7
baseline,1,A06_copy,atomic,151040.0,0.7,2,token_accuracy,0.7711588740348816,0.015625,0.015625,21,token_accuracy,0.7
baseline,1,A07_reverse,atomic,12032.0,0.7,2,token_accuracy,0.9951171875,0.970703125,0.970703125,21,token_accuracy,0.7
baseline,1,C00_reverse_then_substitute_02_05,composite,,0.7,2,token_accuracy,0.0387369804084301,0.0,0.0,21,token_accuracy,0.7
baseline,1,C01_substitute_then_reverse_01_03,composite,12032.0,0.7,2,token_accuracy,0.9947916865348816,0.96875,0.96875,21,token_accuracy,0.7
baseline,1,C02_copy_then_substitute_04_07,composite,131072.0,0.7,2,token_accuracy,0.7623698115348816,0.0078125,0.0078125,21,token_accuracy,0.7
baseline,1,C03_reverse_then_substitute_06_01,composite,12032.0,0.7,2,token_accuracy,0.9977213740348816,0.986328125,0.986328125,21,token_accuracy,0.7
baseline,1,C04_substitute_then_reverse_03_07,composite,12032.0,0.7,2,token_accuracy,0.994140625,0.96484375,0.96484375,21,token_accuracy,0.7
baseline,1,C05_copy_then_substitute_07_06,composite,12032.0,0.7,2,token_accuracy,0.9954427480697632,0.97265625,0.97265625,21,token_accuracy,0.7
baseline,1,C06_reverse_then_substitute_01_05,composite,,0.7,2,token_accuracy,0.1692708432674408,0.0,0.0,21,token_accuracy,0.7
baseline,1,C07_substitute_then_reverse_07_03,composite,12032.0,0.7,2,token_accuracy,0.994140625,0.96484375,0.96484375,21,token_accuracy,0.7
baseline,1,K00_shortcut_for_A07_reverse,shortcut,131072.0,0.7,2,token_accuracy,0.76171875,0.021484375,0.021484375,21,token_accuracy,0.7
baseline,1,K01_shortcut_for_A03_copy,shortcut,131072.0,0.7,2,token_accuracy,0.7574869990348816,0.0078125,0.0078125,21,token_accuracy,0.7
baseline,1,K02_shortcut_for_A00_copy,shortcut,151040.0,0.7,2,token_accuracy,0.7679036855697632,0.0,0.0,21,token_accuracy,0.7
baseline,1,S00_surface_rotate,surface_control,,0.7,2,token_accuracy,0.3694661557674408,0.0,0.0,21,token_accuracy,0.7
baseline,1,S01_surface_rotate,surface_control,,0.7,2,token_accuracy,0.375,0.0,0.0,21,token_accuracy,0.7
baseline,1,S02_surface_rotate,surface_control,,0.7,2,token_accuracy,0.1197916716337204,0.0,0.0,21,token_accuracy,0.7
baseline,1,U00_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.26953125,0.0,0.0,21,token_accuracy,0.7
baseline,1,U01_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0260416679084301,0.0,0.0,21,token_accuracy,0.7
baseline,1,U02_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.2548828125,0.0,0.0,21,token_accuracy,0.7
baseline,2,A00_copy,atomic,99072.0,0.7,2,token_accuracy,0.7682291865348816,0.015625,0.015625,21,token_accuracy,0.7
baseline,2,A01_reverse,atomic,13824.0,0.7,2,token_accuracy,0.9964193105697632,0.978515625,0.978515625,21,token_accuracy,0.7
baseline,2,A02_substitute,atomic,,0.7,2,token_accuracy,0.02180989645421505,0.0,0.0,21,token_accuracy,0.7
baseline,2,A03_copy,atomic,99072.0,0.7,2,token_accuracy,0.7789713740348816,0.015625,0.015625,21,token_accuracy,0.7
baseline,2,A04_reverse,atomic,13824.0,0.7,2,token_accuracy,0.994140625,0.96484375,0.96484375,21,token_accuracy,0.7
baseline,2,A05_substitute,atomic,,0.7,2,token_accuracy,0.01171875,0.0,0.0,21,token_accuracy,0.7
baseline,2,A06_copy,atomic,99072.0,0.7,2,token_accuracy,0.775390625,0.0078125,0.0078125,21,token_accuracy,0.7
baseline,2,A07_reverse,atomic,13824.0,0.7,2,token_accuracy,0.994140625,0.96484375,0.96484375,21,token_accuracy,0.7
baseline,2,C00_reverse_then_substitute_02_05,composite,,0.7,2,token_accuracy,0.0299479179084301,0.0,0.0,21,token_accuracy,0.7
baseline,2,C01_substitute_then_reverse_01_03,composite,13824.0,0.7,2,token_accuracy,0.99609375,0.9765625,0.9765625,21,token_accuracy,0.7
baseline,2,C02_copy_then_substitute_04_07,composite,113920.0,0.7,2,token_accuracy,0.7747396230697632,0.009765625,0.009765625,21,token_accuracy,0.7
baseline,2,C03_reverse_then_substitute_06_01,composite,13824.0,0.7,2,token_accuracy,0.994140625,0.966796875,0.966796875,21,token_accuracy,0.7
baseline,2,C04_substitute_then_reverse_03_07,composite,13824.0,0.7,2,token_accuracy,0.9947916865348816,0.96875,0.96875,21,token_accuracy,0.7
baseline,2,C05_copy_then_substitute_07_06,composite,13824.0,0.7,2,token_accuracy,0.9928385615348816,0.958984375,0.958984375,21,token_accuracy,0.7
baseline,2,C06_reverse_then_substitute_01_05,composite,,0.7,2,token_accuracy,0.2526041865348816,0.0,0.0,21,token_accuracy,0.7
baseline,2,C07_substitute_then_reverse_07_03,composite,13824.0,0.7,2,token_accuracy,0.9931640625,0.9609375,0.9609375,21,token_accuracy,0.7
