n_rows,design_condition_number,vif_frequency,vif_reference_learnability,vif_formal_utility,pearson_frequency__reference_learnability,spearman_frequency__reference_learnability,binned_mi_frequency__reference_learnability,pearson_frequency__formal_utility,spearman_frequency__formal_utility,binned_mi_frequency__formal_utility,pearson_reference_learnability__formal_utility,spearman_reference_learnability__formal_utility,binned_mi_reference_learnability__formal_utility,passed,n_tasks
25.0,2.6451722364738557,2.172580676236823,1.3355241276637755,2.232132601148234,0.17878095121751206,0.3193318933952376,0.07532015754551222,0.6486958020340732,0.15102426629533994,0.022585868056794894,-0.2403939895086505,-0.2938408263733718,0.1269054526990235,True,25.0
