condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,candidate_seed,metric_family,analysis_threshold
baseline,0,A00_copy,atomic,,0.7,2,token_accuracy,0.7698568105697632,0.064453125,0.064453125,20,token_accuracy,0.7
baseline,0,A01_reverse,atomic,86016.0,0.7,2,token_accuracy,0.8492838740348816,0.27734375,0.27734375,20,token_accuracy,0.7
baseline,0,A02_substitute,atomic,,0.7,2,token_accuracy,0.02571614645421505,0.0,0.0,20,token_accuracy,0.7
baseline,0,A03_copy,atomic,,0.7,2,token_accuracy,0.7740885615348816,0.083984375,0.083984375,20,token_accuracy,0.7
baseline,0,A04_reverse,atomic,86016.0,0.7,2,token_accuracy,0.83984375,0.265625,0.265625,20,token_accuracy,0.7
baseline,0,A05_substitute,atomic,,0.7,2,token_accuracy,0.66015625,0.00390625,0.00390625,20,token_accuracy,0.7
baseline,0,A06_copy,atomic,,0.7,2,token_accuracy,0.7659505605697632,0.056640625,0.056640625,20,token_accuracy,0.7
baseline,0,A07_reverse,atomic,86016.0,0.7,2,token_accuracy,0.8411458730697632,0.279296875,0.279296875,20,token_accuracy,0.7
baseline,0,C00_reverse_then_substitute_03_01,composite,99072.0,0.7,2,token_accuracy,0.8505859375,0.267578125,0.267578125,20,token_accuracy,0.7
baseline,0,C01_substitute_then_reverse_00_07,composite,86016.0,0.7,2,token_accuracy,0.8440755605697632,0.275390625,0.275390625,20,token_accuracy,0.7
baseline,0,C02_copy_then_substitute_06_05,composite,,0.7,2,token_accuracy,0.6787109375,0.005859375,0.005859375,20,token_accuracy,0.7
baseline,0,C03_reverse_then_substitute_05_03,composite,,0.7,2,token_accuracy,0.6536458730697632,0.001953125,0.001953125,20,token_accuracy,0.7
baseline,0,C04_substitute_then_reverse_04_02,composite,,0.7,2,token_accuracy,0.0361328125,0.0,0.0,20,token_accuracy,0.7
baseline,0,C05_copy_then_substitute_01_00,composite,86016.0,0.7,2,token_accuracy,0.83984375,0.26171875,0.26171875,20,token_accuracy,0.7
baseline,0,C06_reverse_then_substitute_06_07,composite,86016.0,0.7,2,token_accuracy,0.8492838740348816,0.279296875,0.279296875,20,token_accuracy,0.7
baseline,0,C07_substitute_then_reverse_05_02,composite,,0.7,2,token_accuracy,0.0309244804084301,0.0,0.0,20,token_accuracy,0.7
baseline,0,K00_shortcut_for_A01_reverse,shortcut,173824.0,0.7,2,token_accuracy,0.7679036855697632,0.080078125,0.080078125,20,token_accuracy,0.7
baseline,0,K01_shortcut_for_A03_copy,shortcut,,0.7,2,token_accuracy,0.7652994990348816,0.044921875,0.044921875,20,token_accuracy,0.7
baseline,0,K02_shortcut_for_A02_substitute,shortcut,173824.0,0.7,2,token_accuracy,0.767578125,0.064453125,0.064453125,20,token_accuracy,0.7
baseline,0,S00_surface_rotate,surface_control,,0.7,2,token_accuracy,0.0651041716337204,0.0,0.0,20,token_accuracy,0.7
baseline,0,S01_surface_rotate,surface_control,,0.7,2,token_accuracy,0.6038411855697632,0.0,0.0,20,token_accuracy,0.7
baseline,0,S02_surface_rotate,surface_control,,0.7,2,token_accuracy,0.1435546875,0.0,0.0,20,token_accuracy,0.7
baseline,0,U00_unrelated_substitute,unrelated,131072.0,0.7,2,token_accuracy,0.8531901240348816,0.31640625,0.31640625,20,token_accuracy,0.7
baseline,0,U01_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.6578776240348816,0.001953125,0.001953125,20,token_accuracy,0.7
