n_rows,design_condition_number,vif_frequency,vif_reference_learnability,vif_formal_utility,pearson_frequency__reference_learnability,spearman_frequency__reference_learnability,binned_mi_frequency__reference_learnability,pearson_frequency__formal_utility,spearman_frequency__formal_utility,binned_mi_frequency__formal_utility,pearson_reference_learnability__formal_utility,spearman_reference_learnability__formal_utility,binned_mi_reference_learnability__formal_utility,n_tasks,n_atomic,n_composite,n_controls,frequency_sum,utility_nonzero_rate,attempts_used,passed
34.0,1.253045159957748,1.0359250852930952,1.0509691809503743,1.0173286928233491,0.1847556204251772,0.13609225378385598,0.09611764108321949,-0.046860574560385886,0.0017711860386314822,0.10105379911167542,-0.12837046972488292,-0.3089363312380472,0.07245466103701609,34.0,12.0,10.0,12.0,1.0000000000000002,0.2647058823529412,1.0,True
