condition,seed,data_seen,task_i,task_j,linear_cka
baseline,0,120320,A00_not_bit_26,A00_not_bit_26,1.0
baseline,0,120320,A00_not_bit_26,A01_xor2_40_1,0.16606296598911285
baseline,0,120320,A00_not_bit_26,A02_bit_1,0.1589641571044922
baseline,0,120320,A00_not_bit_26,A03_and_bits_23_25,0.30121344327926636
baseline,0,120320,A00_not_bit_26,A04_not_bit_0,0.07057441025972366
baseline,0,120320,A00_not_bit_26,A05_and_bits_5_25,0.1569967120885849
baseline,0,120320,A00_not_bit_26,A06_and_bits_18_35,0.1053261086344719
baseline,0,120320,A00_not_bit_26,A07_and_bits_46_18,0.18662506341934204
baseline,0,120320,A00_not_bit_26,A08_not_bit_40,0.1385902464389801
baseline,0,120320,A00_not_bit_26,A09_xor2_42_32,0.19674445688724518
baseline,0,120320,A00_not_bit_26,A10_xor2_25_39,0.17809055745601654
baseline,0,120320,A00_not_bit_26,A11_xor2_14_34,0.22154274582862854
baseline,0,120320,A00_not_bit_26,C00_or_04_01,0.10013441741466522
baseline,0,120320,A00_not_bit_26,C01_or_09_02,0.172604501247406
baseline,0,120320,A00_not_bit_26,C02_and_05_09,0.17501282691955566
baseline,0,120320,A00_not_bit_26,C03_and_04_05,0.1348164826631546
baseline,0,120320,A00_not_bit_26,C04_or_09_04,0.09984798729419708
baseline,0,120320,A00_not_bit_26,C05_or_04_07,0.09119663387537003
baseline,0,120320,A00_not_bit_26,C06_and_05_09,0.16767801344394684
baseline,0,120320,A00_not_bit_26,C07_and_09_00,0.855038583278656
baseline,0,120320,A00_not_bit_26,C08_and_10_09,0.22538292407989502
baseline,0,120320,A00_not_bit_26,C09_and_08_07,0.24864062666893005
baseline,0,120320,A00_not_bit_26,K00_shortcut_for_01_bit42,0.10679538547992706
baseline,0,120320,A00_not_bit_26,K01_shortcut_for_01_bit38,0.11379370838403702
baseline,0,120320,A00_not_bit_26,K02_shortcut_for_04_bit7,0.24189269542694092
baseline,0,120320,A00_not_bit_26,K03_shortcut_for_05_bit44,0.12673138082027435
baseline,0,120320,A00_not_bit_26,S00_surface_xor_23_1,0.24130763113498688
baseline,0,120320,A00_not_bit_26,S01_surface_xor_33_4,0.1762317419052124
baseline,0,120320,A00_not_bit_26,S02_surface_xor_44_42,0.14805424213409424
baseline,0,120320,A00_not_bit_26,S03_surface_xor_29_3,0.19468292593955994
baseline,0,120320,A00_not_bit_26,U00_xor2_20_41,0.16703855991363525
baseline,0,120320,A00_not_bit_26,U01_or_bits_13_12,0.08386773616075516
baseline,0,120320,A00_not_bit_26,U02_xor2_6_10,0.29006582498550415
baseline,0,120320,A00_not_bit_26,U03_or_bits_27_41,0.1622381955385208
baseline,0,120320,A01_xor2_40_1,A00_not_bit_26,0.1660631150007248
baseline,0,120320,A01_xor2_40_1,A01_xor2_40_1,1.0
baseline,0,120320,A01_xor2_40_1,A02_bit_1,0.564860999584198
baseline,0,120320,A01_xor2_40_1,A03_and_bits_23_25,0.41385069489479065
baseline,0,120320,A01_xor2_40_1,A04_not_bit_0,0.277774453163147
baseline,0,120320,A01_xor2_40_1,A05_and_bits_5_25,0.24908718466758728
baseline,0,120320,A01_xor2_40_1,A06_and_bits_18_35,0.2600528299808502
baseline,0,120320,A01_xor2_40_1,A07_and_bits_46_18,0.4028671085834503
baseline,0,120320,A01_xor2_40_1,A08_not_bit_40,0.619350016117096
baseline,0,120320,A01_xor2_40_1,A09_xor2_42_32,0.6704479455947876
baseline,0,120320,A01_xor2_40_1,A10_xor2_25_39,0.7469229698181152
baseline,0,120320,A01_xor2_40_1,A11_xor2_14_34,0.8247162103652954
baseline,0,120320,A01_xor2_40_1,C00_or_04_01,0.47881144285202026
baseline,0,120320,A01_xor2_40_1,C01_or_09_02,0.6391550302505493
baseline,0,120320,A01_xor2_40_1,C02_and_05_09,0.2526727020740509
baseline,0,120320,A01_xor2_40_1,C03_and_04_05,0.22819003462791443
baseline,0,120320,A01_xor2_40_1,C04_or_09_04,0.44532984495162964
baseline,0,120320,A01_xor2_40_1,C05_or_04_07,0.43444186449050903
baseline,0,120320,A01_xor2_40_1,C06_and_05_09,0.2687552571296692
baseline,0,120320,A01_xor2_40_1,C07_and_09_00,0.294676274061203
baseline,0,120320,A01_xor2_40_1,C08_and_10_09,0.6265286207199097
baseline,0,120320,A01_xor2_40_1,C09_and_08_07,0.46135053038597107
baseline,0,120320,A01_xor2_40_1,K00_shortcut_for_01_bit42,0.3201060891151428
baseline,0,120320,A01_xor2_40_1,K01_shortcut_for_01_bit38,0.3709583878517151
baseline,0,120320,A01_xor2_40_1,K02_shortcut_for_04_bit7,0.7126469612121582
baseline,0,120320,A01_xor2_40_1,K03_shortcut_for_05_bit44,0.3723260164260864
baseline,0,120320,A01_xor2_40_1,S00_surface_xor_23_1,0.7496078014373779
baseline,0,120320,A01_xor2_40_1,S01_surface_xor_33_4,0.8306723237037659
baseline,0,120320,A01_xor2_40_1,S02_surface_xor_44_42,0.7351570129394531
baseline,0,120320,A01_xor2_40_1,S03_surface_xor_29_3,0.808975875377655
baseline,0,120320,A01_xor2_40_1,U00_xor2_20_41,0.8029555678367615
baseline,0,120320,A01_xor2_40_1,U01_or_bits_13_12,0.33917343616485596
baseline,0,120320,A01_xor2_40_1,U02_xor2_6_10,0.7875878214836121
baseline,0,120320,A01_xor2_40_1,U03_or_bits_27_41,0.3804090917110443
baseline,0,120320,A02_bit_1,A00_not_bit_26,0.1589641571044922
baseline,0,120320,A02_bit_1,A01_xor2_40_1,0.5648610591888428
baseline,0,120320,A02_bit_1,A02_bit_1,1.0
baseline,0,120320,A02_bit_1,A03_and_bits_23_25,0.37148070335388184
baseline,0,120320,A02_bit_1,A04_not_bit_0,0.2983557879924774
baseline,0,120320,A02_bit_1,A05_and_bits_5_25,0.18929044902324677
baseline,0,120320,A02_bit_1,A06_and_bits_18_35,0.16590118408203125
baseline,0,120320,A02_bit_1,A07_and_bits_46_18,0.29919546842575073
