condition,seed,task_name,realized_sample_count,realized_sample_fraction,realized_target_token_count,effective_loss_weight,frequency,kind,op,reference_learnability,formal_utility,intended_frequency,frequency_error,target_data_seen
baseline,0,A00_copy,2764,0.011051049129989764,16584,0.011051049129989764,0.0109061632033235,atomic,copy,1.0,0.0530821971476897,0.0109061632033235,0.00014488592666626367,250000
baseline,0,A01_reverse,3056,0.012218526100307062,18336,0.012218526100307062,0.0120540867248666,atomic,reverse,2.0,0.0752749154615973,0.0120540867248666,0.0001644393754404623,250000
baseline,0,A02_substitute,4772,0.019079452405322415,28632,0.019079452405322415,0.018948519685711,atomic,substitute,1.5,0.0426733752056038,0.018948519685711,0.00013093271961141587,250000
baseline,0,A03_copy,70010,0.27991459825997955,420060,0.27991459825997955,0.280037251940008,atomic,copy,1.0,0.1162344687252579,0.280037251940008,-0.00012265368002845056,250000
baseline,0,A04_reverse,3397,0.01358191530194473,20382,0.01358191530194473,0.0134641728018988,atomic,reverse,2.0,0.1679114697925501,0.0134641728018988,0.00011774250004592882,250000
baseline,0,A05_substitute,2366,0.009459762026612077,14196,0.009459762026612077,0.0095362756947815,atomic,substitute,1.5,0.0,0.0095362756947815,-7.651366816942284e-05,250000
baseline,0,A06_copy,33687,0.1346876599283521,202122,0.1346876599283521,0.1352490775505667,atomic,copy,1.0,0.1284501107688861,0.1352490775505667,-0.0005614176222145939,250000
baseline,0,A07_reverse,3543,0.014165653787103378,21258,0.014165653787103378,0.0142969842826973,atomic,reverse,2.0,0.031814849645611,0.0142969842826973,-0.00013133049559392249,250000
baseline,0,C00_reverse_then_substitute_06_04,12921,0.05166085593654043,77526,0.05166085593654043,0.0516770010672922,composite,reverse_then_substitute,3.0,0.0,0.0516770010672922,-1.614513075177265e-05,250000
baseline,0,C01_substitute_then_reverse_03_04,6889,0.027543660440122825,41334,0.027543660440122825,0.0278779716606898,composite,substitute_then_reverse,3.0,0.0,0.0278779716606898,-0.00033431122056697474,250000
baseline,0,C02_copy_then_substitute_00_07,2619,0.010471308853633572,15714,0.010471308853633572,0.0104088219420859,composite,copy_then_substitute,3.0,0.0,0.0104088219420859,6.24869115476729e-05,250000
baseline,0,C03_reverse_then_substitute_06_01,16489,0.06592646494370522,98934,0.06592646494370522,0.065320998729833,composite,reverse_then_substitute,3.0,0.0,0.065320998729833,0.0006054662138722106,250000
baseline,0,C04_substitute_then_reverse_07_01,2476,0.009899564994882292,14856,0.009899564994882292,0.0099539167317642,composite,substitute_then_reverse,3.0,0.0,0.0099539167317642,-5.435173688190728e-05,250000
baseline,0,C05_copy_then_substitute_06_07,2917,0.01166277507676561,17502,0.01166277507676561,0.0114521109717608,composite,copy_then_substitute,3.0,0.0,0.0114521109717608,0.0002106641050048097,250000
