condition,seed,checkpoint_index,data_seen,checkpoint_fraction
baseline,2,27,1533,0.006132
baseline,2,28,1644,0.006576
baseline,2,29,1763,0.007052
baseline,2,30,1891,0.007564
baseline,2,31,2027,0.008108
baseline,2,32,2174,0.008696
baseline,2,33,2331,0.009324
baseline,2,34,2499,0.009996
baseline,2,35,2680,0.01072
baseline,2,36,2874,0.011496
baseline,2,37,3082,0.012328
baseline,2,38,3304,0.013216
baseline,2,39,3543,0.014172
baseline,2,40,3799,0.015196
baseline,2,41,4074,0.016296
baseline,2,42,4368,0.017472
baseline,2,43,4684,0.018736
baseline,2,44,5023,0.020092
baseline,2,45,5386,0.021544
baseline,2,46,5775,0.0231
baseline,2,47,6192,0.024768
baseline,2,48,6640,0.02656
baseline,2,49,7120,0.02848
baseline,2,50,7634,0.030536
baseline,2,51,8186,0.032744
baseline,2,52,8777,0.035108
baseline,2,53,9412,0.037648
baseline,2,54,10092,0.040368
baseline,2,55,10821,0.043284
baseline,2,56,11603,0.046412
baseline,2,57,12442,0.049768
baseline,2,58,13341,0.053364
baseline,2,59,14305,0.05722
baseline,2,60,15339,0.061356
baseline,2,61,16448,0.065792
baseline,2,62,17637,0.070548
baseline,2,63,18911,0.075644
baseline,2,64,20278,0.081112
baseline,2,65,21743,0.086972
baseline,2,66,23315,0.09326
baseline,2,67,24999,0.099996
baseline,2,68,26806,0.107224
baseline,2,69,28743,0.114972
baseline,2,70,30821,0.123284
baseline,2,71,33048,0.132192
baseline,2,72,35436,0.141744
baseline,2,73,37997,0.151988
baseline,2,74,40743,0.162972
baseline,2,75,43688,0.174752
baseline,2,76,46845,0.18738
baseline,2,77,50230,0.20092
baseline,2,78,53860,0.21544
baseline,2,79,57753,0.231012
baseline,2,80,61926,0.247704
baseline,2,81,66402,0.265608
baseline,2,82,71200,0.2848
baseline,2,83,76346,0.305384
baseline,2,84,81863,0.327452
baseline,2,85,87779,0.351116
baseline,2,86,94123,0.376492
baseline,2,87,100925,0.4037
baseline,2,88,108219,0.432876
baseline,2,89,116039,0.464156
baseline,2,90,124425,0.4977
baseline,2,91,133417,0.533668
baseline,2,92,143059,0.572236
baseline,2,93,153397,0.613588
baseline,2,94,164483,0.657932
baseline,2,95,176370,0.70548
baseline,2,96,189115,0.75646
baseline,2,97,202782,0.811128
baseline,2,98,217437,0.869748
baseline,2,99,233150,0.9326
baseline,2,100,249999,0.999996
baseline,3,0,0,0.0
baseline,3,1,249,0.000996
baseline,3,2,268,0.001072
baseline,3,3,287,0.001148
baseline,3,4,308,0.001232
baseline,3,5,330,0.00132
baseline,3,6,354,0.001416
baseline,3,7,379,0.001516
baseline,3,8,407,0.001628
baseline,3,9,436,0.001744
baseline,3,10,468,0.001872
baseline,3,11,502,0.002008
baseline,3,12,538,0.002152
baseline,3,13,577,0.002308
baseline,3,14,619,0.002476
baseline,3,15,664,0.002656
baseline,3,16,712,0.002848
baseline,3,17,763,0.003052
baseline,3,18,818,0.003272
baseline,3,19,877,0.003508
baseline,3,20,941,0.003764
baseline,3,21,1009,0.004036
baseline,3,22,1082,0.004328
baseline,3,23,1160,0.00464
baseline,3,24,1244,0.004976
baseline,3,25,1334,0.005336
baseline,3,26,1430,0.00572
baseline,3,27,1533,0.006132
baseline,3,28,1644,0.006576
baseline,3,29,1763,0.007052
baseline,3,30,1891,0.007564
baseline,3,31,2027,0.008108
baseline,3,32,2174,0.008696
baseline,3,33,2331,0.009324
baseline,3,34,2499,0.009996
baseline,3,35,2680,0.01072
baseline,3,36,2874,0.011496
baseline,3,37,3082,0.012328
baseline,3,38,3304,0.013216
baseline,3,39,3543,0.014172
baseline,3,40,3799,0.015196
baseline,3,41,4074,0.016296
baseline,3,42,4368,0.017472
baseline,3,43,4684,0.018736
baseline,3,44,5023,0.020092
baseline,3,45,5386,0.021544
baseline,3,46,5775,0.0231
baseline,3,47,6192,0.024768
baseline,3,48,6640,0.02656
baseline,3,49,7120,0.02848
baseline,3,50,7634,0.030536
baseline,3,51,8186,0.032744
baseline,3,52,8777,0.035108
baseline,3,53,9412,0.037648
baseline,3,54,10092,0.040368
baseline,3,55,10821,0.043284
baseline,3,56,11603,0.046412
baseline,3,57,12442,0.049768
baseline,3,58,13341,0.053364
baseline,3,59,14305,0.05722
baseline,3,60,15339,0.061356
baseline,3,61,16448,0.065792
baseline,3,62,17637,0.070548
baseline,3,63,18911,0.075644
baseline,3,64,20278,0.081112
baseline,3,65,21743,0.086972
baseline,3,66,23315,0.09326
baseline,3,67,24999,0.099996
baseline,3,68,26806,0.107224
baseline,3,69,28743,0.114972
baseline,3,70,30821,0.123284
baseline,3,71,33048,0.132192
baseline,3,72,35436,0.141744
baseline,3,73,37997,0.151988
baseline,3,74,40743,0.162972
baseline,3,75,43688,0.174752
baseline,3,76,46845,0.18738
baseline,3,77,50230,0.20092
baseline,3,78,53860,0.21544
baseline,3,79,57753,0.231012
baseline,3,80,61926,0.247704
baseline,3,81,66402,0.265608
baseline,3,82,71200,0.2848
baseline,3,83,76346,0.305384
baseline,3,84,81863,0.327452
baseline,3,85,87779,0.351116
baseline,3,86,94123,0.376492
baseline,3,87,100925,0.4037
baseline,3,88,108219,0.432876
baseline,3,89,116039,0.464156
baseline,3,90,124425,0.4977
baseline,3,91,133417,0.533668
baseline,3,92,143059,0.572236
baseline,3,93,153397,0.613588
baseline,3,94,164483,0.657932
baseline,3,95,176370,0.70548
baseline,3,96,189115,0.75646
baseline,3,97,202782,0.811128
baseline,3,98,217437,0.869748
baseline,3,99,233150,0.9326
baseline,3,100,249999,0.999996
baseline,4,0,0,0.0
baseline,4,1,249,0.000996
baseline,4,2,268,0.001072
baseline,4,3,287,0.001148
baseline,4,4,308,0.001232
baseline,4,5,330,0.00132
baseline,4,6,354,0.001416
baseline,4,7,379,0.001516
baseline,4,8,407,0.001628
baseline,4,9,436,0.001744
baseline,4,10,468,0.001872
baseline,4,11,502,0.002008
baseline,4,12,538,0.002152
baseline,4,13,577,0.002308
baseline,4,14,619,0.002476
baseline,4,15,664,0.002656
baseline,4,16,712,0.002848
baseline,4,17,763,0.003052
baseline,4,18,818,0.003272
baseline,4,19,877,0.003508
baseline,4,20,941,0.003764
baseline,4,21,1009,0.004036
baseline,4,22,1082,0.004328
baseline,4,23,1160,0.00464
baseline,4,24,1244,0.004976
baseline,4,25,1334,0.005336
baseline,4,26,1430,0.00572
baseline,4,27,1533,0.006132
baseline,4,28,1644,0.006576
baseline,4,29,1763,0.007052
baseline,4,30,1891,0.007564
baseline,4,31,2027,0.008108
baseline,4,32,2174,0.008696
baseline,4,33,2331,0.009324
baseline,4,34,2499,0.009996
baseline,4,35,2680,0.01072
baseline,4,36,2874,0.011496
baseline,4,37,3082,0.012328
baseline,4,38,3304,0.013216
baseline,4,39,3543,0.014172
baseline,4,40,3799,0.015196
baseline,4,41,4074,0.016296
baseline,4,42,4368,0.017472
baseline,4,43,4684,0.018736
baseline,4,44,5023,0.020092
baseline,4,45,5386,0.021544
baseline,4,46,5775,0.0231
baseline,4,47,6192,0.024768
baseline,4,48,6640,0.02656
baseline,4,49,7120,0.02848
baseline,4,50,7634,0.030536
baseline,4,51,8186,0.032744
baseline,4,52,8777,0.035108
baseline,4,53,9412,0.037648
baseline,4,54,10092,0.040368
baseline,4,55,10821,0.043284
baseline,4,56,11603,0.046412
baseline,4,57,12442,0.049768
baseline,4,58,13341,0.053364
baseline,4,59,14305,0.05722
baseline,4,60,15339,0.061356
baseline,4,61,16448,0.065792
baseline,4,62,17637,0.070548
baseline,4,63,18911,0.075644
baseline,4,64,20278,0.081112
baseline,4,65,21743,0.086972
baseline,4,66,23315,0.09326
baseline,4,67,24999,0.099996
baseline,4,68,26806,0.107224
baseline,4,69,28743,0.114972
baseline,4,70,30821,0.123284
baseline,4,71,33048,0.132192
baseline,4,72,35436,0.141744
baseline,4,73,37997,0.151988
baseline,4,74,40743,0.162972
baseline,4,75,43688,0.174752
baseline,4,76,46845,0.18738
baseline,4,77,50230,0.20092
baseline,4,78,53860,0.21544
baseline,4,79,57753,0.231012
baseline,4,80,61926,0.247704
baseline,4,81,66402,0.265608
baseline,4,82,71200,0.2848
baseline,4,83,76346,0.305384
baseline,4,84,81863,0.327452
baseline,4,85,87779,0.351116
baseline,4,86,94123,0.376492
baseline,4,87,100925,0.4037
baseline,4,88,108219,0.432876
baseline,4,89,116039,0.464156
baseline,4,90,124425,0.4977
baseline,4,91,133417,0.533668
baseline,4,92,143059,0.572236
baseline,4,93,153397,0.613588
baseline,4,94,164483,0.657932
baseline,4,95,176370,0.70548
baseline,4,96,189115,0.75646
baseline,4,97,202782,0.811128
baseline,4,98,217437,0.869748
baseline,4,99,233150,0.9326
baseline,4,100,249999,0.999996
